trait,comparison,mean_x,ref,diff,ci_lo,ci_hi,p_welch,p_wilcox,p_welch_holm,p_wilcox_holm
topt,35 evolved vs 40 evolved,35.24130909292722,35.87539133511963,-0.634082242192413,-3.258915525366306,1.9907510409814797,0.6266186098950328,0.5212032882859607,0.6266186098950328,0.5212032882859607
topt,35 evolved vs ancestor,35.24130909292722,41.14717524436159,-5.905866151434374,-7.865232274900187,-3.946500027968561,7.124714445881348e-6,1.5258789062500003e-5,2.1374143337644043e-5,4.5776367187500014e-5
topt,40 evolved vs ancestor,35.87539133511963,41.14717524436159,-5.271783909241961,-7.165458135783844,-3.378109682700078,1.8418498564547772e-5,2.2888183593750007e-5,3.6836997129095544e-5,4.5776367187500014e-5
tmax,35 evolved vs 40 evolved,47.97228551233628,47.95381728188795,0.01846823044832746,-2.191886896451393,2.2288233573480474,0.9865506331535622,0.8803738588788715,0.9865506331535622,0.8803738588788715
tmax,35 evolved vs ancestor,47.97228551233628,42.687254334317835,5.285031178018443,3.619576421692095,6.9504859343447905,3.765076549842176e-6,3.0948553343077635e-4,7.530153099684352e-6,8.734896542704906e-4
tmax,40 evolved vs ancestor,47.95381728188795,42.687254334317835,5.266562947570115,3.6883036691052524,6.844822226034971,1.985961244616651e-6,2.9116321809016354e-4,5.957883733849953e-6,8.734896542704906e-4
