trait,comparison,mean_x,ref,diff,ci_lo,ci_hi,p_welch,p_wilcox,p_welch_holm,p_wilcox_holm,method
AUC at 41°C,35 evolved vs 40 evolved,0.4348113979265834,0.7275872372692815,-0.29277583934269813,-0.346812686316272,-0.23873899236912421,3.2162160452756395e-12,3.814381746770092e-7,9.648648135826918e-12,1.1443145240310276e-6,Predicted (TPC)
AUC at 41°C,35 evolved vs ancestor,0.4348113979265834,0.5777572966175867,-0.14294589869100327,0.38922654425785463,0.4803962515953122,4.3696726831782055e-6,3.007193855209162e-4,4.3696726831782055e-6,4.2818405169203625e-4,Predicted (TPC)
AUC at 41°C,40 evolved vs ancestor,0.7275872372692815,0.5777572966175867,0.14982994065169486,0.695279670423291,0.7598948041152721,2.1286992406757905e-8,2.1409202584601812e-4,4.257398481351581e-8,4.2818405169203625e-4,Predicted (TPC)
AUC at 42°C,35 evolved vs 40 evolved,0.07586587435325606,0.19932946291070133,-0.12346358855744527,-0.18645486299140723,-0.0604723141234833,6.41987768924147e-4,3.175851557402032e-5,0.001869363572049552,9.527554672206096e-5,Predicted (TPC)
AUC at 42°C,35 evolved vs ancestor,0.07586587435325606,0.07582036431420239,4.5510039053675566e-5,0.0646724817261746,0.08705926698033753,0.9932556302508564,0.930591460030879,0.9932556302508564,0.930591460030879,Predicted (TPC)
AUC at 42°C,40 evolved vs ancestor,0.19932946291070133,0.07582036431420239,0.12350909859649895,0.1370450550202061,0.2616138708011966,6.23121190683184e-4,3.007193855209162e-4,0.001869363572049552,6.014387710418324e-4,Predicted (TPC)
