a,b,c,topt,iter,tmax
0.3861382750063541,0.11034523141120692,46.03250264154702,19.849318967747006,1,42.865570288520516
0.2706563582783147,0.13546143388771328,88.26170573065588,-1.244301127127725,2,42.88655173820021
1.3878754021140531,0.060927389269329134,30.666881103395166,28.779298564306934,3,44.11273911600452
1.1890483871519069,0.06713642344374211,31.78029850724167,27.879654618982165,4,43.769803872603
0.4416753489673756,0.1010789894682829,44.48177831912696,21.42165246737011,5,43.66254162693359
1.3069641079896164,0.0649381400634886,31.32821542796317,28.0482684136596,6,43.712376127641186
1.0758450317304347,0.0687327946575184,29.715817894121077,29.034223186375083,7,43.892132133435624
1.0193609544336466,0.07102943557674356,31.06403480838688,28.06621674117299,8,43.59823414536643
1.6599351372032276,0.05638387477121083,30.794914299351767,28.634444621046043,9,44.03190177072193
0.48812900030794815,0.09580564336465448,35.4774884334506,25.41134998409712,10,43.15009420082242
1.1306648759103946,0.06861787501568621,32.30322010468794,27.83748293702041,11,43.98909298936438
0.749814474558684,0.0814125938021129,32.94425166085246,27.215711983158094,12,43.68783781358432
0.928094538861898,0.07573437626977986,35.82785699622032,25.838336918559623,13,43.752265416669786
1.1271842386240127,0.06963023407518401,32.62796991257341,27.201532276535303,14,43.515517232822006
1.3619493913975742,0.06286104225516784,31.37410477217857,28.052833064643938,15,43.739885450733226
0.6096777964175085,0.08995583439398605,34.39868418306849,25.83798977491524,16,43.037331866449485
0.9121217622041179,0.07296897530615204,29.771203412861777,28.949546667455742,17,43.83514837388663
0.4883366638063977,0.09876410261514389,35.40352305869649,25.278683109864932,18,42.980444639213175
0.9149732666028085,0.07575936057874781,34.34048174228382,26.717820368925175,19,43.88806124006709
0.7669388558712572,0.08152872203791907,32.74833540800393,27.14914243140179,20,43.523310135403754
1.4385039666909663,0.059891298932465434,32.447821997414174,28.122707610510897,21,44.346618609217984
0.7834676405973741,0.0814499559962009,31.397575318656344,27.5116380972302,22,43.21042575655837
1.3805083426817502,0.05991394664527548,31.819036691836683,28.32658266943168,23,44.23610101535002
0.8528157354240719,0.13243804791447072,286.4172007440654,-99.96467037391947,24,43.24392999811322
0.36946416417660577,0.1304372177710696,108.73584391140551,-11.061421073371283,25,43.30650088233147
1.513615923777548,0.05832429311451817,29.485985360667925,29.135093599127593,26,43.878086279461556
