rep.id,n_min,status,n_points_selected,r_final,r_se_final,converged,time_max_used,note
b10_3_41_40_F6_40 evolved,20,success,44,7.370906033977291,0.12552392376991992,TRUE,0.4479166666666667,Selected first 44 of 97 available points
b10_3_42_40_F6_40 evolved,20,success,43,3.0171121793277504,0.059362025280049906,TRUE,0.4375,Selected first 43 of 97 available points
b11_1_41_35_G11_35 evolved,20,success,49,6.389099391280874,0.08654820935344704,TRUE,0.5,Selected first 49 of 97 available points
b11_1_42_35_G11_35 evolved,20,success,37,3.48583104259955,0.0667176794548313,TRUE,0.375,Selected first 37 of 97 available points
b11_2_41_35_D8_35 evolved,20,success,48,6.703193919000645,0.09686807728583292,TRUE,0.4895833333333333,Selected first 48 of 97 available points
b11_2_42_35_D8_35 evolved,20,success,40,2.5587015007718783,0.04960508184264254,TRUE,0.40625,Selected first 40 of 97 available points
b11_3_41_40_G5_40 evolved,20,success,49,6.7709270050131005,0.10923369945491501,TRUE,0.5,Selected first 49 of 97 available points
b11_3_42_40_G5_40 evolved,20,success,49,2.6262533173975156,0.04317247399674752,TRUE,0.5,Selected first 49 of 97 available points
b2_2_41_35_E9_35 evolved,20,success,47,4.549398641009475,0.06436965561602571,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b2_2_42_35_E9_35 evolved,20,success,40,2.031520766436178,0.03825140911538197,TRUE,0.40625,Selected first 40 of 97 available points
b2_3_41_40_B6_40 evolved,20,success,48,9.754614368477489,0.4003136863567845,TRUE,0.4895833333333333,Selected first 48 of 97 available points
b2_3_42_40_B6_40 evolved,20,success,47,1.760434460049143,0.028668950316831723,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b3_1_41_fRS585_fRS585,20,success,43,4.513147548393999,0.07706188991169192,TRUE,0.4375,Selected first 43 of 97 available points
b3_1_42_fRS585_fRS585,20,success,38,2.0281315405800635,0.028661517419520808,TRUE,0.3854166666666667,Selected first 38 of 97 available points
b3_2_41_40_E9_40 evolved,20,success,47,6.663897767649561,0.09099241568145192,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b3_2_42_40_E9_40 evolved,20,success,48,2.593059864832602,0.040923977850825896,TRUE,0.4895833333333333,Selected first 48 of 97 available points
b3_3_41_fRS585_fRS585,20,success,45,4.9227202352589385,0.06348515552188734,TRUE,0.4583333333333333,Selected first 45 of 97 available points
b3_3_42_fRS585_fRS585,20,success,39,1.8261785607370837,0.027646404883587956,TRUE,0.3958333333333333,Selected first 39 of 97 available points
b4_2_41_40_G11_40 evolved,20,success,43,7.198383011935457,0.10580354511934137,TRUE,0.4375,Selected first 43 of 97 available points
b4_2_42_40_G11_40 evolved,20,success,55,3.468770705305838,0.038208845065518277,TRUE,0.5625,Selected first 55 of 97 available points
b4_3_41_35_E11_35 evolved,20,success,44,4.445980129008167,0.06537001479606876,TRUE,0.4479166666666667,Selected first 44 of 97 available points
b4_3_42_35_E11_35 evolved,20,success,39,1.7309923101959854,0.026424256798540557,TRUE,0.3958333333333333,Selected first 39 of 97 available points
b5_1_41_40_D2_40 evolved,20,success,60,5.1595071711132725,0.05459690791505758,TRUE,0.6145833333333334,Selected first 60 of 97 available points
b5_1_42_40_D2_40 evolved,20,success,45,2.14134570169581,0.03640235058612957,TRUE,0.4583333333333333,Selected first 45 of 97 available points
b5_2_41_40_E11_40 evolved,20,success,47,6.391180493714467,0.0814272013765925,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b5_2_42_40_E11_40 evolved,20,success,43,2.5577301131086614,0.04699243862526934,TRUE,0.4375,Selected first 43 of 97 available points
b5_3_41_35_D2_35 evolved,20,success,51,5.534248523476378,0.07485766356655957,TRUE,0.5208333333333334,Selected first 51 of 97 available points
b5_3_42_35_D2_35 evolved,20,success,39,1.6556129254124905,0.028736887614640223,TRUE,0.3958333333333333,Selected first 39 of 97 available points
b7_3_41_fRS585_fRS585,20,success,47,5.093895718997931,0.06118975292412066,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b7_3_42_fRS585_fRS585,20,success,38,2.0602779850458326,0.034061470578846204,TRUE,0.3854166666666667,Selected first 38 of 97 available points
