population,drug,evolution_history,concentration,fitted,ci_lo,ci_hi
40_F2,fluconazole,40 evolved,0.047823239712183434,0.8593428603240176,0.8253549683830755,0.9260011327175784
40_F2,fluconazole,40 evolved,0.05067763976958577,0.8593428603240176,0.8253549683830755,0.9260011327175716
40_F2,fluconazole,40 evolved,0.05370240887217897,0.8593428603240176,0.8253549683830755,0.9260011327175628
40_F2,fluconazole,40 evolved,0.05690771574578128,0.8593428603240176,0.8253549683830755,0.9260011327175514
40_F2,fluconazole,40 evolved,0.060304336051494545,0.8593428603240176,0.8253549683830755,0.9260011327175368
40_F2,fluconazole,40 evolved,0.06390368861152497,0.8593428603240176,0.8253549683830755,0.9260011327175179
40_F2,fluconazole,40 evolved,0.06771787379719503,0.8593428603240176,0.8253549683830755,0.9260011327174937
40_F2,fluconazole,40 evolved,0.07175971420819996,0.8593428603240176,0.8253549683830755,0.9260011327174625
40_F2,fluconazole,40 evolved,0.0760427977798652,0.8593428603240176,0.8253549683830755,0.9260011327174223
40_F2,fluconazole,40 evolved,0.08058152346332374,0.8593428603240176,0.8253549683830755,0.9260011327173706
40_F2,fluconazole,40 evolved,0.08539114963218163,0.8593428603240176,0.8253549683830755,0.926001132717304
40_F2,fluconazole,40 evolved,0.09048784537840594,0.8593428603240176,0.8253549683830755,0.9260011327172182
40_F2,fluconazole,40 evolved,0.09588874486988339,0.8593428603240176,0.8253549683830755,0.9260011327171078
40_F2,fluconazole,40 evolved,0.10161200495238898,0.8593428603240176,0.8253549683830755,0.9260011327169656
40_F2,fluconazole,40 evolved,0.10767686618961246,0.8593428603240176,0.8253549683830755,0.9260011327167825
40_F2,fluconazole,40 evolved,0.11410371754644834,0.8593428603240176,0.8253549683830755,0.9260011327165468
40_F2,fluconazole,40 evolved,0.1209141649330027,0.8593428603240176,0.8253549683830755,0.9260011327162433
40_F2,fluconazole,40 evolved,0.12813110383974916,0.8593428603240176,0.8253549683830755,0.9260011327158526
40_F2,fluconazole,40 evolved,0.13577879630802064,0.8593428603240176,0.8253549683830755,0.9260011327153495
40_F2,fluconazole,40 evolved,0.1438829524945974,0.8593428603240176,0.8253549683830755,0.9260011327147016
40_F2,fluconazole,40 evolved,0.15247081710459726,0.8593428603240176,0.8253549683830755,0.9260011327138675
40_F2,fluconazole,40 evolved,0.16157126098323873,0.8593428603240176,0.8253549683830755,0.9260011327127936
40_F2,fluconazole,40 evolved,0.17121487817439343,0.8593428603240176,0.8253549683830755,0.9260011327114109
40_F2,fluconazole,40 evolved,0.18143408877221961,0.8593428603240176,0.8253549683830755,0.9260011327096306
40_F2,fluconazole,40 evolved,0.1922632479116459,0.8593428603240176,0.8253549683830755,0.9260011327073382
40_F2,fluconazole,40 evolved,0.20373876126411236,0.8593428603240176,0.8253549683830755,0.9260011327043868
40_F2,fluconazole,40 evolved,0.2158992074268429,0.8593428603240176,0.8253549683830755,0.9260011327005866
40_F2,fluconazole,40 evolved,0.22878546761710142,0.8593428603240176,0.8253549683830755,0.9260011326956936
40_F2,fluconazole,40 evolved,0.24244086310743895,0.8593428603240176,0.8253549683830755,0.9260011326893935
40_F2,fluconazole,40 evolved,0.2569113008639644,0.8593428603240176,0.8253549683830755,0.926001132681282
40_F2,fluconazole,40 evolved,0.27224542787724976,0.8593428603240176,0.8253549683830755,0.9260011326708378
40_F2,fluconazole,40 evolved,0.28849479470469985,0.8593428603240176,0.8253549683830755,0.9260011326573904
40_F2,fluconazole,40 evolved,0.3057140287741889,0.8593428603240176,0.8253549683830755,0.926001132640076
40_F2,fluconazole,40 evolved,0.3239610180315779,0.8593428603240176,0.8253549683830755,0.9260011326177828
40_F2,fluconazole,40 evolved,0.3432971055495023,0.8593428603240176,0.8253549683830755,0.926001132589079
40_F2,fluconazole,40 evolved,0.3637872957516712,0.8593428603240176,0.8253549683830755,0.9260011325521212
40_F2,fluconazole,40 evolved,0.38550047294596484,0.8593428603240176,0.8253549683830755,0.926001132504536
40_F2,fluconazole,40 evolved,0.40850963290099945,0.8593428603240176,0.8253549683830755,0.9260011324432672
40_F2,fluconazole,40 evolved,0.43289212824467993,0.8593428603240176,0.8253549683830755,0.9260011323643802
40_F2,fluconazole,40 evolved,0.4587299285097223,0.8593428603240176,0.8253549683830755,0.9260011322628087
40_F2,fluconazole,40 evolved,0.4861098957003754,0.8593428603240176,0.8253549683830755,0.9260011321320294
40_F2,fluconazole,40 evolved,0.5151240763067452,0.8593428603240176,0.8253549683830755,0.9260011319636436
40_F2,fluconazole,40 evolved,0.5458700107484201,0.8593428603240176,0.8253549683830755,0.9260011317468373
40_F2,fluconazole,40 evolved,0.5784510612876953,0.8593428603240176,0.8253549683830755,0.9260011314676868
40_F2,fluconazole,40 evolved,0.6129767595147729,0.8593428603240176,0.8253549683830755,0.9260011311082645
40_F2,fluconazole,40 evolved,0.6495631745731304,0.8593428603240176,0.8253549683830755,0.9260011306454877
40_F2,fluconazole,40 evolved,0.688333303362955,0.8593428603240176,0.8253549683830755,0.926001130049636
40_F2,fluconazole,40 evolved,0.7294174840344415,0.8593428603240176,0.8253549683830753,0.926001129282443
40_F2,fluconazole,40 evolved,0.7729538341610469,0.8593428603240176,0.8253549683830753,0.926001128294638
40_F2,fluconazole,40 evolved,0.81908871506575,0.8593428603240176,0.8253549683830752,0.9260011270227826
40_F2,fluconazole,40 evolved,0.8679772238613109,0.8593428603240176,0.825354968383075,0.9260011253851961
40_F2,fluconazole,40 evolved,0.919783714858667,0.8593428603240176,0.8253549683830746,0.9260011232767098
40_F2,fluconazole,40 evolved,0.9746823520963588,0.8593428603240176,0.8253549683830739,0.9260011205619135
40_F2,fluconazole,40 evolved,1.0328576948484756,0.8593428603240176,0.8253549683830724,0.9260011170664587
40_F2,fluconazole,40 evolved,1.0945053180795055,0.8593428603240176,0.8253549683830703,0.9260011125658617
40_F2,fluconazole,40 evolved,1.1598324699319429,0.8593428603240176,0.8253549683830662,0.9260011067710877
40_F2,fluconazole,40 evolved,1.2290587684569976,0.8593428603240176,0.8253549683830593,0.9260010993099883
40_F2,fluconazole,40 evolved,1.3024169399307042,0.8593428603240176,0.8253549683830467,0.9260010897034022
40_F2,fluconazole,40 evolved,1.380153601237505,0.8593428603240176,0.8253549683830249,0.9260010773343839
40_F2,fluconazole,40 evolved,1.462530088951548,0.8593428603240176,0.8253549683829863,0.9260010614085831
40_F2,fluconazole,40 evolved,1.5498233379029034,0.8593428603240176,0.8253549683829181,0.926001040903234
40_F2,fluconazole,40 evolved,1.6423268121823025,0.8593428603240176,0.8253549683827979,0.9260010145014751
40_F2,fluconazole,40 evolved,1.7403514917142566,0.8593428603240176,0.8253549683825856,0.9260009805077859
40_F2,fluconazole,40 evolved,1.8442269177152244,0.8593428603240176,0.8253549683822111,0.9260009367391097
40_F2,fluconazole,40 evolved,1.954302300551493,0.8593428603240176,0.825354968381551,0.9260008803846738
40_F2,fluconazole,40 evolved,2.070947693721178,0.8593428603240176,0.8253549683803861,0.9260008078255113
40_F2,fluconazole,40 evolved,2.194555237907045,0.8593428603240176,0.8253549683783313,0.9260007144021003
40_F2,fluconazole,40 evolved,2.3255404792824548,0.8593428603240176,0.8253549683747069,0.9260005941152137
40_F2,fluconazole,40 evolved,2.4643437665023344,0.8593428603240176,0.8253549683683127,0.9260004392407929
40_F2,fluconazole,40 evolved,2.611431731075579,0.8593428603240176,0.8253549683570334,0.9260002398341497
40_F2,fluconazole,40 evolved,2.7672988560956657,0.8593428603240176,0.8253549683371363,0.9259999830917245
40_F2,fluconazole,40 evolved,2.9324691386032407,0.8593428603240176,0.8253549683020368,0.9259996525295199
40_F2,fluconazole,40 evolved,3.107497851169263,0.8593428603240176,0.8253549682401199,0.925999226925633
40_F2,fluconazole,40 evolved,3.292973408620791,0.8593428603240176,0.8253549681308961,0.9259986789592736
40_F2,fluconazole,40 evolved,3.4895193461850513,0.8593428603240176,0.825354967938221,0.9259979734593705
40_F2,fluconazole,40 evolved,3.6977964157019403,0.8593428603240176,0.8253549675983343,0.9259970651511186
40_F2,fluconazole,40 evolved,3.9185048069519977,0.8593428603240176,0.8253549669987605,0.9259958957571265
40_F2,fluconazole,40 evolved,4.152386501567629,0.8593428603240176,0.8252796812190011,0.9259943902692858
40_F2,fluconazole,40 evolved,4.4002277674409624,0.8593428603240176,0.8251497533795978,0.9259225013248361
40_F2,fluconazole,40 evolved,4.662861802014056,0.8593428603240176,0.8251446757889686,0.9258523424420215
40_F2,fluconazole,40 evolved,4.941171533337789,0.8593428603240176,0.8250878889388877,0.9258523424420215
40_F2,fluconazole,40 evolved,5.236092588316022,0.8593428603240176,0.8248448289755888,0.9258172521703901
40_F2,fluconazole,40 evolved,5.548616438113795,0.8593428603240176,0.8245447309733338,0.9253275935093435
40_F2,fluconazole,40 evolved,5.879793731303759,0.8593428603240176,0.8241840139278976,0.9244068472271744
40_F2,fluconazole,40 evolved,6.230737825956374,0.8593428603240176,0.8239368743945685,0.9227125309694797
40_F2,fluconazole,40 evolved,6.602628532548091,0.8593428603240176,0.8239366653463686,0.9225585731625913
40_F2,fluconazole,40 evolved,6.996716080270425,0.8593428603240176,0.8237172880531147,0.9212453848780611
40_F2,fluconazole,40 evolved,7.414325320074053,0.8593428603240176,0.8235624593180748,0.9210701362267443
40_F2,fluconazole,40 evolved,7.856860178577743,0.8593428603240176,0.8222227129361267,0.920388354953316
40_F2,fluconazole,40 evolved,8.325808377815305,0.8593428603240173,0.8221269283451725,0.9195743094014761
40_F2,fluconazole,40 evolved,8.822746436687595,0.8593428603240161,0.8212706265974974,0.9191165361810664
40_F2,fluconazole,40 evolved,9.349344970933524,0.8593428603240107,0.8211469313756837,0.9181845632787128
40_F2,fluconazole,40 evolved,9.907374309437508,0.8593428603239852,0.8206138328194286,0.9158924898454022
40_F2,fluconazole,40 evolved,10.498710445754524,0.8593428603238653,0.8184863142621892,0.9145160617798855
40_F2,fluconazole,40 evolved,11.125341344860624,0.8593428603233045,0.8147512131287385,0.9134535704447125
40_F2,fluconazole,40 evolved,11.789373626331107,0.8593428603206786,0.8108604755814538,0.9132953010535786
40_F2,fluconazole,40 evolved,12.493039646413898,0.8593428603083828,0.803530446577989,0.9123740686502824
40_F2,fluconazole,40 evolved,13.2387050028069,0.8593428602508107,0.7953966315965257,0.9109931480762917
40_F2,fluconazole,40 evolved,14.028876487368995,0.8593428599812398,0.7859650229839852,0.9104514234273934
40_F2,fluconazole,40 evolved,14.866210513500125,0.8593428587190229,0.7726241577529523,0.9098175688611907
40_F2,fluconazole,40 evolved,15.75352204652199,0.8593428528089239,0.7599399576681549,0.9095176025908782
40_F2,fluconazole,40 evolved,16.69379406708161,0.8593428251359656,0.7433190466273731,0.9083458447201399
40_F2,fluconazole,40 evolved,17.69018759939183,0.8593426955624206,0.7239153659273779,0.9067440967026275
40_F2,fluconazole,40 evolved,18.74605233802221,0.8593420888584968,0.698957433156981,0.9051764204914359
40_F2,fluconazole,40 evolved,19.86493790896536,0.8593392480896568,0.673187752441258,0.9051759205407408
40_F2,fluconazole,40 evolved,21.05060580283662,0.85932594695862,0.6407257243130939,0.9051730094376178
40_F2,fluconazole,40 evolved,22.307042020324072,0.8592636723208744,0.603911221839161,0.9046930346388595
40_F2,fluconazole,40 evolved,23.638470472400844,0.8589722027452342,0.5668099497338459,0.9046424417426039
40_F2,fluconazole,40 evolved,25.04936718034879,0.8576100761057841,0.5244307149448753,0.904306885892755
40_F2,fluconazole,40 evolved,26.544475323331095,0.8512892136259452,0.4754897135377846,0.8995522493953163
40_F2,fluconazole,40 evolved,28.128821184101543,0.822891089022001,0.4324765666089687,0.875368461954126
40_F2,fluconazole,40 evolved,29.807731046456713,0.7117220647164841,0.38095444080074187,0.7996922403418062
40_F2,fluconazole,40 evolved,31.58684910123719,0.4359544028383652,0.32520491516405703,0.5549526813601192
40_F2,fluconazole,40 evolved,33.47215642107483,0.15491040134022682,0.11520870396451909,0.4532952727359709
40_F2,fluconazole,40 evolved,35.46999106767566,0.038549116004085164,0.021610223701056516,0.39825911112398926
40_F2,fluconazole,40 evolved,37.58706939923506,0.008533978926686206,0.0034468176600170055,0.3567695776291431
40_F2,fluconazole,40 evolved,39.830508649617556,0.0018369436849809274,5.33916756080036e-4,0.3075927885458093
40_F2,fluconazole,40 evolved,42.20785085520777,3.929757111431485e-4,8.09745799931758e-5,0.27226643212413887
40_F2,fluconazole,40 evolved,44.727088209870765,8.395780755306435e-5,1.215949638994293e-5,0.23925279585978146
40_F2,fluconazole,40 evolved,47.396689933259836,1.793220209794797e-5,1.8147042058278098e-6,0.210791693688556
40_F2,fluconazole,40 evolved,50.22563074279923,3.829833711733009e-6,2.7414753812243387e-7,0.1826277463825253
40_F2,fluconazole,40 evolved,53.22342102505797,8.179384149729023e-7,4.061805110836976e-8,0.15912811680066513
40_F2,fluconazole,40 evolved,56.400138807947314,1.746868028702427e-7,6.043771203303345e-9,0.13779208085001643
40_F2,fluconazole,40 evolved,59.76646364122487,3.7307773512957954e-8,9.144858637550759e-10,0.11903158762569908
40_F2,fluconazole,40 evolved,63.33371249920603,7.967801611998141e-9,1.37216395244152e-10,0.10210414393886905
40_F2,fluconazole,40 evolved,67.1138778263823,1.7016791634986736e-9,2.0440742080854147e-11,0.08709586440813322
40_F2,fluconazole,40 evolved,71.11966785384712,3.634267141540777e-10,3.0310975941223826e-12,0.07380938999952774
40_F2,fluconazole,40 evolved,75.36454932206638,7.761685001038754e-11,4.5378818542762756e-13,0.06252892967273838
40_F2,fluconazole,40 evolved,79.8627927536213,1.6576589362677283e-11,6.793727418678624e-14,0.05285137540152514
40_F2,fluconazole,40 evolved,84.62952042812007,3.540253370842667e-12,1.0171024481533464e-14,0.044980628444169606
40_F2,fluconazole,40 evolved,89.68075722056211,7.560900288592085e-13,1.5227300214987363e-15,0.038453392680360195
40_F2,fluconazole,40 evolved,95.03348447406604,1.614777451939233e-13,2.2797264077003464e-16,0.03222833369682808
40_F2,fluconazole,40 evolved,100.7056970880688,3.448671612855479e-14,3.4130617037202694e-17,0.02693602485136416
40_F2,fluconazole,40 evolved,106.71646401391745,7.365309615285551e-15,5.109837869833731e-18,0.022656956674704434
40_F2,fluconazole,40 evolved,113.08599236123067,1.5730052559019178e-15,7.648296799098124e-19,0.01909100320142091
40_F2,fluconazole,40 evolved,119.83569533053955,3.3594589560227486e-16,1.1365682440977885e-19,0.01607606072085498
40_F2,fluconazole,40 evolved,126.98826420059031,7.17477861873415e-17,1.6889879204298244e-20,0.013529978318489632
40_F2,fluconazole,40 evolved,134.56774461231265,1.532313652338404e-17,2.5099080377202707e-21,0.0113819735430595
40_F2,fluconazole,40 evolved,142.59961740590822,3.272554114787514e-18,3.7298323718527246e-22,0.00957132262139226
40_F2,fluconazole,40 evolved,151.11088428282113,6.989176411675962e-19,5.54269595733611e-23,0.008046118427850158
40_F2,fluconazole,40 evolved,160.13015858056653,1.4926746877246772e-19,8.240632325127203e-24,0.006781703097331521
40_F2,fluconazole,40 evolved,169.6877614655874,3.1878973889568457e-20,1.225189908667148e-24,0.005760539507958175
40_F2,fluconazole,40 evolved,179.81582386752564,6.8083754927265e-21,1.8215829348832463e-25,0.004892316498396268
40_F2,fluconazole,40 evolved,190.5483944975862,1.454061131657846e-21,2.7083026455112584e-26,0.004154358278926793
40_F2,fluconazole,40 evolved,201.9215543141359,3.1054306227042497e-22,4.026689933972766e-27,0.003527286611982938
40_F2,fluconazole,40 evolved,213.9735378203516,6.632251658796482e-23,5.986899641457333e-28,0.0029945594083744826
40_F2,fluconazole,40 evolved,226.74486160169317,1.4164464581502242e-23,8.901405911665658e-29,0.0024828479317121933
40_F2,fluconazole,40 evolved,240.27846053532352,3.0250971646188655e-24,1.32866410904538e-29,0.002052000093510916
40_F2,fluconazole,40 evolved,254.61983212939057,6.460683919769136e-25,2.006908580383094e-30,0.0016953526848955442
40_F2,fluconazole,40 evolved,269.81718947740745,1.3798048274069444e-25,3.031397143695592e-31,0.0014032150402936289
40_F2,fluconazole,40 evolved,285.92162334193785,2.946841828788338e-26,4.5788972776435763e-32,0.00117742052779016
40_F2,fluconazole,40 evolved,302.98727391248826,6.293554415385105e-27,6.9164260298964e-33,9.8792240858321e-4
40_F2,fluconazole,40 evolved,321.07151281501655,1.344111068075112e-27,1.0447329714288656e-33,8.288973117514514e-4
40_F2,fluconazole,40 evolved,340.2351359849448,2.8706108568882106e-28,1.5780892137760994e-34,6.937169742853377e-4
40_F2,fluconazole,40 evolved,360.5425680520847,6.130748334276727e-29,2.3837485690756102e-35,5.758943749743776e-4
40_F2,fluconazole,40 evolved,382.0620789245716,1.3093406599520398e-29,3.600741475934171e-36,4.7807359824323856e-4
40_F2,fluconazole,40 evolved,404.86601329992754,2.7963518812520183e-30,5.439086907514639e-37,4.013409296026581e-4
40_F2,fluconazole,40 evolved,429.031033874834,5.972153835097188e-31,8.2160405823784e-38,3.385767486008806e-4
40_F2,fluconazole,40 evolved,454.6383790712263,1.2754697171408545e-31,1.236708162126422e-38,2.85625009217495e-4
40_F2,fluconazole,40 evolved,481.77413614515785,2.7240138888969145e-32,1.8517727074355157e-39,2.4095254597517396e-4
40_F2,fluconazole,40 evolved,510.5295305965587,5.817661969690987e-33,2.7727367786801663e-40,2.0326548385793793e-4
40_F2,fluconazole,40 evolved,541.0012328528394,1.2424749716418039e-33,4.151739691035956e-41,1.7106791023593015e-4
40_F2,fluconazole,40 evolved,573.2916832573624,2.6535471864796223e-34,6.216588114623358e-42,1.4437312594131122e-4
40_F2,fluconazole,40 evolved,607.5094364553174,5.66716660824897e-35,9.308390040996924e-43,1.2206655127342659e-4
40_F2,fluconazole,40 evolved,643.7695263347726,1.2103337573680868e-35,1.3937906587644527e-43,1.0299340808681337e-4
40_F2,fluconazole,40 evolved,682.1938527497749,2.5849033661591156e-36,2.0869931337160428e-44,8.690020153413945e-5
40_F2,fluconazole,40 evolved,722.9115913255754,5.520564366402688e-37,3.124963731771092e-45,7.332143734701109e-5
40_F2,fluconazole,40 evolved,766.059627723679,1.1790239945751214e-37,4.679176521235535e-46,6.186431158792057e-5
40_F2,fluconazole,40 evolved,811.7830178266502,2.5180352723424746e-38,7.00639084472878e-47,5.2197366572674974e-5
40_F2,fluconazole,40 evolved,860.2354753897117,5.3777545342029904e-39,1.0491069672732828e-47,4.404071997574948e-5
40_F2,fluconazole,40 evolved,911.5798887985412,1.1485241746926992e-39,1.5708895779481106e-48,3.7150639671441435e-5
40_F2,fluconazole,40 evolved,965.9888686705273,2.4528969692906297e-40,2.3521879363538906e-49,3.13384855543423e-5
40_F2,fluconazole,40 evolved,1023.6453281403943,5.238639006936577e-41,3.522077009384511e-50,2.6435627266010946e-5
40_F2,fluconazole,40 evolved,1084.7430977810232,1.1188133455493461e-41,5.273830196775015e-51,2.2179488403076444e-5
40_F2,fluconazole,40 evolved,1149.4875772267371,2.389443709562439e-42,7.89685020751191e-52,1.860667237115576e-5
40_F2,fluconazole,40 evolved,1218.0964256896625,5.103122217731474e-43,1.1824481789201913e-52,1.560939166001934e-5
40_F2,fluconazole,40 evolved,1290.8002936905655,1.0898710969790611e-43,1.7705605732774152e-53,1.309493578201776e-5
40_F2,fluconazole,40 evolved,1367.8435984641362,2.327631903275067e-44,2.651184267639514e-54,1.0985528015367026e-5
40_F2,fluconazole,40 evolved,1449.485345645452,4.9711110719065996e-45,3.9698078650181465e-55,9.21592009101621e-6
40_F2,fluconazole,40 evolved,1536.0000000000002,1.0616775468003528e-45,5.9442834112652805e-56,7.731374222663124e-6
40_F4,fluconazole,40 evolved,0.014999999999999998,1.04501926560141,0.9970589185222165,1.103521924461898
40_F4,fluconazole,40 evolved,0.015895296954340957,1.0450192615890144,0.9970589168378021,1.1035218999504461
40_F4,fluconazole,40 evolved,0.01684403101777871,1.0450192569724979,0.9970589148869098,1.103521872075758
40_F4,fluconazole,40 evolved,0.017849391662381506,1.045019251660902,0.9970589126273809,1.1035218403763598
40_F4,fluconazole,40 evolved,0.01891475872852611,1.045019245549573,0.9970589100103855,1.1035218043274586
40_F4,fluconazole,40 evolved,0.020043713787309,1.0450192385181003,0.9970589069793693,1.1035217633322536
40_F4,fluconazole,40 evolved,0.021240052181139633,1.0450192304279433,0.9970589034688286,1.103521716712057
40_F4,fluconazole,40 evolved,0.02250779578299412,1.0450192211197031,0.9970588994028972,1.1035216636950551
40_F4,fluconazole,40 evolved,0.02385120651722364,1.0450192104099807,0.9970588946937036,1.1035216034035342
40_F4,fluconazole,40 evolved,0.025274800687372128,1.0450191980877637,0.9970588892394743,1.1035215348393483
40_F4,fluconazole,40 evolved,0.026783364159170733,1.0450191839102694,0.9970588829223325,1.1035214568673934
40_F4,fluconazole,40 evolved,0.028381968449751407,1.0450191675981602,0.9970588756057495,1.1035213681968168
40_F4,fluconazole,40 evolved,0.030075987777168984,1.045019148830041,0.9970588671315951,1.1035212673596457
40_F4,fluconazole,40 evolved,0.03187111712754866,1.0450191272361264,0.9970588573167173,1.1035211526864845
40_F4,fluconazole,40 evolved,0.033773391400597874,1.045019102390955,0.997058845948985,1.1035210222788785
40_F4,fluconazole,40 evolved,0.03578920569784588,1.0450190738050051,0.9970588327826999,1.1035208739778832
40_F4,fluconazole,40 evolved,0.037925336821816764,1.0450190409150528,0.9970588175332874,1.1035207053283225
40_F4,fluconazole,40 evolved,0.040188966058411935,1.045019003073072,0.9970587998711417,1.1035205135381427
40_F4,fluconazole,40 evolved,0.04258770331909247,1.0450189595334685,0.9970587794145025,1.1035202954321908
40_F4,fluconazole,40 evolved,0.045129612724023105,1.045018909438388,0.9970587557211987,1.1035200473996476
40_F4,fluconazole,40 evolved,0.047823239712183434,1.0450188518008159,0.9970587282790915,1.1035197653342521
40_F4,fluconazole,40 evolved,0.05067763976958577,1.0450187854851292,0.9970586964949986,1.1035194445663201
40_F4,fluconazole,40 evolved,0.05370240887217897,1.0450187091847218,0.9970586596818706,1.1035190797854413
40_F4,fluconazole,40 evolved,0.05690771574578128,1.0450186213962611,0.997058617043935,1.1035186649525635
40_F4,fluconazole,40 evolved,0.060304336051494545,1.0450185203900688,0.9970585676594897,1.1035181932000189
40_F4,fluconazole,40 evolved,0.06390368861152497,1.0450184041760406,0.9970585104609729,1.1035176567178338
40_F4,fluconazole,40 evolved,0.06771787379719503,1.0450182704644375,0.9970584442118787,1.103517046624438
40_F4,fluconazole,40 evolved,0.07175971420819996,1.045018116620771,0.9970583674800192,1.1035163528196368
40_F4,fluconazole,40 evolved,0.0760427977798652,1.0450179396138983,0.9970582786065523,1.1035155638174137
40_F4,fluconazole,40 evolved,0.08058152346332374,1.045017735956301,0.9970581756701107,1.1035146665557913
40_F4,fluconazole,40 evolved,0.08539114963218163,1.0450175016353729,0.997058056445249,1.1035136461806092
40_F4,fluconazole,40 evolved,0.09048784537840594,1.0450172320343634,0.9970579183543157,1.10351248579964
40_F4,fluconazole,40 evolved,0.09588874486988339,1.0450169218414167,0.9970577584117063,1.1035111662029722
40_F4,fluconazole,40 evolved,0.10161200495238898,1.045016564944919,0.9970575731592907,1.1035096655450398
40_F4,fluconazole,40 evolved,0.10767686618961246,1.0450161543130878,0.9970573585916196,1.1035079589830286
40_F4,fluconazole,40 evolved,0.11410371754644834,1.0450156818554328,0.9970571100692909,1.1035060182656904
40_F4,fluconazole,40 evolved,0.1209141649330027,1.0450151382633628,0.9970568222186006,1.1035038112657565
40_F4,fluconazole,40 evolved,0.12813110383974916,1.0450145128267918,0.9970564888153083,1.1035013014482165
40_F4,fluconazole,40 evolved,0.13577879630802064,1.0450137932231414,0.9970561026500006,1.10349844726568
40_F4,fluconazole,40 evolved,0.1438829524945974,1.045012965274573,0.9970556553721407,1.1034952014708161
40_F4,fluconazole,40 evolved,0.15247081710459726,1.045012012668678,0.9970551373094272,1.103491510334516
40_F4,fluconazole,40 evolved,0.16157126098323873,1.045010916637122,0.9970545372585559,1.103487312756849
40_F4,fluconazole,40 evolved,0.17121487817439343,1.0450096555859107,0.9970538422428524,1.103482539256139
40_F4,fluconazole,40 evolved,0.18143408877221961,1.0450082046700058,0.9970530372315364,1.1034771108194563
40_F4,fluconazole,40 evolved,0.1922632479116459,1.0450065353039066,0.9970521048145352,1.1034709375955536
40_F4,fluconazole,40 evolved,0.20373876126411236,1.0450046145985716,0.9970510248258159,1.1034639174086747
40_F4,fluconazole,40 evolved,0.2158992074268429,1.045002404713587,0.9970497739070814,1.1034559340687273
40_F4,fluconazole,40 evolved,0.22878546761710142,1.044999862111841,0.9970483250023886,1.1034437672623683
40_F4,fluconazole,40 evolved,0.24244086310743895,1.044996936702031,0.9970466467727541,1.103429196989741
40_F4,fluconazole,40 evolved,0.2569113008639644,1.0449935708521383,0.9970447029180839,1.1034128510235854
40_F4,fluconazole,40 evolved,0.27224542787724976,1.0449896982544624,0.9970424513917464,1.1033945052711325
40_F4,fluconazole,40 evolved,0.28849479470469985,1.044985242619899,0.9970398434908097,1.1031781853236915
40_F4,fluconazole,40 evolved,0.3057140287741889,1.0449801161757888,0.9970368228022533,1.1030568026099599
40_F4,fluconazole,40 evolved,0.3239610180315779,1.0449742179378267,0.9970333239823653,1.1030501863008257
40_F4,fluconazole,40 evolved,0.3432971055495023,1.0449674317220687,0.9970292713429321,1.1030425694467991
40_F4,fluconazole,40 evolved,0.3637872957516712,1.0449596238580179,0.9970245772136468,1.103033800653656
40_F4,fluconazole,40 evolved,0.38550047294596484,1.0449506405578946,0.9970191400453454,1.1030237056106487
40_F4,fluconazole,40 evolved,0.40850963290099945,1.044940304890502,0.9970128422130788,1.1030120836215007
