rep.id,well,block,test_temperature,strain,evolution_history,mu,r2
d5_2_38_40_E9_40 evolved,d5,2,38,40_E9,40 evolved,6.884348910645612,0.9954102939790322
d6_2_38_35_G9_35 evolved,d6,2,38,35_G9,35 evolved,6.544733746874942,0.9977047310885687
d8_2_38_40_C9_40 evolved,d8,2,38,40_C9,40 evolved,7.554339853237298,0.9249612119339455
d9_2_38_40_C9_40 evolved,d9,2,38,40_C9,40 evolved,7.108878008944641,0.9970332352713246
e10_2_38_fRS585_fRS585,e10,2,38,fRS585,fRS585,6.852755135681963,0.9971712277386052
e11_2_38_40_E11_40 evolved,e11,2,38,40_E11,40 evolved,6.9182117406450585,0.997108619603338
e3_2_38_35_C7_35 evolved,e3,2,38,35_C7,35 evolved,6.80961284884526,0.997574137815633
e8_2_38_35_C7_35 evolved,e8,2,38,35_C7,35 evolved,7.034910804012801,0.9971786411188565
e9_2_38_35_B2_35 evolved,e9,2,38,35_B2,35 evolved,6.963907974711544,0.9946426618238577
f11_2_38_35_B2_35 evolved,f11,2,38,35_B2,35 evolved,7.088622964494703,0.9973037788943724
f2_2_38_35_F6_35 evolved,f2,2,38,35_F6,35 evolved,6.6642157871168415,0.9960068740693857
f3_2_38_40_F4_40 evolved,f3,2,38,40_F4,40 evolved,6.243835179220509,0.997480303471081
f4_2_38_40_G11_40 evolved,f4,2,38,40_G11,40 evolved,7.167852946318677,0.9971811090712956
f5_2_38_40_B2_40 evolved,f5,2,38,40_B2,40 evolved,6.418599491309233,0.9969182161630081
f7_2_38_40_F4_40 evolved,f7,2,38,40_F4,40 evolved,6.233586341233274,0.9974017812418977
f8_2_38_35_G9_35 evolved,f8,2,38,35_G9,35 evolved,6.972136347698244,0.9972354515029174
f9_2_38_35_F6_35 evolved,f9,2,38,35_F6,35 evolved,7.172850517745703,0.9579201025410524
g3_2_38_35_G9_35 evolved,g3,2,38,35_G9,35 evolved,7.048304371788761,0.9973551150875604
g5_2_38_40_F4_40 evolved,g5,2,38,40_F4,40 evolved,6.200778081187438,0.9975972435663689
g6_2_38_35_F6_35 evolved,g6,2,38,35_F6,35 evolved,7.066553296338977,0.9973036530278
g8_2_38_35_E9_35 evolved,g8,2,38,35_E9,35 evolved,6.958133972317128,0.9973576383702408
b10_3_42_40_F6_40 evolved,b10,3,42,40_F6,40 evolved,0.5190482263925331,0.9689043384491839
b11_3_42_40_G5_40 evolved,b11,3,42,40_G5,40 evolved,0.9753245697138956,0.979009873501871
b2_3_42_40_B6_40 evolved,b2,3,42,40_B6,40 evolved,0.2687632892713662,0.9255504740596886
b3_3_42_fRS585_fRS585,b3,3,42,fRS585,fRS585,0.3215401971746998,0.8700684320374956
b4_3_42_35_E11_35 evolved,b4,3,42,35_E11,35 evolved,0.30934391315112897,0.8851627888126746
b5_3_42_35_D2_35 evolved,b5,3,42,35_D2,35 evolved,0.2921831120416694,0.8776411879486444
b7_3_42_fRS585_fRS585,b7,3,42,fRS585,fRS585,0.35351394626768373,0.8799540880679798
b8_3_42_35_E11_35 evolved,b8,3,42,35_E11,35 evolved,0.3570787803311373,0.8894557315990991
b9_3_42_40_C5_40 evolved,b9,3,42,40_C5,40 evolved,1.2965798206276813,0.9938772137460642
c2_3_42_35_E11_35 evolved,c2,3,42,35_E11,35 evolved,0.2774519344785236,0.8718609275394233
c3_3_42_40_E7_40 evolved,c3,3,42,40_E7,40 evolved,0.2929041646635033,0.9431097004581455
c4_3_42_35_C9_35 evolved,c4,3,42,35_C9,35 evolved,0.2912292217396089,0.8778764423154071
c5_3_42_35_D2_35 evolved,c5,3,42,35_D2,35 evolved,0.26860003443492225,0.8821155596552993
c7_3_42_40_D8_40 evolved,c7,3,42,40_D8,40 evolved,0.322996572346188,0.9691502899740115
c8_3_42_35_F2_35 evolved,c8,3,42,35_F2,35 evolved,0.3256767362020273,0.8761990378837611
c9_3_42_fRS585_fRS585,c9,3,42,fRS585,fRS585,0.35127075409721326,0.8757630053792459
d10_3_42_35_C5_35 evolved,d10,3,42,35_C5,35 evolved,0.6426648317640352,0.9065165894551421
d2_3_42_35_C9_35 evolved,d2,3,42,35_C9,35 evolved,0.27204776058600466,0.8735569106034935
d5_3_42_35_E7_35 evolved,d5,3,42,35_E7,35 evolved,0.2648544201859125,0.8864817793417518
d6_3_42_35_C9_35 evolved,d6,3,42,35_C9,35 evolved,0.28038104289279475,0.8752579377284554
d7_3_42_40_D8_40 evolved,d7,3,42,40_D8,40 evolved,0.29659777780184693,0.9589838187611166
e11_3_42_40_E7_40 evolved,e11,3,42,40_E7,40 evolved,1.1077304317239058,0.3979164971682231
e2_3_42_40_B6_40 evolved,e2,3,42,40_B6,40 evolved,0.2293863823969263,0.9220240426871169
e4_3_42_35_C5_35 evolved,e4,3,42,35_C5,35 evolved,0.4278271059614071,0.8994921403165792
e5_3_42_40_G5_40 evolved,e5,3,42,40_G5,40 evolved,0.22754303223054037,0.9307337886872761
f11_3_42_35_F2_35 evolved,f11,3,42,35_F2,35 evolved,0.3089370791940638,0.8767124285618373
f2_3_42_40_F6_40 evolved,f2,3,42,40_F6,40 evolved,0.3076816555780934,0.9191568557016415
f3_3_42_35_E7_35 evolved,f3,3,42,35_E7,35 evolved,0.2611677335254294,0.8763582104160551
f4_3_42_40_C5_40 evolved,f4,3,42,40_C5,40 evolved,0.2642382292550525,0.9576955047286072
f5_3_42_40_D8_40 evolved,f5,3,42,40_D8,40 evolved,0.2628967955719032,0.9437270816492849
f7_3_42_35_D2_35 evolved,f7,3,42,35_D2,35 evolved,0.2654076389355181,0.8824124201494994
f8_3_42_40_G5_40 evolved,f8,3,42,40_G5,40 evolved,0.26255598196261776,0.9378532955660975
g10_3_42_35_F2_35 evolved,g10,3,42,35_F2,35 evolved,0.3217495836117696,0.8857496562751586
g2_3_42_40_E7_40 evolved,g2,3,42,40_E7,40 evolved,0.24285207205756223,0.9326507529527024
g3_3_42_35_E7_35 evolved,g3,3,42,35_E7,35 evolved,0.24912118546142198,0.8803462282549314
g4_3_42_40_C5_40 evolved,g4,3,42,40_C5,40 evolved,0.27168646400515495,0.954280101208112
g5_3_42_40_F6_40 evolved,g5,3,42,40_F6,40 evolved,0.2872765829673566,0.9120502103408734
g7_3_42_35_C5_35 evolved,g7,3,42,35_C5,35 evolved,0.468097973046053,0.9068755525816267
g8_3_42_40_B6_40 evolved,g8,3,42,40_B6,40 evolved,0.2680837278423549,0.933816295558193
b10_3_41_40_F6_40 evolved,b10,3,41,40_F6,40 evolved,4.842336057293838,0.992179537512405
b11_3_41_40_G5_40 evolved,b11,3,41,40_G5,40 evolved,4.491262316849806,0.9912132676204788
b2_3_41_40_B6_40 evolved,b2,3,41,40_B6,40 evolved,8.427108203853322,0.9686706934892693
b3_3_41_fRS585_fRS585,b3,3,41,fRS585,fRS585,2.131009586019645,0.9984585032733606
b4_3_41_35_E11_35 evolved,b4,3,41,35_E11,35 evolved,1.5927208732684397,0.9990756578750631
b5_3_41_35_D2_35 evolved,b5,3,41,35_D2,35 evolved,4.93649556182869,0.9625667053854665
b7_3_41_fRS585_fRS585,b7,3,41,fRS585,fRS585,6.241762112159028,0.8429940848325693
b8_3_41_35_E11_35 evolved,b8,3,41,35_E11,35 evolved,4.483242665606374,0.9790943683162399
b9_3_41_40_C5_40 evolved,b9,3,41,40_C5,40 evolved,4.609983913990536,0.9928672406437142
c2_3_41_35_E11_35 evolved,c2,3,41,35_E11,35 evolved,3.0243759505581647,0.9932133941624358
c3_3_41_40_E7_40 evolved,c3,3,41,40_E7,40 evolved,4.510084750382626,0.9930985381340606
c4_3_41_35_C9_35 evolved,c4,3,41,35_C9,35 evolved,3.1377588860922616,0.9906396761267843
c5_3_41_35_D2_35 evolved,c5,3,41,35_D2,35 evolved,1.5321690847687384,0.999051140043118
c7_3_41_40_D8_40 evolved,c7,3,41,40_D8,40 evolved,6.264433454644185,0.9716621320194322
c8_3_41_35_F2_35 evolved,c8,3,41,35_F2,35 evolved,2.267522385650977,0.9952522636259895
c9_3_41_fRS585_fRS585,c9,3,41,fRS585,fRS585,2.2186292823222016,0.9942396552727586
d10_3_41_35_C5_35 evolved,d10,3,41,35_C5,35 evolved,1.6426455553884223,0.99710860009852
d2_3_41_35_C9_35 evolved,d2,3,41,35_C9,35 evolved,3.309150862941837,0.9924340674299257
d5_3_41_35_E7_35 evolved,d5,3,41,35_E7,35 evolved,0.7668812983314665,0.9885950843602608
d6_3_41_35_C9_35 evolved,d6,3,41,35_C9,35 evolved,2.88448471063317,0.8168202439408307
d7_3_41_40_D8_40 evolved,d7,3,41,40_D8,40 evolved,3.781384363252101,0.991112770105033
e11_3_41_40_E7_40 evolved,e11,3,41,40_E7,40 evolved,4.657325821618721,0.9926485075181919
e2_3_41_40_B6_40 evolved,e2,3,41,40_B6,40 evolved,4.073856327778174,0.9917577799662456
e4_3_41_35_C5_35 evolved,e4,3,41,35_C5,35 evolved,0.6907392654626525,0.9880985468119129
e5_3_41_40_G5_40 evolved,e5,3,41,40_G5,40 evolved,2.6060274017392953,0.9890276676863753
f11_3_41_35_F2_35 evolved,f11,3,41,35_F2,35 evolved,2.4569571143891515,0.9926347974054774
f2_3_41_40_F6_40 evolved,f2,3,41,40_F6,40 evolved,5.236226343023568,0.9931331940382127
f3_3_41_35_E7_35 evolved,f3,3,41,35_E7,35 evolved,4.137564628294664,0.8787415302835259
f4_3_41_40_C5_40 evolved,f4,3,41,40_C5,40 evolved,3.7786531605978886,0.9934461968556202
f5_3_41_40_D8_40 evolved,f5,3,41,40_D8,40 evolved,3.6925164166392,0.9906465709012051
f7_3_41_35_D2_35 evolved,f7,3,41,35_D2,35 evolved,1.2822504997509547,0.9953766852852807
f8_3_41_40_G5_40 evolved,f8,3,41,40_G5,40 evolved,6.356137724864186,0.9120487706116667
g10_3_41_35_F2_35 evolved,g10,3,41,35_F2,35 evolved,6.062651832683792,0.9820171986645302
g2_3_41_40_E7_40 evolved,g2,3,41,40_E7,40 evolved,5.09701622469361,0.992682835558052
g3_3_41_35_E7_35 evolved,g3,3,41,35_E7,35 evolved,4.078770462210517,0.9931563307881088
g4_3_41_40_C5_40 evolved,g4,3,41,40_C5,40 evolved,6.330560909417729,0.9860520899828343
g5_3_41_40_F6_40 evolved,g5,3,41,40_F6,40 evolved,6.448840587351361,0.9248625136286037
g7_3_41_35_C5_35 evolved,g7,3,41,35_C5,35 evolved,5.91826008466104,0.9799491939365651
g8_3_41_40_B6_40 evolved,g8,3,41,40_B6,40 evolved,4.49797612638288,0.9911886294020495
b10_3_35_40_F6_40 evolved,b10,3,35,40_F6,40 evolved,6.921065607503141,0.9956022913495621
b11_3_35_40_G5_40 evolved,b11,3,35,40_G5,40 evolved,5.504906049329059,0.997705217924671
b2_3_35_40_B6_40 evolved,b2,3,35,40_B6,40 evolved,5.159736776656471,0.9975159731369293
b3_3_35_fRS585_fRS585,b3,3,35,fRS585,fRS585,5.562402461555792,0.9979028173467487
b4_3_35_35_E11_35 evolved,b4,3,35,35_E11,35 evolved,6.5408966265300394,0.9961731003217816
b5_3_35_35_D2_35 evolved,b5,3,35,35_D2,35 evolved,5.6409849575260615,0.9978414095051414
b7_3_35_fRS585_fRS585,b7,3,35,fRS585,fRS585,5.723124351702335,0.9978673141042227
b8_3_35_35_E11_35 evolved,b8,3,35,35_E11,35 evolved,5.689097630605324,0.9979051386675034
b9_3_35_40_C5_40 evolved,b9,3,35,40_C5,40 evolved,5.2851533393137196,0.9978254261362437
c2_3_35_35_E11_35 evolved,c2,3,35,35_E11,35 evolved,5.716144318536347,0.997802071025074
c3_3_35_40_E7_40 evolved,c3,3,35,40_E7,40 evolved,6.912717873510298,0.9898269578105559
c4_3_35_35_C9_35 evolved,c4,3,35,35_C9,35 evolved,6.716174119138788,0.9964898965590866
c5_3_35_35_D2_35 evolved,c5,3,35,35_D2,35 evolved,6.839741326676841,0.9954263022249756
c7_3_35_40_D8_40 evolved,c7,3,35,40_D8,40 evolved,6.8631313757152945,0.9945133166708808
c8_3_35_35_F2_35 evolved,c8,3,35,35_F2,35 evolved,6.186177396258604,0.9956643525600822
c9_3_35_fRS585_fRS585,c9,3,35,fRS585,fRS585,5.562084559242076,0.9978024647203179
d10_3_35_35_C5_35 evolved,d10,3,35,35_C5,35 evolved,5.744820757108735,0.9978030493067869
d2_3_35_35_C9_35 evolved,d2,3,35,35_C9,35 evolved,5.337952125505502,0.9976359642419849
d5_3_35_35_E7_35 evolved,d5,3,35,35_E7,35 evolved,6.849549954652163,0.9956055252811342
d6_3_35_35_C9_35 evolved,d6,3,35,35_C9,35 evolved,5.8587615515812,0.9950877217898393
d7_3_35_40_D8_40 evolved,d7,3,35,40_D8,40 evolved,5.444104343984748,0.9977313735385316
e11_3_35_40_E7_40 evolved,e11,3,35,40_E7,40 evolved,5.775993232384458,0.9977385858953148
e2_3_35_40_B6_40 evolved,e2,3,35,40_B6,40 evolved,6.683333023314548,0.9939210998129067
e4_3_35_35_C5_35 evolved,e4,3,35,35_C5,35 evolved,5.776134191071857,0.997879237333541
e5_3_35_40_G5_40 evolved,e5,3,35,40_G5,40 evolved,7.217799741383555,0.9703801380251321
f11_3_35_35_F2_35 evolved,f11,3,35,35_F2,35 evolved,6.399661957234681,0.9958445983436397
f2_3_35_40_F6_40 evolved,f2,3,35,40_F6,40 evolved,8.38670341944731,0.9198507766697894
f3_3_35_35_E7_35 evolved,f3,3,35,35_E7,35 evolved,6.76438616005276,0.9946681945723602
f4_3_35_40_C5_40 evolved,f4,3,35,40_C5,40 evolved,5.224371452204151,0.9977147187559808
f5_3_35_40_D8_40 evolved,f5,3,35,40_D8,40 evolved,7.120810062649161,0.9598230944981874
f7_3_35_35_D2_35 evolved,f7,3,35,35_D2,35 evolved,5.727442120239392,0.9978653336364911
f8_3_35_40_G5_40 evolved,f8,3,35,40_G5,40 evolved,5.700207251159762,0.9978215688489807
g10_3_35_35_F2_35 evolved,g10,3,35,35_F2,35 evolved,5.725364953369621,0.9978070434263222
g2_3_35_40_E7_40 evolved,g2,3,35,40_E7,40 evolved,7.019500959710772,0.9957305640661495
g3_3_35_35_E7_35 evolved,g3,3,35,35_E7,35 evolved,5.777646239934314,0.9979422207218103
g4_3_35_40_C5_40 evolved,g4,3,35,40_C5,40 evolved,5.470490577686968,0.99782082215471
g5_3_35_40_F6_40 evolved,g5,3,35,40_F6,40 evolved,5.757560441835341,0.9978426438712605
g7_3_35_35_C5_35 evolved,g7,3,35,35_C5,35 evolved,5.73237326008558,0.997927151148667
g8_3_35_40_B6_40 evolved,g8,3,35,40_B6,40 evolved,5.300936598825079,0.9976042285592475
b10_3_25_40_F6_40 evolved,b10,3,25,40_F6,40 evolved,3.5552117832415067,0.9964373039747478
b11_3_25_40_G5_40 evolved,b11,3,25,40_G5,40 evolved,3.546708214703753,0.9967964287546643
b2_3_25_40_B6_40 evolved,b2,3,25,40_B6,40 evolved,3.261327573712786,0.9964837506376774
b3_3_25_fRS585_fRS585,b3,3,25,fRS585,fRS585,3.6155080847611862,0.9966062869378989
b4_3_25_35_E11_35 evolved,b4,3,25,35_E11,35 evolved,3.6122900259371735,0.9965415607118292
b5_3_25_35_D2_35 evolved,b5,3,25,35_D2,35 evolved,3.558477638442978,0.9966505568664648
b7_3_25_fRS585_fRS585,b7,3,25,fRS585,fRS585,3.590325269454083,0.9963508852240439
b8_3_25_35_E11_35 evolved,b8,3,25,35_E11,35 evolved,3.5523673602454875,0.9965944147172527
b9_3_25_40_C5_40 evolved,b9,3,25,40_C5,40 evolved,3.530993606673519,0.9969648262087528
c2_3_25_35_E11_35 evolved,c2,3,25,35_E11,35 evolved,3.5766473844671403,0.9965611978876137
c3_3_25_40_E7_40 evolved,c3,3,25,40_E7,40 evolved,3.622762846517743,0.9968716655962413
c4_3_25_35_C9_35 evolved,c4,3,25,35_C9,35 evolved,3.268128733097807,0.996143412625031
c5_3_25_35_D2_35 evolved,c5,3,25,35_D2,35 evolved,3.6260485951158223,0.9967328506827792
c7_3_25_40_D8_40 evolved,c7,3,25,40_D8,40 evolved,3.6308193570284257,0.9968683095369074
c8_3_25_35_F2_35 evolved,c8,3,25,35_F2,35 evolved,3.504264107664918,0.9966171047006651
c9_3_25_fRS585_fRS585,c9,3,25,fRS585,fRS585,3.5764041134859688,0.9964046867525728
d10_3_25_35_C5_35 evolved,d10,3,25,35_C5,35 evolved,3.455411011012929,0.9962608438621313
d2_3_25_35_C9_35 evolved,d2,3,25,35_C9,35 evolved,3.3264495092304043,0.9961096338603088
d5_3_25_35_E7_35 evolved,d5,3,25,35_E7,35 evolved,3.595696898348181,0.9965994056962354
d6_3_25_35_C9_35 evolved,d6,3,25,35_C9,35 evolved,3.514891550439204,0.9966826693612181
d7_3_25_40_D8_40 evolved,d7,3,25,40_D8,40 evolved,3.629828608337681,0.9968103174970132
e11_3_25_40_E7_40 evolved,e11,3,25,40_E7,40 evolved,3.5779718748090605,0.9966644992655447
e2_3_25_40_B6_40 evolved,e2,3,25,40_B6,40 evolved,3.5817743519187775,0.9968457290344679
e4_3_25_35_C5_35 evolved,e4,3,25,35_C5,35 evolved,3.63339375057499,0.996472423096692
e5_3_25_40_G5_40 evolved,e5,3,25,40_G5,40 evolved,3.691923360664509,0.9964970646562901
f11_3_25_35_F2_35 evolved,f11,3,25,35_F2,35 evolved,3.46851528649414,0.9962972462729753
f2_3_25_40_F6_40 evolved,f2,3,25,40_F6,40 evolved,3.588893327734695,0.9964996530098387
f3_3_25_35_E7_35 evolved,f3,3,25,35_E7,35 evolved,3.4023353338863336,0.996318551000431
f4_3_25_40_C5_40 evolved,f4,3,25,40_C5,40 evolved,3.6173282991197975,0.9969750953938599
f5_3_25_40_D8_40 evolved,f5,3,25,40_D8,40 evolved,3.6241174534729965,0.9968570128857676
f7_3_25_35_D2_35 evolved,f7,3,25,35_D2,35 evolved,3.6534539883417314,0.9967727525401073
f8_3_25_40_G5_40 evolved,f8,3,25,40_G5,40 evolved,3.613085092337855,0.9968851668179557
g10_3_25_35_F2_35 evolved,g10,3,25,35_F2,35 evolved,3.6700477312618087,0.9966216086947625
g2_3_25_40_E7_40 evolved,g2,3,25,40_E7,40 evolved,3.577448978292068,0.9966909024475484
g3_3_25_35_E7_35 evolved,g3,3,25,35_E7,35 evolved,3.4888015089736006,0.9963770770540754
g4_3_25_40_C5_40 evolved,g4,3,25,40_C5,40 evolved,3.6561738879386345,0.9970532011123677
g5_3_25_40_F6_40 evolved,g5,3,25,40_F6,40 evolved,3.6778091980977554,0.9964619935136322
g7_3_25_35_C5_35 evolved,g7,3,25,35_C5,35 evolved,3.6310233122351985,0.9965651990504268
g8_3_25_40_B6_40 evolved,g8,3,25,40_B6,40 evolved,3.7497338274017924,0.99701503894576
b10_3_38_40_F6_40 evolved,b10,3,38,40_F6,40 evolved,6.644976936162528,0.9779667517728443
b11_3_38_40_G5_40 evolved,b11,3,38,40_G5,40 evolved,6.27680742166098,0.9973074293513563
b2_3_38_40_B6_40 evolved,b2,3,38,40_B6,40 evolved,6.856719801353146,0.9963599880653332
b3_3_38_fRS585_fRS585,b3,3,38,fRS585,fRS585,6.869336683992046,0.9971765634275852
b4_3_38_35_E11_35 evolved,b4,3,38,35_E11,35 evolved,6.840463455074443,0.9969337687866161
b5_3_38_35_D2_35 evolved,b5,3,38,35_D2,35 evolved,6.959194838607083,0.997309178051249
b7_3_38_fRS585_fRS585,b7,3,38,fRS585,fRS585,7.021369750525203,0.9971283778276429
b8_3_38_35_E11_35 evolved,b8,3,38,35_E11,35 evolved,6.900408772487603,0.9971901919309389
b9_3_38_40_C5_40 evolved,b9,3,38,40_C5,40 evolved,6.115079617025934,0.9976955869026601
c2_3_38_35_E11_35 evolved,c2,3,38,35_E11,35 evolved,7.041068459659873,0.997038470082528
c3_3_38_40_E7_40 evolved,c3,3,38,40_E7,40 evolved,6.820413536697291,0.9920458641560173
c4_3_38_35_C9_35 evolved,c4,3,38,35_C9,35 evolved,6.968691054766454,0.9964352472266409
c5_3_38_35_D2_35 evolved,c5,3,38,35_D2,35 evolved,6.931566923907741,0.9971309965053188
c7_3_38_40_D8_40 evolved,c7,3,38,40_D8,40 evolved,6.414290710619939,0.9971656136314558
c8_3_38_35_F2_35 evolved,c8,3,38,35_F2,35 evolved,6.79592952230384,0.9970885678592352
c9_3_38_fRS585_fRS585,c9,3,38,fRS585,fRS585,6.91760317593786,0.9975269817179518
d10_3_38_35_C5_35 evolved,d10,3,38,35_C5,35 evolved,7.004621805525293,0.9973410023886895
d2_3_38_35_C9_35 evolved,d2,3,38,35_C9,35 evolved,6.862793448813936,0.9967842853334986
d5_3_38_35_E7_35 evolved,d5,3,38,35_E7,35 evolved,6.84851654191525,0.9970148857377299
d6_3_38_35_C9_35 evolved,d6,3,38,35_C9,35 evolved,6.735538944501859,0.9971912026279113
d7_3_38_40_D8_40 evolved,d7,3,38,40_D8,40 evolved,6.653416528697722,0.9966572977159021
e11_3_38_40_E7_40 evolved,e11,3,38,40_E7,40 evolved,7.044663583434057,0.9972858271523901
e2_3_38_40_B6_40 evolved,e2,3,38,40_B6,40 evolved,6.004057171207678,0.997031428056769
e4_3_38_35_C5_35 evolved,e4,3,38,35_C5,35 evolved,6.9693496783722075,0.9963644520140047
e5_3_38_40_G5_40 evolved,e5,3,38,40_G5,40 evolved,6.429867685259753,0.9970168898479909
f11_3_38_35_F2_35 evolved,f11,3,38,35_F2,35 evolved,7.128930565993836,0.9975280117911873
f2_3_38_40_F6_40 evolved,f2,3,38,40_F6,40 evolved,7.0684209858166245,0.9971219479611166
f3_3_38_35_E7_35 evolved,f3,3,38,35_E7,35 evolved,6.510914288363958,0.9941724976225127
f4_3_38_40_C5_40 evolved,f4,3,38,40_C5,40 evolved,6.089787393239596,0.9974415568509757
f5_3_38_40_D8_40 evolved,f5,3,38,40_D8,40 evolved,6.837776608453278,0.9908078971570787
f7_3_38_35_D2_35 evolved,f7,3,38,35_D2,35 evolved,7.009521051336694,0.9972313455604602
f8_3_38_40_G5_40 evolved,f8,3,38,40_G5,40 evolved,6.300886379869152,0.9971697954614752
g10_3_38_35_F2_35 evolved,g10,3,38,35_F2,35 evolved,7.140328767385663,0.9593257012810206
g2_3_38_40_E7_40 evolved,g2,3,38,40_E7,40 evolved,6.952286894917257,0.9966248375238129
g3_3_38_35_E7_35 evolved,g3,3,38,35_E7,35 evolved,6.901917984283255,0.9963484458466554
g4_3_38_40_C5_40 evolved,g4,3,38,40_C5,40 evolved,6.081100872904974,0.9975979221829457
g5_3_38_40_F6_40 evolved,g5,3,38,40_F6,40 evolved,7.007879514894009,0.9970202579330396
g7_3_38_35_C5_35 evolved,g7,3,38,35_C5,35 evolved,6.884902066509202,0.9971848732720772
g8_3_38_40_B6_40 evolved,g8,3,38,40_B6,40 evolved,6.603393103836841,0.99613472171516515
