rep.id,n_min,status,n_points_selected,r_final,r_se_final,converged,time_max_used,note
f9_2_42_35_F6_35 evolved,15,success,20,1.181378249194432,0.04889903505425777,TRUE,0.19791666666666663,Selected first 20 of 97 available points
g10_1_41_40_G9_40 evolved,15,success,16,3.2885862349391464,0.13585252700445613,TRUE,0.15625,Selected first 16 of 97 available points
g10_1_42_40_G9_40 evolved,15,success,17,2.8841436167436862,0.11152898786369325,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g10_3_41_35_F2_35 evolved,15,success,18,2.4514459612080644,0.1617994877447479,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g10_3_42_35_F2_35 evolved,15,success,18,1.5020908791056367,0.05383725943968422,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g2_1_41_35_G11_35 evolved,15,success,18,1.9737293093498907,0.1107350875953034,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g2_1_42_35_G11_35 evolved,15,success,19,1.8041365279711596,0.06635929624822523,TRUE,0.1875,Selected first 19 of 97 available points
g2_3_41_40_E7_40 evolved,15,success,18,2.799583275859323,0.22031663660673925,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g2_3_42_40_E7_40 evolved,15,success,18,1.0453724125356612,0.06648792898824785,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g3_2_41_35_G9_35 evolved,15,success,19,2.327840978812457,0.13980414666469404,TRUE,0.1875,Selected first 19 of 97 available points
g3_2_42_35_G9_35 evolved,15,success,25,1.2915182344861356,0.05239010140551982,TRUE,0.25,Selected first 25 of 97 available points
g3_3_41_35_E7_35 evolved,15,success,18,2.882204979117759,0.18099589291311202,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g3_3_42_35_E7_35 evolved,15,success,39,1.3261985957883107,0.022268014499528345,TRUE,0.3958333333333333,Selected first 39 of 97 available points
g4_1_41_35_B6_35 evolved,15,success,19,1.8299403044766878,0.11794872113680381,TRUE,0.1875,Selected first 19 of 97 available points
g4_1_42_35_B6_35 evolved,15,success,19,2.1162097081897393,0.0701671949533478,TRUE,0.1875,Selected first 19 of 97 available points
g4_3_41_40_C5_40 evolved,15,success,18,2.843517235215081,0.20144884236068505,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g4_3_42_40_C5_40 evolved,15,success,20,1.2710467266852057,0.059465668040230985,TRUE,0.19791666666666663,Selected first 20 of 97 available points
g5_2_41_40_F4_40 evolved,15,success,17,2.2651749289012084,0.133018174264769,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g5_2_42_40_F4_40 evolved,15,success,20,1.5296828763019545,0.10155968950595771,TRUE,0.19791666666666663,Selected first 20 of 97 available points
g5_3_41_40_F6_40 evolved,15,success,17,2.76381130490827,0.18947605448355728,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g5_3_42_40_F6_40 evolved,15,success,24,1.4833685851719085,0.061344126649699446,TRUE,0.23958333333333337,Selected first 24 of 97 available points
g6_1_41_40_D2_40 evolved,15,success,19,2.0094909501979186,0.12807598880851478,TRUE,0.1875,Selected first 19 of 97 available points
g6_1_42_40_D2_40 evolved,15,success,19,1.8681579286720011,0.08403993802120607,TRUE,0.1875,Selected first 19 of 97 available points
g6_2_41_35_F6_35 evolved,15,success,18,2.2884720447156712,0.12132658121906985,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g6_2_42_35_F6_35 evolved,15,success,19,1.1608331932182878,0.040359829627771425,TRUE,0.1875,Selected first 19 of 97 available points
g7_1_41_40_G9_40 evolved,15,success,17,3.0687713006305932,0.15576827878832677,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g7_1_42_40_G9_40 evolved,15,success,19,2.4624569525792985,0.136466215070157,TRUE,0.1875,Selected first 19 of 97 available points
g7_3_41_35_C5_35 evolved,15,success,18,2.64200519029267,0.18818266287384144,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g7_3_42_35_C5_35 evolved,15,success,17,2.1462224408564663,0.08068215616291885,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g8_1_41_35_G11_35 evolved,15,success,19,2.12087438363874,0.1296249369902245,TRUE,0.1875,Selected first 19 of 97 available points
g8_1_42_35_G11_35 evolved,15,success,18,2.197345522947275,0.10547945786042469,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g8_2_41_35_E9_35 evolved,15,success,17,2.107814630395443,0.12356995459508048,TRUE,0.16666666666666666,Selected first 17 of 97 available points
g8_2_42_35_E9_35 evolved,15,success,22,1.30758425733857,0.048048201173321425,TRUE,0.21875,Selected first 22 of 97 available points
g8_3_41_40_B6_40 evolved,15,success,18,2.157860850884058,0.14804004793265133,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g8_3_42_40_B6_40 evolved,15,success,18,1.236388698045084,0.04630053741324786,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g9_1_41_35_D4_35 evolved,15,success,18,2.0489571685044043,0.13788161527637696,TRUE,0.17708333333333334,Selected first 18 of 97 available points
g9_1_42_35_D4_35 evolved,15,success,17,1.42304529725302,0.08940306682339878,TRUE,0.16666666666666666,Selected first 17 of 97 available points
