unique_id,well,test_temperature,treatment,mu,best_model,se,R2,n_obs
C7_40_NA,C7,40,NA,0.03608721439185025,gr.lag,0.009801592364675198,0.3222247327675981,40
C7_41_NA,C7,41,NA,0.020356927406792645,gr.lag,0.006375401328820639,0.2160840442319566,56
C7_42_NA,C7,42,NA,0.04008459140477101,gr.lagsat,0.013430043588040489,0.5116010503506503,41
C8_25_NA,C8,25,NA,0.1059053923827202,gr.sat,0.03648819642938482,0.24395290364515498,30
C8_30_water,C8,30,water,0.07373485497308496,gr.lagsat,0.0225107939967858,0.5412831275017322,41
C8_34_water,C8,34,water,4.302569358859261,gr.sat,0.3898957256075041,0.8222717375156599,13
C8_37_NA,C8,37,NA,0.027010868328761026,gr.lag,0.006280799547605841,0.35044919753102177,49
C8_40.5_NA,C8,40.5,NA,-0.06097571958734725,gr.flr,0.017826151010161526,0.27621017355764,37
C8_40_NA,C8,40,NA,0.03542992434530489,gr.lag,0.01026262197958969,0.2976556295612094,39
C8_41_NA,C8,41,NA,0.020810773336633438,gr.lag,0.006672715249333188,0.21364910219904965,56
C8_42_NA,C8,42,NA,0.04346375896404536,gr.lagsat,0.01527886564628979,0.4845773623296413,39
C9_25_NA,C9,25,NA,0.0946889273471591,gr.sat,0.05364832238305855,0.12005433679135968,25
C9_30_water,C9,30,water,0.06257574597097028,gr.lagsat,0.017507832922258257,0.5687952922657116,42
C9_34_water,C9,34,water,0.1220741840657137,gr.sat,0.02447310795148465,0.44194737562421027,46
C9_37_fRS585,C9,37,fRS585,8.45454987558043,gr.sat,0.27973619542313694,0.966303277233309,47
C9_40.5_blank,C9,40.5,blank,-0.036688276554580575,gr.flr,0.008414390793831054,0.379190621128474,43
C9_40_fRS585,C9,40,fRS585,7.46396513704184,gr.lagsat,0.08133430444807721,0.9982896825899487,48
C9_41_Blank,C9,41,Blank,-0.016811589809206492,gr,0.002571325555846411,0.3103287215786247,97
C9_42_blank,C9,42,blank,-0.021499668723563403,gr.flr,0.005450691651555207,0.33063333033747944,40
D10_25_NA,D10,25,NA,0.012732097592996825,gr,0.005088044834082214,0.06714201048854151,89
D10_30_water,D10,30,water,0.055280391013427105,gr.lagsat,0.02547198587118931,0.3346294776772605,41
D10_34_water,D10,34,water,0.18234614536538876,gr.lagsat,0.2806821088224608,0.16269962854508446,25
D10_37_blank,D10,37,blank,0.06411419800201802,gr.lagsat,0.03140809359113314,0.4818617726538478,30
D10_40.5_blank,D10,40.5,blank,-0.04379191350666356,gr.flr,0.013797498673469391,0.26248740754578104,37
D10_40_NA,D10,40,NA,0.04769271151320948,gr.lag,0.013637639613249316,0.3051944000739114,39
D10_41_NA,D10,41,NA,-0.11374930985764353,gr.flr,0.032122930428092056,0.32313733062958006,29
D10_42_NA,D10,42,NA,0.052266788481125856,gr.lagsat,0.019858265845088822,0.4642143538465383,41
D11_25_NA,D11,25,NA,0.12625461928788198,gr.sat,0.052767651881470944,0.19641635194495866,26
D11_30_water,D11,30,water,0.057899596572964174,gr.lagsat,0.022933151692446006,0.4233625495611556,42
D11_34_water,D11,34,water,0.03621279574901865,gr.sat,0.015562949846391764,0.13026811845027053,58
D11_37_NA,D11,37,NA,0.031747061708007306,gr.lag,0.007752245358156695,0.333336374426744,51
D11_40.5_fRS585,D11,40.5,fRS585,8.57369729695321,gr.lagsat,0.10242054413383739,0.9979507777027593,47
D11_40_NA,D11,40,NA,0.045001618481967195,gr.lag,0.013196067952286668,0.2962031524308253,39
D11_41_Blank,D11,41,Blank,-0.06569648782312715,gr.flr,0.007559473324922057,0.7025145405533129,45
D11_42_blank,D11,42,blank,-0.0212897203143858,gr.flr,0.007064776788347754,0.2244409636427076,39
D12_25_water,D12,25,water,0.021361283269097146,gr,0.006098237297926029,0.12360266489781013,89
D12_30_water,D12,30,water,0.17916851534050457,gr.lag,0.01581966504181171,0.7799566906032008,55
D12_34_water,D12,34,water,0.07265975210681845,gr.sat,0.01829117583472832,0.3276908550825621,46
D12_37_water,D12,37,water,1.4877432966790556,gr.lag,0.12909445459509966,0.8240923706934121,25
D12_40.5_water,D12,40.5,water,18.76907293980382,gr.lagsat,293428.2863755137,0.9843879077314993,20
D12_40_water,D12,40,water,0.7889215542495686,gr.lag,0.054745584605663915,0.8829585374318791,38
D12_41_water,D12,41,water,16.630277617669776,gr.lagsat,125075.77300591461,0.9807479902631494,20
D12_42_water,D12,42,water,0.07231010528621179,gr.lagsat,0.037086210017020796,0.4086396082539312,32
D1_25_water,D1,25,water,0.027482976455467992,gr,0.007072325376096189,0.14790180038476552,89
D1_30_water,D1,30,water,0.07436995450840285,gr.lagsat,0.03297291542711729,0.3804027957291184,39
D1_34_water,D1,34,water,0.07300355852776613,gr.sat,0.012913923767254996,0.4483135079502808,64
D1_37_water,D1,37,water,0.25027581225110934,gr.lagsat,0.07097858299599843,0.7199399234700343,30
D1_40.5_water,D1,40.5,water,7.993575320846687,gr.lagsat,1.3085743667834855,0.9516329532895542,22
D1_40_water,D1,40,water,1.0719610348533553,gr.lag,0.0767774695037242,0.8799983922246385,30
D1_41_water,D1,41,water,17.52614524581777,gr.lagsat,92684.45417256176,0.9721298734757503,20
D1_42_water,D1,42,water,0.07209935075956801,gr.lagsat,0.031710436289935834,0.4424215996812062,38
D2_25_NA,D2,25,NA,0.16368575622861636,gr.sat,0.0528856647390626,0.2611383572754178,26
D2_30_fRS585,D2,30,fRS585,9.229622927726092,gr.lagsat,0.14924620674031192,0.9964298676489741,47
D2_34_water,D2,34,water,0.08662834605588236,gr.sat,0.012991299201986656,0.526417714034102,63
D2_37_NA,D2,37,NA,0.15169320730770913,gr.lagsat,0.06594606796511096,0.5475518796902011,30
D2_40.5_fRS585,D2,40.5,fRS585,9.284729867688549,gr.lagsat,0.1127696742945854,0.9980457275764609,45
D2_40_NA,D2,40,NA,0.05631460765744306,gr.lag,0.015561524954345674,0.3168450680609003,40
D2_41_NA,D2,41,NA,-0.11968529087779366,gr.flr,0.042660475471492584,0.2353160196574221,28
D2_42_NA,D2,42,NA,0.0709641791037356,gr.lagsat,0.029898530011344595,0.42245586657677725,37
D3_25_NA,D3,25,NA,0.17281468637433678,gr.sat,0.056154506215370104,0.2681384742938866,26
D3_30_water,D3,30,water,0.06262295902823899,gr.lagsat,0.03753137197519878,0.30364912222795204,38
D3_34_water,D3,34,water,0.19801923214132236,gr.lagsat,0.10202259352150862,0.43994647894091554,31
D3_37_fRS585,D3,37,fRS585,8.119615247255483,gr.sat,0.20311658086512696,0.979572714548042,48
D3_40.5_NA,D3,40.5,NA,-0.10092923559463303,gr.flr,0.025402995416263934,0.3368983888689232,37
D3_40_fRS585,D3,40,fRS585,9.723998686128835,gr.lagsat,0.12629320168135177,0.9978994229489909,41
D3_41_fRS585,D3,41,fRS585,6.784756066443089,gr.lagsat,0.07819623395994606,0.9975238601514389,53
D3_42_fRS585,D3,42,fRS585,1.2510425622280084,gr.sat,0.08171490189619095,0.8706359488976689,49
D4_25_blank,D4,25,blank,0.09788537663520985,gr.sat,0.024879182661742716,0.3612344636644217,34
D4_30_blank,D4,30,blank,-0.05701477386772194,gr.flr,0.015613340400893978,0.31388459149949643,30
D4_34_water,D4,34,water,2.319224106620357,gr.sat,0.27043371514290826,0.7324626633346931,14
D4_37_NA,D4,37,NA,0.04222380755641378,gr.lag,0.008721253411051984,0.4009991685640323,51
D4_40.5_blank,D4,40.5,blank,-0.06499266533121166,gr.flr,0.011662845094573111,0.5126718043016302,40
D4_40_NA,D4,40,NA,0.0513060309469888,gr.lag,0.014867013443474544,0.2889209391990608,39
D4_41_NA,D4,41,NA,-0.12739109024908268,gr.flr,0.037829776497352204,0.28167331324553535,28
D4_42_NA,D4,42,NA,0.06424694763527622,gr.lagsat,0.02738654148428399,0.44233733685955057,39
D5_25_NA,D5,25,NA,0.15431565444437317,gr.sat,0.06343043762493689,0.20645627169295222,25
D5_30_water,D5,30,water,-0.12521755102597149,gr.flr,0.047111011028631244,0.21284006832932667,26
D5_34_water,D5,34,water,0.2204243032983591,gr.sat,0.012818882536539079,0.8755269373485707,65
D5_37_NA,D5,37,NA,0.04124046790571716,gr.lag,0.009016140574271988,0.3834099876107565,51
D5_40.5_NA,D5,40.5,NA,-0.08237502323377914,gr.flr,0.024045518486968943,0.2760825939105087,37
D5_40_NA,D5,40,NA,0.11441577165271345,gr.lag,0.004822859592621547,0.9364416430354531,62
D5_41_NA,D5,41,NA,-0.12658120791484248,gr.flr,0.036808616054630226,0.29298854711461286,28
D5_42_NA,D5,42,NA,0.0674201319517561,gr.lagsat,0.0290248378214702,0.44621489752055454,38
D6_20_fRS585,D6,20,fRS585,2.4982920312931145,gr.sat,0.2006969227182457,0.9728862216379062,7
D6_25_NA,D6,25,NA,0.12055496108532059,gr.sat,0.041150529261513503,0.2456981644495514,29
D6_30_water,D6,30,water,0.05763424053795576,gr.lagsat,0.03171304979315683,0.28439130676337365,38
D6_34_water,D6,34,water,0.019315469620446543,gr.sat,0.014031243144746271,0.04952068676252863,59
D6_37_NA,D6,37,NA,0.12795071737402,gr.lagsat,0.05336614224448502,0.5491472602042878,30
D6_40.5_NA,D6,40.5,NA,-0.09357604618336,gr.flr,0.03148763691253777,0.23899684307471136,34
D6_40_fRS585,D6,40,fRS585,5.415898903983518,gr.lagsat,0.04241680445907006,0.9986887939050815,58
D6_41_NA,D6,41,NA,-0.10185467542494664,gr.flr,0.03948685636573695,0.20656981212991432,28
D6_42_NA,D6,42,NA,0.06503787600757495,gr.lagsat,0.026307188211576786,0.45053472419170204,38
D7_25_NA,D7,25,NA,0.13443457820832444,gr.sat,0.03862059525287566,0.32671893129299934,30
D7_30_water,D7,30,water,0.0597721241349899,gr.lagsat,0.019103806537204556,0.511497949189536,43
D7_34_water,D7,34,water,0.19902566626583276,gr.lagsat,0.25864917540240817,0.21085500802905366,25
D7_37_fRS585,D7,37,fRS585,7.9274505522213,gr.sat,0.1981228464404888,0.9798054056985034,48
D7_40.5_NA,D7,40.5,NA,-0.07638836208718011,gr.flr,0.026035401250270863,0.23322979384863052,36
D7_40_NA,D7,40,NA,0.051084996436906865,gr.lag,0.013767844621699003,0.3222807433150574,39
D7_41_NA,D7,41,NA,0.031290204743065,gr.lag,0.009863822908919595,0.22661394502765875,53
D7_42_NA,D7,42,NA,0.058360453026066336,gr.lagsat,0.022285088176154783,0.4590554312098306,40
D8_25_fRS585,D8,25,fRS585,7.2581821933064115,gr.lagsat,0.13335842356567737,0.9944707481057148,50
D8_30_fRS585,D8,30,fRS585,9.092536452313068,gr.lagsat,0.1401512743282369,0.9964835694981595,47
D8_34_water,D8,34,water,0.15170092329840162,gr.lagsat,0.33807416624827596,0.10182839035512603,24
D8_37_NA,D8,37,NA,0.13737856437907345,gr.lagsat,0.0608252294679571,0.5342534194311956,29
D8_40.5_NA,D8,40.5,NA,-0.08629761655660023,gr.flr,0.025180280927624785,0.2931341231292133,37
D8_40_NA,D8,40,NA,0.05091351108328718,gr.lag,0.014547413707815924,0.2987736766667347,39
D8_41_fRS585,D8,41,fRS585,4.6103978304804505,gr.sat,0.07330485272782114,0.991002392891358,52
D8_42_fRS585,D8,42,fRS585,1.7664697542257437,gr.lagsat,0.05502754064136853,0.9831754340324798,49
D9_25_NA,D9,25,NA,0.155834033861104,gr.sat,0.058791129268684725,0.22068587556020325,25
D9_30_water,D9,30,water,0.16319744678624373,gr.lagsat,0.08887989033389423,0.4774917486970024,29
D9_34_water,D9,34,water,0.2029662508246373,gr.lagsat,0.2812092589885839,0.19391180997608726,24
D9_37_NA,D9,37,NA,0.13448786325422923,gr.lagsat,0.060353904035086114,0.532372724995566,29
D9_40.5_NA,D9,40.5,NA,0.059699039722690535,gr.lag,0.01741676405886758,0.2746934894567731,42
D9_40_NA,D9,40,NA,0.04886827698249091,gr.lag,0.013543558341813382,0.3121711963702942,39
D9_41_NA,D9,41,NA,-0.12606795699735132,gr.flr,0.034277682601603916,0.3171566063400698,28
D9_42_NA,D9,42,NA,0.05908611302955191,gr.lagsat,0.02478918219497247,0.4247935361775125,37
E10_25_NA,E10,25,NA,0.2051606663119308,gr.sat,0.06888404312199103,0.24869160870746454,25
E10_30_fRS585,E10,30,fRS585,8.920151269504744,gr.lagsat,0.13589176125473126,0.9963469399583395,47
E10_34_water,E10,34,water,0.2268361383459548,gr.lagsat,0.0899545743612948,0.5259144530636853,33
E10_37_NA,E10,37,NA,0.056228997820505874,gr.lag,0.011772531679204511,0.3992269070347282,51
E10_40.5_NA,E10,40.5,NA,-0.10288451479371544,gr.flr,0.03255792875281756,0.24569158767925292,37
E10_40_NA,E10,40,NA,0.07196537199077518,gr.lag,0.019784640505073676,0.306499550161606,39
E10_41_NA,E10,41,NA,-0.1629157406987324,gr.flr,0.04665093724186441,0.2945916582285488,28
E10_42_NA,E10,42,NA,0.08500096904870337,gr.lagsat,0.03783803913188949,0.41757490738860115,38
E11_25_NA,E11,25,NA,0.19347865090668126,gr.sat,0.06896528469755409,0.24983364684923692,26
E11_30_water,E11,30,water,0.10581196141250414,gr.lagsat,0.06504555383715988,0.31067701622564137,34
E11_34_water,E11,34,water,0.30803038230816365,gr.lagsat,0.250790123860492,0.3407790847866403,25
E11_37_fRS585,E11,37,fRS585,8.046793135586357,gr.sat,0.1962914531868929,0.9807250368520956,48
E11_40.5_NA,E11,40.5,NA,-0.11527292629111167,gr.flr,0.032537098403819006,0.2939078965397093,37
E11_40_fRS585,E11,40,fRS585,10.546084391055883,gr.lagsat,0.1478970119316308,0.9977535236781152,40
E11_41_NA,E11,41,NA,-0.16790903728270695,gr.flr,0.05183070306215637,0.2847171116453636,28
E11_42_NA,E11,42,NA,0.0880720047264187,gr.lagsat,0.037425105164406954,0.4319177730691357,38
E12_25_water,E12,25,water,0.22106776208826293,gr.sat,0.06990830444831456,0.2763324582719078,29
E12_30_water,E12,30,water,0.09664546628034473,gr.lagsat,0.03462893541182594,0.4903820937001435,39
E12_34_water,E12,34,water,11.566269178974508,gr.sat,159066.18603002996,0.5752188048248925,10
E12_37_water,E12,37,water,1.4739303806137058,gr.lag,0.13574430583997363,0.8043511070043714,25
E12_40.5_water,E12,40.5,water,6.30983367133072,gr.lagsat,0.8467226852850502,0.9529442876405111,22
E12_40_water,E12,40,water,0.7737463665457743,gr.lag,0.05675104876484304,0.8712183451903844,38
E12_41_water,E12,41,water,0.6951726166435108,gr.lag,0.05080565659725915,0.851390365508162,44
E12_42_water,E12,42,water,0.09220690877496136,gr.lagsat,0.03738881789771975,0.43698318841201,37
E1_25_water,E1,25,water,0.020842923197753042,gr,0.007290682410850598,0.08587508667115828,89
E1_30_water,E1,30,water,0.07524014730098919,gr.lagsat,0.036092328122696714,0.38164878192230045,38
E1_34_water,E1,34,water,0.04754814945093869,gr,0.008289940969550703,0.2743808720255164,89
E1_37_water,E1,37,water,0.24146791543669252,gr.lagsat,0.05775356868751077,0.7631997851746385,32
E1_40.5_water,E1,40.5,water,0.7156187299440526,gr.lag,0.05386252845473797,0.8511377481482847,41
E1_40_water,E1,40,water,1.346576969466399,gr.lag,0.10451635713248549,0.8622286968316039,25
E1_41_water,E1,41,water,0.8126666775674628,gr.lag,0.05656377923921444,0.8699408879830559,41
E1_42_water,E1,42,water,0.07252884340147338,gr.lagsat,0.029589489886022745,0.44957280087332074,38
E2_25_NA,E2,25,NA,0.16139038463473301,gr.sat,0.06640589468817949,0.19949746725532014,25
E2_30_water,E2,30,water,-0.11931242782162216,gr.flr,0.030397089457652064,0.36076241212976534,33
E2_34_water,E2,34,water,0.23408062832106555,gr.lagsat,0.2669131459127774,0.2850898223073447,25
E2_37_NA,E2,37,NA,0.1500729927073174,gr.lagsat,0.06226356681395736,0.563936150542129,31
E2_40.5_NA,E2,40.5,NA,0.09894172711000777,gr.lag,0.025236011624590094,0.32222611481601937,47
E2_40_NA,E2,40,NA,0.05874400265531307,gr.lag,0.016883460371933813,0.30182527365615675,40
E2_41_NA,E2,41,NA,-0.1321615614888414,gr.flr,0.04525921229087957,0.2522300424222125,28
E2_42_NA,E2,42,NA,0.08255089835792354,gr.lagsat,0.03548366927259954,0.4436552319101953,37
E3_25_NA,E3,25,NA,0.19464243737416498,gr.sat,0.06499392630535845,0.26406427407654876,26
E3_30_fRS585,E3,30,fRS585,6.883207853852084,gr.sat,0.16437560668071896,0.979560398377566,54
E3_34_water,E3,34,water,0.06103448736572124,gr.sat,0.01490526231835869,0.3200441588094657,56
E3_37_NA,E3,37,NA,0.03899833471041728,gr.lag,0.010773425738271693,0.2735232961363223,49
E3_40.5_NA,E3,40.5,NA,-0.09064073612041917,gr.flr,0.02924336523976796,0.2515002850728226,36
E3_40_NA,E3,40,NA,0.057032585921426314,gr.lag,0.016190665757655435,0.2892567948272037,40
E3_41_NA,E3,41,NA,-0.137976062621275,gr.flr,0.04175860249379788,0.29823875450095716,29
E3_42_NA,E3,42,NA,0.0766575251213724,gr.lagsat,0.031461877808759274,0.44576564686466646,39
E4_25_NA,E4,25,NA,0.18126119159340054,gr.sat,0.06996534453564479,0.2231094984574239,25
E4_30_water,E4,30,water,-0.1012275390056958,gr.flr,0.02901870679621359,0.30865423042616513,33
E4_34_water,E4,34,water,0.11179737815872953,gr.sat,0.019223482714555748,0.4934137068224398,54
E4_37_NA,E4,37,NA,0.05158223412660486,gr.lag,0.010721635116351626,0.40257978621850077,51
E4_40.5_NA,E4,40.5,NA,-0.08893436455854632,gr.flr,0.030883963699163176,0.21645164678987638,36
E4_40_blank,E4,40,blank,0.03561790240330003,gr.lag,0.011416695884555824,0.24865818926491068,39
E4_41_NA,E4,41,NA,-0.14255506957767028,gr.flr,0.042965078251706465,0.29844965127832934,29
E4_42_NA,E4,42,NA,0.08115816379737463,gr.lagsat,0.031854325782155385,0.4693005884309367,38
E5_25_NA,E5,25,NA,0.17782760889637828,gr.sat,0.07075676522747253,0.20810920629302465,25
E5_30_water,E5,30,water,-0.11129090713299426,gr.flr,0.03972444665518356,0.22995462108547704,30
E5_34_water,E5,34,water,0.22136282088089693,gr.lagsat,0.48897537713883427,0.11953718838197036,22
E5_37_NA,E5,37,NA,0.17267347270481115,gr.lagsat,0.0795058303487061,0.5548135206414708,30
E5_40.5_fRS585,E5,40.5,fRS585,3.9436769540668255,gr.lagsat,0.045053611928533674,0.9969221872541351,65
E5_40_NA,E5,40,NA,0.06602143036108479,gr.lag,0.01846722325454526,0.3056947367832148,39
E5_41_NA,E5,41,NA,-0.15268037732673312,gr.flr,0.045869512622627596,0.2877249257808726,28
E5_42_NA,E5,42,NA,0.08965073473243863,gr.lagsat,0.04034473916648016,0.4304894212968122,36
E6_25_fRS585,E6,25,fRS585,7.139997037731193,gr.lagsat,0.13378565134474033,0.9943788852830472,50
E6_30_water,E6,30,water,-0.16290114842823264,gr.flr,0.06259264040899501,0.2052004335885521,25
E6_34_water,E6,34,water,0.2370276687774685,gr.lagsat,0.23992082583694913,0.2617512336304393,26
E6_37_blank,E6,37,blank,0.03192945898990296,gr.lag,0.0071232492941808905,0.3693189338170344,49
E6_40.5_NA,E6,40.5,NA,-0.11030781844255672,gr.flr,0.0180343223826918,0.5313313305850649,44
E6_40_NA,E6,40,NA,0.06893372631504144,gr.lag,0.018164331682160036,0.3233527411629159,39
E6_41_Blank,E6,41,Blank,-0.20570782970117402,gr.flr,0.02487147329716225,0.7057331113846002,29
E6_42_blank,E6,42,blank,0.028029236174182372,gr.lagsat,0.0356843183246268,0.10108622382457577,34
E7_25_NA,E7,25,NA,0.008501599421039173,gr,0.005877839704561645,0.023481562625243035,89
E7_30_blank,E7,30,blank,-0.0874857050852978,gr.flr,0.009028099200645163,0.7519173114862872,43
E7_34_water,E7,34,water,0.30776225140978,gr.lagsat,0.3632724876532444,0.25935629548963224,23
E7_37_NA,E7,37,NA,0.17174740870846486,gr.lagsat,0.06162881092076746,0.5843302198500635,30
E7_40.5_NA,E7,40.5,NA,-0.11296181967186569,gr.flr,0.039361863766187735,0.23348288717890298,34
E7_40_NA,E7,40,NA,0.06905636604171782,gr.lag,0.018666357555741322,0.3163882247952823,39
E7_41_NA,E7,41,NA,-0.15134289708489485,gr.flr,0.04865626491686541,0.2687259344683981,28
E7_42_NA,E7,42,NA,0.08446941810100546,gr.lagsat,0.036153179986098606,0.42838113937122324,37
E8_25_NA,E8,25,NA,0.18799989259426367,gr.sat,0.0686845301985656,0.24000792676358595,26
E8_30_water,E8,30,water,0.07525330525655978,gr.lagsat,0.06250189532777548,0.20480974257349416,34
E8_34_water,E8,34,water,0.2193201077334661,gr.lagsat,0.4737033357718691,0.09739298937091256,22
E8_37_NA,E8,37,NA,0.05146291585434789,gr.lag,0.011954382234892265,0.34475917863835104,50
E8_40.5_fRS585,E8,40.5,fRS585,3.7922952357717845,gr.lagsat,0.04507802424472022,0.9966521585942529,67
E8_40_NA,E8,40,NA,0.06835658803180267,gr.lag,0.018851463988075565,0.3170808682767615,40
E8_41_NA,E8,41,NA,-0.1509182973311128,gr.flr,0.05059421559935065,0.2556253044102149,28
E8_42_NA,E8,42,NA,0.08208645166377329,gr.lagsat,0.03503335671323117,0.44673372863301386,39
E9_20_fRS585,E9,20,fRS585,2.6505109425933377,gr.sat,0.20247997606120607,0.9791623822195341,7
E9_25_blank,E9,25,blank,0.11212544950330455,gr.sat,0.02744862385711622,0.3879160360166315,35
E9_30_water,E9,30,water,0.20371580887205576,gr.lagsat,0.006327992188709696,0.9715851384292226,68
E9_34_water,E9,34,water,0.37080459486358686,gr.lagsat,1.034104921932759,0.15394716179375312,21
E9_37_NA,E9,37,NA,0.20022481352468127,gr.lagsat,0.08448704734481526,0.5655267585554202,29
E9_40.5_NA,E9,40.5,NA,-0.11162165022373609,gr.flr,0.03298942805099808,0.28280344037769134,37
E9_40_blank,E9,40,blank,0.043484149600940054,gr.lag,0.01219720357550342,0.312726230833547,40
E9_41_NA,E9,41,NA,-0.16196786984144212,gr.flr,0.049154996297193505,0.2894580342379065,28
E9_42_NA,E9,42,NA,0.08915623037928597,gr.lagsat,0.03662148337176482,0.4365732261056824,37
F10_25_water,F10,25,water,0.022805568195238865,gr,0.006672608251827979,0.11837384412360263,89
F10_30_water,F10,30,water,0.0939413171717149,gr.lagsat,0.054365580061802476,0.30624626068747285,39
F10_34_water,F10,34,water,0.4002487598373761,gr.lagsat,0.7211177489738485,0.179526915850849,21
F10_37_water,F10,37,water,0.21646952933471908,gr.lagsat,0.08736260054261201,0.574336044632279,29
F10_40.5_fRS585,F10,40.5,fRS585,6.106530458962372,gr.lagsat,0.13722217965012198,0.9903474395652974,57
F10_40_water,F10,40,water,0.0785181060059785,gr.lag,0.022020734888512205,0.30391295190445,39
F11_25_fRS585,F11,25,fRS585,7.035523954551692,gr.lagsat,0.13705499425265685,0.9942061764125206,51
F11_30_blank,F11,30,blank,-0.07345457236210334,gr.flr,0.020128769787772442,0.3125350290143515,30
F11_34_water,F11,34,water,0.20521098655739947,gr.lagsat,0.3442856731917204,0.1949735351134846,24
F11_37_NA,F11,37,NA,0.062488865733199714,gr.lag,0.012651396738690954,0.41955796706568194,51
F11_40.5_NA,F11,40.5,NA,-0.13625654197362566,gr.flr,0.03738601993874645,0.31928251653625417,35
F11_40_NA,F11,40,NA,0.07722445179880294,gr.lag,0.02137648855499004,0.3021852132379652,39
F11_41_NA,F11,41,NA,-0.17749667706006286,gr.flr,0.05379693223703687,0.30127998079800455,28
F11_42_NA,F11,42,NA,0.11060717153159874,gr.lagsat,0.05344783496830043,0.41288644307362665,35
F12_25_water,F12,25,water,0.03462551785156089,gr,0.008117924821918275,0.1729481725544102,89
F12_30_water,F12,30,water,0.08058976291417712,gr.lagsat,0.019845614779858113,0.585026036647188,48
F12_34_water,F12,34,water,0.21043563791429068,gr.lagsat,0.33994166073473153,0.18153546036724144,24
F12_37_water,F12,37,water,0.4137221736288938,gr.lag,0.06278748781151279,0.5829546397672055,38
F12_40.5_water,F12,40.5,water,17.058381683568467,gr.lagsat,2.589870535322444,0.9722040829173694,20
F12_40_water,F12,40,water,0.8852518616075695,gr.lag,0.0591466815531225,0.8892911192742201,36
F12_41_water,F12,41,water,0.7556639834502843,gr.lag,0.050994990690981394,0.8717102742771354,42
F12_42_water,F12,42,water,0.08992079438537243,gr.lagsat,0.038584420310630384,0.44071190716576925,38
F1_25_NA,F1,25,NA,0.03340921068762271,gr,0.00837935479343254,0.15449312634127044,89
F1_30_water,F1,30,water,0.07876247230458609,gr.lagsat,0.04396102908094924,0.27939380539512393,42
F1_34_water,F1,34,water,0.34477436986458476,gr.lagsat,0.5346348440876271,0.2882833868517033,22
F1_37_NA,F1,37,NA,0.1126777328262222,gr.lag,0.015008795731672363,0.6148418982536108,54
F1_40.5_NA,F1,40.5,NA,0.5501427257514098,gr.lag,0.05260165143251479,0.7743069425203575,40
F1_40_NA,F1,40,NA,16.187579382157466,gr.lagsat,53.997628851877145,0.920500586310641,18
F1_41_NA,F1,41,NA,0.9432267435678867,gr.lag,0.06906500532161848,0.8647818512268095,37
F1_42_NA,F1,42,NA,0.102924078323932,gr.lagsat,0.04197560507151034,0.42255655164316386,38
F2_25_NA,F2,25,NA,0.20775292922524133,gr.sat,0.08057156048572924,0.22190382203089465,25
F2_30_water,F2,30,water,0.0956965603819216,gr.lagsat,0.04941740982076945,0.31435886403565094,38
F2_34_water,F2,34,water,0.21339640057727796,gr.lagsat,0.2763293241402979,0.2733056261491297,24
F2_37_NA,F2,37,NA,0.2560341585100211,gr.lagsat,0.08665393279462866,0.612062805159709,29
F2_40.5_blank,F2,40.5,blank,-0.08430999207960403,gr.flr,0.027528235088534084,0.25064492657372384,37
F2_40_fRS585,F2,40,fRS585,7.591047348630274,gr.sat,0.21236362921283544,0.9753957892584826,47
F2_41_NA,F2,41,NA,-0.19293107881831353,gr.flr,0.056957505597170686,0.29670005659373055,28
F2_42_NA,F2,42,NA,0.11192742235759297,gr.lagsat,0.05134938153670967,0.42631121074791056,37
F3_25_blank,F3,25,blank,0.20816533025318903,gr.sat,0.055931703515855274,0.3525160001412768,26
F3_30_water,F3,30,water,0.2031833872325829,gr.lagsat,0.21869565242306185,0.2484720086924831,27
F3_34_water,F3,34,water,0.7833157404416184,gr.lagsat,2.259233858258537,0.13072161339985522,19
F3_37_blank,F3,37,blank,0.13550910969123706,gr.lagsat,0.058153341630742525,0.5196628771176796,29
F3_40.5_NA,F3,40.5,NA,0.09214955910222768,gr.lag,0.02665862813834951,0.27523325053802583,43
F3_40_NA,F3,40,NA,0.08401229194983863,gr.lag,0.022468024011324885,0.31667814523305704,39
F3_41_NA,F3,41,NA,-0.17882583162658233,gr.flr,0.05477368547462087,0.2757936194701289,28
F3_42_NA,F3,42,NA,0.09839589609629427,gr.lagsat,0.046010256262744124,0.40542712394859015,38
F4_25_NA,F4,25,NA,0.19980526671723864,gr.sat,0.07285691344484578,0.23234092802752793,26
F4_30_water,F4,30,water,0.10435751727603199,gr.lagsat,0.051757782548211215,0.38457136775832046,38
F4_34_water,F4,34,water,0.26979573050333405,gr.sat,0.1490549159234027,0.07044363668667075,69
F4_37_NA,F4,37,NA,0.23055325586469538,gr.lagsat,0.08424513181452052,0.5943820109752596,30
F4_40.5_NA,F4,40.5,NA,0.07660817697191168,gr.lag,0.026226318409080764,0.21425157293226138,44
F4_40_NA,F4,40,NA,0.07879439572466462,gr.lag,0.023374829806853657,0.2866970343014241,40
F4_41_Blank,F4,41,Blank,0.03874308919754352,gr,0.0023338346284582237,0.7436453770132525,97
F4_42_NA,F4,42,NA,-0.03096193036541351,gr.flr,0.016686961780696834,0.10737843391070356,38
F5_25_NA,F5,25,NA,0.20950662594057298,gr.sat,0.07409184933869999,0.2534532959625938,26
F5_30_fRS585,F5,30,fRS585,9.085136979174328,gr.lagsat,0.13765318707379104,0.9965417480431787,46
