pop_rep,IC50,IC50_lower,IC50_upper,n_boot
35_F6_Rep3_Set3_amphotericine,0.1421638925463127,0.12718587821113148,0.15678538278918905,4893
35_G5_Rep3_Set3_amphotericine,0.15668830226219704,0.13037414481880277,0.17769976208662996,4918
35_G9_Rep3_Set3_amphotericine,0.13595400494826937,0.11313731707964335,0.15634398787723872,4885
35_G11_Rep3_Set3_amphotericine,0.10590918738956799,0.09111340828276933,0.12582661818943375,5000
fRS585_Rep3_Set3_amphotericine,0.3878934035017745,0.12055055217446389,1.0060149221586763,4994
35_F2_Rep2_Set3_amphotericine,0.15803546225471904,0.14585415561599308,0.17528164838335195,5000
35_F4_Rep2_Set3_amphotericine,0.1881954543766943,0.16301107095427847,0.2371883192239101,4934
35_F6_Rep2_Set3_amphotericine,0.1355838104926994,0.12799016515866826,0.14907737037830937,5000
35_G5_Rep2_Set3_amphotericine,0.16340449994611614,0.12695746529190632,0.19210594498878733,4959
35_G9_Rep2_Set3_amphotericine,0.1159788074964051,0.09907721432912747,0.13969605002622323,5000
35_G11_Rep2_Set3_amphotericine,0.0797602010887727,0.06644692284055453,0.10098756267625054,5000
fRS585_Rep2_Set3_amphotericine,0.49189770316437686,0.11355758083597454,1.594447693718518,4964
35_F2_Rep1_Set3_amphotericine,0.15576992643752116,0.13367672858377624,0.18002720417989834,5000
35_F4_Rep1_Set3_amphotericine,0.15115037200525075,0.14006349438380133,0.16734814073126708,5000
35_F6_Rep1_Set3_amphotericine,0.12825298355296053,0.10610679404536366,0.15610028235563783,5000
35_G5_Rep1_Set3_amphotericine,0.1547230661067743,0.14258491389568534,0.17544677030980468,5000
35_G9_Rep1_Set3_amphotericine,0.1476633686690008,0.13177906638021536,0.16463429803305168,5000
35_G11_Rep1_Set3_amphotericine,0.13997491502542234,0.12981799292942836,0.15658700866513944,5000
fRS585_Rep1_Set3_amphotericine,0.5829687522445175,0.186961651167062,1.3895913660700752,4976
35_D2_Rep3_Set2_amphotericine,0.2989413703599015,0.2582774769081173,0.3410223849249617,4875
35_D4_Rep3_Set2_amphotericine,0.10354979584214467,0.08719629118831242,0.13138488722098507,5000
35_D8_Rep3_Set2_amphotericine,0.2548133932748057,0.23232241660929298,0.2865484157174109,4999
35_E7_Rep3_Set2_amphotericine,0.2570461211103294,0.24861973081924527,0.2757681116732301,5000
35_E9_Rep3_Set2_amphotericine,0.3099942762825868,0.28034054669790404,0.34417308387402584,5000
35_E11_Rep3_Set2_amphotericine,0.27270787483083714,0.2372009880856582,0.31687249888513597,4790
fRS585_Rep3_Set2_amphotericine,0.4006355823896732,0.16390576096925996,0.8332626950436826,5000
35_D2_Rep2_Set2_amphotericine,0.3470122688738114,0.3182579372416928,0.39162140201938583,5000
35_D4_Rep2_Set2_amphotericine,0.1376888729469018,0.10812760785181896,0.17679789017120115,5000
35_D8_Rep2_Set2_amphotericine,0.30706584122796915,0.27103748441690717,0.342247243213736,4999
35_E7_Rep2_Set2_amphotericine,0.3184143403753864,0.2942943201891691,0.37047320871496403,5000
35_E9_Rep2_Set2_amphotericine,0.38338493462780604,0.33644940500926696,0.4703995807564127,4709
35_E11_Rep2_Set2_amphotericine,0.38924708359094884,0.33621057745620053,0.4714802911580726,4353
fRS585_Rep2_Set2_amphotericine,0.700461885969533,0.3374038029420253,1.2349966778396109,4990
35_D2_Rep1_Set2_amphotericine,0.46044294879920905,0.32751642772138945,0.4749289675565543,4189
35_D4_Rep1_Set2_amphotericine,0.18218161242761474,0.16718697211137265,0.2086028670590478,4999
35_D8_Rep1_Set2_amphotericine,0.31235248581790354,0.2594009057700742,0.3544205625740101,4896
35_E7_Rep1_Set2_amphotericine,0.3211485975967756,0.2616892038228887,0.3713180755176009,4977
35_E9_Rep1_Set2_amphotericine,0.3081742194657389,0.2784147711581542,0.3523066056308076,5000
35_E11_Rep1_Set2_amphotericine,0.3056077154374055,0.2587342636602991,0.3449852460050914,4990
fRS585_Rep1_Set2_amphotericine,0.7582497271205422,0.4275154345217452,1.2420278531695677,4986
35_B2_Rep3_Set1_amphotericine,0.2942267356329659,0.25190930757324204,0.3324755563418068,4880
35_B6_Rep3_Set1_amphotericine,0.25446015285772977,0.23552620390318735,0.2754993582153293,4694
35_B8_Rep3_Set1_amphotericine,0.31719435524481443,0.2610801182483492,0.4043743745120046,4889
35_C5_Rep3_Set1_amphotericine,0.2895337548531492,0.244647775402655,0.3306584602761081,4878
35_C7_Rep3_Set1_amphotericine,0.31442419263894406,0.257952266366038,0.4238611250163451,4826
35_C9_Rep3_Set1_amphotericine,0.3361891535428482,0.26533612348141816,0.46550087772374854,4714
fRS585_Rep3_Set1_amphotericine,0.7231220317826254,0.2921642304131437,1.4518198923728136,4979
35_B2_Rep2_Set1_amphotericine,0.36480370799100154,0.330902817918051,0.4691901396168142,4943
35_B6_Rep2_Set1_amphotericine,0.34880394900126227,0.2732634205539842,0.4641953984522028,4745
35_B8_Rep2_Set1_amphotericine,0.33429765846747056,0.2644787670543963,0.3709533217696598,4999
35_C5_Rep2_Set1_amphotericine,0.3067737177327596,0.2590650589642528,0.35306305144634054,4990
35_C7_Rep2_Set1_amphotericine,0.38201283593545077,0.30855715442715415,0.4803031602448537,4934
35_C9_Rep2_Set1_amphotericine,0.3104878103101322,0.25422602857098725,0.37991479263380334,5000
fRS585_Rep2_Set1_amphotericine,0.6313796034130051,0.278688102494106,1.2675942105427416,4989
35_B2_Rep1_Set1_amphotericine,0.33198877575042557,0.26290557298318035,0.4138698078166744,4954
35_B6_Rep1_Set1_amphotericine,0.3125185900969317,0.2412187767983257,0.38601897938384977,4870
35_C5_Rep1_Set1_amphotericine,0.336032950967648,0.2611996180692963,0.45114040919037823,4614
35_C7_Rep1_Set1_amphotericine,0.45928370835790094,0.331594570583448,0.4786593196555715,3947
35_C9_Rep1_Set1_amphotericine,0.46338253948004243,0.28190027407406176,0.4835404105238925,4292
fRS585_Rep1_Set1_amphotericine,1.004608978700743,0.43377399091814817,2.0028582089658653,4917
40_C9_Rep3_Set4_fluconazole,13.721716507040352,8.70759355104395,21.017707314365868,5000
40_E7_Rep3_Set4_fluconazole,23.880763418336763,8.856073982336488,60.715768655078364,5000
40_E11_Rep3_Set4_fluconazole,35.74898689955439,19.49076825283847,55.799354669036674,4975
40_F6_Rep3_Set4_fluconazole,23.9690246826871,19.714960169208407,30.3738624970097,5000
40_G9_Rep3_Set4_fluconazole,168.60676387757113,133.17318257868232,209.09454214412193,4943
40_G11_Rep3_Set4_fluconazole,74.48052168154899,47.740753537972935,105.44552679655966,5000
fRS585_Rep3_Set4_fluconazole,25.8880248308188,19.037139423319775,37.9083630066039,5000
40_C9_Rep2_Set4_fluconazole,40.28968578939537,29.833081787744522,55.052695476520846,5000
40_E7_Rep2_Set4_fluconazole,26.369370601565787,18.606896129600848,38.39437364794447,5000
40_E11_Rep2_Set4_fluconazole,22.759178657455333,17.24306101986053,30.01229056704648,5000
40_F6_Rep2_Set4_fluconazole,20.475896252906438,15.02882316021877,27.992799819335566,5000
40_G9_Rep2_Set4_fluconazole,34.77634192658104,25.42595189414716,46.89569211806091,5000
40_G11_Rep2_Set4_fluconazole,53.041538042721996,33.34475353472294,80.13630154637104,5000
fRS585_Rep2_Set4_fluconazole,17.52318941055926,14.004932791718353,23.131193986656807,5000
40_C9_Rep1_Set4_fluconazole,44.43173235884676,32.30495118104834,62.66872718149805,5000
40_E7_Rep1_Set4_fluconazole,26.919623485829828,17.51461057984247,39.63770148015538,5000
40_E11_Rep1_Set4_fluconazole,19.276828931109694,13.287317578631267,28.654172056263064,5000
40_F6_Rep1_Set4_fluconazole,17.539797246538637,12.168435197093853,26.434848931125007,5000
40_G9_Rep1_Set4_fluconazole,86.1451867997729,67.98760848593716,109.22939036592119,5000
40_G11_Rep1_Set4_fluconazole,48.95963556694985,24.8655048534209,85.87055873579175,5000
fRS585_Rep1_Set4_fluconazole,15.546326377373443,12.07224045516673,20.80127751861212,5000
35_F2_Rep3_Set3_fluconazole,30.38893812059183,22.50962284083352,43.556640480965044,5000
35_F4_Rep3_Set3_fluconazole,36.34030678302753,24.315836927765165,55.405426615227164,5000
35_F6_Rep3_Set3_fluconazole,19.50274034326322,13.745496454947471,28.20455494955018,5000
35_G5_Rep3_Set3_fluconazole,28.040789569719035,22.55677669943126,36.59294217390964,5000
35_G9_Rep3_Set3_fluconazole,21.168222326231184,14.92270604888504,31.221894238738535,5000
35_G11_Rep3_Set3_fluconazole,17.025854356350642,11.722891276969362,26.2225040912527,5000
fRS585_Rep3_Set3_fluconazole,8.9677348972508,5.833072320434552,14.51677664322384,5000
35_F2_Rep2_Set3_fluconazole,21.86002734293512,16.48740674604846,31.322983505829697,5000
35_F4_Rep2_Set3_fluconazole,15.475140467739818,11.743372198036575,16.36837916093458,3376
35_F6_Rep2_Set3_fluconazole,17.74136952789778,13.763024711039176,23.9549711319821,5000
35_G5_Rep2_Set3_fluconazole,24.797401229180032,18.222014895649895,34.205517315396584,5000
35_G9_Rep2_Set3_fluconazole,21.22037742265273,16.04239835830328,30.72139057541379,5000
35_G11_Rep2_Set3_fluconazole,16.237065412980307,10.911685402073532,25.018804474073224,5000
fRS585_Rep2_Set3_fluconazole,21.2383568771412,15.587843854313101,30.026785601856705,5000
35_F2_Rep1_Set3_fluconazole,25.92108336990084,16.892647072263394,39.11201452616262,5000
35_F4_Rep1_Set3_fluconazole,26.72679555014355,17.86799242621508,41.25227587644533,5000
35_F6_Rep1_Set3_fluconazole,15.291605217554645,10.134158898429355,23.956961497445032,5000
35_G5_Rep1_Set3_fluconazole,26.126118611591394,17.813356741995484,36.718095979540536,5000
35_G9_Rep1_Set3_fluconazole,22.533646376647344,16.27978630925653,32.77634109250204,5000
35_G11_Rep1_Set3_fluconazole,15.184089391670259,10.539326275941782,22.36053439245256,5000
fRS585_Rep1_Set3_fluconazole,23.148760821783128,17.148310304153167,32.159961318168676,5000
35_D2_Rep3_Set2_fluconazole,15.080210635469038,10.666357414391353,22.578744094559703,5000
35_D4_Rep3_Set2_fluconazole,1.8142921517361807,1.5243743146957616,2.196570779483111,4952
35_D8_Rep3_Set2_fluconazole,22.216551588169757,14.195110144791899,35.591475716079024,5000
35_E7_Rep3_Set2_fluconazole,16.960139464353805,12.861326371678278,23.589784057068997,5000
35_E9_Rep3_Set2_fluconazole,23.961775471573475,18.60960649576352,32.57218325953411,5000
35_E11_Rep3_Set2_fluconazole,23.36554157733072,16.34027477867781,34.73260998100012,5000
fRS585_Rep3_Set2_fluconazole,7.634552954605824,3.144514297885514,17.52675506297019,5000
35_D2_Rep2_Set2_fluconazole,26.298561340369712,18.82318973736315,38.678902117535365,5000
35_D4_Rep2_Set2_fluconazole,2.231761102799135,1.9736410698033364,2.610815232294142,5000
35_D8_Rep2_Set2_fluconazole,18.224436360713664,11.900845944431488,28.173277089538534,5000
35_E7_Rep2_Set2_fluconazole,18.737818163722416,12.54010489932616,28.396729996400737,5000
35_E9_Rep2_Set2_fluconazole,14.591317304230474,9.876857795876681,22.257202545108466,5000
35_E11_Rep2_Set2_fluconazole,16.1288012303588,11.740186814374244,23.001044436615423,5000
fRS585_Rep2_Set2_fluconazole,16.31938419882602,12.022788256800048,23.54255424460961,5000
35_D2_Rep1_Set2_fluconazole,18.577442649514904,12.890793655616848,27.738688719852952,5000
35_D4_Rep1_Set2_fluconazole,2.063972654001285,1.8984493395239197,2.3858772786290805,5000
35_D8_Rep1_Set2_fluconazole,15.938196352708555,10.682958847546134,25.160249698573168,5000
35_E7_Rep1_Set2_fluconazole,17.080446719487803,11.151241674963762,26.115104533694527,5000
35_E9_Rep1_Set2_fluconazole,17.077508407824066,13.06439549283177,23.164419616830113,5000
35_E11_Rep1_Set2_fluconazole,15.65230498614688,10.058373732905459,23.432088405857467,5000
fRS585_Rep1_Set2_fluconazole,3.4500714525319265,1.624994848620251,7.129402982471339,5000
35_B2_Rep3_Set1_fluconazole,23.944196632882004,17.361915342704222,33.5101938939872,5000
35_B6_Rep3_Set1_fluconazole,21.574050734913236,13.423967982989497,36.04359038528126,5000
35_B8_Rep3_Set1_fluconazole,21.220087353733973,14.85060341554232,32.21042110629342,5000
35_C5_Rep3_Set1_fluconazole,22.29139465695489,12.452664647865715,39.96454703667735,5000
35_C7_Rep3_Set1_fluconazole,17.507929051659758,11.903272150587785,26.05350040522907,5000
35_C9_Rep3_Set1_fluconazole,22.926626499623534,16.942510253833948,31.728961296575598,5000
fRS585_Rep3_Set1_fluconazole,21.405545886984566,13.722785512725938,32.958168797052416,4999
35_B2_Rep2_Set1_fluconazole,19.87305190327829,15.177071564191314,27.54851438108605,5000
35_B6_Rep2_Set1_fluconazole,15.631297358089403,11.548112744278102,22.20667228058425,5000
35_B8_Rep2_Set1_fluconazole,17.919154839774958,13.509807341922466,24.685689133677673,5000
35_C5_Rep2_Set1_fluconazole,18.79811124525772,14.3079382382817,25.94661319662839,5000
35_C7_Rep2_Set1_fluconazole,23.1267772170918,16.508527172657598,33.11738753602369,5000
35_C9_Rep2_Set1_fluconazole,18.450702304916046,12.94280586073115,27.120680640182577,5000
fRS585_Rep2_Set1_fluconazole,17.881893204500965,9.365704731441042,32.97558933598697,4995
35_B2_Rep1_Set1_fluconazole,17.176999364835208,12.331999106032107,24.558718793363777,5000
35_B6_Rep1_Set1_fluconazole,15.316381408915003,11.429994152451606,21.271814600801868,5000
35_B8_Rep1_Set1_fluconazole,12.892822485373381,8.71710512598049,19.69457708275482,5000
35_C5_Rep1_Set1_fluconazole,17.175823602043828,12.516478478831358,24.633442851746047,5000
35_C7_Rep1_Set1_fluconazole,17.827442570643328,12.766337743701747,25.460361680189,5000
35_C9_Rep1_Set1_fluconazole,16.511783348314445,10.513897957931814,26.786899045936863,5000
fRS585_Rep1_Set1_fluconazole,17.536242970900357,12.84843573253132,25.345395804585195,5000
40_C9_Rep3_Set4_caspofungin,0.01926007829417448,0.01626917323878184,0.021775794310420385,4933
40_E7_Rep3_Set4_caspofungin,0.021192522471643348,0.01660855581873068,0.029098933306681205,4720
40_E11_Rep3_Set4_caspofungin,0.014738772371547165,0.010426165628597956,0.015203565498542002,3510
40_F6_Rep3_Set4_caspofungin,0.014084274580445979,0.012136279703299096,0.015543847059178856,4650
40_G9_Rep3_Set4_caspofungin,0.028342108552378526,0.020148863010175225,0.02944317295094615,3658
40_G11_Rep3_Set4_caspofungin,0.02846904230622882,0.017526265571217843,0.0298113706777614,3582
fRS585_Rep3_Set4_caspofungin,0.019750243108452397,0.01646451112245822,0.02330401662776483,4991
40_C9_Rep2_Set4_caspofungin,0.019251860569302958,0.016306300584120043,0.021093497810875658,4888
40_E7_Rep2_Set4_caspofungin,0.028520278720862415,0.01978856096013291,0.029630716234875225,3241
40_E11_Rep2_Set4_caspofungin,0.013468819458214274,0.011260184589638025,0.016172419356593304,5000
40_F6_Rep2_Set4_caspofungin,0.012660861635529251,0.01047366771456056,0.015688719427434706,5000
40_G9_Rep2_Set4_caspofungin,0.019136711684889104,0.01621311579620906,0.02226034491948359,4961
40_G11_Rep2_Set4_caspofungin,0.018372736431677108,0.016176270847754748,0.021012541606303132,4985
fRS585_Rep2_Set4_caspofungin,0.006511724294363656,0.0052594619747947605,0.008323533707871613,5000
40_C9_Rep1_Set4_caspofungin,0.016747195160090787,0.015496889347195843,0.01872216066050902,4716
40_E7_Rep1_Set4_caspofungin,0.019017996575470555,0.01623354466592752,0.021527459249163168,4940
40_E11_Rep1_Set4_caspofungin,0.014760442993305103,0.011872222288503022,0.01916457853217822,4706
40_F6_Rep1_Set4_caspofungin,0.017564813869742003,0.014854087478197338,0.020719079409942852,4974
40_G11_Rep1_Set4_caspofungin,0.01997751040996141,0.016278080997076273,0.024231392954711654,4908
35_F2_Rep3_Set3_caspofungin,0.017005554846260016,0.014706850092979368,0.01960893349693764,5000
35_F4_Rep3_Set3_caspofungin,0.019406983771321752,0.016148200387604245,0.024558666546019584,4717
35_F6_Rep3_Set3_caspofungin,0.015117201700410494,0.01239950627823596,0.016888568276128408,4837
35_G5_Rep3_Set3_caspofungin,0.01676024336715387,0.01362197868259082,0.019820628977847782,4855
35_G9_Rep3_Set3_caspofungin,0.01966085867881864,0.01626117377970456,0.022314087259408595,4897
35_G11_Rep3_Set3_caspofungin,0.021086840725840807,0.016514407431515526,0.025426103751973,4981
fRS585_Rep3_Set3_caspofungin,0.01967044773128421,0.01581153465710759,0.026154209427971302,4829
35_F2_Rep2_Set3_caspofungin,0.019106878971537282,0.016371672639073388,0.021022861738565234,5000
35_F4_Rep2_Set3_caspofungin,0.011607201046912149,0.009744672741507367,0.013361391036711879,4997
35_F6_Rep2_Set3_caspofungin,0.01137258289963096,0.010239570767647786,0.012840943985048621,5000
35_G5_Rep2_Set3_caspofungin,0.01516455035389465,0.012684525548034994,0.01534915966299359,3842
35_G9_Rep2_Set3_caspofungin,0.012709579104200605,0.010825290571132622,0.015031455339898478,4779
35_G11_Rep2_Set3_caspofungin,0.011183138932407424,0.009251738242168238,0.01490721054333817,4933
fRS585_Rep2_Set3_caspofungin,0.01591572345562776,0.013946893457002712,0.018295187642279116,4882
35_F2_Rep1_Set3_caspofungin,0.014258113382315125,0.011479144211933792,0.01731719400629555,5000
35_F4_Rep1_Set3_caspofungin,0.015642344795253865,0.013414766039461184,0.018485563491749932,5000
35_F6_Rep1_Set3_caspofungin,0.015326310740047925,0.013104717589776157,0.015528755025574973,3552
35_G9_Rep1_Set3_caspofungin,0.015112769666798203,0.013397327417019548,0.016811765245855086,4751
35_G11_Rep1_Set3_caspofungin,0.014458237433965506,0.012938338491384645,0.015781186338386703,4899
fRS585_Rep1_Set3_caspofungin,0.015171985200551194,0.012915896102274062,0.017925779515710245,4885
35_D2_Rep3_Set2_caspofungin,0.014987359795480997,0.010507157819526618,0.021717798792128668,4829
35_D4_Rep3_Set2_caspofungin,0.04801967764757964,0.03302155698778174,0.061083322492699856,4242
35_D8_Rep3_Set2_caspofungin,0.015525216658528443,0.014320580126830462,0.016586828512083023,3339
35_E7_Rep3_Set2_caspofungin,0.012733339796495954,0.010106676417657535,0.01574413571708085,4997
35_E9_Rep3_Set2_caspofungin,0.01519499268484785,0.012790859835461226,0.016157799280011282,4580
35_E11_Rep3_Set2_caspofungin,0.01503487953999032,0.01078575807206979,0.015320975374711812,3462
fRS585_Rep3_Set2_caspofungin,0.01633630298547595,0.012241115815189222,0.022247949844823044,4700
35_D2_Rep2_Set2_caspofungin,0.015139168358302382,0.013058061175395139,0.015323106196018238,4014
35_D4_Rep2_Set2_caspofungin,0.04166131011428365,0.032783991023469454,0.05374112782102301,4908
35_D8_Rep2_Set2_caspofungin,0.01026754996986466,0.00823946207821676,0.011555287269101756,4795
35_E7_Rep2_Set2_caspofungin,0.010074002527791451,0.008131053245664144,0.012234126370284983,4867
35_E9_Rep2_Set2_caspofungin,0.012000025166802018,0.00989412418486221,0.014900971463493583,4885
fRS585_Rep2_Set2_caspofungin,0.017454528341412968,0.013535460059093068,0.022929590128606025,4668
35_D2_Rep1_Set2_caspofungin,0.010890304157868631,0.009436054944205907,0.012844420469256875,5000
35_D4_Rep1_Set2_caspofungin,0.0343185525258215,0.027188635624457405,0.04477874387747227,4673
35_D8_Rep1_Set2_caspofungin,0.009189809291355874,0.008360134397572752,0.010512061466486531,4999
35_E7_Rep1_Set2_caspofungin,0.011059998612982238,0.010107746648846313,0.01240612057696457,5000
35_E9_Rep1_Set2_caspofungin,0.011668399959580857,0.010458090453965644,0.013286107583431404,5000
