drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,3865.8832580134003,438.5772017561638,-91.4069512947599,10.369359500944876,-8.815100998902654,2.657808784412927e-10
caspofungin,36,-121.89825129569095,15.658447654223801,2.8848478556343777,0.3703299447304252,7.789939476091649,4.587615357005948e-9
fluconazole,36,970.9326070033677,110.45358973028279,-22.94652418416905,2.611430816953228,-8.786954659185993,2.8690158302216084e-10
