well,block,test_temperature,strain,evolution_history,window_idx,days_start,days_end,mu,r_squared,window_size
f11,3,38,35_F2,35 evolved,23,0.22916666666666663,0.2604166666666667,14.177335841489077,0.9999879871883052,4
f11,3,41,35_F2,35 evolved,25,0.25,0.28125,6.047056180767278,0.998990883579034,4
f11,3,42,35_F2,35 evolved,22,0.21875,0.25,2.4314450776133207,0.9998717222325906,4
f2,1,25,35_G5,35 evolved,38,0.3854166666666667,0.4166666666666667,8.284416145061972,0.9995770489520984,4
f2,1,35,35_G5,35 evolved,22,0.21875,0.25,12.833532090719942,0.9999962902754063,4
f2,1,38,35_G5,35 evolved,21,0.20833333333333337,0.23958333333333337,13.684223991945066,0.9998445629564725,4
f2,1,41,35_G5,35 evolved,63,0.6458333333333334,0.6770833333333334,18.877322100197667,0.6299928196380994,4
f2,1,42,35_G5,35 evolved,22,0.21875,0.25,2.830708219890197,0.994056543431236,4
f2,2,25,35_F6,35 evolved,36,0.3645833333333333,0.3958333333333333,8.394027558125348,0.9999066153585378,4
f2,2,35,35_F6,35 evolved,24,0.23958333333333337,0.2708333333333333,13.554143533927558,0.9998872104579479,4
f2,2,38,35_F6,35 evolved,23,0.22916666666666663,0.2604166666666667,13.768630604159211,0.9999088202495008,4
f2,2,41,35_F6,35 evolved,23,0.22916666666666663,0.2604166666666667,5.295439434624992,0.9998890034401219,4
f2,2,42,35_F6,35 evolved,65,0.6666666666666666,0.6979166666666666,3.295018113919034,0.5999999999999998,4
f2,3,25,40_F6,40 evolved,35,0.3541666666666667,0.3854166666666667,8.477319935065415,0.9997622006566829,4
f2,3,35,40_F6,40 evolved,32,0.3229166666666667,0.3541666666666667,17.268888405247875,0.8720336076600332,4
f2,3,38,40_F6,40 evolved,22,0.21875,0.25,13.820535923035697,0.999982317621332,4
f2,3,41,40_F6,40 evolved,27,0.2708333333333333,0.3020833333333333,9.879884595567024,0.9997085579490849,4
f2,3,42,40_F6,40 evolved,21,0.20833333333333337,0.23958333333333337,2.4732241824706036,0.9998672766986232,4
f3,1,25,40_D4,40 evolved,36,0.3645833333333333,0.3958333333333333,8.197838132864335,0.9999570375248165,4
f3,1,35,40_D4,40 evolved,34,0.34375,0.375,12.484225775735405,0.9549500011528059,4
f3,1,38,40_D4,40 evolved,23,0.22916666666666663,0.2604166666666667,13.280572676604013,0.9999607609686407,4
f3,1,41,40_D4,40 evolved,49,0.5,0.53125,19.928972685307865,0.8118223765333407,4
f3,1,42,40_D4,40 evolved,27,0.2708333333333333,0.3020833333333333,6.308873631768857,0.9999739568298838,4
f3,2,25,40_F4,40 evolved,37,0.375,0.40625,7.899513667693399,0.9997751167910764,4
f3,2,35,40_F4,40 evolved,25,0.25,0.28125,11.620548193765947,0.9999447843344175,4
f3,2,38,40_F4,40 evolved,22,0.21875,0.25,12.440565666466286,0.9998403126916668,4
f3,2,41,40_F4,40 evolved,29,0.2916666666666667,0.3229166666666667,8.240513008250726,0.9997661727169572,4
f3,2,42,40_F4,40 evolved,46,0.46875,0.5,6.464189445588767,0.9993647426506692,4
f3,3,25,35_E7,35 evolved,35,0.3541666666666667,0.3854166666666667,8.151925905497219,0.9997339028206069,4
f3,3,35,35_E7,35 evolved,22,0.21875,0.25,13.373172067940155,0.9999587044876529,4
f3,3,38,35_E7,35 evolved,23,0.22916666666666663,0.2604166666666667,14.382099508628759,0.9999922437833563,4
f3,3,41,35_E7,35 evolved,47,0.4791666666666667,0.5104166666666666,16.7078188442072,0.8307651179905207,4
f3,3,42,35_E7,35 evolved,19,0.1875,0.21875,1.8117615965078986,0.9999287715460443,4
f4,1,25,35_D4,35 evolved,36,0.3645833333333333,0.3958333333333333,8.255650115771557,0.9999086027014372,4
f4,1,35,35_D4,35 evolved,22,0.21875,0.25,12.931781956126054,0.9999956947353285,4
f4,1,38,35_D4,35 evolved,23,0.22916666666666663,0.2604166666666667,13.985749838046514,0.9999575685897097,4
f4,1,41,35_D4,35 evolved,24,0.23958333333333337,0.2708333333333333,5.138765624005652,0.996922149508761,4
f4,1,42,35_D4,35 evolved,22,0.21875,0.25,3.239202671725435,0.9977635630966819,4
f4,2,25,40_G11,40 evolved,36,0.3645833333333333,0.3958333333333333,7.87344872986721,0.9998929652246668,4
f4,2,35,40_G11,40 evolved,22,0.21875,0.25,13.861336136334165,0.9999582744385439,4
f4,2,38,40_G11,40 evolved,22,0.21875,0.25,13.592134900558545,0.9999549898751947,4
f4,2,41,40_G11,40 evolved,30,0.3020833333333333,0.3333333333333333,7.6845585561269605,0.999764742215624,4
f4,2,42,40_G11,40 evolved,55,0.5625,0.59375,17.341224895002078,0.6621579581403821,4
f4,3,25,40_C5,40 evolved,39,0.3958333333333333,0.4270833333333333,7.917559858268354,0.9997708666021412,4
f4,3,35,40_C5,40 evolved,25,0.25,0.28125,11.626446845998426,0.9998892419328892,4
f4,3,38,40_C5,40 evolved,23,0.22916666666666663,0.2604166666666667,12.240654576730476,0.9999836597683646,4
f4,3,41,40_C5,40 evolved,29,0.2916666666666667,0.3229166666666667,7.342251881087808,0.9999114054317702,4
f4,3,42,40_C5,40 evolved,26,0.2604166666666667,0.2916666666666667,2.2596787108997023,0.9998892038351207,4
f5,1,25,35_B6,35 evolved,34,0.34375,0.375,8.276223159167541,0.9999980817370661,4
f5,1,35,35_B6,35 evolved,21,0.20833333333333337,0.23958333333333337,13.018215806751295,0.9997776646336115,4
f5,1,38,35_B6,35 evolved,23,0.22916666666666663,0.2604166666666667,13.8168316474878,0.9999848058196666,4
f5,1,41,35_B6,35 evolved,89,0.9166666666666666,0.9479166666666666,15.97267089580039,0.7620126161195944,4
f5,1,42,35_B6,35 evolved,23,0.22916666666666663,0.2604166666666667,2.6910114982317337,0.996724985927492,4
f5,2,25,40_B2,40 evolved,37,0.375,0.40625,7.416076139053124,0.9992802044130266,4
f5,2,35,40_B2,40 evolved,23,0.22916666666666663,0.2604166666666667,12.506360819317905,0.9999196737562627,4
f5,2,38,40_B2,40 evolved,23,0.22916666666666663,0.2604166666666667,11.974408605188465,0.9997998674082232,4
f5,2,41,40_B2,40 evolved,33,0.3333333333333333,0.3645833333333333,7.062839748622984,0.9999383196966748,4
f5,2,42,40_B2,40 evolved,32,0.3229166666666667,0.3541666666666667,3.497793706661016,0.9973902007351534,4
f5,3,25,40_D8,40 evolved,37,0.375,0.40625,8.343736454396705,0.9997150613545296,4
f5,3,35,40_D8,40 evolved,43,0.4375,0.46875,12.754361167959969,0.8943219585430788,4
f5,3,38,40_D8,40 evolved,24,0.23958333333333337,0.2708333333333333,13.173216838564873,0.9998821262569151,4
f5,3,41,40_D8,40 evolved,28,0.28125,0.3125,7.470901549256732,0.999384364718843,4
f5,3,42,40_D8,40 evolved,27,0.2708333333333333,0.3020833333333333,2.242080497732546,0.9998909226409219,4
f6,1,25,40_B8,40 evolved,37,0.375,0.40625,8.091558842539778,0.9997522245273247,4
f6,1,35,40_B8,40 evolved,22,0.21875,0.25,11.616627395811207,0.9999215708006909,4
f6,1,38,40_B8,40 evolved,24,0.23958333333333337,0.2708333333333333,12.762942432410481,0.9997080446020805,4
f6,1,41,40_B8,40 evolved,53,0.5416666666666666,0.5729166666666666,9.607168062926824,0.7779907874062693,4
f6,1,42,40_B8,40 evolved,27,0.2708333333333333,0.3020833333333333,19.054609016516316,0.9108352896070844,4
f7,1,25,40_C7,40 evolved,36,0.3645833333333333,0.3958333333333333,8.142598006812564,0.9999539486336032,4
f7,1,35,40_C7,40 evolved,40,0.40625,0.4375,14.821938592030575,0.8654721053984596,4
f7,1,38,40_C7,40 evolved,27,0.2708333333333333,0.3020833333333333,13.764241259130316,0.9983013560332029,4
f7,1,41,40_C7,40 evolved,55,0.5625,0.59375,15.490915399247532,0.7293501818836279,4
f7,1,42,40_C7,40 evolved,27,0.2708333333333333,0.3020833333333333,3.726825004256644,0.9994514686567666,4
f7,2,25,40_F4,40 evolved,40,0.40625,0.4375,8.213527486747953,0.9989939015561482,4
f7,2,35,40_F4,40 evolved,23,0.22916666666666663,0.2604166666666667,11.830410449944088,0.99977570715154,4
f7,2,38,40_F4,40 evolved,21,0.20833333333333337,0.23958333333333337,12.307961488985452,0.9999434442163474,4
f7,2,41,40_F4,40 evolved,30,0.3020833333333333,0.3333333333333333,8.502048454074677,0.9997942908375986,4
f7,2,42,40_F4,40 evolved,26,0.2604166666666667,0.2916666666666667,3.7403133213280872,0.9991675895115362,4
f7,3,25,35_D2,35 evolved,37,0.375,0.40625,8.552319058130713,0.9998729978800202,4
f7,3,35,35_D2,35 evolved,23,0.22916666666666663,0.2604166666666667,13.337542968125504,0.9992511286165442,4
f7,3,38,35_D2,35 evolved,22,0.21875,0.25,14.148324359394614,0.9997796189015793,4
f7,3,41,35_D2,35 evolved,24,0.23958333333333337,0.2708333333333333,5.767114244761629,0.9986434556528714,4
f7,3,42,35_D2,35 evolved,27,0.2708333333333333,0.3020833333333333,1.866035746547338,0.9930603880660409,4
f8,1,25,WT_CASP_1,Caspofungin evolved,35,0.3541666666666667,0.3854166666666667,8.22264367251746,0.9999808542734051,4
f8,1,35,WT_CASP_1,Caspofungin evolved,21,0.20833333333333337,0.23958333333333337,14.595838637044908,0.9999619435213807,4
f8,1,38,WT_CASP_1,Caspofungin evolved,20,0.19791666666666663,0.22916666666666663,14.72645110580822,0.9999966843310127,4
f8,1,41,WT_CASP_1,Caspofungin evolved,28,0.28125,0.3125,5.126350866264458,0.9994031272545748,4
f8,1,42,WT_CASP_1,Caspofungin evolved,69,0.7083333333333334,0.7395833333333334,38.048719550115955,0.5944639596855933,4
f8,2,25,35_G9,35 evolved,37,0.375,0.40625,8.484619342122144,0.9998702718074018,4
f8,2,35,35_G9,35 evolved,34,0.34375,0.375,14.604368730638807,0.779415026205858,4
f8,2,38,35_G9,35 evolved,23,0.22916666666666663,0.2604166666666667,13.872546668201728,0.9999324591768098,4
f8,2,41,35_G9,35 evolved,23,0.22916666666666663,0.2604166666666667,5.905240455296652,0.9989476409685053,4
f8,2,42,35_G9,35 evolved,22,0.21875,0.25,1.9980225340842737,0.9867432057377288,4
f8,3,25,40_G5,40 evolved,40,0.40625,0.4375,8.133629651917136,0.9998679393791611,4
f8,3,35,40_G5,40 evolved,24,0.23958333333333337,0.2708333333333333,12.184081032091779,0.9999974638359875,4
f8,3,38,40_G5,40 evolved,23,0.22916666666666663,0.2604166666666667,12.660073011855442,0.9999822224512226,4
f8,3,41,40_G5,40 evolved,51,0.5208333333333334,0.5520833333333334,15.582773797558657,0.772788364306228,4
f8,3,42,40_G5,40 evolved,29,0.2916666666666667,0.3229166666666667,2.3821739478222765,0.9927852267103167,4
f9,2,25,35_F6,35 evolved,36,0.3645833333333333,0.3958333333333333,8.366777277090629,0.9997299065900845,4
f9,2,35,35_F6,35 evolved,24,0.23958333333333337,0.2708333333333333,13.387554939624476,0.9997554331559537,4
f9,2,38,35_F6,35 evolved,24,0.23958333333333337,0.2708333333333333,22.0878841888555,0.9077150777212103,4
f9,2,41,35_F6,35 evolved,23,0.22916666666666663,0.2604166666666667,6.1343640267833495,0.9995270924060717,4
f9,2,42,35_F6,35 evolved,18,0.17708333333333334,0.20833333333333337,1.9014997316023696,0.9999215414482464,4
g10,1,25,40_G9,40 evolved,33,0.3333333333333333,0.3645833333333333,8.370631830161186,0.9999922604067479,4
g10,1,35,40_G9,40 evolved,18,0.17708333333333334,0.20833333333333337,13.788238811647597,0.9997041231346778,4
g10,1,38,40_G9,40 evolved,21,0.20833333333333337,0.23958333333333337,14.20586482580106,0.9999646928585008,4
g10,1,41,40_G9,40 evolved,26,0.2604166666666667,0.2916666666666667,8.913756138414378,0.9999699475695658,4
g10,1,42,40_G9,40 evolved,24,0.23958333333333337,0.2708333333333333,4.84484180273738,0.9999084647865671,4
g10,3,25,35_F2,35 evolved,36,0.3645833333333333,0.3958333333333333,8.570391489202652,0.9999828416373563,4
g10,3,35,35_F2,35 evolved,23,0.22916666666666663,0.2604166666666667,13.34078291936009,0.9998949306367957,4
g10,3,38,35_F2,35 evolved,22,0.21875,0.25,14.225542859182235,0.9999505890508104,4
g10,3,41,35_F2,35 evolved,42,0.4270833333333333,0.4583333333333333,11.088524680049312,0.976927373964932,4
g10,3,42,35_F2,35 evolved,22,0.21875,0.25,2.3329248479357654,0.9998819056466072,4
g2,1,25,35_G11,35 evolved,37,0.375,0.40625,8.427343197358445,0.9999693565670745,4
g2,1,35,35_G11,35 evolved,22,0.21875,0.25,13.093777275328094,0.9999698189974356,4
g2,1,38,35_G11,35 evolved,23,0.22916666666666663,0.2604166666666667,13.859935383375984,0.9999792851393858,4
g2,1,41,35_G11,35 evolved,22,0.21875,0.25,4.75708464190794,0.9995091830135431,4
g2,1,42,35_G11,35 evolved,16,0.15625,0.1875,2.6314873814306856,0.9998497502044337,4
g2,3,25,40_E7,40 evolved,37,0.375,0.40625,8.391584358674013,0.999352682959419,4
g2,3,35,40_E7,40 evolved,23,0.22916666666666663,0.2604166666666667,12.973216034803896,0.9999327256517612,4
g2,3,38,40_E7,40 evolved,24,0.23958333333333337,0.2708333333333333,13.320537396497338,0.9999089916341883,4
g2,3,41,40_E7,40 evolved,27,0.2708333333333333,0.3020833333333333,10.702920914165231,0.9998895416840023,4
g2,3,42,40_E7,40 evolved,21,0.20833333333333337,0.23958333333333337,2.1047534206937897,0.9930486641838253,4
g3,1,25,WT_FLZ_2,Fluconazole evolved,52,0.53125,0.5625,5.441393992852081,0.9999929033870119,4
g3,1,35,WT_FLZ_2,Fluconazole evolved,31,0.3125,0.34375,9.320725622791192,0.9999942921526428,4
