population,evolution_history,rep,set,drug,month,ic50,bot,top,slope,converged,ic50_anc,log_ratio
35_B6,35 evolved,Rep3,Set1,fluconazole,March,15.403646412632796,0.12561999865348156,0.7933000025688618,27.376302560958173,TRUE,16.6323474419738,-0.11071988897420404
35_B8,35 evolved,Rep1,Set1,caspofungin,March,0.015965829416195232,4.999808053240962e-5,0.811200005217019,27.313015502084927,TRUE,0.013243813268736427,0.2696689273818693
35_B8,35 evolved,Rep1,Set1,fluconazole,March,8.936115738300535,0.10362559063680579,0.999410342159704,1.9539705354328385,TRUE,12.960616881154408,-0.5364146107451395
35_B8,35 evolved,Rep2,Set1,amphotericin,March,0.31131947442544783,1.1595457191261142e-5,0.9243125437061457,7.048369850774796,TRUE,0.29957795936840187,0.05546434131016298
35_B8,35 evolved,Rep2,Set1,caspofungin,March,0.007290324224944742,0,0.9067170137250636,2.148072152431202,TRUE,0.01171517681382457,-0.6843238460161052
35_B8,35 evolved,Rep2,Set1,fluconazole,March,13.230868292762604,0.08909811078750056,0.9211167197095044,2.3682606479279182,TRUE,11.448941567837421,0.20869351327872554
35_B8,35 evolved,Rep3,Set1,amphotericin,March,0.28395056577612504,0,0.8488979507440352,9.9554842903897,TRUE,0.2855441913427746,-0.008074250638667735
35_B8,35 evolved,Rep3,Set1,caspofungin,March,0.015463404443902411,0,0.8282678578011671,3.644215291221575,TRUE,0.015948210689411393,-0.044536589889585976
35_B8,35 evolved,Rep3,Set1,fluconazole,March,15.130271846738928,0.09356500638123291,0.8522634732601579,2.6167658757252554,TRUE,16.6323474419738,-0.1365538920511713
35_C5,35 evolved,Rep1,Set1,amphotericin,March,0.3093806961500367,5.381904490787771e-4,0.9401279080134226,8.032580167269902,TRUE,0.3230710302026399,-0.06246820741312997
35_C5,35 evolved,Rep1,Set1,caspofungin,March,0.015897964442618255,0,0.9046400038894195,24.962471181317817,TRUE,0.013243813268736427,0.2635234815941301
35_C5,35 evolved,Rep1,Set1,fluconazole,March,13.376883833714603,0.08040087617780475,0.9328104738252702,2.0852112667626264,TRUE,12.960616881154408,0.045607689802844575
35_C5,35 evolved,Rep2,Set1,amphotericin,March,0.288245701289415,0,0.959939191471882,6.190530679781524,TRUE,0.29957795936840187,-0.0556323927331317
35_C5,35 evolved,Rep2,Set1,caspofungin,March,0.010893907922977128,0,0.95400048227292,4.896955079297731,TRUE,0.01171517681382457,-0.10485715009324714
35_C5,35 evolved,Rep2,Set1,fluconazole,March,14.045096010542387,0.09643745138886756,0.9136484600193945,3.376114414946936,TRUE,11.448941567837421,0.2948522564193956
35_C5,35 evolved,Rep3,Set1,amphotericin,March,0.25601218905363293,2.3332604397855827e-4,0.8205800007509285,24.979504165619993,TRUE,0.2855441913427746,-0.15750153666067201
35_C5,35 evolved,Rep3,Set1,caspofungin,March,0.014454071937226653,0,0.9525832048749336,3.8820257397216684,TRUE,0.015948210689411393,-0.14191859014839814
35_C5,35 evolved,Rep3,Set1,fluconazole,March,15.439228865000013,0.11627285316646191,0.7781006811593608,6.290238933916889,TRUE,16.6323474419738,-0.10739110397051022
35_C7,35 evolved,Rep1,Set1,amphotericin,March,0.44654313621122893,0,0.8766666609833103,31.575318383447634,TRUE,0.3230710302026399,0.4669481570273155
35_C7,35 evolved,Rep1,Set1,caspofungin,March,0.01568381310451885,6.666459765648113e-5,0.8661799856450146,26.90656425158896,TRUE,0.013243813268736427,0.2439577805571327
35_C7,35 evolved,Rep1,Set1,fluconazole,March,12.878844192691137,0.10734584208336417,0.9023956604054795,3.329278982835733,TRUE,12.960616881154408,-0.00913126211289983
35_C7,35 evolved,Rep2,Set1,amphotericin,March,0.36504485862105146,0,0.8229886112547284,5.861785904109075,TRUE,0.29957795936840187,0.2851422754502153
35_C7,35 evolved,Rep2,Set1,caspofungin,March,0.011886571658548348,0,0.9161902437196987,4.488096650056041,TRUE,0.01171517681382457,0.02095394242754267
35_C7,35 evolved,Rep2,Set1,fluconazole,March,16.11028002631266,0.11219176778145358,0.9733137071258463,3.4471195587728984,TRUE,11.448941567837421,0.49276734079323736
35_C7,35 evolved,Rep3,Set1,amphotericin,March,0.2885718514250218,0,0.8122361541047747,8.02657746220227,TRUE,0.2855441913427746,0.015216542838049962
35_C7,35 evolved,Rep3,Set1,caspofungin,March,0.01588163440652653,0,0.8763200165901733,28.620258773656772,TRUE,0.015948210689411393,-0.00603517943231946
35_C7,35 evolved,Rep3,Set1,fluconazole,March,12.810416152197329,0.10395723548758046,0.9203874979072814,3.4516439366693854,TRUE,16.6323474419738,-0.3766744578039969
35_C9,35 evolved,Rep1,Set1,amphotericin,March,0.45199991186401217,1.7999890875200651e-4,0.7138833470019674,29.82571848840279,TRUE,0.3230710302026399,0.4844711014696883
35_C9,35 evolved,Rep1,Set1,caspofungin,March,0.015523095115711474,0,0.8932885357677414,2.428469210530912,TRUE,0.013243813268736427,0.22909766729055914
35_C9,35 evolved,Rep1,Set1,fluconazole,March,13.018219301242148,0.09058240076586187,0.8771672241202085,1.9446262042872873,TRUE,12.960616881154408,0.006397735557348572
35_C9,35 evolved,Rep2,Set1,amphotericin,March,0.3076892401467735,0,0.8944271004325356,3.7733205672475743,TRUE,0.29957795936840187,0.03854250834646522
35_C9,35 evolved,Rep2,Set1,caspofungin,March,0.012483553574276557,7.641602975081207e-5,0.8432825957653359,9.02448946215358,TRUE,0.01171517681382457,0.09164994236682045
35_C9,35 evolved,Rep2,Set1,fluconazole,March,13.41410658554758,0.08240695893692639,0.9084988139344312,1.7804221118557184,TRUE,11.448941567837421,0.22853674038528027
35_C9,35 evolved,Rep3,Set1,amphotericin,March,0.2692285993370393,5.833086687773116e-4,0.8360999978890373,25.07902472954476,TRUE,0.2855441913427746,-0.0848823657932174
35_C9,35 evolved,Rep3,Set1,caspofungin,March,0.015564445728875696,9.999941073860315e-5,1.0345400094329196,28.923034597139573,TRUE,0.015948210689411393,-0.03514036841556489
35_C9,35 evolved,Rep3,Set1,fluconazole,March,16.880529314972367,0.09566495974733936,0.9802554260776717,2.4364395640430687,TRUE,16.6323474419738,0.021368341827755266
35_D2,35 evolved,Rep1,Set2,amphotericin,March,0.4484623987187384,0,0.8175166740462289,28.05359794186252,TRUE,0.3652090062140161,0.29626468435353503
35_D2,35 evolved,Rep1,Set2,caspofungin,March,0.01018125127344839,0,0.8484851959503287,3.4020899264915028,TRUE,0.010731556404463853,-0.07594444704984937
35_D2,35 evolved,Rep1,Set2,fluconazole,March,12.688721144722528,0.09555242649082629,0.811822473217936,2.1229343440522848,TRUE,1.9170750269422532,2.726567967168168
35_D2,35 evolved,Rep2,Set2,amphotericin,March,0.3157733328686496,2.2238922554546802e-4,0.8163244862620599,8.50322366340467,TRUE,0.2905439441534606,0.12013295572214044
35_D2,35 evolved,Rep2,Set2,caspofungin,March,0.015082297288008353,0,0.8680999984855949,29.65724390691107,TRUE,0.01473640619506804,0.033471458496252104
35_D2,35 evolved,Rep2,Set2,fluconazole,March,17.9915505691884,0.0975065035060619,0.8365112810889747,2.900177145211937,TRUE,12.087341717815294,0.5738225300858839
35_D2,35 evolved,Rep3,Set2,amphotericin,March,0.25860819378975736,2.3330833733557454e-4,0.8291400026688729,23.587691036548478,TRUE,0.17527470094111222,0.5611502132133948
35_D2,35 evolved,Rep3,Set2,caspofungin,March,0.014466018789040245,0,0.7390004291172878,4.361383019906557,TRUE,0.014222979125228805,0.024444249119023098
35_D2,35 evolved,Rep3,Set2,fluconazole,March,11.305563425510636,0.08299467944531294,0.9314429607858572,1.4226186313389622,TRUE,4.801501961553425,1.235475220116025
35_D4,35 evolved,Rep1,Set2,fluconazole,March,1.9769034259541718,0,0.6870580117244879,4.081045184541356,TRUE,1.9170750269422532,0.04433559580214941
35_D4,35 evolved,Rep2,Set2,fluconazole,March,2.1654815562650254,0,0.6884322970712105,4.582181417838314,TRUE,12.087341717815294,-2.4807372080019685
35_D4,35 evolved,Rep3,Set2,fluconazole,March,1.7017631323073144,6.02112068628392e-4,0.6014645153193393,4.251757302871802,TRUE,4.801501961553425,-1.4964555241042454
35_D8,35 evolved,Rep1,Set2,amphotericin,March,0.29571354546935813,0,0.9441123827754389,6.335545527377285,TRUE,0.3652090062140161,-0.30452201411973356
35_D8,35 evolved,Rep1,Set2,caspofungin,March,0.008538549505074646,0,0.8298147437511509,7.3107435388737905,TRUE,0.010731556404463853,-0.32979640978886415
35_D8,35 evolved,Rep1,Set2,fluconazole,March,13.624976048778969,0.08179259734144412,0.8011871306954316,4.200412866372187,TRUE,1.9170750269422532,2.829274989033406
35_D8,35 evolved,Rep2,Set2,amphotericin,March,0.2914605911611105,0,0.8574257710105483,5.503185181801618,TRUE,0.2905439441534606,0.004544442888024136
35_D8,35 evolved,Rep2,Set2,caspofungin,March,0.009406641919818305,4.742568528465077e-4,0.8290630200410548,7.405670727263847,TRUE,0.01473640619506804,-0.6476330418120533
35_D8,35 evolved,Rep2,Set2,fluconazole,March,13.982538080119083,0.09626254064961039,0.8997054651275905,3.5650478927803633,TRUE,12.087341717815294,0.21012926145238664
35_D8,35 evolved,Rep3,Set2,amphotericin,March,0.24707726459166646,0,0.9111498199085342,4.691233740819655,TRUE,0.17527470094111222,0.49534449044754725
35_D8,35 evolved,Rep3,Set2,caspofungin,March,0.01543899376884066,0,0.8444200086760159,28.43686705235768,TRUE,0.014222979125228805,0.11835504702604727
35_D8,35 evolved,Rep3,Set2,fluconazole,March,14.43479819786372,0.10165547795602176,0.7609092014454678,3.4353778640230592,TRUE,4.801501961553425,1.5879932663722989
35_E11,35 evolved,Rep1,Set2,amphotericin,March,0.2863769881588744,2.765955108654107e-4,0.9166210710304366,5.999277478504904,TRUE,0.3652090062140161,-0.35080677384457104
35_E11,35 evolved,Rep1,Set2,caspofungin,March,0.011203472459726877,0,0.6406558314464869,4.245442477876195,TRUE,0.010731556404463853,0.06208663138863457
35_E11,35 evolved,Rep1,Set2,fluconazole,March,12.526168855373564,0.08275407767184166,0.8792003048601524,4.1749123930237655,TRUE,1.9170750269422532,2.7079665272590683
35_E11,35 evolved,Rep2,Set2,amphotericin,March,0.35984306208377975,4.3892223677634566e-4,0.8747387741355542,11.166244276843766,TRUE,0.2905439441534606,0.3086114582022639
35_E11,35 evolved,Rep2,Set2,caspofungin,March,0.01460220379033254,3.6666620686685684e-4,0.8342799896936739,30.066519621617804,TRUE,0.01473640619506804,-0.013198613995538011
35_E11,35 evolved,Rep2,Set2,fluconazole,March,12.54515457760328,0.088363801417787,0.8819083506887968,3.1360930868730956,TRUE,12.087341717815294,0.05363324938902636
35_E11,35 evolved,Rep3,Set2,amphotericin,March,0.253398860370615,5.499977767089892e-4,0.8012599969736182,27.04052265998819,TRUE,0.17527470094111222,0.5317922628795229
35_E11,35 evolved,Rep3,Set2,caspofungin,March,0.014879933237254672,2.499970180635234e-4,0.9459800116864416,26.323718706885813,TRUE,0.014222979125228805,0.06514437194253286
35_E11,35 evolved,Rep3,Set2,fluconazole,March,17.250364246477858,0.08344178354059291,0.8456372763447711,2.279292296733492,TRUE,4.801501961553425,1.8450691530390975
35_E7,35 evolved,Rep1,Set2,amphotericin,March,0.3040468646063058,0,1.0111215448556465,6.368584406574951,TRUE,0.3652090062140161,-0.2644286310170729
35_E7,35 evolved,Rep1,Set2,caspofungin,March,0.010349336987818068,0,0.7332679396004549,5.912943572450759,TRUE,0.010731556404463853,-0.05232097930054902
35_E7,35 evolved,Rep1,Set2,fluconazole,March,13.675611431678835,0.07748905797302466,0.8173284515759534,2.9392235503570086,TRUE,1.9170750269422532,2.834626632079356
35_E7,35 evolved,Rep2,Set2,amphotericin,March,0.28490077843753664,0.002218594491050846,0.9245818999595278,9.476024532599252,TRUE,0.2905439441534606,-0.028296821130044503
35_E7,35 evolved,Rep2,Set2,caspofungin,March,0.009121427479302746,0.0017267985423156345,0.7774880082521817,7.365157960368937,TRUE,0.01473640619506804,-0.6920532084774322
35_E7,35 evolved,Rep2,Set2,fluconazole,March,14.145621669079361,0.08298076934330778,0.8651130823018301,2.4719269369310086,TRUE,12.087341717815294,0.2268585834936756
35_E7,35 evolved,Rep3,Set2,amphotericin,March,0.24973327699316558,0,0.9510645341977468,7.132763217601471,TRUE,0.17527470094111222,0.5107703001108992
35_E7,35 evolved,Rep3,Set2,caspofungin,March,0.011853588424047273,0,0.8518723963573372,3.0421622612103545,TRUE,0.014222979125228805,-0.26289981072673996
35_E7,35 evolved,Rep3,Set2,fluconazole,March,13.424774877518031,0.07510714659572358,0.8748855175797937,2.276812184584729,TRUE,4.801501961553425,1.4833402234986712
35_E9,35 evolved,Rep1,Set2,amphotericin,March,0.2940114802370865,0,0.9528774265101058,4.997560481006603,TRUE,0.3652090062140161,-0.3128498543207321
35_E9,35 evolved,Rep1,Set2,caspofungin,March,0.011078226290522578,0,0.8185576021184905,4.361664572677644,TRUE,0.010731556404463853,0.04586758702293103
35_E9,35 evolved,Rep1,Set2,fluconazole,March,13.929891902625027,0.06799552173278595,0.8685075921281217,3.106587625940159,TRUE,1.9170750269422532,2.861205357764719
35_E9,35 evolved,Rep2,Set2,amphotericin,March,0.3547766853231621,7.443735444016814e-5,0.9325695141522268,10.899114218875212,TRUE,0.2905439441534606,0.28815481921784336
35_E9,35 evolved,Rep2,Set2,caspofungin,March,0.011201225977638693,2.562156134393272e-4,0.7419551688324291,8.264883310750177,TRUE,0.01473640619506804,-0.39572808926914504
35_E9,35 evolved,Rep2,Set2,fluconazole,March,11.778317162407062,0.09334989187265585,0.8925795039855021,2.5235714855897107,TRUE,12.087341717815294,-0.037363570371201416
35_E9,35 evolved,Rep3,Set2,amphotericin,March,0.28632884740262143,0,0.8714689124572831,7.851033729549928,TRUE,0.17527470094111222,0.7080552547575221
35_E9,35 evolved,Rep3,Set2,caspofungin,March,0.015418243780383478,6.666643221393607e-5,0.9339400100434933,29.87397361212086,TRUE,0.014222979125228805,0.11641476252001048
35_E9,35 evolved,Rep3,Set2,fluconazole,March,18.708736893407874,0.0854903852240604,0.893056707134472,3.129763382432842,TRUE,4.801501961553425,1.9621544872730965
35_F2,35 evolved,Rep1,Set3,amphotericin,March,0.1481216409299046,0,0.7871574757755755,5.051607709568778,TRUE,0.1481693862045639,-4.6496090171421756e-4
35_F2,35 evolved,Rep1,Set3,caspofungin,March,0.013499228435513523,0,0.9689562364022563,2.5927536786205323,TRUE,0.011378641418425529,0.24654863696239637
35_F2,35 evolved,Rep1,Set3,fluconazole,March,16.647604520149564,0.11216209266861712,0.8392569294021686,2.521381636073059,TRUE,18.279246235025568,-0.13489198250856305
35_F2,35 evolved,Rep2,Set3,amphotericin,March,0.14771246262648674,4.484245691839876e-4,0.8844162825484979,5.3963070149883485,TRUE,0.09058343949998512,0.7054723272326693
35_F2,35 evolved,Rep2,Set3,caspofungin,March,0.01630444295341094,0,0.9623200006884151,25.235241369594533,TRUE,0.015027134778114556,0.11769519478895951
35_F2,35 evolved,Rep2,Set3,fluconazole,March,15.829901036466055,0.09905569248289003,0.87401127189005,2.9563694157604767,TRUE,16.447783493174096,-0.05524094293632276
35_F2,35 evolved,Rep3,Set3,amphotericin,March,0.1514738291690151,0,0.8971459826183336,8.790036768368013,TRUE,0.10751494805039002,0.4945312991953199
35_F2,35 evolved,Rep3,Set3,caspofungin,March,0.016649240201394924,0,0.8667829795871643,3.948110438951756,TRUE,0.014348285105057325,0.21457802298914963
35_F2,35 evolved,Rep3,Set3,fluconazole,March,22.7527854239711,0.10581967597480244,0.8651742222908508,4.139122774466707,TRUE,7.203146365907107,1.659344047766829
35_F4,35 evolved,Rep1,Set3,amphotericin,March,0.14078146607324893,0.0011033042079542238,0.8576456726986212,5.644027019711377,TRUE,0.1481693862045639,-0.0737899829665416
35_F4,35 evolved,Rep1,Set3,caspofungin,March,0.015007727381669028,0,0.946445443471413,3.4353990164392965,TRUE,0.011378641418425529,0.399377212647682
35_F4,35 evolved,Rep1,Set3,fluconazole,March,17.00078201392819,0.11821295164362267,0.8973027559618123,2.700437901296733,TRUE,18.279246235025568,-0.10460547050333702
35_F4,35 evolved,Rep2,Set3,amphotericin,March,0.1776927392092513,4.60050492562754e-6,0.8828957023835443,7.560577221379596,TRUE,0.09058343949998512,0.9720655064800314
35_F4,35 evolved,Rep2,Set3,caspofungin,March,0.011107943678523791,0,0.8983290662250026,5.584236530193574,TRUE,0.015027134778114556,-0.4359781897163968
35_F4,35 evolved,Rep2,Set3,fluconazole,March,15.096404364851217,0.0976799995679293,0.9549333312676547,28.04190744723222,TRUE,16.447783493174096,-0.12368820727929242
35_F4,35 evolved,Rep3,Set3,amphotericin,March,0.13719245885048525,0,0.7726971083413381,5.450014815399988,TRUE,0.10751494805039002,0.35166392714052597
35_F4,35 evolved,Rep3,Set3,caspofungin,March,0.01644637222880971,0,0.8920399861214111,23.083925841634066,TRUE,0.014348285105057325,0.19689106920517663
35_F4,35 evolved,Rep3,Set3,fluconazole,March,24.471199773421215,0.11756557966852964,0.8337666327415908,4.444750102012631,TRUE,7.203146365907107,1.7643857107134626
35_F6,35 evolved,Rep1,Set3,amphotericin,March,0.12379849249428829,0,0.90410960420076,2.5692076860279704,TRUE,0.1481693862045639,-0.2592536513337973
35_F6,35 evolved,Rep1,Set3,caspofungin,March,0.015250735192026818,0,0.9559400003587126,29.143727029135015,TRUE,0.011378641418425529,0.42255047862018547
35_F6,35 evolved,Rep1,Set3,fluconazole,March,11.019770573007731,0.08611375728505949,0.8680089596942726,2.1189767718049404,TRUE,18.279246235025568,-0.7301123925765443
35_F6,35 evolved,Rep2,Set3,amphotericin,March,0.12732191475733348,0.007480473708800742,0.9249868169625337,9.091370466627867,TRUE,0.09058343949998512,0.4911615331051675
35_F6,35 evolved,Rep2,Set3,caspofungin,March,0.010844274500019574,0,0.9832189948413607,4.996180783208368,TRUE,0.015027134778114556,-0.47063641945117407
35_F6,35 evolved,Rep2,Set3,fluconazole,March,14.437730261133565,0.07352947967289258,1.0102360080978823,2.3467777692534826,TRUE,16.447783493174096,-0.18804922353335707
35_F6,35 evolved,Rep3,Set3,amphotericin,March,0.13319003096779777,1.6887863047290288e-4,0.963807291281065,7.957228189652991,TRUE,0.10751494805039002,0.30894884837571857
35_F6,35 evolved,Rep3,Set3,caspofungin,March,0.014726560801566695,0,0.8627496753515183,5.452711620010266,TRUE,0.014348285105057325,0.0375422293716694
35_F6,35 evolved,Rep3,Set3,fluconazole,March,15.246846223484722,0.09246367299830857,0.9362117493742832,2.576767030937629,TRUE,7.203146365907107,1.0818117303902195
35_G11,35 evolved,Rep1,Set3,amphotericin,March,0.13409434075079504,0,0.914436256393448,4.798845387174651,TRUE,0.1481693862045639,-0.14399904640072458
35_G11,35 evolved,Rep1,Set3,caspofungin,March,0.014193853036418808,0,0.9509071024257676,5.655098349486298,TRUE,0.011378641418425529,0.3189379601067506
35_G11,35 evolved,Rep1,Set3,fluconazole,March,11.877885822476554,0.06711257114381428,0.9371187326658121,1.6348586197327621,TRUE,18.279246235025568,-0.6219285107576336
35_G11,35 evolved,Rep2,Set3,amphotericin,March,0.07276668410480519,0,0.9612928030529302,1.9145782009449823,TRUE,0.09058343949998512,-0.31596925007499044
35_G11,35 evolved,Rep2,Set3,caspofungin,March,0.010476227258460138,0,0.7303205014106429,6.339202434203102,TRUE,0.015027134778114556,-0.5204506957925741
35_G11,35 evolved,Rep2,Set3,fluconazole,March,13.199598077093292,0.06483618997654676,0.8661264104606015,2.147160121664526,TRUE,16.447783493174096,-0.3173991784474146
35_G11,35 evolved,Rep3,Set3,amphotericin,March,0.09887641616008064,0,0.832070629091826,2.8196581168008494,TRUE,0.10751494805039002,-0.12083889708391027
35_G11,35 evolved,Rep3,Set3,caspofungin,March,0.018384892696919525,0,0.6439370482201082,10.409676495069023,TRUE,0.014348285105057325,0.3576424387941879
35_G11,35 evolved,Rep3,Set3,fluconazole,March,12.788742877031819,0.07676015486624133,0.7207418301061693,3.4388719800967213,TRUE,7.203146365907107,0.8281753305891644
35_G5,35 evolved,Rep1,Set3,amphotericin,March,0.14711064490569722,0,0.9553568657805537,5.01842753617477,TRUE,0.1481693862045639,-0.010345754580459499
35_G5,35 evolved,Rep1,Set3,caspofungin,March,0.015039134857827688,1.666487823335781e-5,0.9217400027934911,26.791291244457458,TRUE,0.011378641418425529,0.4023932631252629
35_G5,35 evolved,Rep1,Set3,fluconazole,March,19.476514242014833,0.08533073736342389,0.8667925403913419,2.5624823401650403,TRUE,18.279246235025568,0.09152891747325409
35_G5,35 evolved,Rep2,Set3,amphotericin,March,0.15939250802628246,0,0.9055247237103462,4.803473458550862,TRUE,0.09058343949998512,0.815264594079034
