time,well,OD,treatment,test_temperature
9901.2,G2,0.03779999911785126,water,30
9901.2,G3,0.06930000334978104,blank,30
9901.2,G4,0.03880000114440918,water,30
9901.2,G5,0.03799999877810478,water,30
9901.2,G6,0.06970000267028809,blank,30
9901.2,G7,0.03799999877810478,water,30
9901.2,G8,0.09350000321865082,fRS585,30
9901.2,G9,0.03880000114440918,water,30
9901.2,G10,0.03869999945163727,water,30
9901.2,G11,0.038100000470876694,water,30
9901.2,G12,0.038600001484155655,water,30
9901.2,H1,0.03840000182390213,water,30
9901.2,H2,0.038100000470876694,water,30
9901.2,H3,0.03840000182390213,water,30
9901.2,H4,0.03869999945163727,water,30
9901.2,H5,0.03909999877214432,water,30
9901.2,H6,0.03790000081062317,water,30
9901.2,H7,0.038100000470876694,water,30
9901.2,H8,0.038100000470876694,water,30
9901.2,H9,0.03819999843835831,water,30
9901.2,H10,0.03830000013113022,water,30
9901.2,H11,0.03849999979138374,water,30
9901.2,H12,0.041999999433755875,water,30
10801.3,A1,0.03779999911785126,water,30
10801.3,A2,0.03779999911785126,water,30
10801.3,A3,0.03790000081062317,water,30
10801.3,A4,0.038100000470876694,water,30
10801.3,A5,0.038100000470876694,water,30
10801.3,A6,0.03840000182390213,water,30
10801.3,A7,0.03830000013113022,water,30
10801.3,A8,0.038100000470876694,water,30
10801.3,A9,0.03819999843835831,water,30
10801.3,A10,0.03840000182390213,water,30
10801.3,A11,0.038600001484155655,water,30
10801.3,A12,0.03880000114440918,water,30
10801.3,B1,0.03830000013113022,water,30
10801.3,B2,0.03830000013113022,water,30
10801.3,B3,0.06849999725818634,blank,30
10801.3,B4,0.03849999979138374,water,30
10801.3,B5,0.03849999979138374,water,30
10801.3,B6,0.06759999692440033,blank,30
10801.3,B7,0.03840000182390213,water,30
10801.3,B8,0.03830000013113022,water,30
10801.3,B9,0.09570000320672989,fRS585,30
10801.3,B10,0.038600001484155655,water,30
10801.3,B11,0.04149999842047691,water,30
10801.3,B12,0.03840000182390213,water,30
10801.3,C1,0.03819999843835831,water,30
10801.3,C2,0.03830000013113022,water,30
10801.3,C3,0.03830000013113022,water,30
10801.3,C4,0.03849999979138374,water,30
10801.3,C5,0.03840000182390213,water,30
10801.3,C6,0.09629999846220016,fRS585,30
10801.3,C7,0.038100000470876694,water,30
10801.3,C8,0.038600001484155655,water,30
10801.3,C9,0.038600001484155655,water,30
10801.3,C10,0.06939999759197235,blank,30
10801.3,C11,0.039000000804662704,water,30
10801.3,C12,0.039500001817941666,water,30
10801.3,D1,0.03849999979138374,water,30
10801.3,D2,0.09139999747276306,fRS585,30
10801.3,D3,0.038600001484155655,water,30
10801.3,D4,0.0649000033736229,blank,30
10801.3,D5,0.038100000470876694,water,30
10801.3,D6,0.03790000081062317,water,30
10801.3,D7,0.03840000182390213,water,30
10801.3,D8,0.09610000252723694,fRS585,30
10801.3,D9,0.03840000182390213,water,30
10801.3,D10,0.03840000182390213,water,30
10801.3,D11,0.038100000470876694,water,30
10801.3,D12,0.03849999979138374,water,30
10801.3,E1,0.03830000013113022,water,30
10801.3,E2,0.03849999979138374,water,30
10801.3,E3,0.09619999676942825,fRS585,30
10801.3,E4,0.03869999945163727,water,30
10801.3,E5,0.038600001484155655,water,30
10801.3,E6,0.038100000470876694,water,30
10801.3,E7,0.06949999928474426,blank,30
10801.3,E8,0.03830000013113022,water,30
10801.3,E9,0.03869999945163727,water,30
10801.3,E10,0.09619999676942825,fRS585,30
10801.3,E11,0.03799999877810478,water,30
10801.3,E12,0.03849999979138374,water,30
10801.3,F1,0.03869999945163727,water,30
10801.3,F2,0.03819999843835831,water,30
10801.3,F3,0.038600001484155655,water,30
10801.3,F4,0.03819999843835831,water,30
10801.3,F5,0.09539999812841415,fRS585,30
10801.3,F6,0.03830000013113022,water,30
10801.3,F7,0.037700001150369644,water,30
10801.3,F8,0.03819999843835831,water,30
10801.3,F9,0.03840000182390213,water,30
10801.3,F10,0.038100000470876694,water,30
10801.3,F11,0.06989999860525131,blank,30
10801.3,F12,0.038100000470876694,water,30
10801.3,G1,0.038100000470876694,water,30
10801.3,G2,0.03759999945759773,water,30
10801.3,G3,0.06909999996423721,blank,30
10801.3,G4,0.03849999979138374,water,30
10801.3,G5,0.037700001150369644,water,30
10801.3,G6,0.06939999759197235,blank,30
10801.3,G7,0.03840000182390213,water,30
10801.3,G8,0.09589999914169312,fRS585,30
10801.3,G9,0.03840000182390213,water,30
10801.3,G10,0.03819999843835831,water,30
10801.3,G11,0.03779999911785126,water,30
10801.3,G12,0.03840000182390213,water,30
10801.3,H1,0.038100000470876694,water,30
10801.3,H2,0.03779999911785126,water,30
10801.3,H3,0.03840000182390213,water,30
10801.3,H4,0.038600001484155655,water,30
10801.3,H5,0.03929999843239784,water,30
10801.3,H6,0.03799999877810478,water,30
10801.3,H7,0.03819999843835831,water,30
10801.3,H8,0.038100000470876694,water,30
10801.3,H9,0.038100000470876694,water,30
10801.3,H10,0.038100000470876694,water,30
10801.3,H11,0.03830000013113022,water,30
10801.3,H12,0.04179999977350235,water,30
11701.4,A1,0.03790000081062317,water,30
11701.4,A2,0.03779999911785126,water,30
11701.4,A3,0.03799999877810478,water,30
11701.4,A4,0.038100000470876694,water,30
11701.4,A5,0.038100000470876694,water,30
11701.4,A6,0.03840000182390213,water,30
11701.4,A7,0.03830000013113022,water,30
11701.4,A8,0.038100000470876694,water,30
11701.4,A9,0.03819999843835831,water,30
11701.4,A10,0.03849999979138374,water,30
11701.4,A11,0.03869999945163727,water,30
11701.4,A12,0.03880000114440918,water,30
11701.4,B1,0.03819999843835831,water,30
11701.4,B2,0.03840000182390213,water,30
11701.4,B3,0.06840000301599503,blank,30
11701.4,B4,0.038600001484155655,water,30
11701.4,B5,0.03840000182390213,water,30
11701.4,B6,0.06750000268220901,blank,30
11701.4,B7,0.03830000013113022,water,30
11701.4,B8,0.03819999843835831,water,30
11701.4,B9,0.09880000352859497,fRS585,30
11701.4,B10,0.03840000182390213,water,30
11701.4,B11,0.0414000004529953,water,30
11701.4,B12,0.03840000182390213,water,30
11701.4,C1,0.038100000470876694,water,30
11701.4,C2,0.03819999843835831,water,30
11701.4,C3,0.03819999843835831,water,30
11701.4,C4,0.03840000182390213,water,30
11701.4,C5,0.03830000013113022,water,30
11701.4,C6,0.09960000216960907,fRS585,30
11701.4,C7,0.03790000081062317,water,30
11701.4,C8,0.03819999843835831,water,30
11701.4,C9,0.03840000182390213,water,30
11701.4,C10,0.06930000334978104,blank,30
11701.4,C11,0.03889999911189079,water,30
11701.4,C12,0.039400000125169754,water,30
11701.4,D1,0.03830000013113022,water,30
11701.4,D2,0.09430000185966492,fRS585,30
11701.4,D3,0.038100000470876694,water,30
11701.4,D4,0.06480000168085098,blank,30
11701.4,D5,0.03799999877810478,water,30
11701.4,D6,0.037700001150369644,water,30
11701.4,D7,0.03819999843835831,water,30
11701.4,D8,0.09929999709129333,fRS585,30
11701.4,D9,0.03830000013113022,water,30
11701.4,D10,0.03830000013113022,water,30
11701.4,D11,0.038100000470876694,water,30
11701.4,D12,0.03830000013113022,water,30
11701.4,E1,0.038100000470876694,water,30
11701.4,E2,0.03830000013113022,water,30
11701.4,E3,0.09960000216960907,fRS585,30
11701.4,E4,0.038600001484155655,water,30
11701.4,E5,0.03840000182390213,water,30
11701.4,E6,0.03790000081062317,water,30
11701.4,E7,0.06920000165700912,blank,30
11701.4,E8,0.038100000470876694,water,30
11701.4,E9,0.03869999945163727,water,30
11701.4,E10,0.09939999878406525,fRS585,30
11701.4,E11,0.037700001150369644,water,30
11701.4,E12,0.03819999843835831,water,30
11701.4,F1,0.03840000182390213,water,30
11701.4,F2,0.03790000081062317,water,30
11701.4,F3,0.038100000470876694,water,30
11701.4,F4,0.03790000081062317,water,30
11701.4,F5,0.09860000014305115,fRS585,30
11701.4,F6,0.03779999911785126,water,30
11701.4,F7,0.03739999979734421,water,30
11701.4,F8,0.038100000470876694,water,30
11701.4,F9,0.03790000081062317,water,30
11701.4,F10,0.03759999945759773,water,30
11701.4,F11,0.07000000029802322,blank,30
11701.4,F12,0.03790000081062317,water,30
11701.4,G1,0.03779999911785126,water,30
11701.4,G2,0.03739999979734421,water,30
11701.4,G3,0.06880000233650208,blank,30
11701.4,G4,0.03830000013113022,water,30
11701.4,G5,0.03750000149011612,water,30
11701.4,G6,0.06909999996423721,blank,30
11701.4,G7,0.03750000149011612,water,30
11701.4,G8,0.09889999777078629,fRS585,30
11701.4,G9,0.03750000149011612,water,30
11701.4,G10,0.038100000470876694,water,30
11701.4,G11,0.03739999979734421,water,30
11701.4,G12,0.03790000081062317,water,30
11701.4,H1,0.037700001150369644,water,30
11701.4,H2,0.03750000149011612,water,30
11701.4,H3,0.03790000081062317,water,30
11701.4,H4,0.03790000081062317,water,30
11701.4,H5,0.03840000182390213,water,30
11701.4,H6,0.03709999844431877,water,30
11701.4,H7,0.03759999945759773,water,30
11701.4,H8,0.03750000149011612,water,30
11701.4,H9,0.03750000149011612,water,30
11701.4,H10,0.03779999911785126,water,30
11701.4,H11,0.03779999911785126,water,30
11701.4,H12,0.0414000004529953,water,30
12601.5,A1,0.03790000081062317,water,30
12601.5,A2,0.03779999911785126,water,30
12601.5,A3,0.03799999877810478,water,30
12601.5,A4,0.038100000470876694,water,30
12601.5,A5,0.038100000470876694,water,30
12601.5,A6,0.03880000114440918,water,30
12601.5,A7,0.03830000013113022,water,30
12601.5,A8,0.038100000470876694,water,30
12601.5,A9,0.03819999843835831,water,30
12601.5,A10,0.03849999979138374,water,30
12601.5,A11,0.038600001484155655,water,30
12601.5,A12,0.03869999945163727,water,30
12601.5,B1,0.038100000470876694,water,30
12601.5,B2,0.038100000470876694,water,30
12601.5,B3,0.06840000301599503,blank,30
12601.5,B4,0.03849999979138374,water,30
12601.5,B5,0.03830000013113022,water,30
12601.5,B6,0.0674000009894371,blank,30
12601.5,B7,0.03819999843835831,water,30
12601.5,B8,0.038100000470876694,water,30
12601.5,B9,0.10279999673366547,fRS585,30
12601.5,B10,0.03840000182390213,water,30
12601.5,B11,0.0414000004529953,water,30
12601.5,B12,0.03840000182390213,water,30
12601.5,C1,0.03799999877810478,water,30
12601.5,C2,0.038100000470876694,water,30
12601.5,C3,0.038100000470876694,water,30
12601.5,C4,0.03830000013113022,water,30
12601.5,C5,0.03819999843835831,water,30
12601.5,C6,0.1039000004529953,fRS585,30
12601.5,C7,0.037700001150369644,water,30
12601.5,C8,0.03799999877810478,water,30
12601.5,C9,0.03830000013113022,water,30
12601.5,C10,0.06909999996423721,blank,30
12601.5,C11,0.03869999945163727,water,30
12601.5,C12,0.03920000046491623,water,30
12601.5,D1,0.038100000470876694,water,30
12601.5,D2,0.09790000319480896,fRS585,30
12601.5,D3,0.03790000081062317,water,30
12601.5,D4,0.06449999660253525,blank,30
12601.5,D5,0.037700001150369644,water,30
12601.5,D6,0.03759999945759773,water,30
12601.5,D7,0.038100000470876694,water,30
12601.5,D8,0.10329999774694443,fRS585,30
12601.5,D9,0.038100000470876694,water,30
12601.5,D10,0.038100000470876694,water,30
12601.5,D11,0.03779999911785126,water,30
12601.5,D12,0.038100000470876694,water,30
12601.5,E1,0.03779999911785126,water,30
12601.5,E2,0.03799999877810478,water,30
12601.5,E3,0.10379999876022339,fRS585,30
12601.5,E4,0.03819999843835831,water,30
12601.5,E5,0.03819999843835831,water,30
12601.5,E6,0.03759999945759773,water,30
12601.5,E7,0.06889999657869339,blank,30
12601.5,E8,0.03790000081062317,water,30
12601.5,E9,0.03830000013113022,water,30
12601.5,E10,0.10320000350475311,fRS585,30
12601.5,E11,0.03739999979734421,water,30
12601.5,E12,0.03799999877810478,water,30
12601.5,F1,0.03799999877810478,water,30
12601.5,F2,0.037700001150369644,water,30
12601.5,F3,0.038100000470876694,water,30
12601.5,F4,0.03779999911785126,water,30
12601.5,F5,0.10220000147819519,fRS585,30
12601.5,F6,0.03759999945759773,water,30
12601.5,F7,0.03720000013709068,water,30
12601.5,F8,0.03779999911785126,water,30
12601.5,F9,0.03750000149011612,water,30
12601.5,F10,0.03739999979734421,water,30
12601.5,F11,0.06930000334978104,blank,30
12601.5,F12,0.03759999945759773,water,30
12601.5,G1,0.03750000149011612,water,30
12601.5,G2,0.03720000013709068,water,30
12601.5,G3,0.06849999725818634,blank,30
12601.5,G4,0.03790000081062317,water,30
12601.5,G5,0.03700000047683716,water,30
12601.5,G6,0.06870000064373016,blank,30
12601.5,G7,0.03709999844431877,water,30
12601.5,G8,0.10260000079870224,fRS585,30
12601.5,G9,0.037300001829862595,water,30
12601.5,G10,0.03750000149011612,water,30
12601.5,G11,0.03720000013709068,water,30
12601.5,G12,0.03750000149011612,water,30
12601.5,H1,0.03739999979734421,water,30
12601.5,H2,0.03720000013709068,water,30
12601.5,H3,0.037300001829862595,water,30
12601.5,H4,0.037700001150369644,water,30
12601.5,H5,0.03830000013113022,water,30
12601.5,H6,0.03689999878406525,water,30
12601.5,H7,0.037300001829862595,water,30
12601.5,H8,0.03739999979734421,water,30
12601.5,H9,0.03750000149011612,water,30
12601.5,H10,0.03739999979734421,water,30
12601.5,H11,0.03739999979734421,water,30
12601.5,H12,0.041200000792741776,water,30
13501.6,A1,0.03790000081062317,water,30
13501.6,A2,0.03779999911785126,water,30
13501.6,A3,0.03799999877810478,water,30
13501.6,A4,0.038100000470876694,water,30
13501.6,A5,0.038100000470876694,water,30
13501.6,A6,0.03830000013113022,water,30
13501.6,A7,0.03830000013113022,water,30
13501.6,A8,0.03819999843835831,water,30
13501.6,A9,0.03819999843835831,water,30
13501.6,A10,0.03840000182390213,water,30
13501.6,A11,0.038600001484155655,water,30
13501.6,A12,0.03869999945163727,water,30
13501.6,B1,0.03819999843835831,water,30
13501.6,B2,0.038100000470876694,water,30
13501.6,B3,0.06830000132322311,blank,30
13501.6,B4,0.03840000182390213,water,30
13501.6,B5,0.03819999843835831,water,30
13501.6,B6,0.06729999929666519,blank,30
13501.6,B7,0.03819999843835831,water,30
13501.6,B8,0.038100000470876694,water,30
13501.6,B9,0.10769999772310257,fRS585,30
13501.6,B10,0.03840000182390213,water,30
13501.6,B11,0.04149999842047691,water,30
13501.6,B12,0.03840000182390213,water,30
13501.6,C1,0.03799999877810478,water,30
13501.6,C2,0.03799999877810478,water,30
13501.6,C3,0.03799999877810478,water,30
13501.6,C4,0.03830000013113022,water,30
13501.6,C5,0.038100000470876694,water,30
13501.6,C6,0.10909999907016754,fRS585,30
13501.6,C7,0.037700001150369644,water,30
13501.6,C8,0.03799999877810478,water,30
13501.6,C9,0.03830000013113022,water,30
13501.6,C10,0.0689999982714653,blank,30
13501.6,C11,0.038600001484155655,water,30
13501.6,C12,0.03920000046491623,water,30
13501.6,D1,0.03799999877810478,water,30
13501.6,D2,0.10249999910593033,fRS585,30
13501.6,D3,0.03779999911785126,water,30
13501.6,D4,0.06449999660253525,blank,30
13501.6,D5,0.037700001150369644,water,30
13501.6,D6,0.03750000149011612,water,30
13501.6,D7,0.038100000470876694,water,30
13501.6,D8,0.10830000042915344,fRS585,30
13501.6,D9,0.03799999877810478,water,30
13501.6,D10,0.03799999877810478,water,30
13501.6,D11,0.037700001150369644,water,30
13501.6,D12,0.038100000470876694,water,30
13501.6,E1,0.03779999911785126,water,30
13501.6,E2,0.03799999877810478,water,30
13501.6,E3,0.10899999737739563,fRS585,30
13501.6,E4,0.03830000013113022,water,30
13501.6,E5,0.03799999877810478,water,30
13501.6,E6,0.03750000149011612,water,30
13501.6,E7,0.06880000233650208,blank,30
13501.6,E8,0.037700001150369644,water,30
13501.6,E9,0.03819999843835831,water,30
13501.6,E10,0.10819999873638153,fRS585,30
13501.6,E11,0.03720000013709068,water,30
13501.6,E12,0.03799999877810478,water,30
13501.6,F1,0.03779999911785126,water,30
13501.6,F2,0.03750000149011612,water,30
13501.6,F3,0.03779999911785126,water,30
13501.6,F4,0.03750000149011612,water,30
13501.6,F5,0.10719999670982361,fRS585,30
13501.6,F6,0.037300001829862595,water,30
13501.6,F7,0.03700000047683716,water,30
13501.6,F8,0.037700001150369644,water,30
13501.6,F9,0.03759999945759773,water,30
13501.6,F10,0.03720000013709068,water,30
13501.6,F11,0.06920000165700912,blank,30
13501.6,F12,0.03759999945759773,water,30
13501.6,G1,0.03739999979734421,water,30
13501.6,G2,0.03689999878406525,water,30
13501.6,G3,0.06840000301599503,blank,30
13501.6,G4,0.03779999911785126,water,30
13501.6,G5,0.03689999878406525,water,30
13501.6,G6,0.06859999895095825,blank,30
13501.6,G7,0.037300001829862595,water,30
13501.6,G8,0.10729999840259552,fRS585,30
13501.6,G9,0.03720000013709068,water,30
13501.6,G10,0.03750000149011612,water,30
13501.6,G11,0.03700000047683716,water,30
13501.6,G12,0.03739999979734421,water,30
13501.6,H1,0.037300001829862595,water,30
13501.6,H2,0.03700000047683716,water,30
13501.6,H3,0.037300001829862595,water,30
13501.6,H4,0.039000000804662704,water,30
13501.6,H5,0.03779999911785126,water,30
13501.6,H6,0.03700000047683716,water,30
13501.6,H7,0.03709999844431877,water,30
13501.6,H8,0.03709999844431877,water,30
13501.6,H9,0.03709999844431877,water,30
13501.6,H10,0.037300001829862595,water,30
13501.6,H11,0.037300001829862595,water,30
13501.6,H12,0.041200000792741776,water,30
14401.7,A1,0.03790000081062317,water,30
14401.7,A2,0.03779999911785126,water,30
14401.7,A3,0.03799999877810478,water,30
14401.7,A4,0.038100000470876694,water,30
14401.7,A5,0.03819999843835831,water,30
14401.7,A6,0.03840000182390213,water,30
14401.7,A7,0.03840000182390213,water,30
14401.7,A8,0.03819999843835831,water,30
14401.7,A9,0.03819999843835831,water,30
14401.7,A10,0.03849999979138374,water,30
14401.7,A11,0.03869999945163727,water,30
14401.7,A12,0.03869999945163727,water,30
14401.7,B1,0.038100000470876694,water,30
14401.7,B2,0.038100000470876694,water,30
14401.7,B3,0.06849999725818634,blank,30
14401.7,B4,0.03840000182390213,water,30
14401.7,B5,0.03840000182390213,water,30
14401.7,B6,0.06729999929666519,blank,30
14401.7,B7,0.03819999843835831,water,30
14401.7,B8,0.03819999843835831,water,30
14401.7,B9,0.1136000007390976,fRS585,30
14401.7,B10,0.03849999979138374,water,30
14401.7,B11,0.041600000113248825,water,30
14401.7,B12,0.03849999979138374,water,30
14401.7,C1,0.038100000470876694,water,30
14401.7,C2,0.038100000470876694,water,30
14401.7,C3,0.038100000470876694,water,30
14401.7,C4,0.03840000182390213,water,30
14401.7,C5,0.03819999843835831,water,30
14401.7,C6,0.1160999983549118,fRS585,30
14401.7,C7,0.03779999911785126,water,30
14401.7,C8,0.038100000470876694,water,30
14401.7,C9,0.03840000182390213,water,30
14401.7,C10,0.06909999996423721,blank,30
14401.7,C11,0.03880000114440918,water,30
14401.7,C12,0.03929999843239784,water,30
14401.7,D1,0.038100000470876694,water,30
14401.7,D2,0.10830000042915344,fRS585,30
14401.7,D3,0.038100000470876694,water,30
14401.7,D4,0.06449999660253525,blank,30
14401.7,D5,0.03790000081062317,water,30
14401.7,D6,0.037700001150369644,water,30
14401.7,D7,0.03840000182390213,water,30
14401.7,D8,0.1145000010728836,fRS585,30
14401.7,D9,0.03830000013113022,water,30
14401.7,D10,0.03819999843835831,water,30
14401.7,D11,0.03790000081062317,water,30
14401.7,D12,0.03819999843835831,water,30
14401.7,E1,0.03790000081062317,water,30
14401.7,E2,0.03799999877810478,water,30
14401.7,E3,0.11599999666213989,fRS585,30
14401.7,E4,0.03830000013113022,water,30
14401.7,E5,0.03819999843835831,water,30
14401.7,E6,0.037700001150369644,water,30
14401.7,E7,0.06909999996423721,blank,30
14401.7,E8,0.03790000081062317,water,30
14401.7,E9,0.03849999979138374,water,30
14401.7,E10,0.11460000276565552,fRS585,30
14401.7,E11,0.03750000149011612,water,30
14401.7,E12,0.038100000470876694,water,30
14401.7,F1,0.03779999911785126,water,30
14401.7,F2,0.037700001150369644,water,30
14401.7,F3,0.03799999877810478,water,30
14401.7,F4,0.037700001150369644,water,30
14401.7,F5,0.1136000007390976,fRS585,30
14401.7,F6,0.037300001829862595,water,30
14401.7,F7,0.03720000013709068,water,30
14401.7,F8,0.03799999877810478,water,30
14401.7,F9,0.03750000149011612,water,30
14401.7,F10,0.03750000149011612,water,30
14401.7,F11,0.06939999759197235,blank,30
14401.7,F12,0.037700001150369644,water,30
14401.7,G1,0.037700001150369644,water,30
14401.7,G2,0.03720000013709068,water,30
14401.7,G3,0.06849999725818634,blank,30
14401.7,G4,0.038100000470876694,water,30
14401.7,G5,0.03709999844431877,water,30
14401.7,G6,0.06880000233650208,blank,30
14401.7,G7,0.03720000013709068,water,30
14401.7,G8,0.11389999836683273,fRS585,30
14401.7,G9,0.037300001829862595,water,30
14401.7,G10,0.037700001150369644,water,30
14401.7,G11,0.03709999844431877,water,30
14401.7,G12,0.03739999979734421,water,30
14401.7,H1,0.037700001150369644,water,30
14401.7,H2,0.03750000149011612,water,30
14401.7,H3,0.03759999945759773,water,30
14401.7,H4,0.03790000081062317,water,30
14401.7,H5,0.03849999979138374,water,30
14401.7,H6,0.03700000047683716,water,30
14401.7,H7,0.03709999844431877,water,30
14401.7,H8,0.03720000013709068,water,30
14401.7,H9,0.03720000013709068,water,30
14401.7,H10,0.03739999979734421,water,30
14401.7,H11,0.037300001829862595,water,30
14401.7,H12,0.0414000004529953,water,30
15301.8,A1,0.03790000081062317,water,30
15301.8,A2,0.03790000081062317,water,30
15301.8,A3,0.03799999877810478,water,30
15301.8,A4,0.03819999843835831,water,30
15301.8,A5,0.03819999843835831,water,30
15301.8,A6,0.03840000182390213,water,30
15301.8,A7,0.03840000182390213,water,30
15301.8,A8,0.03819999843835831,water,30
15301.8,A9,0.03819999843835831,water,30
15301.8,A10,0.03849999979138374,water,30
15301.8,A11,0.03869999945163727,water,30
15301.8,A12,0.03880000114440918,water,30
15301.8,B1,0.03830000013113022,water,30
15301.8,B2,0.03819999843835831,water,30
15301.8,B3,0.06849999725818634,blank,30
15301.8,B4,0.038600001484155655,water,30
15301.8,B5,0.03840000182390213,water,30
15301.8,B6,0.0674000009894371,blank,30
15301.8,B7,0.03830000013113022,water,30
15301.8,B8,0.03819999843835831,water,30
15301.8,B9,0.120899997651577,fRS585,30
15301.8,B10,0.03849999979138374,water,30
15301.8,B11,0.04170000180602074,water,30
15301.8,B12,0.03849999979138374,water,30
15301.8,C1,0.038100000470876694,water,30
15301.8,C2,0.03819999843835831,water,30
15301.8,C3,0.03819999843835831,water,30
15301.8,C4,0.03849999979138374,water,30
15301.8,C5,0.03830000013113022,water,30
15301.8,C6,0.12349999696016312,fRS585,30
15301.8,C7,0.03799999877810478,water,30
15301.8,C8,0.03819999843835831,water,30
15301.8,C9,0.03849999979138374,water,30
15301.8,C10,0.06930000334978104,blank,30
15301.8,C11,0.03889999911189079,water,30
15301.8,C12,0.039500001817941666,water,30
15301.8,D1,0.03830000013113022,water,30
15301.8,D2,0.11540000140666962,fRS585,30
15301.8,D3,0.038600001484155655,water,30
15301.8,D4,0.06480000168085098,blank,30
15301.8,D5,0.03799999877810478,water,30
15301.8,D6,0.03779999911785126,water,30
15301.8,D7,0.03840000182390213,water,30
15301.8,D8,0.12229999899864197,fRS585,30
15301.8,D9,0.03830000013113022,water,30
15301.8,D10,0.03819999843835831,water,30
15301.8,D11,0.03799999877810478,water,30
15301.8,D12,0.03830000013113022,water,30
15301.8,E1,0.038100000470876694,water,30
15301.8,E2,0.03819999843835831,water,30
15301.8,E3,0.1242000013589859,fRS585,30
15301.8,E4,0.03849999979138374,water,30
15301.8,E5,0.03840000182390213,water,30
15301.8,E6,0.03799999877810478,water,30
15301.8,E7,0.06920000165700912,blank,30
15301.8,E8,0.038100000470876694,water,30
15301.8,E9,0.03869999945163727,water,30
15301.8,E10,0.12229999899864197,fRS585,30
15301.8,E11,0.037700001150369644,water,30
15301.8,E12,0.03830000013113022,water,30
15301.8,F1,0.03830000013113022,water,30
15301.8,F2,0.03799999877810478,water,30
15301.8,F3,0.03830000013113022,water,30
15301.8,F4,0.03799999877810478,water,30
15301.8,F5,0.12150000035762787,fRS585,30
15301.8,F6,0.03779999911785126,water,30
15301.8,F7,0.03739999979734421,water,30
15301.8,F8,0.038100000470876694,water,30
15301.8,F9,0.03830000013113022,water,30
15301.8,F10,0.037700001150369644,water,30
15301.8,F11,0.06960000097751617,blank,30
15301.8,F12,0.03799999877810478,water,30
15301.8,G1,0.03790000081062317,water,30
15301.8,G2,0.03739999979734421,water,30
15301.8,G3,0.06880000233650208,blank,30
15301.8,G4,0.03819999843835831,water,30
15301.8,G5,0.03739999979734421,water,30
15301.8,G6,0.0689999982714653,blank,30
15301.8,G7,0.03750000149011612,water,30
15301.8,G8,0.12129999697208405,fRS585,30
15301.8,G9,0.03759999945759773,water,30
15301.8,G10,0.038100000470876694,water,30
15301.8,G11,0.03759999945759773,water,30
15301.8,G12,0.03790000081062317,water,30
15301.8,H1,0.03779999911785126,water,30
15301.8,H2,0.03759999945759773,water,30
15301.8,H3,0.037700001150369644,water,30
15301.8,H4,0.03790000081062317,water,30
15301.8,H5,0.03840000182390213,water,30
15301.8,H6,0.03709999844431877,water,30
15301.8,H7,0.03750000149011612,water,30
15301.8,H8,0.03759999945759773,water,30
15301.8,H9,0.037700001150369644,water,30
15301.8,H10,0.03779999911785126,water,30
15301.8,H11,0.03790000081062317,water,30
15301.8,H12,0.04170000180602074,water,30
16202,A1,0.03790000081062317,water,30
16202,A2,0.03790000081062317,water,30
16202,A3,0.03799999877810478,water,30
16202,A4,0.038100000470876694,water,30
16202,A5,0.03819999843835831,water,30
16202,A6,0.03840000182390213,water,30
16202,A7,0.03830000013113022,water,30
16202,A8,0.038100000470876694,water,30
16202,A9,0.03819999843835831,water,30
16202,A10,0.03849999979138374,water,30
16202,A11,0.03869999945163727,water,30
16202,A12,0.03880000114440918,water,30
16202,B1,0.03819999843835831,water,30
16202,B2,0.03819999843835831,water,30
16202,B3,0.06849999725818634,blank,30
16202,B4,0.03849999979138374,water,30
16202,B5,0.03840000182390213,water,30
16202,B6,0.0674000009894371,blank,30
16202,B7,0.03819999843835831,water,30
16202,B8,0.03819999843835831,water,30
16202,B9,0.12960000336170197,fRS585,30
16202,B10,0.03849999979138374,water,30
16202,B11,0.041999999433755875,water,30
16202,B12,0.03849999979138374,water,30
16202,C1,0.038100000470876694,water,30
16202,C2,0.038100000470876694,water,30
16202,C3,0.038100000470876694,water,30
16202,C4,0.03849999979138374,water,30
16202,C5,0.03819999843835831,water,30
16202,C6,0.13300000131130219,fRS585,30
16202,C7,0.03830000013113022,water,30
16202,C8,0.038100000470876694,water,30
16202,C9,0.03840000182390213,water,30
16202,C10,0.06920000165700912,blank,30
16202,C11,0.03880000114440918,water,30
16202,C12,0.039400000125169754,water,30
16202,D1,0.03819999843835831,water,30
16202,D2,0.12349999696016312,fRS585,30
16202,D3,0.03830000013113022,water,30
16202,D4,0.06459999829530716,blank,30
16202,D5,0.03799999877810478,water,30
16202,D6,0.03779999911785126,water,30
16202,D7,0.03849999979138374,water,30
16202,D8,0.13120000064373016,fRS585,30
16202,D9,0.03819999843835831,water,30
16202,D10,0.03840000182390213,water,30
16202,D11,0.03799999877810478,water,30
16202,D12,0.03849999979138374,water,30
16202,E1,0.03799999877810478,water,30
16202,E2,0.03830000013113022,water,30
16202,E3,0.13359999656677246,fRS585,30
16202,E4,0.03849999979138374,water,30
16202,E5,0.03830000013113022,water,30
16202,E6,0.03779999911785126,water,30
16202,E7,0.06909999996423721,blank,30
16202,E8,0.038100000470876694,water,30
16202,E9,0.038600001484155655,water,30
16202,E10,0.1315000057220459,fRS585,30
16202,E11,0.03790000081062317,water,30
16202,E12,0.038100000470876694,water,30
16202,F1,0.03799999877810478,water,30
16202,F2,0.03750000149011612,water,30
