well,block,test_temperature,strain,evolution_history,window_idx,window_size,days_start,days_end,mu,r_squared
b9,2,38,fRS585,fRS585,22,5,0.21875,0.2604166666666667,13.906124829183595,0.9998597119490452
b9,2,41,fRS585,fRS585,24,7,0.23958333333333337,0.3020833333333333,7.540104704663705,0.9998381736990976
b9,2,42,fRS585,fRS585,24,5,0.23958333333333337,0.28125,3.1548541915866593,0.9974153374399495
b9,3,25,40_C5,40 evolved,38,5,0.3854166666666667,0.4270833333333333,8.074129721777327,0.9998313847986763
b9,3,35,40_C5,40 evolved,25,5,0.25,0.2916666666666667,11.755543513006213,0.9999338129612075
b9,3,38,40_C5,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.501147606152132,0.999876147739906
b9,3,41,40_C5,40 evolved,31,5,0.3125,0.3541666666666667,8.56525977812997,0.9999520903559305
b9,3,42,40_C5,40 evolved,21,6,0.20833333333333337,0.2604166666666667,3.670093883860282,0.9996399443134264
c10,1,25,35_B8,35 evolved,36,5,0.3645833333333333,0.40625,8.490038055442371,0.9997355677248537
c10,1,35,35_B8,35 evolved,21,5,0.20833333333333337,0.25,12.865233644660986,0.9998991497555343
c10,1,38,35_B8,35 evolved,21,5,0.20833333333333337,0.25,13.75587979833634,0.9999314682355055
c10,1,41,35_B8,35 evolved,23,5,0.22916666666666663,0.2708333333333333,6.615147728726537,0.9994589051741997
c10,1,42,35_B8,35 evolved,22,6,0.21875,0.2708333333333333,4.04027717248502,0.9998063837921721
c11,1,25,WT_CASP_1,Caspofungin evolved,35,5,0.3541666666666667,0.3958333333333333,8.128340626609614,0.9998958906329225
c11,1,35,WT_CASP_1,Caspofungin evolved,23,5,0.22916666666666663,0.2708333333333333,13.989032648514236,0.9999589862477031
c11,1,38,WT_CASP_1,Caspofungin evolved,20,5,0.19791666666666663,0.23958333333333337,14.788936902029437,0.9999904278309392
c11,1,41,WT_CASP_1,Caspofungin evolved,32,5,0.3229166666666667,0.3645833333333333,7.523784788901775,0.9996624870801274
c11,1,42,WT_CASP_1,Caspofungin evolved,21,6,0.20833333333333337,0.2604166666666667,3.0098430493598194,0.9994065001722627
c11,2,25,35_C7,35 evolved,37,5,0.375,0.4166666666666667,8.283064271307634,0.999620302329026
c11,2,35,35_C7,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.098639991319494,0.99993449018811
c11,2,38,35_C7,35 evolved,22,5,0.21875,0.2604166666666667,14.028917355447971,0.9998681989818953
c11,2,41,35_C7,35 evolved,26,6,0.2604166666666667,0.3125,7.47849694306851,0.9998051555704683
c11,2,42,35_C7,35 evolved,20,5,0.19791666666666663,0.23958333333333337,5.0683401273400674,0.9986154241761894
c2,1,25,35_G5,35 evolved,33,5,0.3333333333333333,0.375,8.348665530068725,0.9998216203760051
c2,1,35,35_G5,35 evolved,21,5,0.20833333333333337,0.25,13.007775615449924,0.9999587243225726
c2,1,38,35_G5,35 evolved,21,5,0.20833333333333337,0.25,13.569945253638547,0.999917117131395
c2,1,41,35_G5,35 evolved,23,5,0.22916666666666663,0.2708333333333333,6.0098711073857025,0.9998994027976895
c2,1,42,35_G5,35 evolved,21,5,0.20833333333333337,0.25,2.4017024418108184,0.9997809392859494
c2,2,25,40_B2,40 evolved,37,5,0.375,0.4166666666666667,7.25911392056225,0.9997596878468952
c2,2,35,40_B2,40 evolved,22,5,0.21875,0.2604166666666667,12.267561178767332,0.9998603512340405
c2,2,38,40_B2,40 evolved,22,5,0.21875,0.2604166666666667,12.169754579752546,0.9999670093025174
c2,2,41,40_B2,40 evolved,29,5,0.2916666666666667,0.3333333333333333,7.831182284845955,0.9998763449138346
c2,2,42,40_B2,40 evolved,32,5,0.3229166666666667,0.3645833333333333,5.363005951235068,0.9997458013075933
c2,3,25,35_E11,35 evolved,36,5,0.3645833333333333,0.40625,8.250589990948622,0.9999352762843624
c2,3,35,35_E11,35 evolved,22,5,0.21875,0.2604166666666667,13.057666415672475,0.9999543223992213
c2,3,38,35_E11,35 evolved,22,5,0.21875,0.2604166666666667,13.640247616325283,0.9999693350213826
c2,3,41,35_E11,35 evolved,26,5,0.2604166666666667,0.3020833333333333,6.482190659580342,0.9998451403212731
c2,3,42,35_E11,35 evolved,19,5,0.1875,0.22916666666666663,1.9991295368686757,0.995131436199494
c3,2,25,40_G11,40 evolved,34,5,0.34375,0.3854166666666667,7.954565134307484,0.9997366074661942
c3,2,35,40_G11,40 evolved,21,5,0.20833333333333337,0.25,13.688720353613556,0.9999716822966783
c3,2,38,40_G11,40 evolved,21,5,0.20833333333333337,0.25,13.652379332093428,0.9998736151094131
c3,2,41,40_G11,40 evolved,27,6,0.2708333333333333,0.3229166666666667,9.550359758329975,0.9999198069188517
c3,2,42,40_G11,40 evolved,34,5,0.34375,0.3854166666666667,7.8028403499217,0.9997549426985247
c3,3,25,40_E7,40 evolved,36,5,0.3645833333333333,0.40625,8.285667145646306,0.9997203072037845
c3,3,35,40_E7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.866683438536876,0.9999810132666234
c3,3,38,40_E7,40 evolved,22,5,0.21875,0.2604166666666667,13.168487395484233,0.9999026503437289
c3,3,41,40_E7,40 evolved,28,5,0.28125,0.3229166666666667,8.339417905709677,0.9999360078210646
c3,3,42,40_E7,40 evolved,21,5,0.20833333333333337,0.25,2.421913831745396,0.9997772367828346
c4,1,25,40_C7,40 evolved,37,5,0.375,0.4166666666666667,8.157592242172615,0.999859897416128
c4,1,35,40_C7,40 evolved,24,5,0.23958333333333337,0.28125,11.723145073266787,0.999907802463193
c4,1,38,40_C7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.574489053610288,0.999927601458637
c4,1,41,40_C7,40 evolved,26,5,0.2604166666666667,0.3020833333333333,6.196028382591964,0.9995902430240214
c4,1,42,40_C7,40 evolved,26,5,0.2604166666666667,0.3020833333333333,3.365610195363173,0.9979423926030301
c4,2,25,40_E11,40 evolved,37,5,0.375,0.4166666666666667,8.32916088063953,0.9998534562958736
c4,2,35,40_E11,40 evolved,24,5,0.23958333333333337,0.28125,14.30977949353495,0.9997377581607222
c4,2,38,40_E11,40 evolved,22,5,0.21875,0.2604166666666667,13.630833560562998,0.9999030940303351
c4,2,41,40_E11,40 evolved,26,5,0.2604166666666667,0.3020833333333333,7.6024067759258,0.9998451417247466
c4,2,42,40_E11,40 evolved,25,5,0.25,0.2916666666666667,4.636668538587404,0.9980284737433909
c4,3,25,35_C9,35 evolved,36,5,0.3645833333333333,0.40625,8.4271586293419,0.9999116607615274
c4,3,35,35_C9,35 evolved,22,5,0.21875,0.2604166666666667,13.981684256032779,0.9999369647465931
c4,3,38,35_C9,35 evolved,21,5,0.20833333333333337,0.25,13.655619416710271,0.9999890993068782
c4,3,41,35_C9,35 evolved,27,5,0.2708333333333333,0.3125,7.400469065439155,0.999905064309644
c4,3,42,35_C9,35 evolved,18,5,0.17708333333333334,0.21875,1.9811834827609962,0.9951255003131684
c5,1,25,35_G5,35 evolved,34,5,0.34375,0.3854166666666667,8.417101756320095,0.9998072378179742
c5,1,35,35_G5,35 evolved,22,5,0.21875,0.2604166666666667,12.87837368653684,0.9999482782244509
c5,1,38,35_G5,35 evolved,21,5,0.20833333333333337,0.25,13.722833294103003,0.9998713826896802
c5,1,41,35_G5,35 evolved,25,5,0.25,0.2916666666666667,5.242768085479859,0.9994539070925696
c5,1,42,35_G5,35 evolved,21,5,0.20833333333333337,0.25,2.6500436104405942,0.9980706627628664
c5,2,25,40_E9,40 evolved,43,5,0.4375,0.4791666666666667,8.128706728838791,0.9999615315593073
c5,2,35,40_E9,40 evolved,25,5,0.25,0.2916666666666667,11.490985051584477,0.9999842888885071
c5,2,38,40_E9,40 evolved,25,5,0.25,0.2916666666666667,12.983393314236844,0.9999736814949275
c5,2,41,40_E9,40 evolved,35,5,0.3541666666666667,0.3958333333333333,6.903830580669885,0.9999652910076645
c5,2,42,40_E9,40 evolved,23,5,0.22916666666666663,0.2708333333333333,2.978575080304578,0.994375517200228
c5,3,25,35_D2,35 evolved,36,5,0.3645833333333333,0.40625,8.393638466662553,0.9999935969342614
c5,3,35,35_D2,35 evolved,22,5,0.21875,0.2604166666666667,13.103484400934093,0.9999907588604239
c5,3,38,35_D2,35 evolved,22,5,0.21875,0.2604166666666667,13.7333843389341,0.9999568344566222
c5,3,41,35_D2,35 evolved,24,5,0.23958333333333337,0.28125,5.807097242857291,0.9990231166091669
c5,3,42,35_D2,35 evolved,20,5,0.19791666666666663,0.23958333333333337,1.9137956416631028,0.9937096537203263
c6,1,25,35_F4,35 evolved,34,5,0.34375,0.3854166666666667,8.294461301284379,0.9999785911268372
c6,1,35,35_F4,35 evolved,21,5,0.20833333333333337,0.25,12.878867091810408,0.999982568838775
c6,1,38,35_F4,35 evolved,21,5,0.20833333333333337,0.25,14.06378858463583,0.999953848202734
c6,1,41,35_F4,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.512594070820247,0.9994306986894156
c6,1,42,35_F4,35 evolved,22,5,0.21875,0.2604166666666667,4.162755965919795,0.9997877712697857
c7,1,25,35_D4,35 evolved,34,5,0.34375,0.3854166666666667,8.455776266866978,0.999980689062035
c7,1,35,35_D4,35 evolved,21,5,0.20833333333333337,0.25,12.928522964493274,0.9999242100602785
c7,1,38,35_D4,35 evolved,21,5,0.20833333333333337,0.25,13.813759741800899,0.9999811291089357
c7,1,41,35_D4,35 evolved,23,5,0.22916666666666663,0.2708333333333333,6.111907471892898,0.999900584132038
c7,1,42,35_D4,35 evolved,22,5,0.21875,0.2604166666666667,3.20424664154817,0.99744439451144
c7,3,25,40_D8,40 evolved,38,5,0.3854166666666667,0.4270833333333333,8.27299871773862,0.9997727502152622
c7,3,35,40_D8,40 evolved,24,5,0.23958333333333337,0.28125,12.084928067144537,0.999921431720496
c7,3,38,40_D8,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.946016115812114,0.9999495816629702
c7,3,41,40_D8,40 evolved,30,7,0.3020833333333333,0.3645833333333333,7.640388286020566,0.9998294884407856
c7,3,42,40_D8,40 evolved,23,5,0.22916666666666663,0.2708333333333333,2.8331555245496944,0.9982540280638257
c8,1,25,40_F2,40 evolved,38,5,0.3854166666666667,0.4270833333333333,8.185839360449428,0.999859135469849
c8,1,35,40_F2,40 evolved,24,5,0.23958333333333337,0.28125,11.722359139819302,0.9998719398506544
c8,1,38,40_F2,40 evolved,22,5,0.21875,0.2604166666666667,12.556136324269499,0.999928428931167
c8,1,41,40_F2,40 evolved,33,6,0.3333333333333333,0.3854166666666667,8.376766867613405,0.9999567838316417
c8,1,42,40_F2,40 evolved,25,5,0.25,0.2916666666666667,4.401895937616339,0.9997768306215371
c8,3,25,35_F2,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.365280213437682,0.9999391037454527
c8,3,35,35_F2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.527956186373,0.9998625872138889
c8,3,38,35_F2,35 evolved,22,5,0.21875,0.2604166666666667,13.638555407327438,0.9999878274404195
c8,3,41,35_F2,35 evolved,25,5,0.25,0.2916666666666667,6.228806423924731,0.9991651913510811
c8,3,42,35_F2,35 evolved,20,5,0.19791666666666663,0.23958333333333337,2.4219138317453917,0.9997772367828347
c9,1,25,40_D4,40 evolved,36,5,0.3645833333333333,0.40625,8.351461251787988,0.9998710246775142
c9,1,35,40_D4,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.32775678616335,0.9999782755881671
c9,1,38,40_D4,40 evolved,22,6,0.21875,0.2708333333333333,13.372312393151576,0.9999645802390185
c9,1,41,40_D4,40 evolved,33,5,0.3333333333333333,0.375,8.378153884888189,0.9999302641840212
c9,1,42,40_D4,40 evolved,25,5,0.25,0.2916666666666667,5.118258237466276,0.999689876242135
c9,2,25,fRS585,fRS585,37,5,0.375,0.4166666666666667,8.303568934656406,0.9999019306575172
c9,2,35,fRS585,fRS585,23,5,0.22916666666666663,0.2708333333333333,13.095682842065248,0.9999944285741228
c9,2,38,fRS585,fRS585,22,5,0.21875,0.2604166666666667,13.91672384532345,0.9999724849047128
c9,2,41,fRS585,fRS585,24,5,0.23958333333333337,0.28125,6.811459050817889,0.9995710619224809
c9,2,42,fRS585,fRS585,22,5,0.21875,0.2604166666666667,2.677927643401101,0.9961851474999532
c9,3,25,fRS585,fRS585,35,6,0.3541666666666667,0.40625,8.41631949453942,0.9998955755396939
c9,3,35,fRS585,fRS585,23,5,0.22916666666666663,0.2708333333333333,13.076978406189179,0.9999715572719011
c9,3,38,fRS585,fRS585,23,5,0.22916666666666663,0.2708333333333333,14.134065710478,0.9998913122269575
c9,3,41,fRS585,fRS585,24,5,0.23958333333333337,0.28125,5.920420532639639,0.9999154790396192
c9,3,42,fRS585,fRS585,18,5,0.17708333333333334,0.21875,2.4424685361923997,0.9997734395655322
d10,1,25,40_B8,40 evolved,37,5,0.375,0.4166666666666667,8.08191811574399,0.9999680860767971
d10,1,35,40_B8,40 evolved,22,5,0.21875,0.2604166666666667,11.591526540040855,0.9999744669267739
d10,1,38,40_B8,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.017874497323362,0.9999184261801041
d10,1,41,40_B8,40 evolved,30,6,0.3020833333333333,0.3541666666666667,8.181859786151149,0.9998351255634641
d10,1,42,40_B8,40 evolved,26,5,0.2604166666666667,0.3020833333333333,4.378370080013275,0.999791230295106
d10,2,25,35_E9,35 evolved,35,6,0.3541666666666667,0.40625,8.145924756010706,0.9999195640413641
d10,2,35,35_E9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.126828658308114,0.9999355197590858
d10,2,38,35_E9,35 evolved,22,5,0.21875,0.2604166666666667,13.997280372355899,0.9999315897683858
d10,2,41,35_E9,35 evolved,22,6,0.21875,0.2708333333333333,5.907821167209659,0.9997670696327118
d10,2,42,35_E9,35 evolved,21,5,0.20833333333333337,0.25,2.424579746283429,0.9927214939388932
d10,3,25,35_C5,35 evolved,36,5,0.3645833333333333,0.40625,8.197128899786435,0.9998704019901873
d10,3,35,35_C5,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.176903389719312,0.9996302498768209
d10,3,38,35_C5,35 evolved,22,5,0.21875,0.2604166666666667,13.902767497942918,0.9999898181941738
d10,3,41,35_C5,35 evolved,22,5,0.21875,0.2604166666666667,5.239600093747493,0.9985659836402249
d10,3,42,35_C5,35 evolved,21,6,0.20833333333333337,0.2604166666666667,4.294408173102495,0.9998754597046312
d11,1,25,WT_CASP_2,Caspofungin evolved,36,5,0.3645833333333333,0.40625,8.55152286940631,0.9999220703035345
d11,1,35,WT_CASP_2,Caspofungin evolved,19,5,0.1875,0.22916666666666663,14.139118591412835,0.999941728273489
d11,1,38,WT_CASP_2,Caspofungin evolved,20,5,0.19791666666666663,0.23958333333333337,14.810550211285584,0.9998716724372126
d11,1,41,WT_CASP_2,Caspofungin evolved,26,5,0.2604166666666667,0.3020833333333333,8.755280290976394,0.9999897092191667
d11,1,42,WT_CASP_2,Caspofungin evolved,24,6,0.23958333333333337,0.2916666666666667,4.41501959837208,0.9983962983075978
d11,2,25,40_B2,40 evolved,36,5,0.3645833333333333,0.40625,7.519156473494548,0.9998829681160131
d11,2,35,40_B2,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.549793839483117,0.999994038194678
d11,2,38,40_B2,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.20943595883164,0.9999639709544228
d11,2,41,40_B2,40 evolved,31,5,0.3125,0.3541666666666667,8.27507958786656,0.9998872455260371
d11,2,42,40_B2,40 evolved,34,6,0.34375,0.3958333333333333,4.40047049965989,0.9997764073084998
d2,1,25,40_B8,40 evolved,37,5,0.375,0.4166666666666667,8.129922049900781,0.9998308568070008
d2,1,35,40_B8,40 evolved,21,5,0.20833333333333337,0.25,11.613952625708476,0.9998645143148145
d2,1,38,40_B8,40 evolved,22,5,0.21875,0.2604166666666667,11.768763379862502,0.9999304489659963
d2,1,41,40_B8,40 evolved,96,2,0.9895833333333334,1,15.469210350137933,1
d2,1,42,40_B8,40 evolved,25,5,0.25,0.2916666666666667,3.129961954821338,0.9991760619992752
d2,2,25,40_C9,40 evolved,36,5,0.3645833333333333,0.40625,8.188640590731403,0.999995058101848
d2,2,35,40_C9,40 evolved,23,5,0.22916666666666663,0.2708333333333333,13.044468951698542,0.9997185889249487
d2,2,38,40_C9,40 evolved,22,5,0.21875,0.2604166666666667,13.570958288666885,0.999969694267289
d2,2,41,40_C9,40 evolved,27,6,0.2708333333333333,0.3229166666666667,7.85406845597644,0.9998951560047397
d2,2,42,40_C9,40 evolved,26,5,0.2604166666666667,0.3020833333333333,4.382131161608008,0.9962671643921502
d2,3,25,35_C9,35 evolved,36,5,0.3645833333333333,0.40625,8.285845343247924,0.9999913385350421
d2,3,35,35_C9,35 evolved,22,5,0.21875,0.2604166666666667,13.300729226486599,0.99998732519547
d2,3,38,35_C9,35 evolved,22,5,0.21875,0.2604166666666667,13.498047812080085,0.9999696266699729
d2,3,41,35_C9,35 evolved,26,5,0.2604166666666667,0.3020833333333333,7.072864302259936,0.9997459198059889
d2,3,42,35_C9,35 evolved,16,5,0.15625,0.19791666666666663,1.8469282857605096,0.9998704534110531
d3,2,25,35_D8,35 evolved,38,5,0.3854166666666667,0.4270833333333333,8.21964554077048,0.9997165259258258
d3,2,35,35_D8,35 evolved,22,6,0.21875,0.2708333333333333,13.0161935525408,0.9999891616419119
d3,2,38,35_D8,35 evolved,22,5,0.21875,0.2604166666666667,13.94869393006686,0.9999884977890368
d3,2,41,35_D8,35 evolved,24,6,0.23958333333333337,0.2916666666666667,5.931305712944201,0.9995711863900988
d3,2,42,35_D8,35 evolved,23,5,0.22916666666666663,0.2708333333333333,3.219394455083926,0.9990270758052512
d3,3,25,WT_CASP_3,Caspofungin evolved,38,5,0.3854166666666667,0.4270833333333333,7.981785819564451,0.9999334605637806
d3,3,35,WT_CASP_3,Caspofungin evolved,21,5,0.20833333333333337,0.25,15.814232740628801,0.9999614333270245
d3,3,38,WT_CASP_3,Caspofungin evolved,21,5,0.20833333333333337,0.25,14.89294869804711,0.9998144041292969
d3,3,41,WT_CASP_3,Caspofungin evolved,26,5,0.2604166666666667,0.3020833333333333,5.969201250192881,0.9999002714156696
d3,3,42,WT_CASP_3,Caspofungin evolved,13,5,0.125,0.16666666666666666,1.3208976117433466,0.9834942519858788
d4,1,25,40_F2,40 evolved,36,5,0.3645833333333333,0.40625,8.152957574024994,0.9999553569601414
d4,1,35,40_F2,40 evolved,24,5,0.23958333333333337,0.28125,12.606114262933973,0.9998306726196261
d4,1,38,40_F2,40 evolved,21,5,0.20833333333333337,0.25,12.339686193956407,0.9998941387514453
d4,1,41,40_F2,40 evolved,41,5,0.4166666666666667,0.4583333333333333,7.107470406970319,0.9999754284641844
d4,1,42,40_F2,40 evolved,24,5,0.23958333333333337,0.28125,4.371089684184614,0.9992223669996676
d4,2,25,35_D8,35 evolved,39,5,0.3958333333333333,0.4375,8.256655426189612,0.9997709550423755
d4,2,35,35_D8,35 evolved,24,5,0.23958333333333337,0.28125,13.356206546492853,0.9999284567961632
d4,2,38,35_D8,35 evolved,22,5,0.21875,0.2604166666666667,13.941022262101404,0.9999655757874294
d4,2,41,35_D8,35 evolved,23,6,0.22916666666666663,0.28125,5.614961225290003,0.998941833563889
d4,2,42,35_D8,35 evolved,23,5,0.22916666666666663,0.2708333333333333,2.996560766173544,0.9938802669751823
d4,3,25,WT_FLZ_1,Fluconazole evolved,32,5,0.3229166666666667,0.3645833333333333,8.327335645236873,0.9998232946401207
d4,3,35,WT_FLZ_1,Fluconazole evolved,21,5,0.20833333333333337,0.25,13.941175659085182,0.9998972908547223
d4,3,38,WT_FLZ_1,Fluconazole evolved,23,5,0.22916666666666663,0.2708333333333333,13.646142728966133,0.9999047627541963
d4,3,41,WT_FLZ_1,Fluconazole evolved,87,5,0.8958333333333334,0.9375,5.747260192888578,0.971555197215198
d4,3,42,WT_FLZ_1,Fluconazole evolved,22,5,0.21875,0.2604166666666667,2.3223710783635103,0.997809228107368
d5,1,25,40_C7,40 evolved,37,5,0.375,0.4166666666666667,8.049728727530546,0.9998886267196592
d5,1,35,40_C7,40 evolved,24,5,0.23958333333333337,0.28125,11.910674585216737,0.9998828903280839
d5,1,38,40_C7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.829089170095386,0.9999689837958619
d5,1,41,40_C7,40 evolved,29,5,0.2916666666666667,0.3333333333333333,6.034134238090698,0.9999981264645719
d5,1,42,40_C7,40 evolved,26,5,0.2604166666666667,0.3020833333333333,3.5928317821856304,0.9983209938895125
d5,2,25,40_E9,40 evolved,41,5,0.4166666666666667,0.4583333333333333,8.059290892934046,0.9999468154308604
