drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,151.2399437868331,8.170838255631008,-3.6695720761778166,0.19832635884471753,-18.502694737873753,2.5261705575371282e-19
caspofungin,36,-59.963615973465416,5.26203310285831,1.4631474299737337,0.12816957476460508,11.415715723961284,3.537700533848863e-13
fluconazole,36,29.37648862032343,3.618761840379968,-0.7123228482488445,0.08789028815687265,-8.104682134816096,1.8876104481938015e-9
