well,mu,best_model,se,R2,n_obs,strain,test_temperature,block,evolution_history
f9,1.6354813834852517,gr.lagsat,0.06821435808139743,0.9670967814825935,44,35_F6,42,2,35 evolved
g3,1.683359151393725,gr.lagsat,0.07730429974257942,0.9643562768329041,44,35_G9,42,2,35 evolved
g5,2.58967717136127,gr.sat,0.035930304811944716,0.9921834118662061,65,40_F4,42,2,40 evolved
g6,1.5340633011659741,gr.lagsat,0.0686188663205252,0.9585894787487472,43,35_F6,42,2,35 evolved
g8,1.542230339781721,gr.sat,0.05693454486180923,0.9589637616993159,44,35_E9,42,2,35 evolved
b10,8.367547732996824,gr.sat,0.17898410763038314,0.9847232456344384,48,40_F6,35,3,40 evolved
b11,9.495617432161183,gr.lagsat,0.13645309469819863,0.9965955004944733,47,40_G5,35,3,40 evolved
b2,9.367235828192335,gr.lagsat,0.13612753714007048,0.9965716024157321,48,40_B6,35,3,40 evolved
b3,10.187047890909266,gr.lagsat,0.1616813231888584,0.9958989111067309,45,fRS585,35,3,fRS585
b4,8.287637796034005,gr.sat,0.19329498150306001,0.9822749994693197,49,35_E11,35,3,35 evolved
b5,10.244434142824192,gr.lagsat,0.15884167127673843,0.9960602453436939,45,35_D2,35,3,35 evolved
b6,8.596683605062866,gr.sat,0.1872759544576212,0.984753137889298,47,WT_FLZ_1,35,3,Fluconazole evolved
b7,8.273650871597953,gr.sat,0.17604359016768445,0.9847980690438662,48,fRS585,35,3,fRS585
b8,8.327683811732232,gr.sat,0.1767606075325963,0.985015547656923,49,35_E11,35,3,35 evolved
b9,9.345635137001171,gr.lagsat,0.13948407773306942,0.9963866833672627,48,40_C5,35,3,40 evolved
c2,8.276038132003219,gr.sat,0.17897340613240229,0.9845813273648623,49,35_E11,35,3,35 evolved
c3,8.252708649922441,gr.sat,0.1758998860383532,0.9845007847418096,49,40_E7,35,3,40 evolved
c4,8.555741743030037,gr.sat,0.19097065291429494,0.9837990359956829,48,35_C9,35,3,35 evolved
c5,8.255745857497471,gr.sat,0.18002636019439686,0.9845277042776798,49,35_D2,35,3,35 evolved
c7,7.884049281634326,gr.sat,0.16293822634659008,0.9857095487487851,51,40_D8,35,3,40 evolved
c8,10.401020954808724,gr.lagsat,0.1669230117849579,0.9960408629174836,44,35_F2,35,3,35 evolved
c9,10.191518066071593,gr.lagsat,0.15770525952517397,0.9960846315410729,45,fRS585,35,3,fRS585
d10,8.272240891167723,gr.sat,0.18002008658800703,0.9842018314784189,48,35_C5,35,3,35 evolved
d2,8.159559022928153,gr.sat,0.18752930486310418,0.9828502872814209,49,35_C9,35,3,35 evolved
d3,9.18273406556637,gr.sat,0.21515597770082143,0.9821207705340349,46,WT_CASP_3,35,3,Caspofungin evolved
d4,8.738698054208635,gr.sat,0.18215286920225326,0.9855420558599091,46,WT_FLZ_1,35,3,Fluconazole evolved
d5,10.475025197448783,gr.lagsat,0.16515861043577026,0.9961446385809555,45,35_E7,35,3,35 evolved
d6,7.968165414153234,gr.sat,0.18549526169555278,0.981487557107091,49,35_C9,35,3,35 evolved
d7,9.695849766302537,gr.lagsat,0.1432841953714983,0.996517714156183,46,40_D8,35,3,40 evolved
d8,9.138249566928774,gr.sat,0.2108210445564088,0.9826932661001472,47,WT_CASP_3,35,3,Caspofungin evolved
e10,8.64003829742106,gr.sat,0.18339990058643077,0.9854311994834024,47,WT_FLZ_1,35,3,Fluconazole evolved
e11,10.267659085102853,gr.lagsat,0.15592258685520305,0.9966317031556576,46,40_E7,35,3,40 evolved
e2,7.489232949443985,gr.sat,0.15959780528266163,0.9843729249446971,53,40_B6,35,3,40 evolved
e4,8.31328869523079,gr.sat,0.17665447350243232,0.9848771559148263,48,35_C5,35,3,35 evolved
e5,8.129316531407422,gr.sat,0.18981720589407303,0.9815284873629428,51,40_G5,35,3,40 evolved
f11,10.42382163562787,gr.lagsat,0.1648082791531424,0.9961840893553772,44,35_F2,35,3,35 evolved
f2,9.075672611159806,gr.sat,0.2540061529793376,0.9740408832082074,48,40_F6,35,3,40 evolved
f3,8.662136359402199,gr.sat,0.17732543988525362,0.9858042235063678,47,35_E7,35,3,35 evolved
f4,9.274751447651697,gr.lagsat,0.13768392678696162,0.9964587680388977,48,40_C5,35,3,40 evolved
f5,9.627828984166127,gr.lagsat,0.20528990723587257,0.9930055024346915,48,40_D8,35,3,40 evolved
f7,8.312203165679197,gr.sat,0.1803214852383809,0.9844844411668899,49,35_D2,35,3,35 evolved
f8,9.745285968692972,gr.lagsat,0.14343606851042706,0.9966237822471282,47,40_G5,35,3,40 evolved
g10,8.23597782443728,gr.sat,0.18639325357317593,0.9833509997047662,49,35_F2,35,3,35 evolved
g2,8.148417083769445,gr.sat,0.17307519514207073,0.9847311986367002,49,40_E7,35,3,40 evolved
g3,8.518336445967732,gr.sat,0.182656989203454,0.985081046659993,48,35_E7,35,3,35 evolved
g4,7.5797844590981045,gr.sat,0.15876771995024194,0.9845749367953502,52,40_C5,35,3,40 evolved
g5,10.685046904969974,gr.lagsat,0.17210392126899335,0.9963347908250115,45,40_F6,35,3,40 evolved
g6,9.361322294283267,gr.sat,0.21680566712106822,0.9829419203439094,46,WT_CASP_3,35,3,Caspofungin evolved
g7,8.334148127491648,gr.sat,0.17842754329145366,0.9847845378752805,49,35_C5,35,3,35 evolved
g8,9.407276553972547,gr.lagsat,0.13409014984268186,0.9966660638233069,47,40_B6,35,3,40 evolved
b10,7.4292421942439955,gr.lagsat,0.07088368796974535,0.9982184768025304,53,40_F6,41,3,40 evolved
b11,6.7926332800655285,gr.lagsat,0.07045318965982068,0.9978790614749214,57,40_G5,41,3,40 evolved
b2,8.15163847364906,gr.lagsat,0.1754074355558518,0.9925882724698648,54,40_B6,41,3,40 evolved
b3,4.559234790293793,gr.lagsat,0.06810819586612633,0.9927071816838214,69,fRS585,41,3,fRS585
b4,3.8227874330857006,gr.lagsat,0.06744633991843303,0.9873310220887744,76,35_E11,41,3,35 evolved
b5,5.761545863961917,gr.lagsat,0.05347485473145577,0.9980619727210288,61,35_D2,41,3,35 evolved
b6,3.924755056742017,gr.lagsat,0.01998927906307297,0.9989752213461607,78,WT_FLZ_1,41,3,Fluconazole evolved
b7,4.812853127822802,gr.lagsat,0.11221048244483277,0.9829625546220739,71,fRS585,41,3,fRS585
b8,6.888182907543033,gr.lagsat,0.07356396664681912,0.9980489383302774,53,35_E11,41,3,35 evolved
b9,7.059187350284861,gr.lagsat,0.07082551443252764,0.9980598289009722,56,40_C5,41,3,40 evolved
c2,5.52471770359169,gr.lagsat,0.048882310769471554,0.9979293170415097,64,35_E11,41,3,35 evolved
c3,6.914695686876288,gr.lagsat,0.06387463715620527,0.9981575173560487,56,40_E7,41,3,40 evolved
c4,6.251919560391024,gr.lagsat,0.06157855215860089,0.998010618785814,57,35_C9,41,3,35 evolved
c5,4.032106959392528,gr.lagsat,0.0710545998189834,0.989204289555058,72,35_D2,41,3,35 evolved
c7,6.713155499277749,gr.lagsat,0.07279604157362071,0.9975924431044183,57,40_D8,41,3,40 evolved
c8,4.739233201972506,gr.lagsat,0.054798889308401995,0.9960608945234417,68,35_F2,41,3,35 evolved
c9,4.640068309039826,gr.lagsat,0.05047625074200505,0.9964097529638319,69,fRS585,41,3,fRS585
d10,3.574468018329608,gr.lagsat,0.048473972803067096,0.9917860337701705,81,35_C5,41,3,35 evolved
d2,6.032675030696159,gr.lagsat,0.055521740966663284,0.9980073551625779,59,35_C9,41,3,35 evolved
d3,4.911656639732246,gr.lagsat,0.06519291092708826,0.9953516313852757,65,WT_CASP_3,41,3,Caspofungin evolved
d4,2.6449245061750446,gr.sat,0.031443228142084695,0.9899701844348427,97,WT_FLZ_1,41,3,Fluconazole evolved
d5,3.362063930229199,gr.sat,0.08107142848043974,0.975796548228109,66,35_E7,41,3,35 evolved
d6,3.602789678697507,gr.sat,0.08624353775791133,0.9760587893291512,66,35_C9,41,3,35 evolved
d7,6.012934635730321,gr.lagsat,0.049452777377855736,0.9983587723216953,61,40_D8,41,3,40 evolved
d8,5.134555931312969,gr.lagsat,0.12756707079143262,0.9831186389658297,69,WT_CASP_3,41,3,Caspofungin evolved
e10,3.1165434386804316,gr.lagsat,0.02537458408528418,0.9966072208320585,89,WT_FLZ_1,41,3,Fluconazole evolved
e11,7.06115555272149,gr.lagsat,0.06524180638983323,0.9982757071434348,55,40_E7,41,3,40 evolved
e2,6.646379593731549,gr.lagsat,0.07063176042247465,0.9977513349824118,57,40_B6,41,3,40 evolved
e4,3.4995267277124364,gr.lagsat,0.09373848701969434,0.9786385797191475,61,35_C5,41,3,35 evolved
e5,4.372057073667014,gr.sat,0.05221849948564115,0.9932678351667393,74,40_G5,41,3,40 evolved
f11,4.742726519332659,gr.lagsat,0.04253418091258657,0.9976023763994221,70,35_F2,41,3,35 evolved
f2,6.795119725702205,gr.sat,0.12214691651841096,0.9884328077109352,55,40_F6,41,3,40 evolved
f3,4.546935840509016,gr.lagsat,0.1032728040627132,0.9848441238410551,66,35_E7,41,3,35 evolved
f4,6.18324001729928,gr.lagsat,0.058284912038028595,0.9980003346414194,60,40_C5,41,3,40 evolved
f5,6.217489812966041,gr.lagsat,0.05407297142258285,0.9983799318196099,59,40_D8,41,3,40 evolved
f7,3.7112491063977187,gr.sat,0.0766321201242288,0.9804157242425507,73,35_D2,41,3,35 evolved
f8,5.114415881008236,gr.sat,0.1077307420410627,0.9807704831349112,69,40_G5,41,3,40 evolved
g10,6.929434031457151,gr.lagsat,0.06866922964274107,0.9980369754898283,55,35_F2,41,3,35 evolved
g2,8.50157818071496,gr.lagsat,0.09621364541736502,0.9978784902075507,48,40_E7,41,3,40 evolved
g3,7.103885273940081,gr.lagsat,0.07862492886355511,0.9977010937551273,55,35_E7,41,3,35 evolved
g4,7.380443194192231,gr.lagsat,0.07974727687058639,0.9977131376177578,53,40_C5,41,3,40 evolved
g5,8.77976018607163,gr.lagsat,0.19329826879968423,0.9926379279828162,48,40_F6,41,3,40 evolved
g6,7.467874030743778,gr.lagsat,0.07405028689263475,0.9981181698533836,53,WT_CASP_3,41,3,Caspofungin evolved
g7,6.861785178905799,gr.lagsat,0.08181525267880559,0.9971606914215543,56,35_C5,41,3,35 evolved
g8,7.28855861971617,gr.lagsat,0.08530220223522958,0.9975443713283512,53,40_B6,41,3,40 evolved
b10,2.1430860915620764,gr.sat,0.06843123393367312,0.9486592722289409,82,40_F6,42,3,40 evolved
b11,1.9407452574271602,gr,0.03108163093956694,0.9762130507369108,97,40_G5,42,3,40 evolved
b2,1.9715985084337868,gr.lagsat,0.04710543526933706,0.9889379296210822,51,40_B6,42,3,40 evolved
b3,1.9986133145397444,gr.lagsat,0.09292548322053573,0.9600730993921299,42,fRS585,42,3,fRS585
b4,1.7621804785182817,gr.sat,0.060568176390491765,0.9646807197621059,44,35_E11,42,3,35 evolved
b5,1.8434491722800388,gr.lagsat,0.08139482892686489,0.9653141368583282,43,35_D2,42,3,35 evolved
b6,2.468829570381145,gr.lagsat,0.07138192363065603,0.9837275800098714,46,WT_FLZ_1,42,3,Fluconazole evolved
b7,2.24634121693186,gr.lagsat,0.08965249297320615,0.9671741091369638,42,fRS585,42,3,fRS585
b8,2.349688088641259,gr.lagsat,0.0891936139175923,0.9734338169122561,44,35_E11,42,3,35 evolved
b9,2.3081475485618004,gr.sat,0.03342391970625758,0.9848591189910039,97,40_C5,42,3,40 evolved
c2,1.5587536053386588,gr.sat,0.06018335969676675,0.9563756821084214,43,35_E11,42,3,35 evolved
c3,2.0296269998020655,gr.lagsat,0.035083228926721374,0.9937110356678617,51,40_E7,42,3,40 evolved
c4,1.6194852222343943,gr.sat,0.05970843452828289,0.9598971426518776,43,35_C9,42,3,35 evolved
c5,1.656894631588092,gr.lagsat,0.0696332479548822,0.9654651450824404,43,35_D2,42,3,35 evolved
c7,2.0956993245534754,gr.sat,0.02809526894477342,0.9933847479543848,57,40_D8,42,3,40 evolved
c8,1.9133159218060383,gr.sat,0.06713754699884529,0.9622217308316511,44,35_F2,42,3,35 evolved
c9,2.1706956048581896,gr.lagsat,0.09120295624324538,0.9648145368220363,43,fRS585,42,3,fRS585
d10,3.3899738529625947,gr.sat,0.09372917503643344,0.9759413729093498,43,35_C5,42,3,35 evolved
d2,1.602066503419308,gr.lagsat,0.07543894459884538,0.9579243669482514,42,35_C9,42,3,35 evolved
d3,1.0336790985181101,gr.sat,0.06483473702268822,0.8937832487434594,39,WT_CASP_3,42,3,Caspofungin evolved
d4,2.039058041496209,gr.lagsat,0.06156376939974069,0.9810430757603902,46,WT_FLZ_1,42,3,Fluconazole evolved
d5,1.595601603198503,gr.lagsat,0.0648634058455918,0.9672550564040998,43,35_E7,42,3,35 evolved
d6,1.648082880693394,gr.lagsat,0.071897401692163,0.9619798265498811,43,35_C9,42,3,35 evolved
d7,1.9195098163434485,gr.sat,0.02696361569635333,0.992922608951039,56,40_D8,42,3,40 evolved
d8,1.3846303578461667,gr.lagsat,0.09170720335642013,0.9150747642219214,40,WT_CASP_3,42,3,Caspofungin evolved
e10,2.3023899622511403,gr.sat,0.06128488414435751,0.977610035091802,47,WT_FLZ_1,42,3,Fluconazole evolved
e11,2.1581239099415126,gr.sat,0.10944045318591701,0.9083100815148062,62,40_E7,42,3,40 evolved
e2,1.5003542245104158,gr.lagsat,0.0382172394116617,0.9854667280124938,49,40_B6,42,3,40 evolved
e4,2.7145042550178515,gr.lagsat,0.09784896510484187,0.9747954169889739,42,35_C5,42,3,35 evolved
e5,1.6076611172958606,gr.lagsat,0.03369480281554124,0.9912290661697943,52,40_G5,42,3,40 evolved
f11,2.0955404745249466,gr.lagsat,0.09432647139219015,0.9671351691332175,43,35_F2,42,3,35 evolved
f2,2.006755676972935,gr.lagsat,0.05169875673114748,0.9839318265793074,48,40_F6,42,3,40 evolved
f3,1.4307329412578718,gr.sat,0.0535934994164681,0.956950060438789,42,35_E7,42,3,35 evolved
f4,1.7246764408482105,gr.sat,0.022619162431299404,0.9936827350046057,55,40_C5,42,3,40 evolved
f5,1.6892790683468124,gr.sat,0.026495837070635034,0.9911335921456979,53,40_D8,42,3,40 evolved
f7,1.5739621832681052,gr.lagsat,0.062314891321288514,0.964735913546481,43,35_D2,42,3,35 evolved
f8,1.700872730942252,gr.sat,0.030595526075772022,0.988898419624702,54,40_G5,42,3,40 evolved
g10,2.015876551986094,gr.lagsat,0.08110218852878263,0.9686634151930185,43,35_F2,42,3,35 evolved
g2,1.71518823499605,gr.lagsat,0.0361713156395759,0.9904689331793382,50,40_E7,42,3,40 evolved
g3,1.4617968974247166,gr.lagsat,0.06158251103339733,0.9643765661989262,42,35_E7,42,3,35 evolved
g4,1.7709555665510255,gr.sat,0.02627314547281798,0.9922563078573854,55,40_C5,42,3,40 evolved
g5,1.9607867173175606,gr.lagsat,0.055988469335867236,0.9836733649664265,47,40_F6,42,3,40 evolved
g6,1.1636727797042163,gr.sat,0.07020047118024701,0.8989126637254592,38,WT_CASP_3,42,3,Caspofungin evolved
g7,2.9871827833556686,gr.lagsat,0.0956377785551002,0.9792078929421745,43,35_C5,42,3,35 evolved
g8,1.9040366587890107,gr.lagsat,0.039704346195907535,0.9908211893495431,51,40_B6,42,3,40 evolved
