drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,0.09006600012548104,0.04640158203065537,3.9292053229612045,0.27715588290724896,14.176878663896609,7.80587290919838e-16
caspofungin,36,-0.28104857907476977,0.04054598391401902,2.1746652882870405,0.19934619758597488,10.90898805506005,1.20029942582262e-12
fluconazole,36,-0.25405824751657313,0.05025987418895417,2.5921439112978133,0.27908453493887286,9.288024189034923,7.467022617479132e-11
