drug,evolution_history,n,r,slope,se_slope,t_slope,p_slope
amphotericin,35 evolved,18,-0.18247183545345502,-0.3084583551769519,0.41551573150923465,-0.7423506062130805,0.46863396858273443
amphotericin,40 evolved,18,0.3885410708050934,0.39353124761625474,0.23331642271178876,1.686684730728862,0.11106054115813918
caspofungin,35 evolved,18,0.03670979451096516,0.07361635205492884,0.5010020709905105,0.1469382190564302,0.8850163438531621
caspofungin,40 evolved,18,0.17199798848658704,0.11572443062881502,0.16569935678760808,0.69839999908478545,0.49495362493134865
fluconazole,35 evolved,18,-0.41399291741196126,-1.674093651744504,0.9202416733423076,-1.8191891328548666,0.08764677809935269
fluconazole,40 evolved,18,0.22617719354080665,0.2827934592733386,0.30447941596332223,0.9287769367877534,0.36680558589685364
