rep.id,well,block,test_temperature,strain,evolution_history,mu,best_model,se,R2,n_obs
b11_1_25_35_G11_35 evolved,b11,1,25,35,G11,5.338107434607027,gr.sat,0.11539086907190027,0.9797952828446519,71
b3_1_25_fRS585_fRS585,b3,1,25,fRS585,fRS585,5.356671066000762,gr.sat,0.11644709332726816,0.9788291704410192,71
b5_1_25_40_D2_40 evolved,b5,1,25,40,D2,6.489543202020391,gr.lagsat,0.097749228221062,0.9955170703514494,61
b8_1_25_40_G9_40 evolved,b8,1,25,40,G9,6.576588634867152,gr.lagsat,0.10127361892831128,0.9950935815788206,60
c10_1_25_35_B8_35 evolved,c10,1,25,35,B8,6.740989941064789,gr.lagsat,0.11050082202967806,0.9947734283882184,59
c2_1_25_35_G5_35 evolved,c2,1,25,35,G5,6.731110326682042,gr.lagsat,0.1103933709778314,0.9947721314344983,59
c4_1_25_40_C7_40 evolved,c4,1,25,40,C7,6.457072299907261,gr.lagsat,0.09582124470255439,0.9955909905071151,61
c5_1_25_35_G5_35 evolved,c5,1,25,35,G5,6.751122045505217,gr.lagsat,0.11103239113692831,0.9947580854962368,60
c6_1_25_35_F4_35 evolved,c6,1,25,35,F4,6.664486041413056,gr.lagsat,0.10649475229597209,0.9948461807763369,60
c7_1_25_35_D4_35 evolved,c7,1,25,35,D4,6.740363444628263,gr.lagsat,0.11195589818037861,0.9946582650513226,60
c8_1_25_40_F2_40 evolved,c8,1,25,40,F2,5.091075430593704,gr.sat,0.11108539757189594,0.9778101266501791,74
c9_1_25_40_D4_40 evolved,c9,1,25,40,D4,6.62763680046263,gr.lagsat,0.10437258004900922,0.9951941668135852,60
d10_1_25_40_B8_40 evolved,d10,1,25,40,B8,6.437964347378345,gr.lagsat,0.1044061123457066,0.99490234913161,60
d2_1_25_40_B8_40 evolved,d2,1,25,40,B8,6.483635472132457,gr.lagsat,0.10407922262443862,0.994954560203547,60
d4_1_25_40_F2_40 evolved,d4,1,25,40,F2,6.486467898020685,gr.lagsat,0.09815914220188353,0.9952898905126175,60
d5_1_25_40_C7_40 evolved,d5,1,25,40,C7,6.443744769853998,gr.lagsat,0.09674463638176112,0.9954756564208647,61
d7_1_25_35_B6_35 evolved,d7,1,25,35,B6,5.293039379542701,gr.sat,0.11434697581841433,0.9790582804935127,71
e10_1_25_fRS585_fRS585,e10,1,25,fRS585,fRS585,6.743461909503762,gr.lagsat,0.11122787657679185,0.9947691773982178,58
e2_1_25_35_B8_35 evolved,e2,1,25,35,B8,6.766037558317078,gr.lagsat,0.11297319109005975,0.9946009867366127,59
e3_1_25_35_F4_35 evolved,e3,1,25,35,F4,6.678683406453822,gr.lagsat,0.11136871809098109,0.9947353097193085,60
e5_1_25_40_D4_40 evolved,e5,1,25,40,D4,6.597713296246015,gr.lagsat,0.10203881045561651,0.9953571329329893,61
e7_1_25_35_F4_35 evolved,e7,1,25,35,F4,5.316193434056602,gr.sat,0.11389181660759916,0.9796814859866828,72
e8_1_25_35_B8_35 evolved,e8,1,25,35,B8,6.742676399529209,gr.lagsat,0.11123888880132306,0.9947226894256105,59
e9_1_25_40_D2_40 evolved,e9,1,25,40,D2,6.388925969912976,gr.lagsat,0.09841290826333193,0.9953021888648801,61
f10_1_25_40_F2_40 evolved,f10,1,25,40,F2,5.056203611351576,gr.sat,0.1118969377933901,0.9771658330015958,74
f11_1_25_fRS585_fRS585,f11,1,25,fRS585,fRS585,6.785734977465531,gr.lagsat,0.11118992316941721,0.9948080147757461,59
f2_1_25_35_G5_35 evolved,f2,1,25,35,G5,6.63627916550545,gr.lagsat,0.10710930628482464,0.9947049342568839,59
f3_1_25_40_D4_40 evolved,f3,1,25,40,D4,6.573717412811424,gr.lagsat,0.10196296286058106,0.9953399926135394,60
f4_1_25_35_D4_35 evolved,f4,1,25,35,D4,6.597222186977623,gr.lagsat,0.10573005155763839,0.9948107643517663,59
f5_1_25_35_B6_35 evolved,f5,1,25,35,B6,6.599679429086025,gr.lagsat,0.10798297506194676,0.9946342612980438,59
f6_1_25_40_B8_40 evolved,f6,1,25,40,B8,6.461783609122739,gr.lagsat,0.10438078421266526,0.9949582189809915,60
f7_1_25_40_C7_40 evolved,f7,1,25,40,C7,6.473150753910335,gr.lagsat,0.09616439094437534,0.9955699061550725,61
g10_1_25_40_G9_40 evolved,g10,1,25,40,G9,6.5062025920753985,gr.lagsat,0.09938658175495269,0.9949526820335016,60
g2_1_25_35_G11_35 evolved,g2,1,25,35,G11,6.7622577699978494,gr.lagsat,0.11840728111564726,0.9944985818777272,58
g4_1_25_35_B6_35 evolved,g4,1,25,35,B6,6.737358518370678,gr.lagsat,0.1141322759507958,0.9945285255511319,59
g6_1_25_40_D2_40 evolved,g6,1,25,40,D2,6.458379805000872,gr.lagsat,0.0970613890372172,0.9955131011344343,60
g7_1_25_40_G9_40 evolved,g7,1,25,40,G9,6.538322925890345,gr.lagsat,0.10091012135739898,0.9948688671419093,60
g8_1_25_35_G11_35 evolved,g8,1,25,35,G11,6.809762085923568,gr.lagsat,0.11194123314784452,0.9947139531917092,59
g9_1_25_35_D4_35 evolved,g9,1,25,35,D4,6.7576342923150206,gr.lagsat,0.11097243833162666,0.9947574314147147,59
b11_1_35_35_G11_35 evolved,b11,1,35,35,G11,8.08273146248213,gr.sat,0.17384430583084765,0.9846610159436574,49
b3_1_35_fRS585_fRS585,b3,1,35,fRS585,fRS585,8.628796047206428,gr.sat,0.17800029904996365,0.985943253819206,46
b5_1_35_40_D2_40 evolved,b5,1,35,40,D2,9.858614877301548,gr.lagsat,0.14415727155493435,0.9967879548654249,46
b8_1_35_40_G9_40 evolved,b8,1,35,40,G9,9.178619395780267,gr.sat,0.1654587481136716,0.989670330745027,43
c10_1_35_35_B8_35 evolved,c10,1,35,35,B8,10.157265909664746,gr.lagsat,0.15257094422706008,0.9964553861603203,45
c2_1_35_35_G5_35 evolved,c2,1,35,35,G5,8.325086430005845,gr.sat,0.1653883551821184,0.9868733483767519,47
c4_1_35_40_C7_40 evolved,c4,1,35,40,C7,7.683843912526252,gr.sat,0.15787248083411556,0.9857248918079949,51
c5_1_35_35_G5_35 evolved,c5,1,35,35,G5,8.272522667495478,gr.sat,0.17312693134196083,0.985559129102789,48
c6_1_35_35_F4_35 evolved,c6,1,35,35,F4,8.144359120566115,gr.sat,0.16929265261833218,0.9852343945037596,48
c7_1_35_35_D4_35 evolved,c7,1,35,35,D4,8.339000111240521,gr.sat,0.16792766354297184,0.9863988403090925,47
c8_1_35_40_F2_40 evolved,c8,1,35,40,F2,9.468986103622093,gr.lagsat,0.14029837975063963,0.9965444683045147,47
c9_1_35_40_D4_40 evolved,c9,1,35,40,D4,7.858153135406253,gr.sat,0.17100012131710324,0.9844843635100315,50
d10_1_35_40_B8_40 evolved,d10,1,35,40,B8,7.947925125036324,gr.sat,0.1551857444065866,0.9873577536971122,49
d2_1_35_40_B8_40 evolved,d2,1,35,40,B8,9.3552809629886209,gr.lagsat,0.1363370940758227,0.9964656253519186,47
d4_1_35_40_F2_40 evolved,d4,1,35,40,F2,10.019850970808333,gr.lagsat,0.1507089279791584,0.9968289515850465,46
d5_1_35_40_C7_40 evolved,d5,1,35,40,C7,7.716200504022747,gr.sat,0.1593526745137257,0.9857887550127483,51
d7_1_35_35_B6_35 evolved,d7,1,35,35,B6,8.124854540915665,gr.sat,0.17356875727227336,0.9846099286861288,48
e10_1_35_fRS585_fRS585,e10,1,35,fRS585,fRS585,8.36125326119516,gr.sat,0.1703905794789036,0.9865107199590808,47
e2_1_35_35_B8_35 evolved,e2,1,35,35,B8,8.333087945851219,gr.sat,0.16982523838310706,0.9863412208557363,48
e3_1_35_35_F4_35 evolved,e3,1,35,35,F4,8.178814946391494,gr.sat,0.16717550903013367,0.9858790398439855,48
e5_1_35_40_D4_40 evolved,e5,1,35,40,D4,7.844617124457973,gr.sat,0.1668977773846381,0.9851354809705968,50
e7_1_35_35_F4_35 evolved,e7,1,35,35,F4,8.209646005829292,gr.sat,0.17180259397556155,0.9850675807743007,48
e8_1_35_35_B8_35 evolved,e8,1,35,35,B8,8.227592276735837,gr.sat,0.1788854603622751,0.984745706808999,48
e9_1_35_40_D2_40 evolved,e9,1,35,40,D2,9.315466684935613,gr.lagsat,0.1328870528666757,0.9968339312422623,47
f10_1_35_40_F2_40 evolved,f10,1,35,40,F2,8.643845139110141,gr.sat,0.26703937624522983,0.9687179568117652,49
f11_1_35_fRS585_fRS585,f11,1,35,fRS585,fRS585,10.189778399533976,gr.lagsat,0.15610545939001882,0.996177285409608,44
f2_1_35_35_G5_35 evolved,f2,1,35,35,G5,8.28837386821401,gr.sat,0.17967872999298187,0.9845460606663771,48
f3_1_35_40_D4_40 evolved,f3,1,35,40,D4,8.115302161481784,gr.sat,0.1804319944950139,0.9840022665751426,49
f4_1_35_35_D4_35 evolved,f4,1,35,35,D4,8.270671818533515,gr.sat,0.16873921974775155,0.9861532770091603,47
f5_1_35_35_B6_35 evolved,f5,1,35,35,B6,8.635800016821388,gr.sat,0.18902789185223445,0.9846065858797379,47
f6_1_35_40_B8_40 evolved,f6,1,35,40,B8,7.763561962158906,gr.sat,0.14493148236047754,0.9880354498269931,49
f7_1_35_40_C7_40 evolved,f7,1,35,40,C7,7.741879648196351,gr.sat,0.17220466155530165,0.9834187649331655,51
g10_1_35_40_G9_40 evolved,g10,1,35,40,G9,9.223433686971642,gr.sat,0.16728272698676058,0.9895570256345998,44
g2_1_35_35_G11_35 evolved,g2,1,35,35,G11,8.314974665269325,gr.sat,0.16900442216430855,0.9863531487026163,47
g4_1_35_35_B6_35 evolved,g4,1,35,35,B6,8.253066739411928,gr.sat,0.1764897614392368,0.98521876200940806,48
g6_1_35_40_D2_40 evolved,g6,1,35,40,D2,9.112084609961746,gr.lagsat,0.12695372302313512,0.9968083961966948,48
g7_1_35_40_G9_40 evolved,g7,1,35,40,G9,9.19016601389297,gr.sat,0.17564519621560098,0.9887609102487125,44
g8_1_35_35_G11_35 evolved,g8,1,35,35,G11,10.170047043839787,gr.lagsat,0.15520810890516168,0.996346015233982,45
g9_1_35_35_D4_35 evolved,g9,1,35,35,D4,8.283641343568119,gr.sat,0.17425930680890087,0.9854850549654229,48
b11_1_38_35_G11_35 evolved,b11,1,38,35,G11,8.703294486056611,gr.sat,0.18519043049720754,0.9854751760192085,48
b3_1_38_fRS585_fRS585,b3,1,38,fRS585,fRS585,8.73574779685913,gr.sat,0.1748633157719599,0.9867900926741685,48
b5_1_38_40_D2_40 evolved,b5,1,38,40,D2,8.150181377959848,gr.sat,0.15819819133965632,0.9871491942518354,51
b8_1_38_40_G9_40 evolved,b8,1,38,40,G9,9.446622039633914,gr.sat,0.17804037505454987,0.9885377935730563,44
c10_1_38_35_B8_35 evolved,c10,1,38,35,B8,9.035631562538615,gr.sat,0.19227848145374984,0.9851462652131755,46
c2_1_38_35_G5_35 evolved,c2,1,38,35,G5,10.9255272708406,gr.lagsat,0.14762320267528076,0.9973210282575442,45
c4_1_38_40_C7_40 evolved,c4,1,38,40,C7,8.216073594675327,gr.sat,0.16892446305528525,0.9860918593601787,50
c5_1_38_35_G5_35 evolved,c5,1,38,35,G5,9.06898243096347,gr.sat,0.19643141858026358,0.9846900417037909,46
c6_1_38_35_F4_35 evolved,c6,1,38,35,F4,9.470468700434429,gr.sat,0.2633039977410198,0.9745681400516147,47
c7_1_38_35_D4_35 evolved,c7,1,38,35,D4,8.875009697479129,gr.sat,0.18652503361107958,0.985085417647796,47
c8_1_38_40_F2_40 evolved,c8,1,38,40,F2,8.175691598145733,gr.sat,0.16507856758507714,0.9865155757633784,50
c9_1_38_40_D4_40 evolved,c9,1,38,40,D4,8.521883890444457,gr.sat,0.17926514783561892,0.9855578648219967,49
d10_1_38_40_B8_40 evolved,d10,1,38,40,B8,7.946702333719695,gr.sat,0.1607679533898669,0.9861510503036849,51
d2_1_38_40_B8_40 evolved,d2,1,38,40,B8,9.540149350154065,gr.lagsat,0.11929145934164585,0.9973019635879758,48
d4_1_38_40_F2_40 evolved,d4,1,38,40,F2,9.966913125853564,gr.lagsat,0.12650012263008933,0.9973146753955581,47
d5_1_38_40_C7_40 evolved,d5,1,38,40,C7,8.349003283108868,gr.sat,0.16836390511215188,0.9864165331442758,50
d7_1_38_35_B6_35 evolved,d7,1,38,35,B6,8.6623447905306,gr.sat,0.17816663543537486,0.9855684050005875,48
e10_1_38_fRS585_fRS585,e10,1,38,fRS585,fRS585,10.689563236644833,gr.lagsat,0.13922266231058344,0.997335620711214,44
e2_1_38_35_B8_35 evolved,e2,1,38,35,B8,8.906796331919232,gr.sat,0.17056500044323697,0.9880884195751091,47
e3_1_38_35_F4_35 evolved,e3,1,38,35,F4,8.94743929134086,gr.sat,0.20069066315625317,0.9840629453509019,47
e5_1_38_40_D4_40 evolved,e5,1,38,40,D4,11.322446218683572,gr.lagsat,0.15129389666326967,0.9976280909521036,44
e7_1_38_35_F4_35 evolved,e7,1,38,35,F4,8.971111627689808,gr.sat,0.18759493370581545,0.9861225118329883,47
e8_1_38_35_B8_35 evolved,e8,1,38,35,B8,8.762424319609448,gr.sat,0.17318837466119155,0.9867913146810566,47
e9_1_38_40_D2_40 evolved,e9,1,38,40,D2,8.149091674210322,gr.sat,0.16269073432401948,0.9862678145905328,50
f10_1_38_40_F2_40 evolved,f10,1,38,40,F2,8.725774000122614,gr.sat,0.1939912465163886,0.9832526064222563,48
f11_1_38_fRS585_fRS585,f11,1,38,fRS585,fRS585,8.689530852718386,gr.sat,0.19598254002360443,0.9837450173222911,48
f2_1_38_35_G5_35 evolved,f2,1,38,35,G5,8.970865343160591,gr.sat,0.1723283213294873,0.9878001979090608,46
f3_1_38_40_D4_40 evolved,f3,1,38,40,D4,8.524270438395275,gr.sat,0.17569020438829042,0.9860145636445159,49
f4_1_38_35_D4_35 evolved,f4,1,38,35,D4,8.573506759491778,gr.sat,0.18450114551113395,0.9843457731615601,48
f5_1_38_35_B6_35 evolved,f5,1,38,35,B6,8.57195816842445,gr.sat,0.18081283048897578,0.9849256287921417,48
f6_1_38_40_B8_40 evolved,f6,1,38,40,B8,9.961188062584979,gr.lagsat,0.12005550458790515,0.9976279655425718,46
f7_1_38_40_C7_40 evolved,f7,1,38,40,C7,10.812232102956603,gr.lagsat,0.144341544089191,0.9975818770917404,44
g10_1_38_40_G9_40 evolved,g10,1,38,40,G9,9.697215253815413,gr.sat,0.18284781986961943,0.9891084851935456,44
g2_1_38_35_G11_35 evolved,g2,1,38,35,G11,8.744300946122213,gr.sat,0.18469738610633632,0.9856349038935491,48
g4_1_38_35_B6_35 evolved,g4,1,38,35,B6,8.692010586463809,gr.sat,0.18569210153114765,0.9853139906993994,48
g6_1_38_40_D2_40 evolved,g6,1,38,40,D2,8.208851311481718,gr.sat,0.17774330561767485,0.9838100199512215,50
g7_1_38_40_G9_40 evolved,g7,1,38,40,G9,9.721715137724502,gr.sat,0.1792217939866546,0.9895049255853017,44
g8_1_38_35_G11_35 evolved,g8,1,38,35,G11,8.543335037668676,gr.sat,0.18003051713012821,0.9849399435499148,48
g9_1_38_35_D4_35 evolved,g9,1,38,35,D4,8.573987634902503,gr.sat,0.18462685628871447,0.9842412600460184,48
b11_1_41_35_G11_35 evolved,b11,1,41,35,G11,6.5332036513784475,gr.lagsat,0.05447149186247184,0.9984265323590279,59
b3_1_41_fRS585_fRS585,b3,1,41,fRS585,fRS585,3.606833424301422,gr.sat,0.0637042365776167,0.9838498826088539,80
b5_1_41_40_D2_40 evolved,b5,1,41,40,D2,4.741906149223074,gr.sat,0.0639040263960993,0.9917580050854823,73
b8_1_41_40_G9_40 evolved,b8,1,41,40,G9,8.39851904215066,gr.lagsat,0.15757625237298778,0.9942223529469831,51
c10_1_41_35_B8_35 evolved,c10,1,41,35,B8,5.3893467518945934,gr.lagsat,0.05792202853676132,0.9970038826587776,66
c2_1_41_35_G5_35 evolved,c2,1,41,35,G5,3.9012779039408083,gr.lagsat,0.06322934244939744,0.9891489935544824,79
c4_1_41_40_C7_40 evolved,c4,1,41,40,C7,5.4907781158423266,gr.lagsat,0.038465186302025875,0.9987193751268487,67
c5_1_41_35_G5_35 evolved,c5,1,41,35,G5,2.80956093086451,gr.sat,0.06328571673033857,0.970401099029823,89
c6_1_41_35_F4_35 evolved,c6,1,41,35,F4,3.354133763212642,gr.sat,0.05437908417166541,0.9855134575211808,85
c7_1_41_35_D4_35 evolved,c7,1,41,35,D4,4.0129041775727465,gr.lagsat,0.05463083724796316,0.9924366174575776,78
c8_1_41_40_F2_40 evolved,c8,1,41,40,F2,6.987430128671708,gr.lagsat,0.07410953911593368,0.9977287344476554,58
c9_1_41_40_D4_40 evolved,c9,1,41,40,D4,7.073873265390739,gr.lagsat,0.07067184402004836,0.9979971182253894,57
d10_1_41_40_B8_40 evolved,d10,1,41,40,B8,7.075741452789938,gr.lagsat,0.1358405091987789,0.9928756003118254,58
d2_1_41_40_B8_40 evolved,d2,1,41,40,B8,6.272108117691455,gr.lagsat,0.11312383436648016,0.9925073538956125,63
d4_1_41_40_F2_40 evolved,d4,1,41,40,F2,6.0450963233004735,gr.lagsat,0.06603676123173317,0.9972087995800443,63
d5_1_41_40_C7_40 evolved,d5,1,41,40,C7,5.3061636061658906,gr.lagsat,0.03527290085681421,0.9988422556811785,69
d7_1_41_35_B6_35 evolved,d7,1,41,35,B6,2.8428333476200067,gr.sat,0.06317187788464874,0.9712184647478576,89
e10_1_41_fRS585_fRS585,e10,1,41,fRS585,fRS585,4.106668512398848,gr.lagsat,0.04565505790232442,0.9954570236245041,77
e2_1_41_35_B8_35 evolved,e2,1,41,35,B8,2.8408052838121742,gr.sat,0.07769390243488969,0.9617199508835995,81
e3_1_41_35_F4_35 evolved,e3,1,41,35,F4,2.7742250717568093,gr.sat,0.07494172550369332,0.9622909890158022,83
e5_1_41_40_D4_40 evolved,e5,1,41,40,D4,5.044418471053769,gr.sat,0.07381956022868798,0.9905972121158232,71
e7_1_41_35_F4_35 evolved,e7,1,41,35,F4,2.992649222047294,gr.sat,0.06381178019119298,0.9734758701689511,89
e8_1_41_35_B8_35 evolved,e8,1,41,35,B8,3.2107733883680805,gr.sat,0.056310712624056625,0.9824709435606584,87
e9_1_41_40_D2_40 evolved,e9,1,41,40,D2,5.355729519499795,gr.lagsat,0.03232655582164765,0.9990403529409168,67
f10_1_41_40_F2_40 evolved,f10,1,41,40,F2,7.770153176537084,gr.lagsat,0.09413540960467773,0.9971148131703147,57
f11_1_41_fRS585_fRS585,f11,1,41,fRS585,fRS585,4.876211696077043,gr.lagsat,0.04825188559038636,0.9970039793676991,71
f2_1_41_35_G5_35 evolved,f2,1,41,35,G5,2.9810641041494192,gr.sat,0.09355420136499516,0.958653104904368,68
f3_1_41_40_D4_40 evolved,f3,1,41,40,D4,5.585646079310374,gr.sat,0.11859827432056301,0.9819538676926138,66
f4_1_41_35_D4_35 evolved,f4,1,41,35,D4,3.0480770421259455,gr.sat,0.09199280989349475,0.9622963370820903,67
f5_1_41_35_B6_35 evolved,f5,1,41,35,B6,3.1688182025323135,gr.sat,0.09615025514522281,0.9659838348782748,57
f6_1_41_40_B8_40 evolved,f6,1,41,40,B8,5.28137005924559,gr.sat,0.07985652728403261,0.9901030407742194,68
f7_1_41_40_C7_40 evolved,f7,1,41,40,C7,5.693573666925698,gr.lagsat,0.11317142076651189,0.9904766443067474,67
g10_1_41_40_G9_40 evolved,g10,1,41,40,G9,7.314204957837156,gr.lagsat,0.06945722268741679,0.9980357508791412,55
g2_1_41_35_G11_35 evolved,g2,1,41,35,G11,3.196029097860707,gr.lagsat,0.1074321062229952,0.9666831952633451,62
g4_1_41_35_B6_35 evolved,g4,1,41,35,B6,3.2559765765287336,gr.lagsat,0.08513011350665312,0.9846810578968016,55
g6_1_41_40_D2_40 evolved,g6,1,41,40,D2,4.241771730184557,gr.sat,0.0432640351495577,0.9946717616200674,79
g7_1_41_40_G9_40 evolved,g7,1,41,40,G9,6.914225400465485,gr.lagsat,0.06528128994242088,0.9981354964920421,58
g8_1_41_35_G11_35 evolved,g8,1,41,35,G11,2.778957270670522,gr.sat,0.060321135812159886,0.9713973693577246,91
g9_1_41_35_D4_35 evolved,g9,1,41,35,D4,3.4354422725650906,gr.lagsat,0.057077169174281926,0.986643304492814,85
b11_1_42_35_G11_35 evolved,b11,1,42,35,G11,3.833607898233264,gr.lagsat,0.09568354015547083,0.9889566830819119,44
b3_1_42_fRS585_fRS585,b3,1,42,fRS585,fRS585,2.068506946925697,gr.sat,0.07406977432805853,0.9604018270744893,42
b5_1_42_40_D2_40 evolved,b5,1,42,40,D2,2.369139117363926,gr.lagsat,0.04789075351522708,0.9919819152950367,51
b8_1_42_40_G9_40 evolved,b8,1,42,40,G9,5.5109331970711875,gr.lagsat,0.04790730918876642,0.9981661897174342,63
c10_1_42_35_B8_35 evolved,c10,1,42,35,B8,3.4023124290505256,gr.lagsat,0.11139524138045331,0.980179485222794,43
c2_1_42_35_G5_35 evolved,c2,1,42,35,G5,2.077237985706049,gr.lagsat,0.08874295646487099,0.9649081980533497,42
c4_1_42_40_C7_40 evolved,c4,1,42,40,C7,2.865155582508619,gr.lagsat,0.05771986494599917,0.9917527126518288,50
c5_1_42_35_G5_35 evolved,c5,1,42,35,G5,2.1947151184973195,gr.sat,0.07825164074693179,0.9614136678347195,43
c6_1_42_35_F4_35 evolved,c6,1,42,35,F4,3.7269094177078226,gr.lagsat,0.13861888963638014,0.9744138020773065,41
c7_1_42_35_D4_35 evolved,c7,1,42,35,D4,2.7271209755580608,gr.lagsat,0.11529138472770957,0.9692649882380359,42
c8_1_42_40_F2_40 evolved,c8,1,42,40,F2,2.862058259805729,gr.sat,0.052556417742768105,0.9825746074568069,80
c9_1_42_40_D4_40 evolved,c9,1,42,40,D4,3.9473614860532678,gr.lagsat,0.041255768667163906,0.9956205290618341,79
d10_1_42_40_B8_40 evolved,d10,1,42,40,B8,3.256030159195987,gr.sat,0.03439006916025922,0.9935984259607908,87
d2_1_42_40_B8_40 evolved,d2,1,42,40,B8,2.3212427761742296,gr.sat,0.03467954249122709,0.9909345814456904,63
d4_1_42_40_F2_40 evolved,d4,1,42,40,F2,3.3937160414290735,gr.lagsat,0.05374973910537225,0.9940620539421091,61
d5_1_42_40_C7_40 evolved,d5,1,42,40,C7,3.03401478897464,gr.lagsat,0.05234169333164876,0.9931102485890725,50
d7_1_42_35_B6_35 evolved,d7,1,42,35,B6,2.746470477788269,gr.lagsat,0.10873208181589444,0.9703845758046202,42
e10_1_42_fRS585_fRS585,e10,1,42,fRS585,fRS585,3.0753389064833114,gr.lagsat,0.1164373133348044,0.9725994145365102,42
e2_1_42_35_B8_35 evolved,e2,1,42,35,B8,2.2706914398045948,gr.lagsat,0.09521263287927575,0.9654487799088182,41
e3_1_42_35_F4_35 evolved,e3,1,42,35,F4,3.6924173589925213,gr.lagsat,0.13493723584036676,0.9751142867867753,41
e5_1_42_40_D4_40 evolved,e5,1,42,40,D4,2.5173146909731168,gr.lagsat,0.03890474237099896,0.9930036675361127,60
e7_1_42_35_F4_35 evolved,e7,1,42,35,F4,3.9848165750296447,gr.lagsat,0.12996742206103723,0.9789925010403713,42
e8_1_42_35_B8_35 evolved,e8,1,42,35,B8,3.435355851259918,gr.lagsat,0.12910146621348878,0.9751580718231844,42
e9_1_42_40_D2_40 evolved,e9,1,42,40,D2,3.6954809710761576,gr.lagsat,0.060775210250462446,0.9901065046569834,75
f10_1_42_40_F2_40 evolved,f10,1,42,40,F2,2.9477400776672193,gr.lagsat,0.06671389306093112,0.9834343454067013,66
f11_1_42_fRS585_fRS585,f11,1,42,fRS585,fRS585,2.754155399609407,gr.lagsat,0.11452873326529599,0.9697014751096151,42
f2_1_42_35_G5_35 evolved,f2,1,42,35,G5,2.150553409233654,gr.sat,0.07422869118460863,0.9644544306920082,43
f3_1_42_40_D4_40 evolved,f3,1,42,40,D4,5.168605933781151,gr.lagsat,0.05344857315565769,0.9970620238509287,68
f4_1_42_35_D4_35 evolved,f4,1,42,35,D4,2.736665914856122,gr.lagsat,0.11818626071923248,0.9701486783343489,42
f5_1_42_35_B6_35 evolved,f5,1,42,35,B6,2.324916459591308,gr.lagsat,0.09843281629564726,0.9684937618770634,42
f6_1_42_40_B8_40 evolved,f6,1,42,40,B8,2.4010500426520136,gr.sat,0.05999533854742593,0.9730861336875736,69
f7_1_42_40_C7_40 evolved,f7,1,42,40,C7,3.1190291261751137,gr.lagsat,0.045042992166356224,0.9954331646554017,52
g10_1_42_40_G9_40 evolved,g10,1,42,40,G9,3.7636163064924673,gr.sat,0.058580289702237845,0.9891729314808427,72
g2_1_42_35_G11_35 evolved,g2,1,42,35,G11,2.331718072544525,gr.lagsat,0.09704732246866607,0.965813052145925,41
g4_1_42_35_B6_35 evolved,g4,1,42,35,B6,2.6314378814634045,gr.lagsat,0.0935987740448787,0.9731241212444417,42
g6_1_42_40_D2_40 evolved,g6,1,42,40,D2,2.779865713695553,gr.lagsat,0.05522207828505571,0.9917644434750815,49
g7_1_42_40_G9_40 evolved,g7,1,42,40,G9,3.34212218335469,gr.sat,0.050634971536193944,0.9901615498484869,67
g8_1_42_35_G11_35 evolved,g8,1,42,35,G11,3.1862843329430306,gr.lagsat,0.12345701821812688,0.9726924154924615,42
g9_1_42_35_D4_35 evolved,g9,1,42,35,D4,2.66067093418047,gr.lagsat,0.11326650223393903,0.9722918711969623,43
b11_2_25_35_D8_35 evolved,b11,2,25,35,D8,6.5729899679115125,gr.lagsat,0.1048883879201173,0.9950550363328677,60
b2_2_25_35_E9_35 evolved,b2,2,25,35,E9,5.181646391219357,gr.sat,0.11452178532690231,0.9780299893586496,72
b3_2_25_40_E9_40 evolved,b3,2,25,40,E9,6.393303750814247,gr.lagsat,0.09493993078827447,0.9953796414612838,61
b4_2_25_40_G11_40 evolved,b4,2,25,40,G11,6.469172507817965,gr.lagsat,0.09795107243511528,0.9952248483972534,60
b5_2_25_40_E11_40 evolved,b5,2,25,40,E11,5.162314024048487,gr.sat,0.11567100284020689,0.9776713082835929,73
b8_2_25_35_B2_35 evolved,b8,2,25,35,B2,6.504901897221802,gr.lagsat,0.10745961244145859,0.9947716601881823,60
b9_2_25_fRS585_fRS585,b9,2,25,fRS585,fRS585,4.9820072823609785,gr.sat,0.11561209368992223,0.9751666522737357,75
c11_2_25_35_C7_35 evolved,c11,2,25,35,C7,6.667790645257781,gr.lagsat,0.10653023223504642,0.9949353888997938,59
c2_2_25_40_B2_40 evolved,c2,2,25,40,B2,5.9187791870478765,gr.lagsat,0.08282840933181722,0.9956472005074212,63
c3_2_25_40_G11_40 evolved,c3,2,25,40,G11,6.401336592889754,gr.lagsat,0.09778767019774867,0.9951715528104698,61
c4_2_25_40_E11_40 evolved,c4,2,25,40,E11,5.201415442184898,gr.sat,0.11666240848109176,0.9774350076051465,73
c5_2_25_40_E9_40 evolved,c5,2,25,40,E9,6.3679743038725825,gr.lagsat,0.09985523243635701,0.9952173063691624,60
c9_2_25_fRS585_fRS585,c9,2,25,fRS585,fRS585,6.637103716015893,gr.lagsat,0.11073839752283024,0.9948580443307236,60
d10_2_25_35_E9_35 evolved,d10,2,25,35,E9,6.564567810184822,gr.lagsat,0.10642175064293605,0.9948147041771002,60
d11_2_25_40_B2_40 evolved,d11,2,25,40,B2,4.919376423881833,gr.sat,0.09813475643011947,0.9811544321471407,75
d2_2_25_40_C9_40 evolved,d2,2,25,40,C9,6.53675606778662,gr.lagsat,0.10492619462065036,0.9948436980108591,60
d3_2_25_35_D8_35 evolved,d3,2,25,35,D8,6.545464464453492,gr.lagsat,0.10168333013955226,0.9950327339811833,60
d4_2_25_35_D8_35 evolved,d4,2,25,35,D8,6.490018420712173,gr.lagsat,0.10295956326580057,0.9948670378617854,60
