rep.id,well,block,test_temperature,strain,evolution_history,mu,best_model,se,R2,n_obs
g4_3_25_40_C5_40 evolved,g4,3,25,40,C5,6.4307640001078905,gr.lagsat,0.09419265884665826,0.9955332231561902,61
g5_3_25_40_F6_40 evolved,g5,3,25,40,F6,5.340739810862901,gr.sat,0.11525431924965243,0.9791035130052468,71
g7_3_25_35_C5_35 evolved,g7,3,25,35,C5,5.273243278517776,gr.sat,0.11656077526537457,0.978033958472159,72
g8_3_25_40_B6_40 evolved,g8,3,25,40,B6,6.566456985558137,gr.lagsat,0.09729841159285885,0.9956251571424973,61
b10_3_35_40_F6_40 evolved,b10,3,35,40,F6,8.367547740977168,gr.sat,0.17898410695651956,0.9847232456344384,48
b11_3_35_40_G5_40 evolved,b11,3,35,40,G5,7.5967903829167165,gr.sat,0.16202421738645345,0.9841735202647739,53
b2_3_35_40_B6_40 evolved,b2,3,35,40,B6,9.367235825869246,gr.lagsat,0.1361275375605158,0.9965716024157321,48
b3_3_35_fRS585_fRS585,b3,3,35,fRS585,fRS585,10.187047891999065,gr.lagsat,0.1616813239332245,0.9958989111067309,45
b4_3_35_35_E11_35 evolved,b4,3,35,35,E11,8.287637804333075,gr.sat,0.19329498273128662,0.9822749994693197,49
b5_3_35_35_D2_35 evolved,b5,3,35,35,D2,10.24443411784995,gr.lagsat,0.15884166806460956,0.9960602453436939,45
b7_3_35_fRS585_fRS585,b7,3,35,fRS585,fRS585,8.273650883917062,gr.sat,0.1760435910617899,0.9847980690438662,48
b8_3_35_35_E11_35 evolved,b8,3,35,35,E11,10.428278639449472,gr.lagsat,0.1671903368857689,0.9960733993344054,45
b9_3_35_40_C5_40 evolved,b9,3,35,40,C5,9.34563514240829,gr.lagsat,0.1394840783866821,0.9963866833672627,48
c2_3_35_35_E11_35 evolved,c2,3,35,35,E11,10.40902855010082,gr.lagsat,0.16774717211284135,0.9960326121704443,45
c3_3_35_40_E7_40 evolved,c3,3,35,40,E7,8.252708646426218,gr.sat,0.1758998851937658,0.9845007847418096,49
c4_3_35_35_C9_35 evolved,c4,3,35,35,C9,8.555741749884534,gr.sat,0.1909706529968029,0.9837990359956829,48
c5_3_35_35_D2_35 evolved,c5,3,35,35,D2,8.255745855569003,gr.sat,0.1800263604277869,0.9845277042776798,49
c7_3_35_40_D8_40 evolved,c7,3,35,40,D8,7.884049275294081,gr.sat,0.16293822577798536,0.9857095487487851,51
c8_3_35_35_F2_35 evolved,c8,3,35,35,F2,8.01440533558344,gr.sat,0.18958937255136435,0.9811863454342262,49
c9_3_35_fRS585_fRS585,c9,3,35,fRS585,fRS585,8.130489704318737,gr.sat,0.17771956707374026,0.9836465091954507,49
d10_3_35_35_C5_35 evolved,d10,3,35,35,C5,10.408341361889244,gr.lagsat,0.16275702160565977,0.996217589679903,45
d2_3_35_35_C9_35 evolved,d2,3,35,35,C9,8.159559014771347,gr.sat,0.18752930510339372,0.9828502872814209,49
d5_3_35_35_E7_35 evolved,d5,3,35,35,E7,8.417531745229386,gr.sat,0.1749254279252172,0.9852349995741095,48
d6_3_35_35_C9_35 evolved,d6,3,35,35,C9,7.968165411596263,gr.sat,0.1854952615745363,0.981487557107091,49
d7_3_35_40_D8_40 evolved,d7,3,35,40,D8,9.695849748753536,gr.lagsat,0.14328419615477977,0.996517714156183,46
e11_3_35_40_E7_40 evolved,e11,3,35,40,E7,8.083140300131506,gr.sat,0.17468846994585036,0.9844261308130109,50
e2_3_35_40_B6_40 evolved,e2,3,35,40,B6,9.37788044687413,gr.lagsat,0.1314665249356034,0.996784060456644,48
e4_3_35_35_C5_35 evolved,e4,3,35,35,C5,8.31328869615235,gr.sat,0.1766544735128032,0.9848771559148263,48
e5_3_35_40_G5_40 evolved,e5,3,35,40,G5,8.129316525438771,gr.sat,0.1898172057625844,0.9815284873629428,51
f11_3_35_35_F2_35 evolved,f11,3,35,35,F2,8.050243485358495,gr.sat,0.18765884447843317,0.9817755447178191,50
f2_3_35_40_F6_40 evolved,f2,3,35,40,F6,11.537871637572357,gr.lagsat,0.31445845890208945,0.9896414395146468,44
f3_3_35_35_E7_35 evolved,f3,3,35,35,E7,8.662136365711413,gr.sat,0.17732543993162547,0.9858042235063678,47
f4_3_35_40_C5_40 evolved,f4,3,35,40,C5,9.274751485597026,gr.lagsat,0.13768392323516468,0.9964587680388977,48
f5_3_35_40_D8_40 evolved,f5,3,35,40,D8,9.627828991629883,gr.lagsat,0.2052899068534725,0.9930055024346915,48
f7_3_35_35_D2_35 evolved,f7,3,35,35,D2,10.464789506175434,gr.lagsat,0.1652109244991578,0.9961851801043923,45
f8_3_35_40_G5_40 evolved,f8,3,35,40,G5,9.745285968419052,gr.lagsat,0.1434360686041186,0.9966237822471282,47
g10_3_35_35_F2_35 evolved,g10,3,35,35,F2,10.268693542087311,gr.lagsat,0.1546914319296171,0.9962383079150662,45
g2_3_35_40_E7_40 evolved,g2,3,35,40,E7,10.17211032697324,gr.lagsat,0.153249984782625,0.9963602051188734,46
g3_3_35_35_E7_35 evolved,g3,3,35,35,E7,8.518336454219805,gr.sat,0.1826569899294494,0.985081046659993,48
g4_3_35_40_C5_40 evolved,g4,3,35,40,C5,9.424221457468695,gr.lagsat,0.13790545084984746,0.9964703822235729,47
g5_3_35_40_F6_40 evolved,g5,3,35,40,F6,10.685046935988217,gr.lagsat,0.17210392332529043,0.9963347908250115,45
g7_3_35_35_C5_35 evolved,g7,3,35,35,C5,8.3341481227322909,gr.sat,0.17842754316114623,0.9847845378752805,49
g8_3_35_40_B6_40 evolved,g8,3,35,40,B6,9.407276538829914,gr.lagsat,0.1340901484991474,0.9966660638233069,47
b10_3_38_40_F6_40 evolved,b10,3,38,40,F6,8.959271093645965,gr.sat,0.21758477950827515,0.9803860781935722,47
b11_3_38_40_G5_40 evolved,b11,3,38,40,G5,8.133015698891672,gr.sat,0.16527257397173079,0.9856429072802092,50
b2_3_38_40_B6_40 evolved,b2,3,38,40,B6,8.305986367872272,gr.sat,0.1599679456153525,0.9875050743436128,50
b3_3_38_fRS585_fRS585,b3,3,38,fRS585,fRS585,8.588778974334371,gr.sat,0.18355001641883936,0.9847431453614066,48
b4_3_38_35_E11_35 evolved,b4,3,38,35,E11,8.496322141880977,gr.sat,0.17906748310261195,0.9851115268316196,48
b5_3_38_35_D2_35 evolved,b5,3,38,35,D2,8.795338588238817,gr.sat,0.18401550392386304,0.9857888996321145,48
b7_3_38_fRS585_fRS585,b7,3,38,fRS585,fRS585,8.644619974986032,gr.sat,0.18492185130293728,0.98542987535552,48
b8_3_38_35_E11_35 evolved,b8,3,38,35,E11,10.947609291864246,gr.lagsat,0.14904298811075944,0.9973519982615657,44
b9_3_38_40_C5_40 evolved,b9,3,38,40,C5,8.27918286065679,gr.sat,0.15683046307386023,0.9880341775578282,50
c2_3_38_35_E11_35 evolved,c2,3,38,35,E11,8.676375472407807,gr.sat,0.1766088525193256,0.9865291556772577,48
c3_3_38_40_E7_40 evolved,c3,3,38,40,E7,8.4891276181143,gr.sat,0.18422744386803303,0.9847440622899535,49
c4_3_38_35_C9_35 evolved,c4,3,38,35,C9,8.756928954820236,gr.sat,0.17920429790198544,0.9860910212013347,47
c5_3_38_35_D2_35 evolved,c5,3,38,35,D2,8.667299547932867,gr.sat,0.18272771730075282,0.985593439630065,48
c7_3_38_40_D8_40 evolved,c7,3,38,40,D8,8.339647428129007,gr.sat,0.1686792085734748,0.9861465314972503,49
c8_3_38_35_F2_35 evolved,c8,3,38,35,F2,8.512730297793604,gr.sat,0.18301341619594452,0.9847239805156209,49
c9_3_38_fRS585_fRS585,c9,3,38,fRS585,fRS585,8.696256356429215,gr.sat,0.18915237175296545,0.9840922190418521,48
d10_3_38_35_C5_35 evolved,d10,3,38,35,C5,8.623927612632732,gr.sat,0.185472857465138,0.9844264345029329,48
d2_3_38_35_C9_35 evolved,d2,3,38,35,C9,8.657822031513144,gr.sat,0.18161429287471248,0.9856144242029207,48
d5_3_38_35_E7_35 evolved,d5,3,38,35,E7,8.524729473174638,gr.sat,0.18685864714874165,0.9841415172019368,49
d6_3_38_35_C9_35 evolved,d6,3,38,35,C9,8.596553905776396,gr.sat,0.18346231797849266,0.9845701697561873,48
d7_3_38_40_D8_40 evolved,d7,3,38,40,D8,10.324839664886838,gr.lagsat,0.13506220875491043,0.9973729015898032,46
e11_3_38_40_E7_40 evolved,e11,3,38,40,E7,10.98188185200209,gr.lagsat,0.14792051161717126,0.9974489400515333,45
e2_3_38_40_B6_40 evolved,e2,3,38,40,B6,8.098997330655838,gr.sat,0.1649523129026713,0.9857640159676196,50
e4_3_38_35_C5_35 evolved,e4,3,38,35,C5,8.595246877041589,gr.sat,0.19321066329548744,0.9831274879897501,48
e5_3_38_40_G5_40 evolved,e5,3,38,40,G5,8.167451104646144,gr.sat,0.16342189676965294,0.986268385816679,50
f11_3_38_35_F2_35 evolved,f11,3,38,35,F2,8.757858625561756,gr.sat,0.19112404037842082,0.9846767165044163,48
f2_3_38_40_F6_40 evolved,f2,3,38,40,F6,8.75505984604885,gr.sat,0.17627253206984028,0.9864034450346497,47
f3_3_38_35_E7_35 evolved,f3,3,38,35,E7,8.856715622188402,gr.sat,0.21335951948920204,0.9807781923716122,47
f4_3_38_40_C5_40 evolved,f4,3,38,40,C5,8.186833114571884,gr.sat,0.1532543048092211,0.988388371172157,50
f5_3_38_40_D8_40 evolved,f5,3,38,40,D8,8.298842086526212,gr.sat,0.18203763429395703,0.9839665071209321,50
f7_3_38_35_D2_35 evolved,f7,3,38,35,D2,8.701324753537161,gr.sat,0.18561569302891232,0.9854423833904679,48
f8_3_38_40_G5_40 evolved,f8,3,38,40,G5,8.235696956997602,gr.sat,0.1610403726108212,0.9867413853429932,50
g10_3_38_35_F2_35 evolved,g10,3,38,35,F2,8.868136325781954,gr.sat,0.21149825801524055,0.9819232696339742,48
g2_3_38_40_E7_40 evolved,g2,3,38,40,E7,8.420720887046286,gr.sat,0.17907961029269387,0.9844389552230544,49
g3_3_38_35_E7_35 evolved,g3,3,38,35,E7,11.1864011339577,gr.lagsat,0.1460354018850294,0.9974906511279225,44
g4_3_38_40_C5_40 evolved,g4,3,38,40,C5,8.21540728227462,gr.sat,0.14854329029745872,0.9889686368654246,50
g5_3_38_40_F6_40 evolved,g5,3,38,40,F6,8.662173043791446,gr.sat,0.18416684220365764,0.9852711807936161,48
g7_3_38_35_C5_35 evolved,g7,3,38,35,C5,8.504259722013662,gr.sat,0.18953625779994732,0.9839122504102759,49
g8_3_38_40_B6_40 evolved,g8,3,38,40,B6,7.984948129412422,gr.sat,0.17209513028515605,0.9845567224152155,51
b10_3_41_40_F6_40 evolved,b10,3,41,40,F6,7.429242181797127,gr.lagsat,0.0708836873261477,0.9982184768025304,53
b11_3_41_40_G5_40 evolved,b11,3,41,40,G5,6.79263328282056,gr.lagsat,0.07045318899674657,0.9978790614749214,57
b2_3_41_40_B6_40 evolved,b2,3,41,40,B6,6.380371486969172,gr.sat,0.15439375123837792,0.9767352251134799,63
b3_3_41_fRS585_fRS585,b3,3,41,fRS585,fRS585,4.55923479144386,gr.lagsat,0.06810819604757135,0.9927071816838214,69
b4_3_41_35_E11_35 evolved,b4,3,41,35,E11,3.7765254723769246,gr.sat,0.06216575934933937,0.9869145494494713,76
b5_3_41_35_D2_35 evolved,b5,3,41,35,D2,5.76154586103468,gr.lagsat,0.05347485443439264,0.9980619727210288,61
b7_3_41_fRS585_fRS585,b7,3,41,fRS585,fRS585,4.812853117915732,gr.lagsat,0.11221048662501996,0.9829625546220739,71
b8_3_41_35_E11_35 evolved,b8,3,41,35,E11,6.888182923173643,gr.lagsat,0.0735639653931963,0.9980489383302774,53
b9_3_41_40_C5_40 evolved,b9,3,41,40,C5,7.05918735536679,gr.lagsat,0.07082551535143311,0.9980598289009722,56
c2_3_41_35_E11_35 evolved,c2,3,41,35,E11,5.524717659647862,gr.lagsat,0.048882309827149806,0.9979293170415098,64
c3_3_41_40_E7_40 evolved,c3,3,41,40,E7,6.9146957006791085,gr.lagsat,0.063874637767863,0.9981575173560487,56
c4_3_41_35_C9_35 evolved,c4,3,41,35,C9,6.2519195704324,gr.lagsat,0.06157855120373164,0.998010618785814,57
c5_3_41_35_D2_35 evolved,c5,3,41,35,D2,4.03210695339072,gr.lagsat,0.07105460022147848,0.989204289555058,72
c7_3_41_40_D8_40 evolved,c7,3,41,40,D8,6.713155503337143,gr.lagsat,0.07279604083197314,0.9975924431044183,57
c8_3_41_35_F2_35 evolved,c8,3,41,35,F2,4.7392332009433975,gr.lagsat,0.05479888938424894,0.9960608945234417,68
c9_3_41_fRS585_fRS585,c9,3,41,fRS585,fRS585,4.640068308628773,gr.lagsat,0.050476250614116855,0.9964097529638319,69
d10_3_41_35_C5_35 evolved,d10,3,41,35,C5,3.5744680304896876,gr.lagsat,0.04847397319067386,0.9917860337701705,81
d2_3_41_35_C9_35 evolved,d2,3,41,35,C9,6.0326750203189325,gr.lagsat,0.05552174066201461,0.9980073551625779,59
d5_3_41_35_E7_35 evolved,d5,3,41,35,E7,3.3620639315314285,gr.sat,0.08107142830006374,0.975796548228109,66
d6_3_41_35_C9_35 evolved,d6,3,41,35,C9,3.6027896767115455,gr.sat,0.08624353765378028,0.9760587893291518,66
d7_3_41_40_D8_40 evolved,d7,3,41,40,D8,6.012934635272515,gr.lagsat,0.0494527774828968,0.9983587723216953,61
e11_3_41_40_E7_40 evolved,e11,3,41,40,E7,7.061155552673264,gr.lagsat,0.06524180629385849,0.9982757071434348,55
e2_3_41_40_B6_40 evolved,e2,3,41,40,B6,6.646379595875824,gr.lagsat,0.07063176153360999,0.9977513349824118,57
e4_3_41_35_C5_35 evolved,e4,3,41,35,C5,3.3553197897574103,gr.sat,0.080423009922889,0.9772077892534969,62
e5_3_41_40_G5_40 evolved,e5,3,41,40,G5,4.372057073440293,gr.sat,0.05221849980624267,0.9932678351667393,74
f11_3_41_35_F2_35 evolved,f11,3,41,35,F2,4.7427265233886535,gr.lagsat,0.04253418076722874,0.9976023763994221,70
f2_3_41_40_F6_40 evolved,f2,3,41,40,F6,8.178015417335008,gr.lagsat,0.08998660915375921,0.9979705228975739,50
f3_3_41_35_E7_35 evolved,f3,3,41,35,E7,4.546935851329076,gr.lagsat,0.1032728018348368,0.9848441238410551,66
f4_3_41_40_C5_40 evolved,f4,3,41,40,C5,6.183240011847027,gr.lagsat,0.05828491176779009,0.9980003346414194,60
f5_3_41_40_D8_40 evolved,f5,3,41,40,D8,6.217489812374498,gr.lagsat,0.054072971743588445,0.9983799318196099,59
f7_3_41_35_D2_35 evolved,f7,3,41,35,D2,3.711249108231144,gr.sat,0.07663212017362071,0.9804157242425507,73
f8_3_41_40_G5_40 evolved,f8,3,41,40,G5,5.969693159651379,gr.lagsat,0.1229512316890954,0.9902296573628978,62
g10_3_41_35_F2_35 evolved,g10,3,41,35,F2,6.929434034388102,gr.lagsat,0.06866922974170331,0.9980369754898283,55
g2_3_41_40_E7_40 evolved,g2,3,41,40,E7,8.501578176983617,gr.lagsat,0.09621364330859648,0.9978784902075507,48
g3_3_41_35_E7_35 evolved,g3,3,41,35,E7,7.103885278315688,gr.lagsat,0.07862492846759336,0.9977010937551273,55
g4_3_41_40_C5_40 evolved,g4,3,41,40,C5,7.380443199036649,gr.lagsat,0.0797472768254874,0.9977131376177578,53
g5_3_41_40_F6_40 evolved,g5,3,41,40,F6,8.90617657323529,gr.lagsat,0.2031386120619004,0.9926901410800925,48
g7_3_41_35_C5_35 evolved,g7,3,41,35,C5,6.861785182947267,gr.lagsat,0.08181525367862376,0.9971606914215543,56
g8_3_41_40_B6_40 evolved,g8,3,41,40,B6,7.288558614685025,gr.lagsat,0.08530220130279308,0.9975443713283512,53
b10_3_42_40_F6_40 evolved,b10,3,42,40,F6,2.1430860920017816,gr.sat,0.06843123428292759,0.9486592722289409,82
b11_3_42_40_G5_40 evolved,b11,3,42,40,G5,1.9407460958766163,gr.sat,0.031595024611458224,0.9762130335851191,97
b2_3_42_40_B6_40 evolved,b2,3,42,40,B6,1.9715984908902826,gr.lagsat,0.04710543150370407,0.9889379296210822,51
b3_3_42_fRS585_fRS585,b3,3,42,fRS585,fRS585,1.8762245656673595,gr.sat,0.0700196019418022,0.9581470289264059,43
b4_3_42_35_E11_35 evolved,b4,3,42,35,E11,1.8794405888034909,gr.lagsat,0.07449374718641663,0.9672105860570398,43
b5_3_42_35_D2_35 evolved,b5,3,42,35,D2,1.8434491886274433,gr.lagsat,0.08139483045447773,0.9653141368583283,43
b7_3_42_fRS585_fRS585,b7,3,42,fRS585,fRS585,2.0841870677994656,gr.sat,0.07307106594507012,0.9638981776261322,43
b8_3_42_35_E11_35 evolved,b8,3,42,35,E11,2.3496881242373666,gr.lagsat,0.08919361781833589,0.9734338169122564,44
b9_3_42_40_C5_40 evolved,b9,3,42,40,C5,2.308147550784664,gr.sat,0.03342391976689647,0.9848591189910039,97
c2_3_42_35_E11_35 evolved,c2,3,42,35,E11,1.701259326262295,gr.lagsat,0.08370265799855453,0.9591919954901732,42
c3_3_42_40_E7_40 evolved,c3,3,42,40,E7,2.029627010302584,gr.lagsat,0.03508322851337381,0.9937110356678617,51
c4_3_42_35_C9_35 evolved,c4,3,42,35,C9,1.7159173687404379,gr.lagsat,0.07556715668587109,0.9611936410798001,42
c5_3_42_35_D2_35 evolved,c5,3,42,35,D2,1.6568946817189851,gr.lagsat,0.06963325278344092,0.9654651450824403,43
c7_3_42_40_D8_40 evolved,c7,3,42,40,D8,2.0956993245129083,gr.sat,0.028095268932919998,0.9933847479543848,57
c8_3_42_35_F2_35 evolved,c8,3,42,35,F2,1.9133159295708544,gr.sat,0.06713754720154791,0.9622217308316511,44
c9_3_42_fRS585_fRS585,c9,3,42,fRS585,fRS585,2.021512838368872,gr.sat,0.07013505537066132,0.962326573186017,43
d10_3_42_35_C5_35 evolved,d10,3,42,35,C5,3.3899738532644528,gr.sat,0.0937291758462985,0.9759413729093498,43
d2_3_42_35_C9_35 evolved,d2,3,42,35,C9,1.6020665366450226,gr.lagsat,0.07543894819980236,0.9579243669482517,42
d5_3_42_35_E7_35 evolved,d5,3,42,35,E7,1.5956016029799467,gr.lagsat,0.06486339604431428,0.9672550564040998,43
d6_3_42_35_C9_35 evolved,d6,3,42,35,C9,1.648082891798463,gr.lagsat,0.07189741000028574,0.9619798265498811,43
d7_3_42_40_D8_40 evolved,d7,3,42,40,D8,1.9195098194739857,gr.sat,0.026963615872357523,0.992922608951039,56
e11_3_42_40_E7_40 evolved,e11,3,42,40,E7,2.1581239097127196,gr.sat,0.10944045317242725,0.9083100815148062,62
e2_3_42_40_B6_40 evolved,e2,3,42,40,B6,1.500354214041648,gr.lagsat,0.038217235986963624,0.9854667280124937,49
e4_3_42_35_C5_35 evolved,e4,3,42,35,C5,2.714504325371782,gr.lagsat,0.09784896460052904,0.9747954169889739,42
e5_3_42_40_G5_40 evolved,e5,3,42,40,G5,1.5975623710796985,gr.lagsat,0.03231149835398817,0.9912080916197439,52
f11_3_42_35_F2_35 evolved,f11,3,42,35,F2,2.095540507929475,gr.lagsat,0.09432646705974868,0.9671351691332173,43
f2_3_42_40_F6_40 evolved,f2,3,42,40,F6,2.0067556896787573,gr.lagsat,0.051698757584649424,0.9839318265793074,48
f3_3_42_35_E7_35 evolved,f3,3,42,35,E7,1.430732943721366,gr.sat,0.0535935003353512,0.956950060438789,42
f4_3_42_40_C5_40 evolved,f4,3,42,40,C5,1.7246764439779239,gr.sat,0.022619162561079813,0.9936827350046057,55
f5_3_42_40_D8_40 evolved,f5,3,42,40,D8,1.689279068599026,gr.sat,0.02649583692764821,0.9911335921456979,53
f7_3_42_35_D2_35 evolved,f7,3,42,35,D2,1.5739622413467456,gr.lagsat,0.06231489974619738,0.9647359135464799,43
f8_3_42_40_G5_40 evolved,f8,3,42,40,G5,1.7008727301502955,gr.sat,0.030595526021356734,0.9888984196247019,54
g10_3_42_35_F2_35 evolved,g10,3,42,35,F2,1.8849872816813336,gr.sat,0.06220104159369232,0.9666291396330765,44
g2_3_42_40_E7_40 evolved,g2,3,42,40,E7,1.7151882481656178,gr.lagsat,0.036171313893599996,0.9904689331793382,50
g3_3_42_35_E7_35 evolved,g3,3,42,35,E7,1.4617968917838282,gr.lagsat,0.06158251837853868,0.9643765661989261,42
g4_3_42_40_C5_40 evolved,g4,3,42,40,C5,1.7709555705307025,gr.sat,0.02627314547711198,0.9922563078573854,55
g5_3_42_40_F6_40 evolved,g5,3,42,40,F6,1.9607867177520024,gr.lagsat,0.05598846755390917,0.9836733649664264,47
g7_3_42_35_C5_35 evolved,g7,3,42,35,C5,3.0233587553506536,gr.lagsat,0.10102487343361691,0.9791996024925388,42
g8_3_42_40_B6_40 evolved,g8,3,42,40,B6,1.9040366768781234,gr.lagsat,0.039704345257342316,0.9908211893495432,51
