rep.id,n_min,status,n_points_selected,r_final,r_se_final,converged,time_max_used,note
b3_3_41_fRS585_fRS585,15,success,41,5.0993891751349425,0.07093642813297683,TRUE,0.4166666666666667,Selected first 41 of 97 available points
b3_3_42_fRS585_fRS585,15,success,36,1.893038199875115,0.02392162041157227,TRUE,0.3645833333333333,Selected first 36 of 97 available points
b4_2_41_40_G11_40 evolved,15,success,41,7.405547420227584,0.11172433799803712,TRUE,0.4166666666666667,Selected first 41 of 97 available points
b4_2_42_40_G11_40 evolved,15,success,50,3.588172963514347,0.042219143870788345,TRUE,0.5104166666666666,Selected first 50 of 97 available points
b4_3_41_35_E11_35 evolved,15,success,40,4.604416907033164,0.07672206975907271,TRUE,0.40625,Selected first 40 of 97 available points
b4_3_42_35_E11_35 evolved,15,success,36,1.7804338953493204,0.026581152326676898,TRUE,0.3645833333333333,Selected first 36 of 97 available points
b5_1_41_40_D2_40 evolved,15,success,57,5.330224261606855,0.051210785307168355,TRUE,0.5833333333333334,Selected first 57 of 97 available points
b5_1_42_40_D2_40 evolved,15,success,42,2.202138321010004,0.038323273657254055,TRUE,0.4270833333333333,Selected first 42 of 97 available points
b5_2_41_40_E11_40 evolved,15,success,44,6.615682437738501,0.08678833969846349,TRUE,0.4479166666666667,Selected first 44 of 97 available points
b5_2_42_40_E11_40 evolved,15,success,40,2.6382623440795783,0.05020424707181346,TRUE,0.40625,Selected first 40 of 97 available points
b5_3_41_35_D2_35 evolved,15,success,47,5.762960788899896,0.08402168439963299,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b5_3_42_35_D2_35 evolved,15,success,36,1.709029461686365,0.029132238922179084,TRUE,0.3645833333333333,Selected first 36 of 97 available points
b7_3_41_fRS585_fRS585,15,success,43,5.260703777130804,0.0702574624909696,TRUE,0.4375,Selected first 43 of 97 available points
b7_3_42_fRS585_fRS585,15,success,35,2.133109765226887,0.03318135126082782,TRUE,0.3541666666666667,Selected first 35 of 97 available points
b8_1_41_40_G9_40 evolved,15,success,39,7.88390279083978,0.127675920624662,TRUE,0.3958333333333333,Selected first 39 of 97 available points
b8_1_42_40_G9_40 evolved,15,success,47,5.614606551235741,0.07320100942373746,TRUE,0.4791666666666667,Selected first 47 of 97 available points
b8_2_41_35_B2_35 evolved,15,success,46,5.784416242230418,0.0719378167849908,TRUE,0.46875,Selected first 46 of 97 available points
b8_2_42_35_B2_35 evolved,15,success,38,2.0641433461521395,0.035435861116638094,TRUE,0.3854166666666667,Selected first 38 of 97 available points
b8_3_41_35_E11_35 evolved,15,success,46,6.756237822833179,0.15188489242218214,TRUE,0.46875,Selected first 46 of 97 available points
b8_3_42_35_E11_35 evolved,15,success,37,2.200374840272295,0.03671390256569467,TRUE,0.375,Selected first 37 of 97 available points
b9_2_41_fRS585_fRS585,15,success,43,6.447348444816511,0.09007474991947714,TRUE,0.4375,Selected first 43 of 97 available points
b9_2_42_fRS585_fRS585,15,success,37,2.449110454649421,0.046092669637704635,TRUE,0.375,Selected first 37 of 97 available points
b9_3_41_40_C5_40 evolved,15,success,42,7.264039776972238,0.12644547417782617,TRUE,0.4270833333333333,Selected first 42 of 97 available points
b9_3_42_40_C5_40 evolved,15,success,45,2.995042346465316,0.04655511752015344,TRUE,0.4583333333333333,Selected first 45 of 97 available points
c10_1_41_35_B8_35 evolved,15,success,47,5.421157407744091,0.06618610733472056,TRUE,0.4791666666666667,Selected first 47 of 97 available points
c10_1_42_35_B8_35 evolved,15,success,36,3.153824811708729,0.06352498686925087,TRUE,0.3645833333333333,Selected first 36 of 97 available points
c11_2_41_35_C7_35 evolved,15,success,44,6.483985391752201,0.08712177147507974,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c11_2_42_35_C7_35 evolved,15,success,35,3.962641986828968,0.07274669547399602,TRUE,0.3541666666666667,Selected first 35 of 97 available points
c2_1_41_35_G5_35 evolved,15,success,40,4.7865511331011055,0.08510375061811097,TRUE,0.40625,Selected first 40 of 97 available points
c2_1_42_35_G5_35 evolved,15,success,34,1.9845066132792792,0.025112381849584486,TRUE,0.34375,Selected first 34 of 97 available points
c2_2_41_40_B2_40 evolved,15,success,45,6.685462712335488,0.10136364146406711,TRUE,0.4583333333333333,Selected first 45 of 97 available points
c2_2_42_40_B2_40 evolved,15,success,58,4.567849135369262,0.04651318807234248,TRUE,0.59375,Selected first 58 of 97 available points
c2_3_41_35_E11_35 evolved,15,success,47,5.657207970394384,0.06753692905270785,TRUE,0.4791666666666667,Selected first 47 of 97 available points
c2_3_42_35_E11_35 evolved,15,success,35,1.575829157960016,0.024826397733806307,TRUE,0.3541666666666667,Selected first 35 of 97 available points
c3_2_41_40_G11_40 evolved,15,success,41,8.082248971981755,0.1697806906830486,TRUE,0.4166666666666667,Selected first 41 of 97 available points
c3_2_42_40_G11_40 evolved,15,success,47,6.578249498891322,0.12711086893432366,TRUE,0.4791666666666667,Selected first 47 of 97 available points
c3_3_41_40_E7_40 evolved,15,success,42,7.145571126312903,0.11781417576506893,TRUE,0.4270833333333333,Selected first 42 of 97 available points
c3_3_42_40_E7_40 evolved,15,success,42,1.9018104197862629,0.02903401947104238,TRUE,0.4270833333333333,Selected first 42 of 97 available points
c4_1_41_40_C7_40 evolved,15,success,53,5.505898085187761,0.051169358581359466,TRUE,0.5416666666666666,Selected first 53 of 97 available points
c4_1_42_40_C7_40 evolved,15,success,40,2.7430832955886917,0.03972070883658259,TRUE,0.40625,Selected first 40 of 97 available points
c4_2_41_40_E11_40 evolved,15,success,43,6.689428791820865,0.09237211715137018,TRUE,0.4375,Selected first 43 of 97 available points
c4_2_42_40_E11_40 evolved,15,success,45,3.3779548018477907,0.08273385419285378,TRUE,0.4583333333333333,Selected first 45 of 97 available points
c4_3_41_35_C9_35 evolved,15,success,44,6.255548316618007,0.10395726365218119,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c4_3_42_35_C9_35 evolved,15,success,35,1.6315152055519098,0.02071583899228293,TRUE,0.3541666666666667,Selected first 35 of 97 available points
c5_1_41_35_G5_35 evolved,15,success,39,4.089473218940567,0.08403052975463421,TRUE,0.3958333333333333,Selected first 39 of 97 available points
c5_1_42_35_G5_35 evolved,15,success,35,2.2320616405110805,0.0320409410619287,TRUE,0.3541666666666667,Selected first 35 of 97 available points
c5_2_41_40_E9_40 evolved,15,success,49,6.123590187987052,0.08004468412752752,TRUE,0.5,Selected first 49 of 97 available points
c5_2_42_40_E9_40 evolved,15,success,43,2.2918636587201044,0.03874608595904518,TRUE,0.4375,Selected first 43 of 97 available points
c5_3_41_35_D2_35 evolved,15,success,42,4.605304072028004,0.0741786720895834,TRUE,0.4270833333333333,Selected first 42 of 97 available points
c5_3_42_35_D2_35 evolved,15,success,36,1.5589525127933836,0.022900081173316166,TRUE,0.3645833333333333,Selected first 36 of 97 available points
c6_1_41_35_F4_35 evolved,15,success,40,4.319318807069632,0.08573346162561717,TRUE,0.40625,Selected first 40 of 97 available points
c6_1_42_35_F4_35 evolved,15,success,33,3.535961390174827,0.05925480881604987,TRUE,0.3333333333333333,Selected first 33 of 97 available points
c7_1_41_35_D4_35 evolved,15,success,40,4.752787055576749,0.08722570747595308,TRUE,0.40625,Selected first 40 of 97 available points
c7_1_42_35_D4_35 evolved,15,success,36,2.5118540694129092,0.04336054221416605,TRUE,0.3645833333333333,Selected first 36 of 97 available points
c7_3_41_40_D8_40 evolved,15,success,45,6.65372593766244,0.09541504843815678,TRUE,0.4583333333333333,Selected first 45 of 97 available points
c7_3_42_40_D8_40 evolved,15,success,44,2.1946067388643407,0.036706483800657934,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c8_1_41_40_F2_40 evolved,15,success,47,7.297096612682947,0.12910347357416857,TRUE,0.4791666666666667,Selected first 47 of 97 available points
c8_1_42_40_F2_40 evolved,15,success,44,3.5302305412722705,0.05768280823392788,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c8_3_41_35_F2_35 evolved,15,success,44,5.025731857492996,0.06842328041583817,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c8_3_42_35_F2_35 evolved,15,success,36,1.9610438585533285,0.03184433464361847,TRUE,0.3645833333333333,Selected first 36 of 97 available points
c9_1_41_40_D4_40 evolved,15,success,45,7.343501193116631,0.13265835710984775,TRUE,0.4583333333333333,Selected first 45 of 97 available points
c9_1_42_40_D4_40 evolved,15,success,47,4.281187084786729,0.049683425167354515,TRUE,0.4791666666666667,Selected first 47 of 97 available points
c9_2_41_fRS585_fRS585,15,success,43,5.695691219585785,0.08085058082450922,TRUE,0.4375,Selected first 43 of 97 available points
c9_2_42_fRS585_fRS585,15,success,37,2.0995241944978167,0.03285592083454558,TRUE,0.375,Selected first 37 of 97 available points
c9_3_41_fRS585_fRS585,15,success,44,4.934151224693496,0.06772697592406673,TRUE,0.4479166666666667,Selected first 44 of 97 available points
c9_3_42_fRS585_fRS585,15,success,36,2.060937010530154,0.030099092972546333,TRUE,0.3645833333333333,Selected first 36 of 97 available points
d10_1_41_40_B8_40 evolved,15,success,46,6.998841617399428,0.11570448220224613,TRUE,0.46875,Selected first 46 of 97 available points
d10_1_42_40_B8_40 evolved,15,success,49,3.664691694118997,0.03968995189045515,TRUE,0.5,Selected first 49 of 97 available points
d10_2_41_35_E9_35 evolved,15,success,43,4.767880002282323,0.07454985092472892,TRUE,0.4375,Selected first 43 of 97 available points
d10_2_42_35_E9_35 evolved,15,success,37,1.85294818762369,0.03585158491983805,TRUE,0.375,Selected first 37 of 97 available points
d10_3_41_35_C5_35 evolved,15,success,41,4.262330784385805,0.0674029079547869,TRUE,0.4166666666666667,Selected first 41 of 97 available points
d10_3_42_35_C5_35 evolved,15,success,34,3.5453645801160087,0.06164515473621273,TRUE,0.34375,Selected first 34 of 97 available points
d11_2_41_40_B2_40 evolved,15,success,44,7.145724548894292,0.1191242325597226,TRUE,0.4479166666666667,Selected first 44 of 97 available points
d11_2_42_40_B2_40 evolved,15,success,63,3.8029362094381423,0.029537862184639933,TRUE,0.6458333333333334,Selected first 63 of 97 available points
d2_1_41_40_B8_40 evolved,15,success,49,6.309389150067939,0.0991348436269739,TRUE,0.5,Selected first 49 of 97 available points
d2_1_42_40_B8_40 evolved,15,success,42,2.5416914247765168,0.028461617443632372,TRUE,0.4270833333333333,Selected first 42 of 97 available points
d2_2_41_40_C9_40 evolved,15,success,43,6.708207508050713,0.10312226931869709,TRUE,0.4375,Selected first 43 of 97 available points
d2_2_42_40_C9_40 evolved,15,success,42,3.2339345566931237,0.06101482998232484,TRUE,0.4270833333333333,Selected first 42 of 97 available points
d2_3_41_35_C9_35 evolved,15,success,43,6.163813431546328,0.08302187195196359,TRUE,0.4375,Selected first 43 of 97 available points
d2_3_42_35_C9_35 evolved,15,success,35,1.500525942142441,0.02134784924402313,TRUE,0.3541666666666667,Selected first 35 of 97 available points
d3_2_41_35_D8_35 evolved,15,success,41,4.755710545426392,0.08884825071425967,TRUE,0.4166666666666667,Selected first 41 of 97 available points
d3_2_42_35_D8_35 evolved,15,success,38,2.37773264444005,0.04962666605554516,TRUE,0.3854166666666667,Selected first 38 of 97 available points
d4_1_41_40_F2_40 evolved,15,success,53,6.209486401479418,0.0782281443725976,TRUE,0.5416666666666666,Selected first 53 of 97 available points
d4_1_42_40_F2_40 evolved,15,success,44,3.4139326155521466,0.06365225297548427,TRUE,0.4479166666666667,Selected first 44 of 97 available points
d4_2_41_35_D8_35 evolved,15,success,41,4.3853028122362385,0.07922783443508513,TRUE,0.4166666666666667,Selected first 41 of 97 available points
d4_2_42_35_D8_35 evolved,15,success,38,2.2080628887408453,0.04721553586400389,TRUE,0.3854166666666667,Selected first 38 of 97 available points
d5_1_41_40_C7_40 evolved,15,success,54,5.311995767036097,0.045883972041387305,TRUE,0.5520833333333334,Selected first 54 of 97 available points
d5_1_42_40_C7_40 evolved,15,success,40,2.9567596192682917,0.044196979253697206,TRUE,0.40625,Selected first 40 of 97 available points
d5_2_41_40_E9_40 evolved,15,success,50,5.857468327012899,0.06887455715549855,TRUE,0.5104166666666666,Selected first 50 of 97 available points
d5_2_42_40_E9_40 evolved,15,success,44,2.0985424776047488,0.03453496484221,TRUE,0.4479166666666667,Selected first 44 of 97 available points
d5_3_41_35_E7_35 evolved,15,success,39,4.067460896059336,0.07652031261132343,TRUE,0.3958333333333333,Selected first 39 of 97 available points
d5_3_42_35_E7_35 evolved,15,success,35,1.5065951111982276,0.023210519199704068,TRUE,0.3541666666666667,Selected first 35 of 97 available points
d6_2_41_35_G9_35 evolved,15,success,39,4.691672845782094,0.08854835159383993,TRUE,0.3958333333333333,Selected first 39 of 97 available points
d6_2_42_35_G9_35 evolved,15,success,37,1.692596595191401,0.026464921730887134,TRUE,0.375,Selected first 37 of 97 available points
d6_3_41_35_C9_35 evolved,15,success,38,4.376640610215753,0.07323525788911056,TRUE,0.3854166666666667,Selected first 38 of 97 available points
d6_3_42_35_C9_35 evolved,15,success,36,1.5514904428261804,0.022625570093702616,TRUE,0.3645833333333333,Selected first 36 of 97 available points
d7_1_41_35_B6_35 evolved,15,success,39,4.1392345597943825,0.08145920824516005,TRUE,0.3958333333333333,Selected first 39 of 97 available points
d7_1_42_35_B6_35 evolved,15,success,35,2.5780110149648414,0.04325575577896049,TRUE,0.3541666666666667,Selected first 35 of 97 available points
d7_3_41_40_D8_40 evolved,15,success,47,6.1690335751893235,0.07942250419273685,TRUE,0.4791666666666667,Selected first 47 of 97 available points
d7_3_42_40_D8_40 evolved,15,success,44,1.9916468202014264,0.0327829829418127,TRUE,0.4479166666666667,Selected first 44 of 97 available points
d8_2_41_40_C9_40 evolved,15,success,44,6.908433317813288,0.10265502666803455,TRUE,0.4479166666666667,Selected first 44 of 97 available points
d8_2_42_40_C9_40 evolved,15,success,42,2.40376290829254,0.04159890834852211,TRUE,0.4270833333333333,Selected first 42 of 97 available points
d9_2_41_40_C9_40 evolved,15,success,43,7.108284134539779,0.11672506667767397,TRUE,0.4375,Selected first 43 of 97 available points
d9_2_42_40_C9_40 evolved,15,success,42,2.6020152347901035,0.0501734845946392,TRUE,0.4270833333333333,Selected first 42 of 97 available points
e10_1_41_fRS585_fRS585,15,success,41,4.650801907582975,0.08822988620711779,TRUE,0.4166666666666667,Selected first 41 of 97 available points
e10_1_42_fRS585_fRS585,15,success,35,2.902409173785305,0.05103583741357509,TRUE,0.3541666666666667,Selected first 35 of 97 available points
e10_2_41_fRS585_fRS585,15,success,40,5.476337170290355,0.08595528469983685,TRUE,0.40625,Selected first 40 of 97 available points
e10_2_42_fRS585_fRS585,15,success,37,1.855350411544365,0.030453709676364987,TRUE,0.375,Selected first 37 of 97 available points
e11_2_41_40_E11_40 evolved,15,success,42,7.294637804433619,0.11000700540449014,TRUE,0.4270833333333333,Selected first 42 of 97 available points
e11_2_42_40_E11_40 evolved,15,success,40,2.714031238200343,0.05319243984647149,TRUE,0.40625,Selected first 40 of 97 available points
e11_3_41_40_E7_40 evolved,15,success,43,7.23934169402657,0.11858122219711753,TRUE,0.4375,Selected first 43 of 97 available points
e11_3_42_40_E7_40 evolved,15,success,43,2.3613085248331744,0.040315436816520465,TRUE,0.4375,Selected first 43 of 97 available points
e2_1_41_35_B8_35 evolved,15,success,38,4.110651193650527,0.08437445248903085,TRUE,0.3854166666666667,Selected first 38 of 97 available points
e2_1_42_35_B8_35 evolved,15,success,34,2.152576800319855,0.02903738117839169,TRUE,0.34375,Selected first 34 of 97 available points
e2_3_41_40_B6_40 evolved,15,success,46,6.777311214814863,0.11407176722553007,TRUE,0.46875,Selected first 46 of 97 available points
e2_3_42_40_B6_40 evolved,15,success,41,1.4415807297035643,0.018095938113575953,TRUE,0.4166666666666667,Selected first 41 of 97 available points
e3_1_41_35_F4_35 evolved,15,success,39,3.9859745472584955,0.07995833275924087,TRUE,0.3958333333333333,Selected first 39 of 97 available points
e3_1_42_35_F4_35 evolved,15,success,33,3.492674935981207,0.05791959621067413,TRUE,0.3333333333333333,Selected first 33 of 97 available points
e3_2_41_35_C7_35 evolved,15,success,39,4.40480202216279,0.08315952959172382,TRUE,0.3958333333333333,Selected first 39 of 97 available points
e3_2_42_35_C7_35 evolved,15,success,35,3.085454854349043,0.06409065435875665,TRUE,0.3541666666666667,Selected first 35 of 97 available points
e4_3_41_35_C5_35 evolved,15,success,38,3.965292389310779,0.07448853756258704,TRUE,0.3854166666666667,Selected first 38 of 97 available points
e4_3_42_35_C5_35 evolved,15,success,33,2.586065002191086,0.03960811337581892,TRUE,0.3333333333333333,Selected first 33 of 97 available points
e5_1_41_40_D4_40 evolved,15,success,54,5.8459330063771215,0.06840358721256101,TRUE,0.5520833333333334,Selected first 54 of 97 available points
e5_1_42_40_D4_40 evolved,15,success,42,2.6407703790999166,0.037500488323582576,TRUE,0.4270833333333333,Selected first 42 of 97 available points
e5_3_41_40_G5_40 evolved,15,success,58,4.7642886150751025,0.0401445712050912,TRUE,0.59375,Selected first 58 of 97 available points
e5_3_42_40_G5_40 evolved,15,success,44,1.4923429906855568,0.02257595883168384,TRUE,0.4479166666666667,Selected first 44 of 97 available points
e7_1_41_35_F4_35 evolved,15,success,39,4.362329479344115,0.08745121972392385,TRUE,0.3958333333333333,Selected first 39 of 97 available points
e7_1_42_35_F4_35 evolved,15,success,33,3.8339545246019706,0.05965595864170348,TRUE,0.3333333333333333,Selected first 33 of 97 available points
e8_1_41_35_B8_35 evolved,15,success,40,4.3329977784528895,0.08458323280545571,TRUE,0.40625,Selected first 40 of 97 available points
e8_1_42_35_B8_35 evolved,15,success,35,3.188744013786211,0.05814392414739267,TRUE,0.3541666666666667,Selected first 35 of 97 available points
e8_2_41_35_C7_35 evolved,15,success,39,4.805695231329654,0.09430196874929861,TRUE,0.3958333333333333,Selected first 39 of 97 available points
e8_2_42_35_C7_35 evolved,15,success,34,2.894552339659935,0.043707683442637,TRUE,0.34375,Selected first 34 of 97 available points
e9_1_41_40_D2_40 evolved,15,success,57,5.41585811012739,0.04946361365308763,TRUE,0.5833333333333334,Selected first 57 of 97 available points
e9_1_42_40_D2_40 evolved,15,success,44,4.230134791469277,0.06797108953689418,TRUE,0.4479166666666667,Selected first 44 of 97 available points
e9_2_41_35_B2_35 evolved,15,success,40,4.652217262452694,0.08585989045663639,TRUE,0.40625,Selected first 40 of 97 available points
e9_2_42_35_B2_35 evolved,15,success,37,1.749742901110132,0.026738070904860287,TRUE,0.375,Selected first 37 of 97 available points
f10_1_41_40_F2_40 evolved,15,success,46,8.90642743828759,0.34279209220833284,TRUE,0.46875,Selected first 46 of 97 available points
f10_1_42_40_F2_40 evolved,15,success,42,3.3422811177165093,0.056195726074866864,TRUE,0.4270833333333333,Selected first 42 of 97 available points
f11_1_41_fRS585_fRS585,15,success,43,5.180481784834378,0.08217237918507811,TRUE,0.4375,Selected first 43 of 97 available points
f11_1_42_fRS585_fRS585,15,success,35,2.5529290931802233,0.04626200386912451,TRUE,0.3541666666666667,Selected first 35 of 97 available points
f11_2_41_35_B2_35 evolved,15,success,43,5.181793872726932,0.07726757454381944,TRUE,0.4375,Selected first 43 of 97 available points
f11_2_42_35_B2_35 evolved,15,success,38,1.8932736425821115,0.0312232890974873,TRUE,0.3854166666666667,Selected first 38 of 97 available points
f11_3_41_35_F2_35 evolved,15,success,44,4.929325032317513,0.06653275644955726,TRUE,0.4479166666666667,Selected first 44 of 97 available points
f11_3_42_35_F2_35 evolved,15,success,37,1.9199193183815286,0.032161918545593256,TRUE,0.375,Selected first 37 of 97 available points
f2_1_41_35_G5_35 evolved,15,success,39,3.7858576889817237,0.07503374359153071,TRUE,0.3958333333333333,Selected first 39 of 97 available points
f2_1_42_35_G5_35 evolved,15,success,35,2.1957954160834072,0.03313927066299579,TRUE,0.3541666666666667,Selected first 35 of 97 available points
f2_2_41_35_F6_35 evolved,15,success,38,4.148763517124009,0.0812948577922134,TRUE,0.3854166666666667,Selected first 38 of 97 available points
f2_2_42_35_F6_35 evolved,15,success,38,1.5442697432159067,0.022515957923615236,TRUE,0.3854166666666667,Selected first 38 of 97 available points
f2_3_41_40_F6_40 evolved,15,success,38,8.334528020898258,0.17440939630557384,TRUE,0.3854166666666667,Selected first 38 of 97 available points
f2_3_42_40_F6_40 evolved,15,success,39,1.9724266132079928,0.024837751564231493,TRUE,0.3958333333333333,Selected first 39 of 97 available points
f3_1_41_40_D4_40 evolved,15,success,40,6.389545983701862,0.22598118227246378,TRUE,0.40625,Selected first 40 of 97 available points
f3_1_42_40_D4_40 evolved,15,success,50,5.3903639135125605,0.07668937206590354,TRUE,0.5104166666666666,Selected first 50 of 97 available points
f3_2_41_40_F4_40 evolved,15,success,43,6.903395416801199,0.11766567152537394,TRUE,0.4375,Selected first 43 of 97 available points
f3_2_42_40_F4_40 evolved,15,success,56,4.949107103389021,0.08531407259630433,TRUE,0.5729166666666666,Selected first 56 of 97 available points
f3_3_41_35_E7_35 evolved,15,success,42,4.917279127962258,0.07618216354474439,TRUE,0.4270833333333333,Selected first 42 of 97 available points
f3_3_42_35_E7_35 evolved,15,success,35,1.4299021488128691,0.016743511432072103,TRUE,0.3541666666666667,Selected first 35 of 97 available points
f4_1_41_35_D4_35 evolved,15,success,39,3.8100456446712245,0.07630847089583825,TRUE,0.3958333333333333,Selected first 39 of 97 available points
f4_1_42_35_D4_35 evolved,15,success,36,2.50987725380692,0.044894905461961454,TRUE,0.3645833333333333,Selected first 36 of 97 available points
f4_2_41_40_G11_40 evolved,15,success,43,6.709964793180853,0.09040155856689891,TRUE,0.4375,Selected first 43 of 97 available points
f4_2_42_40_G11_40 evolved,15,success,58,2.966693656077547,0.14332946762750087,TRUE,0.59375,Selected first 58 of 97 available points
f4_3_41_40_C5_40 evolved,15,success,45,6.326160314438444,0.09183803177737201,TRUE,0.4583333333333333,Selected first 45 of 97 available points
f4_3_42_40_C5_40 evolved,15,success,43,1.7749558658185294,0.02219551119735216,TRUE,0.4375,Selected first 43 of 97 available points
f5_1_41_35_B6_35 evolved,15,success,38,3.6083640265751264,0.07639115574396264,TRUE,0.3854166666666667,Selected first 38 of 97 available points
f5_1_42_35_B6_35 evolved,15,success,35,2.1712030008988847,0.035859498255353055,TRUE,0.3541666666666667,Selected first 35 of 97 available points
f5_2_41_40_B2_40 evolved,15,success,48,6.159496084916202,0.08778483788761743,TRUE,0.4895833333333333,Selected first 48 of 97 available points
f5_2_42_40_B2_40 evolved,15,success,55,2.807340296215131,0.02774260171370705,TRUE,0.5625,Selected first 55 of 97 available points
f5_3_41_40_D8_40 evolved,15,success,46,6.2948671985897695,0.09228545500555137,TRUE,0.46875,Selected first 46 of 97 available points
f5_3_42_40_D8_40 evolved,15,success,43,1.7243055114370114,0.021483246169191863,TRUE,0.4375,Selected first 43 of 97 available points
f6_1_41_40_B8_40 evolved,15,success,51,5.997512907009367,0.07873424989878267,TRUE,0.5208333333333334,Selected first 51 of 97 available points
f6_1_42_40_B8_40 evolved,15,success,30,3.498106636862061,0.3719111002879217,TRUE,0.3020833333333333,Selected first 30 of 97 available points
f7_1_41_40_C7_40 evolved,15,success,61,6.671121517327457,0.2030776998341754,TRUE,0.625,Selected first 61 of 97 available points
f7_1_42_40_C7_40 evolved,15,success,41,3.00699404140518,0.047802615955520975,TRUE,0.4166666666666667,Selected first 41 of 97 available points
f7_2_41_40_F4_40 evolved,15,success,42,7.255379959208699,0.12577334219378192,TRUE,0.4270833333333333,Selected first 42 of 97 available points
f7_2_42_40_F4_40 evolved,15,success,47,2.8581866357574106,0.04467889792388019,TRUE,0.4791666666666667,Selected first 47 of 97 available points
f7_3_41_35_D2_35 evolved,15,success,40,4.588811844974876,0.07958363794735342,TRUE,0.40625,Selected first 40 of 97 available points
f7_3_42_35_D2_35 evolved,15,success,36,1.519813983174748,0.018855169139520293,TRUE,0.3645833333333333,Selected first 36 of 97 available points
f8_2_41_35_G9_35 evolved,15,success,39,4.576753231874232,0.09036766017751179,TRUE,0.3958333333333333,Selected first 39 of 97 available points
f8_2_42_35_G9_35 evolved,15,success,37,1.5461322034483618,0.02351731578190145,TRUE,0.375,Selected first 37 of 97 available points
f8_3_41_40_G5_40 evolved,15,success,54,6.613462652370525,0.21765257119778578,TRUE,0.5520833333333334,Selected first 54 of 97 available points
f8_3_42_40_G5_40 evolved,15,success,44,1.752615712547547,0.029334448213661962,TRUE,0.4479166666666667,Selected first 44 of 97 available points
f9_2_41_35_F6_35 evolved,15,success,40,4.838568463535216,0.08575344466937936,TRUE,0.40625,Selected first 40 of 97 available points
f9_2_42_35_F6_35 evolved,15,success,38,1.5096023660990248,0.02405535874351371,TRUE,0.3854166666666667,Selected first 38 of 97 available points
g10_1_41_40_G9_40 evolved,15,success,40,7.597370154211587,0.11796846538214874,TRUE,0.40625,Selected first 40 of 97 available points
g10_1_42_40_G9_40 evolved,15,success,42,4.296096625736349,0.041620489054633135,TRUE,0.4270833333333333,Selected first 42 of 97 available points
g10_3_41_35_F2_35 evolved,15,success,47,7.169111939296918,0.12043808650597569,TRUE,0.4791666666666667,Selected first 47 of 97 available points
g10_3_42_35_F2_35 evolved,15,success,36,1.9146792774857042,0.02656329109363601,TRUE,0.3645833333333333,Selected first 36 of 97 available points
g2_1_41_35_G11_35 evolved,15,success,39,3.6623725108198624,0.07429099244317917,TRUE,0.3958333333333333,Selected first 39 of 97 available points
g2_1_42_35_G11_35 evolved,15,success,35,2.2027168450248857,0.0313422246075341,TRUE,0.3541666666666667,Selected first 35 of 97 available points
g2_3_41_40_E7_40 evolved,15,success,38,8.642718571309588,0.20965540081442374,TRUE,0.3854166666666667,Selected first 38 of 97 available points
