rep.id,r,r_se,converged,n_points
b9_2_38_fRS585_fRS585,11.655435350932784,0.4326268435163096,TRUE,29
b9_2_41_fRS585_fRS585,6.5057488932895025,0.1372159434948029,TRUE,38
b9_2_42_fRS585_fRS585,0.8565839914504763,0.07439439383632256,TRUE,8
b9_3_25_40_C5_40 evolved,6.6355867060835525,0.17298548398345445,TRUE,51
b9_3_35_40_C5_40 evolved,9.726904908630578,0.3385108425951889,TRUE,32
b9_3_38_40_C5_40 evolved,10.456946248654148,0.33235610623484985,TRUE,30
b9_3_41_40_C5_40 evolved,6.973362516605927,0.2038602336410689,TRUE,36
b9_3_42_40_C5_40 evolved,2.0412923152282203,0.02262556272318096,TRUE,97
c10_1_25_35_B8_35 evolved,7.049310729777435,0.17900874439967437,TRUE,47
c10_1_35_35_B8_35 evolved,10.48913300194282,0.43180974835320823,TRUE,28
c10_1_38_35_B8_35 evolved,11.22488081183438,0.4691095775617245,TRUE,27
c10_1_41_35_B8_35 evolved,5.490185328453741,0.09453918194257141,TRUE,42
c10_1_42_35_B8_35 evolved,1.487228412352942,0.11488958679864635,TRUE,12
c11_2_25_35_C7_35 evolved,6.946280873378836,0.19204821790413223,TRUE,48
c11_2_35_35_C7_35 evolved,10.449229386710194,0.4681506569699153,TRUE,30
c11_2_38_35_C7_35 evolved,11.375789878064829,0.4810019181958865,TRUE,28
c11_2_41_35_C7_35 evolved,6.535101712843557,0.13153994033138564,TRUE,39
c11_2_42_35_C7_35 evolved,2.4830868367355117,0.1342601061809068,TRUE,16
c2_1_25_35_G5_35 evolved,7.014043554569746,0.178326550757353,TRUE,47
c2_1_35_35_G5_35 evolved,10.6562033583575,0.3928314193282739,TRUE,28
c2_1_38_35_G5_35 evolved,11.226987571201002,0.42855817411288183,TRUE,28
c2_1_41_35_G5_35 evolved,3.691336992483588,0.07466165533349409,TRUE,59
c2_1_42_35_G5_35 evolved,1.1851851828049456,0.004224243248725828,TRUE,3
c2_2_25_40_B2_40 evolved,6.1031246748325705,0.152380810311867,TRUE,51
c2_2_35_40_B2_40 evolved,10.231588529841337,0.35575055648655246,TRUE,30
c2_2_38_40_B2_40 evolved,10.236798414000663,0.35174061234103854,TRUE,29
c2_2_41_40_B2_40 evolved,6.6202958171089925,0.16438668242857365,TRUE,39
c2_2_42_40_B2_40 evolved,4.6064910308017195,0.06950128834519238,TRUE,51
c2_3_25_35_E11_35 evolved,6.929447045112485,0.1797798101973939,TRUE,48
c2_3_35_35_E11_35 evolved,10.818814629461064,0.4191961261616646,TRUE,29
c2_3_38_35_E11_35 evolved,10.991148989089469,0.4418033439256809,TRUE,28
c2_3_41_35_E11_35 evolved,5.704729345494379,0.1043117781393254,TRUE,41
c2_3_42_35_E11_35 evolved,1.4160970771870205,0.04903379109211158,TRUE,22
c3_2_25_40_G11_40 evolved,6.664979838440108,0.16252752683704497,TRUE,48
c3_2_35_40_G11_40 evolved,11.168555691511958,0.47601827764149107,TRUE,27
c3_2_38_40_G11_40 evolved,11.258961558518111,0.42097310403703,TRUE,28
c3_2_41_40_G11_40 evolved,7.655323043204904,0.2814358541573031,TRUE,35
c3_2_42_40_G11_40 evolved,6.390511907141798,0.19902528862355226,TRUE,41
c3_3_25_40_E7_40 evolved,6.966179717999316,0.17963902040792964,TRUE,48
c3_3_35_40_E7_40 evolved,10.668771857455054,0.39717914313764113,TRUE,30
c3_3_38_40_E7_40 evolved,10.66465173122224,0.4391269752672995,TRUE,29
c3_3_41_40_E7_40 evolved,6.9415446250824395,0.1937544097458013,TRUE,36
c3_3_42_40_E7_40 evolved,0.6413192179831969,0.06744410083467219,TRUE,9
c4_1_25_40_C7_40 evolved,6.70955004115219,0.17944935940238763,TRUE,50
c4_1_35_40_C7_40 evolved,9.68334442416778,0.3792279389111942,TRUE,30
c4_1_38_40_C7_40 evolved,10.51343847624636,0.39044837815276584,TRUE,30
c4_1_41_40_C7_40 evolved,5.53482361658383,0.086812986280357,TRUE,45
c4_1_42_40_C7_40 evolved,1.699327590135385,0.06411922296170917,TRUE,15
c4_2_25_40_E11_40 evolved,6.938693900459583,0.19149879935680247,TRUE,48
c4_2_35_40_E11_40 evolved,11.105694846410767,0.5406110757951673,TRUE,30
c4_2_38_40_E11_40 evolved,11.110706411468023,0.4476036820046202,TRUE,28
c4_2_41_40_E11_40 evolved,6.710001398925645,0.14219787200069522,TRUE,38
c4_2_42_40_E11_40 evolved,2.965637780832566,0.15756451057723156,TRUE,33
c4_3_25_35_C9_35 evolved,6.95984021867454,0.1948756738865826,TRUE,48
c4_3_35_35_C9_35 evolved,11.328103041737046,0.48799863386226966,TRUE,28
c4_3_38_35_C9_35 evolved,11.139182944352028,0.4431175358032756,TRUE,28
c4_3_41_35_C9_35 evolved,6.130028228481938,0.1786801509689234,TRUE,37
c4_3_42_35_C9_35 evolved,1.5687768302642966,0.03578510576215684,TRUE,25
c5_1_25_35_G5_35 evolved,7.054805620679558,0.173924903014737,TRUE,47
c5_1_35_35_G5_35 evolved,10.575388354387778,0.42401318603998794,TRUE,28
c5_1_38_35_G5_35 evolved,11.097242382379243,0.47241491566455546,TRUE,27
c5_1_41_35_G5_35 evolved,2.158601263743954,0.033530489115922796,TRUE,97
c5_1_42_35_G5_35 evolved,0.4626510111524938,0.133561614170725,TRUE,5
c5_2_25_40_E9_40 evolved,6.5146550648712855,0.2064449016520576,TRUE,54
c5_2_35_40_E9_40 evolved,9.297519215419628,0.3668149757064619,TRUE,33
c5_2_38_40_E9_40 evolved,10.415888952086558,0.44214376875343725,TRUE,31
c5_2_41_40_E9_40 evolved,6.080344093471543,0.12478417632060011,TRUE,43
c5_2_42_40_E9_40 evolved,1.2534068107949445,0.07005648690520085,TRUE,16
c5_3_25_35_D2_35 evolved,7.068028788108564,0.1691309594196701,TRUE,48
c5_3_35_35_D2_35 evolved,10.679100709424013,0.42194709033927746,TRUE,29
c5_3_38_35_D2_35 evolved,11.059454107145303,0.46986574475086473,TRUE,28
c5_3_41_35_D2_35 evolved,4.2271842251056055,0.06577241489944358,TRUE,50
c5_3_42_35_D2_35 evolved,1.5100514867993975,0.04186609647302315,TRUE,26
c6_1_25_35_F4_35 evolved,6.9723816806748315,0.18921618371773696,TRUE,47
c6_1_35_35_F4_35 evolved,10.41740735920298,0.4269006527236452,TRUE,28
c6_1_38_35_F4_35 evolved,11.673564166469776,0.3949519374648377,TRUE,29
c6_1_41_35_F4_35 evolved,3.07065667068406,0.08318290576575563,TRUE,67
c6_1_42_35_F4_35 evolved,2.053584685777588,0.10952942444028356,TRUE,12
c7_1_25_35_D4_35 evolved,7.032274922191548,0.17464888381659466,TRUE,47
c7_1_35_35_D4_35 evolved,10.73855490014252,0.40062289981460164,TRUE,28
c7_1_38_35_D4_35 evolved,11.305614144784911,0.45330779318392034,TRUE,28
c7_1_41_35_D4_35 evolved,4.001249423970156,0.06862929828751678,TRUE,55
c7_1_42_35_D4_35 evolved,0.9528121790404184,0.05149065127307489,TRUE,8
c7_3_25_40_D8_40 evolved,6.891349115785629,0.1884900369362767,TRUE,50
c7_3_35_40_D8_40 evolved,10.160916344694977,0.35076412442813415,TRUE,31
c7_3_38_40_D8_40 evolved,10.759880347195965,0.3869485405804061,TRUE,30
c7_3_41_40_D8_40 evolved,6.45150071166769,0.16322108713401895,TRUE,38
c7_3_42_40_D8_40 evolved,1.1758314094558484,0.05990361767354911,TRUE,16
c8_1_25_40_F2_40 evolved,6.775840254601061,0.1886762054238789,TRUE,49
c8_1_35_40_F2_40 evolved,9.735063952093636,0.3674324985023441,TRUE,31
c8_1_38_40_F2_40 evolved,10.389199897976274,0.3665121040977132,TRUE,30
c8_1_41_40_F2_40 evolved,6.962215314845359,0.19572789347605693,TRUE,41
c8_1_42_40_F2_40 evolved,2.928175260018757,0.06042091733755951,TRUE,59
c8_3_25_35_F2_35 evolved,7.03570000960022,0.1735632972875411,TRUE,48
c8_3_35_35_F2_35 evolved,10.620920538444592,0.508437593403455,TRUE,29
c8_3_38_35_F2_35 evolved,11.058481693380493,0.4500016191055078,TRUE,29
c8_3_41_35_F2_35 evolved,5.025731870881572,0.0684232809803018,TRUE,44
c8_3_42_35_F2_35 evolved,0.6776464966788072,0.15973617782358995,TRUE,4
c9_1_25_40_D4_40 evolved,6.857454936204681,0.1926903551755097,TRUE,49
c9_1_35_40_D4_40 evolved,10.126563442932927,0.40272749845441624,TRUE,30
c9_1_38_40_D4_40 evolved,10.943021645740105,0.43334348677099743,TRUE,29
c9_1_41_40_D4_40 evolved,7.003639506018633,0.20297254549371316,TRUE,39
c9_1_42_40_D4_40 evolved,4.042254505410435,0.040134915766005023,TRUE,56
c9_2_25_fRS585_fRS585,6.830498825332161,0.191792328496665,TRUE,50
c9_2_35_fRS585_fRS585,10.58891059465221,0.44288655562831464,TRUE,30
c9_2_38_fRS585_fRS585,11.253699047325439,0.4899550550942788,TRUE,28
c9_2_41_fRS585_fRS585,5.729677070774389,0.08642741676407456,TRUE,42
c9_2_42_fRS585_fRS585,1.0626694198506437,0.3006978601359453,TRUE,5
c9_3_25_fRS585_fRS585,7.088850886631976,0.1909746765156199,TRUE,47
c9_3_35_fRS585_fRS585,10.695370470527964,0.44482245611098975,TRUE,29
c9_3_38_fRS585_fRS585,11.553523627459908,0.4626820849254194,TRUE,29
c9_3_41_fRS585_fRS585,4.934150459820758,0.06772697002148857,TRUE,44
c9_3_42_fRS585_fRS585,1.2179727812380685,0.21371241484062697,TRUE,5
d10_1_25_40_B8_40 evolved,6.633485989828314,0.19182220475255843,TRUE,50
d10_1_35_40_B8_40 evolved,9.611265504413305,0.3458799097484044,TRUE,29
d10_1_38_40_B8_40 evolved,9.836923050956313,0.3760538990155625,TRUE,30
d10_1_41_40_B8_40 evolved,6.906961761234737,0.1872613650097354,TRUE,40
d10_1_42_40_B8_40 evolved,3.1649797206475205,0.03700699305262713,TRUE,69
d10_2_25_35_E9_35 evolved,6.824443860578574,0.18035012903277314,TRUE,49
d10_2_35_35_E9_35 evolved,10.636569988784105,0.43364847258421463,TRUE,30
d10_2_38_35_E9_35 evolved,11.24954974077872,0.4684462826102304,TRUE,28
d10_2_41_35_E9_35 evolved,4.899506093207213,0.13091571341646113,TRUE,49
d10_2_42_35_E9_35 evolved,1.1659921804066453,0.6664649329672911,TRUE,3
d10_3_25_35_C5_35 evolved,6.886344607932693,0.18215169745902599,TRUE,50
d10_3_35_35_C5_35 evolved,10.910600811085018,0.4250153448527212,TRUE,29
d10_3_38_35_C5_35 evolved,11.357948604681255,0.4467158360403073,TRUE,29
d10_3_41_35_C5_35 evolved,3.521314171444486,0.057844854183463565,TRUE,59
d10_3_42_35_C5_35 evolved,2.038317226116191,0.11687404688494214,TRUE,13
d11_2_25_40_B2_40 evolved,6.2648345241050665,0.1513814632729037,TRUE,50
d11_2_35_40_B2_40 evolved,10.375445385304918,0.38998686684998973,TRUE,29
d11_2_38_40_B2_40 evolved,10.322052751233349,0.34590698057362534,TRUE,30
d11_2_41_40_B2_40 evolved,6.9955455202379895,0.19846116860244054,TRUE,38
d11_2_42_40_B2_40 evolved,3.8186862697981705,0.030423456349349162,TRUE,62
d2_1_25_40_B8_40 evolved,6.7231202027184835,0.18462386528313707,TRUE,49
d2_1_35_40_B8_40 evolved,9.698747682802182,0.31115641750957235,TRUE,29
d2_1_38_40_B8_40 evolved,10.002743769670431,0.31452862496850686,TRUE,30
d2_1_41_40_B8_40 evolved,6.108480081767392,0.1309601119355392,TRUE,43
d2_1_42_40_B8_40 evolved,2.2668895116174768,0.053977032668192745,TRUE,26
d2_2_25_40_C9_40 evolved,6.786970831175196,0.1859741437545814,TRUE,47
d2_2_35_40_C9_40 evolved,10.50542433387974,0.456163296253998,TRUE,29
d2_2_38_40_C9_40 evolved,11.217504147500254,0.43318666326712674,TRUE,29
d2_2_41_40_C9_40 evolved,6.7710970912104225,0.14463418304565662,TRUE,39
d2_2_42_40_C9_40 evolved,2.465495603372212,0.0945758416179624,TRUE,26
d2_3_25_35_C9_35 evolved,6.900912329950234,0.17764623828764275,TRUE,49
d2_3_35_35_C9_35 evolved,10.8334537777367,0.4598226411596517,TRUE,29
d2_3_38_35_C9_35 evolved,10.954744813471077,0.44809445975017936,TRUE,28
d2_3_41_35_C9_35 evolved,6.155629839452811,0.13413948374914966,TRUE,37
d2_3_42_35_C9_35 evolved,1.511001303958346,0.0304849675116118,TRUE,29
d3_2_25_35_D8_35 evolved,6.836285756384231,0.1834083303461126,TRUE,49
d3_2_35_35_D8_35 evolved,10.602372043038574,0.43315577654527504,TRUE,30
d3_2_38_35_D8_35 evolved,11.29784961612919,0.45977732939640925,TRUE,29
d3_2_41_35_D8_35 evolved,4.2549106422635266,0.07766492971418157,TRUE,50
d3_2_42_35_D8_35 evolved,1.0213170965666636,0.056739534352022315,TRUE,8
d4_1_25_40_F2_40 evolved,6.742868864936142,0.19144151613028376,TRUE,48
d4_1_35_40_F2_40 evolved,10.122838466821484,0.425338296073822,TRUE,31
d4_1_38_40_F2_40 evolved,10.490849441934289,0.33647712327944074,TRUE,30
d4_1_41_40_F2_40 evolved,5.928786329223093,0.1284281240348996,TRUE,45
d4_1_42_40_F2_40 evolved,2.9125719039460223,0.1249008799344771,TRUE,30
d4_2_25_35_D8_35 evolved,6.7778668715219155,0.19073943075455393,TRUE,50
d4_2_35_35_D8_35 evolved,10.1281713158198,0.534888474866428,TRUE,31
d4_2_38_35_D8_35 evolved,11.132483938141482,0.4878956106710446,TRUE,28
d4_2_41_35_D8_35 evolved,3.727015215492616,0.08152516200316741,TRUE,52
d4_2_42_35_D8_35 evolved,0.3344954612586058,0.10577960379770779,TRUE,6
d5_1_25_40_C7_40 evolved,6.669407835953408,0.18754588072083433,TRUE,49
d5_1_35_40_C7_40 evolved,9.890464501357734,0.3484720862643392,TRUE,31
d5_1_38_40_C7_40 evolved,10.840817390588892,0.39938517898114884,TRUE,30
d5_1_41_40_C7_40 evolved,5.315239541920026,0.07746395419891394,TRUE,46
d5_1_42_40_C7_40 evolved,1.9565873046462772,0.0720993994526455,TRUE,17
d5_2_25_40_E9_40 evolved,6.423909122444054,0.1961948177436305,TRUE,52
d5_2_35_40_E9_40 evolved,9.40506558401338,0.3510026192862214,TRUE,33
d5_2_38_40_E9_40 evolved,9.955752226542696,0.3909748061434307,TRUE,31
d5_2_41_40_E9_40 evolved,5.835838796802456,0.10622373405888454,TRUE,44
d5_2_42_40_E9_40 evolved,1.0717928819787883,0.051019950438765636,TRUE,14
d5_3_25_35_E7_35 evolved,6.975845827201868,0.18369396140117136,TRUE,48
d5_3_35_35_E7_35 evolved,11.08061639808178,0.3876671508015909,TRUE,29
d5_3_38_35_E7_35 evolved,11.139616699774901,0.4634749294321336,TRUE,29
d5_3_41_35_E7_35 evolved,3.935607410438627,0.06995343560693197,TRUE,42
d5_3_42_35_E7_35 evolved,1.4864559990483683,0.035519583040476324,TRUE,28
d6_2_25_35_G9_35 evolved,6.998546181099449,0.18482290772125454,TRUE,46
d6_2_35_35_G9_35 evolved,10.617419411734641,0.4191195828875998,TRUE,30
d6_2_38_35_G9_35 evolved,11.208336265129715,0.433641794518958,TRUE,28
d6_2_41_35_G9_35 evolved,3.1596428254123836,0.08462014354088121,TRUE,64
d6_3_25_35_C9_35 evolved,7.137568692135512,0.1753585139230125,TRUE,48
d6_3_35_35_C9_35 evolved,10.674985246544333,0.4977725258212329,TRUE,29
d6_3_38_35_C9_35 evolved,11.321950327117118,0.4439488984464098,TRUE,29
d6_3_41_35_C9_35 evolved,4.005187419162316,0.07876807563868471,TRUE,45
d6_3_42_35_C9_35 evolved,1.413617218907313,0.04491392902780132,TRUE,23
d7_1_25_35_B6_35 evolved,7.012878828957694,0.18521913071950422,TRUE,47
d7_1_35_35_B6_35 evolved,10.43153277423984,0.45862949868052155,TRUE,28
d7_1_38_35_B6_35 evolved,11.32757904280765,0.4219655015947097,TRUE,29
d7_1_41_35_B6_35 evolved,2.1887604263062532,0.032441089684616994,TRUE,97
d7_1_42_35_B6_35 evolved,1.0939447052998803,0.09308873781727563,TRUE,8
d7_3_25_40_D8_40 evolved,6.9820644362984305,0.19035707573985053,TRUE,51
d7_3_35_40_D8_40 evolved,10.05194932559565,0.37663575609854116,TRUE,31
d7_3_38_40_D8_40 evolved,10.672011806521558,0.40692560254067656,TRUE,31
d7_3_41_40_D8_40 evolved,6.056349917249785,0.13143511529024765,TRUE,40
d7_3_42_40_D8_40 evolved,0.9254389803929304,0.053725186425235306,TRUE,13
d8_2_25_40_C9_40 evolved,6.849181661128691,0.18058792032704463,TRUE,48
d8_2_35_40_C9_40 evolved,10.757299152761421,0.433956208859135,TRUE,29
d8_2_38_40_C9_40 evolved,10.588891368528136,0.49255144529107286,TRUE,27
d8_2_41_40_C9_40 evolved,6.908494374835457,0.16930638132750195,TRUE,38
d8_2_42_40_C9_40 evolved,1.3825703377421563,0.07274068008235093,TRUE,16
d9_2_25_40_C9_40 evolved,6.863995309345359,0.1820748576258986,TRUE,49
d9_2_35_40_C9_40 evolved,10.707279635967993,0.4495278492032313,TRUE,29
d9_2_38_40_C9_40 evolved,11.332338365261839,0.4456792685125783,TRUE,29
d9_2_41_40_C9_40 evolved,6.9881417357961855,0.19486244291470373,TRUE,37
d9_2_42_40_C9_40 evolved,1.6024668723480986,0.06292908568882044,TRUE,18
e10_1_25_fRS585_fRS585,7.002251060507552,0.2008338378523909,TRUE,47
e10_1_35_fRS585_fRS585,10.565442373725666,0.4280683632224857,TRUE,27
e10_1_38_fRS585_fRS585,11.115876584274114,0.43632263537410204,TRUE,29
e10_1_41_fRS585_fRS585,4.108649062632046,0.06494372607711255,TRUE,53
e10_1_42_fRS585_fRS585,1.4157131498798048,0.10134284443292375,TRUE,10
e10_2_25_fRS585_fRS585,6.863262217145253,0.19125292906011884,TRUE,49
e10_2_35_fRS585_fRS585,10.734392468825346,0.43090418014533527,TRUE,30
e10_2_38_fRS585_fRS585,11.36254544881209,0.4615213508649986,TRUE,29
e10_2_41_fRS585_fRS585,5.186286435787461,0.07552198843111103,TRUE,45
e10_2_42_fRS585_fRS585,1.2000000004022315,0.004330522496166828,TRUE,3
e11_2_25_40_E11_40 evolved,6.932964488653774,0.19514813056265193,TRUE,48
e11_2_35_40_E11_40 evolved,10.277924504620188,0.49367284312130294,TRUE,29
e11_2_38_40_E11_40 evolved,11.201465417174047,0.4406334039795203,TRUE,29
e11_2_41_40_E11_40 evolved,7.160584664336396,0.1864662775578971,TRUE,36
e11_2_42_40_E11_40 evolved,1.46984557972509,0.07289945948406862,TRUE,16
e11_3_25_40_E7_40 evolved,6.961053569150955,0.19656900358694604,TRUE,48
e11_3_35_40_E7_40 evolved,10.580097696945522,0.40316328666942075,TRUE,30
e11_3_38_40_E7_40 evolved,11.18884548668248,0.4414331258880981,TRUE,29
e11_3_41_40_E7_40 evolved,6.991767485845196,0.1923330079451917,TRUE,37
e11_3_42_40_E7_40 evolved,1.8362379056779097,0.07569202654105149,TRUE,25
e2_1_25_35_B8_35 evolved,7.069003275173293,0.17808363412760972,TRUE,47
e2_1_35_35_B8_35 evolved,10.647710325042903,0.4090592204301984,TRUE,28
e2_1_38_35_B8_35 evolved,11.338379583621276,0.37788800501616027,TRUE,28
e2_1_41_35_B8_35 evolved,2.0437601420934874,0.05936409243806714,TRUE,83
e2_1_42_35_B8_35 evolved,1.1650026029531337,0.19369188242127985,TRUE,5
e2_3_25_40_B6_40 evolved,6.618334589846519,0.17962556527869933,TRUE,52
e2_3_35_40_B6_40 evolved,9.619817567612966,0.3616026401817337,TRUE,32
e2_3_38_40_B6_40 evolved,10.28307285500108,0.3875481736425158,TRUE,30
e2_3_41_40_B6_40 evolved,6.432677802592901,0.20084050844369952,TRUE,38
e3_1_25_35_F4_35 evolved,6.924408705754904,0.17942775931858332,TRUE,48
e3_1_35_35_F4_35 evolved,10.628941223542999,0.3882318360891144,TRUE,29
e3_1_38_35_F4_35 evolved,11.286729929755918,0.45910097981829295,TRUE,28
e3_1_41_35_F4_35 evolved,1.9881955222897174,0.0461609348439201,TRUE,90
