drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,-23.366849626879507,6.178453190075917,183.95011303828434,22.58862943455529,8.143482700941737,1.6932377671161343e-9
caspofungin,36,-0.2695929390077165,0.12122446771387461,3.1248267230243902,0.41602702409100617,7.511114764364039,1.017012684775389e-8
fluconazole,36,4.115511434558249,0.9946612385642154,-29.480918322895356,3.624807792061525,-8.133098363852493,1.7431754373879428e-9
