population,sheet_name,concentration,OD,drug
40_G11,Set4_Rep3_FLZ,4,1.0226999521255493,fluconazole
fRS585,Set4_Rep3_FLZ,4,0.9297000169754028,fluconazole
Blank,Set4_Rep3_FLZ,4,0.05999999865889549,fluconazole
40_C9,Set4_Rep2_FLZ,4,1.1089999675750732,fluconazole
40_E7,Set4_Rep2_FLZ,4,1.045699954032898,fluconazole
40_E11,Set4_Rep2_FLZ,4,0.9541000127792358,fluconazole
40_F6,Set4_Rep2_FLZ,4,0.8313000202178955,fluconazole
40_G9,Set4_Rep2_FLZ,4,1.0822999477386475,fluconazole
40_G11,Set4_Rep2_FLZ,4,1.0103000402450562,fluconazole
fRS585,Set4_Rep2_FLZ,4,0.9682000279426575,fluconazole
Blank,Set4_Rep2_FLZ,4,0.06030000001192093,fluconazole
40_C9,Set4_Rep1_FLZ,4,1.0504000186920166,fluconazole
40_E7,Set4_Rep1_FLZ,4,0.7425000071525574,fluconazole
40_E11,Set4_Rep1_FLZ,4,0.8801000118255615,fluconazole
40_F6,Set4_Rep1_FLZ,4,0.8720999956130981,fluconazole
40_G9,Set4_Rep1_FLZ,4,0.991599977016449,fluconazole
40_G11,Set4_Rep1_FLZ,4,0.9754999876022339,fluconazole
fRS585,Set4_Rep1_FLZ,4,1.0313999652862549,fluconazole
Blank,Set4_Rep1_FLZ,4,0.05999999865889549,fluconazole
35_F2,Set3_Rep3_FLZ,4,0.8442000150680542,fluconazole
35_F4,Set3_Rep3_FLZ,4,0.9172999858856201,fluconazole
35_F6,Set3_Rep3_FLZ,4,0.9192000031471252,fluconazole
35_G5,Set3_Rep3_FLZ,4,0.9663000106811523,fluconazole
35_G9,Set3_Rep3_FLZ,4,0.9528999924659729,fluconazole
35_G11,Set3_Rep3_FLZ,4,0.7466999888420105,fluconazole
fRS585,Set3_Rep3_FLZ,4,0.670199990272522,fluconazole
Blank,Set3_Rep3_FLZ,4,0.05990000069141388,fluconazole
35_F2,Set3_Rep2_FLZ,4,0.9945999979972839,fluconazole
35_F4,Set3_Rep2_FLZ,4,1.0615999698638916,fluconazole
35_F6,Set3_Rep2_FLZ,4,0.9944000244140625,fluconazole
35_G5,Set3_Rep2_FLZ,4,0.8550000190734863,fluconazole
35_G9,Set3_Rep2_FLZ,4,0.8345000147819519,fluconazole
35_G11,Set3_Rep2_FLZ,4,0.6966000199317932,fluconazole
fRS585,Set3_Rep2_FLZ,4,0.9898999929428101,fluconazole
Blank,Set3_Rep2_FLZ,4,0.060100000351667404,fluconazole
35_F2,Set3_Rep1_FLZ,4,0.9484000205993652,fluconazole
35_F4,Set3_Rep1_FLZ,4,0.9434000253677368,fluconazole
35_F6,Set3_Rep1_FLZ,4,0.9434000253677368,fluconazole
35_G5,Set3_Rep1_FLZ,4,0.8973000049591064,fluconazole
35_G9,Set3_Rep1_FLZ,4,0.960099995136261,fluconazole
35_G11,Set3_Rep1_FLZ,4,0.8122000098228455,fluconazole
fRS585,Set3_Rep1_FLZ,4,0.9308000206947327,fluconazole
Blank,Set3_Rep1_FLZ,4,0.06019999831914902,fluconazole
35_D2,Set2_Rep3_FLZ,4,0.8519999980926514,fluconazole
35_D4,Set2_Rep3_FLZ,4,0.06369999796152115,fluconazole
35_D8,Set2_Rep3_FLZ,4,0.8410999774932861,fluconazole
35_E7,Set2_Rep3_FLZ,4,0.8483999967575073,fluconazole
35_E9,Set2_Rep3_FLZ,4,0.9143999814987183,fluconazole
35_E11,Set2_Rep3_FLZ,4,0.7878000140190125,fluconazole
fRS585,Set2_Rep3_FLZ,4,0.5252000093460083,fluconazole
Blank,Set2_Rep3_FLZ,4,0.061400000005960464,fluconazole
35_D2,Set2_Rep2_FLZ,4,0.9107000231742859,fluconazole
35_D4,Set2_Rep2_FLZ,4,0.06539999693632126,fluconazole
35_D8,Set2_Rep2_FLZ,4,0.9886999726295471,fluconazole
35_E7,Set2_Rep2_FLZ,4,0.9688000082969666,fluconazole
35_E9,Set2_Rep2_FLZ,4,0.8166000247001648,fluconazole
35_E11,Set2_Rep2_FLZ,4,0.9038000106811523,fluconazole
fRS585,Set2_Rep2_FLZ,4,0.9337999820709229,fluconazole
Blank,Set2_Rep2_FLZ,4,0.06109999865293503,fluconazole
35_D2,Set2_Rep1_FLZ,4,0.8259999752044678,fluconazole
35_D4,Set2_Rep1_FLZ,4,0.06800000369548798,fluconazole
35_D8,Set2_Rep1_FLZ,4,0.7426999807357788,fluconazole
35_E7,Set2_Rep1_FLZ,4,0.8733000159263611,fluconazole
35_E9,Set2_Rep1_FLZ,4,0.984000027179718,fluconazole
35_E11,Set2_Rep1_FLZ,4,0.98089998960495,fluconazole
fRS585,Set2_Rep1_FLZ,4,0.3880999982357025,fluconazole
Blank,Set2_Rep1_FLZ,4,0.06109999865293503,fluconazole
35_B2,Set1_Rep3_FLZ,4,0.9125000238418579,fluconazole
35_B6,Set1_Rep3_FLZ,4,0.8675000071525574,fluconazole
35_B8,Set1_Rep3_FLZ,4,1.0283000469207764,fluconazole
35_C5,Set1_Rep3_FLZ,4,0.8065000176429749,fluconazole
35_C7,Set1_Rep3_FLZ,4,1.062000036239624,fluconazole
35_C9,Set1_Rep3_FLZ,4,1.073699951171875,fluconazole
fRS585,Set1_Rep3_FLZ,4,1.069100022315979,fluconazole
Blank,Set1_Rep3_FLZ,4,0.061500001698732376,fluconazole
35_B2,Set1_Rep2_FLZ,4,1.0348000526428223,fluconazole
35_B6,Set1_Rep2_FLZ,4,1.1260000467300415,fluconazole
35_B8,Set1_Rep2_FLZ,4,0.9692000150680542,fluconazole
35_C5,Set1_Rep2_FLZ,4,0.9775999784469604,fluconazole
35_C7,Set1_Rep2_FLZ,4,1.0733000040054321,fluconazole
35_C9,Set1_Rep2_FLZ,4,0.861299991607666,fluconazole
fRS585,Set1_Rep2_FLZ,4,0.967199981212616,fluconazole
Blank,Set1_Rep2_FLZ,4,0.06120000034570694,fluconazole
35_B2,Set1_Rep1_FLZ,4,0.8883000016212463,fluconazole
35_B6,Set1_Rep1_FLZ,4,0.8514000177383423,fluconazole
35_B8,Set1_Rep1_FLZ,4,0.881600022315979,fluconazole
35_C5,Set1_Rep1_FLZ,4,0.9969000220298767,fluconazole
35_C7,Set1_Rep1_FLZ,4,0.9370999932289124,fluconazole
35_C9,Set1_Rep1_FLZ,4,0.9405999779701233,fluconazole
fRS585,Set1_Rep1_FLZ,4,1.0382000207901,fluconazole
Blank,Set1_Rep1_FLZ,4,0.06080000102519989,fluconazole
40_C9,Set4_Rep3_AMPB,2,0.05979999899864197,amphotericine
40_E7,Set4_Rep3_AMPB,2,0.05959999933838844,amphotericine
40_E11,Set4_Rep3_AMPB,2,0.05990000069141388,amphotericine
40_F6,Set4_Rep3_AMPB,2,0.059700001031160355,amphotericine
40_G9,Set4_Rep3_AMPB,2,0.061000000685453415,amphotericine
40_G11,Set4_Rep3_AMPB,2,0.061000000685453415,amphotericine
fRS585,Set4_Rep3_AMPB,2,0.061400000005960464,amphotericine
Blank,Set4_Rep3_AMPB,2,0.06080000102519989,amphotericine
40_C9,Set4_Rep2_AMPB,2,0.05959999933838844,amphotericine
40_E7,Set4_Rep2_AMPB,2,0.060100000351667404,amphotericine
40_E11,Set4_Rep2_AMPB,2,0.06030000001192093,amphotericine
40_F6,Set4_Rep2_AMPB,2,0.061000000685453415,amphotericine
40_G9,Set4_Rep2_AMPB,2,0.06109999865293503,amphotericine
40_G11,Set4_Rep2_AMPB,2,0.061799999326467514,amphotericine
fRS585,Set4_Rep2_AMPB,2,0.060600001364946365,amphotericine
Blank,Set4_Rep2_AMPB,2,0.06069999933242798,amphotericine
40_C9,Set4_Rep1_AMPB,2,0.05959999933838844,amphotericine
40_E7,Set4_Rep1_AMPB,2,0.05999999865889549,amphotericine
40_E11,Set4_Rep1_AMPB,2,0.05959999933838844,amphotericine
40_F6,Set4_Rep1_AMPB,2,0.05990000069141388,amphotericine
40_G9,Set4_Rep1_AMPB,2,0.06069999933242798,amphotericine
40_G11,Set4_Rep1_AMPB,2,0.061000000685453415,amphotericine
fRS585,Set4_Rep1_AMPB,2,0.0608999989926815,amphotericine
Blank,Set4_Rep1_AMPB,2,0.06069999933242798,amphotericine
35_F2,Set3_Rep3_AMPB,2,0.060499999672174454,amphotericine
35_F4,Set3_Rep3_AMPB,2,0.06159999966621399,amphotericine
35_F6,Set3_Rep3_AMPB,2,0.06129999831318855,amphotericine
35_G5,Set3_Rep3_AMPB,2,0.06120000034570694,amphotericine
35_G9,Set3_Rep3_AMPB,2,0.061799999326467514,amphotericine
35_G11,Set3_Rep3_AMPB,2,0.06239999830722809,amphotericine
fRS585,Set3_Rep3_AMPB,2,0.062300000339746475,amphotericine
Blank,Set3_Rep3_AMPB,2,0.06109999865293503,amphotericine
35_F2,Set3_Rep2_AMPB,2,0.061400000005960464,amphotericine
35_F4,Set3_Rep2_AMPB,2,0.0617000013589859,amphotericine
35_F6,Set3_Rep2_AMPB,2,0.06080000102519989,amphotericine
35_G5,Set3_Rep2_AMPB,2,0.06080000102519989,amphotericine
35_G9,Set3_Rep2_AMPB,2,0.062300000339746475,amphotericine
35_G11,Set3_Rep2_AMPB,2,0.06159999966621399,amphotericine
fRS585,Set3_Rep2_AMPB,2,0.061400000005960464,amphotericine
Blank,Set3_Rep2_AMPB,2,0.061400000005960464,amphotericine
35_F2,Set3_Rep1_AMPB,2,0.06109999865293503,amphotericine
35_F4,Set3_Rep1_AMPB,2,0.06120000034570694,amphotericine
35_F6,Set3_Rep1_AMPB,2,0.061000000685453415,amphotericine
35_G5,Set3_Rep1_AMPB,2,0.060600001364946365,amphotericine
35_G9,Set3_Rep1_AMPB,2,0.061799999326467514,amphotericine
35_G11,Set3_Rep1_AMPB,2,0.0617000013589859,amphotericine
fRS585,Set3_Rep1_AMPB,2,0.061799999326467514,amphotericine
Blank,Set3_Rep1_AMPB,2,0.061400000005960464,amphotericine
35_D2,Set2_Rep3_AMPB,2,0.059700001031160355,amphotericine
35_D4,Set2_Rep3_AMPB,2,0.06300000101327896,amphotericine
35_D8,Set2_Rep3_AMPB,2,0.06019999831914902,amphotericine
35_E7,Set2_Rep3_AMPB,2,0.06080000102519989,amphotericine
35_E9,Set2_Rep3_AMPB,2,0.06080000102519989,amphotericine
35_E11,Set2_Rep3_AMPB,2,0.061400000005960464,amphotericine
fRS585,Set2_Rep3_AMPB,2,0.06069999933242798,amphotericine
Blank,Set2_Rep3_AMPB,2,0.060499999672174454,amphotericine
35_D2,Set2_Rep2_AMPB,2,0.059300001710653305,amphotericine
35_D4,Set2_Rep2_AMPB,2,0.06319999694824219,amphotericine
35_D8,Set2_Rep2_AMPB,2,0.05990000069141388,amphotericine
35_E7,Set2_Rep2_AMPB,2,0.06080000102519989,amphotericine
35_E9,Set2_Rep2_AMPB,2,0.0608999989926815,amphotericine
35_E11,Set2_Rep2_AMPB,2,0.061799999326467514,amphotericine
fRS585,Set2_Rep2_AMPB,2,0.060499999672174454,amphotericine
Blank,Set2_Rep2_AMPB,2,0.060499999672174454,amphotericine
35_D2,Set2_Rep1_AMPB,2,0.059300001710653305,amphotericine
35_D4,Set2_Rep1_AMPB,2,0.06289999932050705,amphotericine
35_D8,Set2_Rep1_AMPB,2,0.05999999865889549,amphotericine
35_E7,Set2_Rep1_AMPB,2,0.060100000351667404,amphotericine
35_E9,Set2_Rep1_AMPB,2,0.05999999865889549,amphotericine
35_E11,Set2_Rep1_AMPB,2,0.0608999989926815,amphotericine
fRS585,Set2_Rep1_AMPB,2,0.060499999672174454,amphotericine
Blank,Set2_Rep1_AMPB,2,0.05990000069141388,amphotericine
35_B2,Set1_Rep3_AMPB,2,0.059300001710653305,amphotericine
35_B6,Set1_Rep3_AMPB,2,0.060100000351667404,amphotericine
35_B8,Set1_Rep3_AMPB,2,0.06030000001192093,amphotericine
35_C5,Set1_Rep3_AMPB,2,0.060100000351667404,amphotericine
35_C7,Set1_Rep3_AMPB,2,0.060600001364946365,amphotericine
35_C9,Set1_Rep3_AMPB,2,0.061000000685453415,amphotericine
fRS585,Set1_Rep3_AMPB,2,0.061000000685453415,amphotericine
Blank,Set1_Rep3_AMPB,2,0.05990000069141388,amphotericine
35_B2,Set1_Rep2_AMPB,2,0.05869999900460243,amphotericine
35_B6,Set1_Rep2_AMPB,2,0.05909999832510948,amphotericine
35_B8,Set1_Rep2_AMPB,2,0.05999999865889549,amphotericine
35_C5,Set1_Rep2_AMPB,2,0.06019999831914902,amphotericine
35_C7,Set1_Rep2_AMPB,2,0.060499999672174454,amphotericine
35_C9,Set1_Rep2_AMPB,2,0.06109999865293503,amphotericine
fRS585,Set1_Rep2_AMPB,2,0.060600001364946365,amphotericine
Blank,Set1_Rep2_AMPB,2,0.06040000170469284,amphotericine
35_B2,Set1_Rep1_AMPB,2,0.05950000137090683,amphotericine
35_B6,Set1_Rep1_AMPB,2,0.059700001031160355,amphotericine
35_B8,Set1_Rep1_AMPB,2,0.05920000001788139,amphotericine
35_C5,Set1_Rep1_AMPB,2,0.05990000069141388,amphotericine
35_C7,Set1_Rep1_AMPB,2,0.05950000137090683,amphotericine
35_C9,Set1_Rep1_AMPB,2,0.06040000170469284,amphotericine
fRS585,Set1_Rep1_AMPB,2,0.060100000351667404,amphotericine
Blank,Set1_Rep1_AMPB,2,0.059700001031160355,amphotericine
40_C9,Set4_Rep3_FLZ,2,0.8873999714851379,fluconazole
40_E7,Set4_Rep3_FLZ,2,0.8726000189781189,fluconazole
40_E11,Set4_Rep3_FLZ,2,0.9751999974250793,fluconazole
40_F6,Set4_Rep3_FLZ,2,0.9054999947547913,fluconazole
40_G9,Set4_Rep3_FLZ,2,1.1298999786376953,fluconazole
40_G11,Set4_Rep3_FLZ,2,1.0678000450134277,fluconazole
fRS585,Set4_Rep3_FLZ,2,1.0115000009536743,fluconazole
Blank,Set4_Rep3_FLZ,2,0.05950000137090683,fluconazole
40_C9,Set4_Rep2_FLZ,2,1.0886000394821167,fluconazole
40_E7,Set4_Rep2_FLZ,2,0.9567000269889832,fluconazole
40_E11,Set4_Rep2_FLZ,2,0.8960999846458435,fluconazole
40_F6,Set4_Rep2_FLZ,2,0.7918000221252441,fluconazole
40_G9,Set4_Rep2_FLZ,2,1.1275999546051025,fluconazole
40_G11,Set4_Rep2_FLZ,2,1.0282000303268433,fluconazole
fRS585,Set4_Rep2_FLZ,2,0.9876000285148621,fluconazole
Blank,Set4_Rep2_FLZ,2,0.059700001031160355,fluconazole
40_C9,Set4_Rep1_FLZ,2,0.8282999992370605,fluconazole
40_E7,Set4_Rep1_FLZ,2,0.7204999923706055,fluconazole
40_E11,Set4_Rep1_FLZ,2,0.9614999890327454,fluconazole
40_F6,Set4_Rep1_FLZ,2,0.9714000225067139,fluconazole
40_G9,Set4_Rep1_FLZ,2,1.128100037574768,fluconazole
40_G11,Set4_Rep1_FLZ,2,1.0302000045776367,fluconazole
fRS585,Set4_Rep1_FLZ,2,1.0473999977111816,fluconazole
Blank,Set4_Rep1_FLZ,2,0.059300001710653305,fluconazole
35_F2,Set3_Rep3_FLZ,2,0.9524999856948853,fluconazole
35_F4,Set3_Rep3_FLZ,2,0.8931000232696533,fluconazole
35_F6,Set3_Rep3_FLZ,2,1.0189000368118286,fluconazole
35_G5,Set3_Rep3_FLZ,2,0.8349999785423279,fluconazole
35_G9,Set3_Rep3_FLZ,2,0.9462000131607056,fluconazole
35_G11,Set3_Rep3_FLZ,2,0.9138000011444092,fluconazole
fRS585,Set3_Rep3_FLZ,2,0.9745000004768372,fluconazole
Blank,Set3_Rep3_FLZ,2,0.05939999967813492,fluconazole
35_F2,Set3_Rep2_FLZ,2,0.8909000158309937,fluconazole
35_F4,Set3_Rep2_FLZ,2,1.094099998474121,fluconazole
35_F6,Set3_Rep2_FLZ,2,1.0972000360488892,fluconazole
35_G5,Set3_Rep2_FLZ,2,0.9524999856948853,fluconazole
35_G9,Set3_Rep2_FLZ,2,0.8748999834060669,fluconazole
35_G11,Set3_Rep2_FLZ,2,1.0194000005722046,fluconazole
fRS585,Set3_Rep2_FLZ,2,0.7620999813079834,fluconazole
Blank,Set3_Rep2_FLZ,2,0.05920000001788139,fluconazole
35_F2,Set3_Rep1_FLZ,2,0.7904000282287598,fluconazole
35_F4,Set3_Rep1_FLZ,2,0.9322999715805054,fluconazole
35_F6,Set3_Rep1_FLZ,2,0.8741999864578247,fluconazole
35_G5,Set3_Rep1_FLZ,2,0.9549000263214111,fluconazole
35_G9,Set3_Rep1_FLZ,2,0.8148000240325928,fluconazole
35_G11,Set3_Rep1_FLZ,2,0.9799000024795532,fluconazole
fRS585,Set3_Rep1_FLZ,2,0.8468999862670898,fluconazole
Blank,Set3_Rep1_FLZ,2,0.05909999832510948,fluconazole
35_D2,Set2_Rep3_FLZ,2,0.8579000234603882,fluconazole
35_D4,Set2_Rep3_FLZ,2,0.2689000070095062,fluconazole
35_D8,Set2_Rep3_FLZ,2,0.8784999847412109,fluconazole
35_E7,Set2_Rep3_FLZ,2,0.9553999900817871,fluconazole
35_E9,Set2_Rep3_FLZ,2,1.0342999696731567,fluconazole
35_E11,Set2_Rep3_FLZ,2,0.9192000031471252,fluconazole
fRS585,Set2_Rep3_FLZ,2,0.5406000018119812,fluconazole
Blank,Set2_Rep3_FLZ,2,0.0617000013589859,fluconazole
35_D2,Set2_Rep2_FLZ,2,0.8902000188827515,fluconazole
35_D4,Set2_Rep2_FLZ,2,0.4810999929904938,fluconazole
35_D8,Set2_Rep2_FLZ,2,0.7699000239372253,fluconazole
35_E7,Set2_Rep2_FLZ,2,0.9122999906539917,fluconazole
35_E9,Set2_Rep2_FLZ,2,0.9850999712944031,fluconazole
35_E11,Set2_Rep2_FLZ,2,1.0047999620437622,fluconazole
fRS585,Set2_Rep2_FLZ,2,1.0398999452590942,fluconazole
Blank,Set2_Rep2_FLZ,2,0.060600001364946365,fluconazole
35_D2,Set2_Rep1_FLZ,2,0.8816999793052673,fluconazole
35_D4,Set2_Rep1_FLZ,2,0.4074000120162964,fluconazole
35_D8,Set2_Rep1_FLZ,2,0.8328999876976013,fluconazole
35_E7,Set2_Rep1_FLZ,2,0.7045000195503235,fluconazole
35_E9,Set2_Rep1_FLZ,2,0.941100001335144,fluconazole
35_E11,Set2_Rep1_FLZ,2,0.7200000286102295,fluconazole
fRS585,Set2_Rep1_FLZ,2,0.527400016784668,fluconazole
Blank,Set2_Rep1_FLZ,2,0.060600001364946365,fluconazole
35_B2,Set1_Rep3_FLZ,2,1.0377000570297241,fluconazole
35_B6,Set1_Rep3_FLZ,2,0.8695999979972839,fluconazole
35_B8,Set1_Rep3_FLZ,2,0.920199990272522,fluconazole
35_C5,Set1_Rep3_FLZ,2,0.7142999768257141,fluconazole
35_C7,Set1_Rep3_FLZ,2,1.0544999837875366,fluconazole
35_C9,Set1_Rep3_FLZ,2,1.0908000469207764,fluconazole
fRS585,Set1_Rep3_FLZ,2,1.0214999914169312,fluconazole
Blank,Set1_Rep3_FLZ,2,0.060100000351667404,fluconazole
35_B2,Set1_Rep2_FLZ,2,0.9839000105857849,fluconazole
35_B6,Set1_Rep2_FLZ,2,1.0087000131607056,fluconazole
35_B8,Set1_Rep2_FLZ,2,0.9659000039100647,fluconazole
35_C5,Set1_Rep2_FLZ,2,1.041700005531311,fluconazole
35_C7,Set1_Rep2_FLZ,2,1.0999000072479248,fluconazole
35_C9,Set1_Rep2_FLZ,2,1.0363999605178833,fluconazole
fRS585,Set1_Rep2_FLZ,2,0.8134999871253967,fluconazole
Blank,Set1_Rep2_FLZ,2,0.06120000034570694,fluconazole
35_B2,Set1_Rep1_FLZ,2,0.8761000037193298,fluconazole
35_B6,Set1_Rep1_FLZ,2,0.9218000173568726,fluconazole
35_B8,Set1_Rep1_FLZ,2,1.1171000003814697,fluconazole
35_C5,Set1_Rep1_FLZ,2,1.0027999877929688,fluconazole
35_C7,Set1_Rep1_FLZ,2,0.9842000007629395,fluconazole
35_C9,Set1_Rep1_FLZ,2,0.7616000175476074,fluconazole
fRS585,Set1_Rep1_FLZ,2,1.073799967765808,fluconazole
Blank,Set1_Rep1_FLZ,2,0.060499999672174454,fluconazole
40_C9,Set4_Rep3_AMPB,1,0.05999999865889549,amphotericine
40_E7,Set4_Rep3_AMPB,1,0.05990000069141388,amphotericine
40_E11,Set4_Rep3_AMPB,1,0.06040000170469284,amphotericine
40_F6,Set4_Rep3_AMPB,1,0.06030000001192093,amphotericine
40_G9,Set4_Rep3_AMPB,1,0.06069999933242798,amphotericine
40_G11,Set4_Rep3_AMPB,1,0.06069999933242798,amphotericine
fRS585,Set4_Rep3_AMPB,1,0.05979999899864197,amphotericine
Blank,Set4_Rep3_AMPB,1,0.06019999831914902,amphotericine
40_C9,Set4_Rep2_AMPB,1,0.05990000069141388,amphotericine
40_E7,Set4_Rep2_AMPB,1,0.060100000351667404,amphotericine
40_E11,Set4_Rep2_AMPB,1,0.060499999672174454,amphotericine
40_F6,Set4_Rep2_AMPB,1,0.06040000170469284,amphotericine
40_G9,Set4_Rep2_AMPB,1,0.06109999865293503,amphotericine
40_G11,Set4_Rep2_AMPB,1,0.0608999989926815,amphotericine
fRS585,Set4_Rep2_AMPB,1,0.06030000001192093,amphotericine
Blank,Set4_Rep2_AMPB,1,0.06069999933242798,amphotericine
40_C9,Set4_Rep1_AMPB,1,0.059700001031160355,amphotericine
40_E7,Set4_Rep1_AMPB,1,0.060499999672174454,amphotericine
40_E11,Set4_Rep1_AMPB,1,0.06040000170469284,amphotericine
40_F6,Set4_Rep1_AMPB,1,0.05979999899864197,amphotericine
40_G9,Set4_Rep1_AMPB,1,0.06069999933242798,amphotericine
40_G11,Set4_Rep1_AMPB,1,0.061000000685453415,amphotericine
fRS585,Set4_Rep1_AMPB,1,0.05999999865889549,amphotericine
Blank,Set4_Rep1_AMPB,1,0.06069999933242798,amphotericine
35_F2,Set3_Rep3_AMPB,1,0.06129999831318855,amphotericine
35_F4,Set3_Rep3_AMPB,1,0.061799999326467514,amphotericine
35_F6,Set3_Rep3_AMPB,1,0.061500001698732376,amphotericine
35_G5,Set3_Rep3_AMPB,1,0.06080000102519989,amphotericine
35_G9,Set3_Rep3_AMPB,1,0.06159999966621399,amphotericine
35_G11,Set3_Rep3_AMPB,1,0.062199998646974564,amphotericine
fRS585,Set3_Rep3_AMPB,1,0.0617000013589859,amphotericine
Blank,Set3_Rep3_AMPB,1,0.061400000005960464,amphotericine
35_F2,Set3_Rep2_AMPB,1,0.061500001698732376,amphotericine
35_F4,Set3_Rep2_AMPB,1,0.0617000013589859,amphotericine
35_F6,Set3_Rep2_AMPB,1,0.061400000005960464,amphotericine
35_G5,Set3_Rep2_AMPB,1,0.060600001364946365,amphotericine
35_G9,Set3_Rep2_AMPB,1,0.06120000034570694,amphotericine
35_G11,Set3_Rep2_AMPB,1,0.061799999326467514,amphotericine
fRS585,Set3_Rep2_AMPB,1,0.06019999831914902,amphotericine
Blank,Set3_Rep2_AMPB,1,0.06159999966621399,amphotericine
35_F2,Set3_Rep1_AMPB,1,0.06109999865293503,amphotericine
35_F4,Set3_Rep1_AMPB,1,0.0617000013589859,amphotericine
35_F6,Set3_Rep1_AMPB,1,0.06129999831318855,amphotericine
35_G5,Set3_Rep1_AMPB,1,0.060600001364946365,amphotericine
35_G9,Set3_Rep1_AMPB,1,0.06120000034570694,amphotericine
35_G11,Set3_Rep1_AMPB,1,0.061400000005960464,amphotericine
fRS585,Set3_Rep1_AMPB,1,0.06069999933242798,amphotericine
Blank,Set3_Rep1_AMPB,1,0.06120000034570694,amphotericine
35_D2,Set2_Rep3_AMPB,1,0.059700001031160355,amphotericine
35_D4,Set2_Rep3_AMPB,1,0.0632999986410141,amphotericine
35_D8,Set2_Rep3_AMPB,1,0.061000000685453415,amphotericine
35_E7,Set2_Rep3_AMPB,1,0.06069999933242798,amphotericine
35_E9,Set2_Rep3_AMPB,1,0.06069999933242798,amphotericine
35_E11,Set2_Rep3_AMPB,1,0.06109999865293503,amphotericine
fRS585,Set2_Rep3_AMPB,1,0.05979999899864197,amphotericine
Blank,Set2_Rep3_AMPB,1,0.060499999672174454,amphotericine
35_D2,Set2_Rep2_AMPB,1,0.05999999865889549,amphotericine
35_D4,Set2_Rep2_AMPB,1,0.06440000236034393,amphotericine
35_D8,Set2_Rep2_AMPB,1,0.06040000170469284,amphotericine
35_E7,Set2_Rep2_AMPB,1,0.060600001364946365,amphotericine
35_E9,Set2_Rep2_AMPB,1,0.06069999933242798,amphotericine
35_E11,Set2_Rep2_AMPB,1,0.06120000034570694,amphotericine
fRS585,Set2_Rep2_AMPB,1,0.05990000069141388,amphotericine
Blank,Set2_Rep2_AMPB,1,0.06069999933242798,amphotericine
35_D2,Set2_Rep1_AMPB,1,0.059300001710653305,amphotericine
35_D4,Set2_Rep1_AMPB,1,0.06319999694824219,amphotericine
35_D8,Set2_Rep1_AMPB,1,0.060499999672174454,amphotericine
35_E7,Set2_Rep1_AMPB,1,0.06019999831914902,amphotericine
35_E9,Set2_Rep1_AMPB,1,0.05979999899864197,amphotericine
35_E11,Set2_Rep1_AMPB,1,0.06030000001192093,amphotericine
fRS585,Set2_Rep1_AMPB,1,0.05939999967813492,amphotericine
Blank,Set2_Rep1_AMPB,1,0.05999999865889549,amphotericine
35_B2,Set1_Rep3_AMPB,1,0.05990000069141388,amphotericine
35_B6,Set1_Rep3_AMPB,1,0.060499999672174454,amphotericine
35_B8,Set1_Rep3_AMPB,1,0.060100000351667404,amphotericine
35_C5,Set1_Rep3_AMPB,1,0.05979999899864197,amphotericine
35_C7,Set1_Rep3_AMPB,1,0.06019999831914902,amphotericine
35_C9,Set1_Rep3_AMPB,1,0.06040000170469284,amphotericine
fRS585,Set1_Rep3_AMPB,1,0.06019999831914902,amphotericine
Blank,Set1_Rep3_AMPB,1,0.06019999831914902,amphotericine
35_B2,Set1_Rep2_AMPB,1,0.05909999832510948,amphotericine
35_B6,Set1_Rep2_AMPB,1,0.05939999967813492,amphotericine
35_B8,Set1_Rep2_AMPB,1,0.05979999899864197,amphotericine
35_C5,Set1_Rep2_AMPB,1,0.06019999831914902,amphotericine
35_C7,Set1_Rep2_AMPB,1,0.05990000069141388,amphotericine
35_C9,Set1_Rep2_AMPB,1,0.060499999672174454,amphotericine
fRS585,Set1_Rep2_AMPB,1,0.05979999899864197,amphotericine
Blank,Set1_Rep2_AMPB,1,0.06040000170469284,amphotericine
35_B2,Set1_Rep1_AMPB,1,0.05959999933838844,amphotericine
35_B6,Set1_Rep1_AMPB,1,0.05979999899864197,amphotericine
35_B8,Set1_Rep1_AMPB,1,0.05979999899864197,amphotericine
35_C5,Set1_Rep1_AMPB,1,0.059700001031160355,amphotericine
35_C7,Set1_Rep1_AMPB,1,0.05979999899864197,amphotericine
35_C9,Set1_Rep1_AMPB,1,0.05990000069141388,amphotericine
fRS585,Set1_Rep1_AMPB,1,0.05909999832510948,amphotericine
Blank,Set1_Rep1_AMPB,1,0.060100000351667404,amphotericine
40_C9,Set4_Rep3_FLZ,1,0.8452000021934509,fluconazole
40_E7,Set4_Rep3_FLZ,1,0.5580000281333923,fluconazole
40_E11,Set4_Rep3_FLZ,1,0.9290000200271606,fluconazole
40_F6,Set4_Rep3_FLZ,1,0.9377999901771545,fluconazole
40_G9,Set4_Rep3_FLZ,1,1.083400011062622,fluconazole
40_G11,Set4_Rep3_FLZ,1,1.204200029373169,fluconazole
fRS585,Set4_Rep3_FLZ,1,0.8554999828338623,fluconazole
Blank,Set4_Rep3_FLZ,1,0.059700001031160355,fluconazole
40_C9,Set4_Rep2_FLZ,1,1.0967999696731567,fluconazole
40_E7,Set4_Rep2_FLZ,1,1.1068999767303467,fluconazole
40_E11,Set4_Rep2_FLZ,1,1.0099999904632568,fluconazole
