drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,6.402569201092037,0.7827312310468688,19.401699339942333,1.9526466351601623,9.936103640355258,1.3743124905750713e-11
caspofungin,36,0.25469430020994355,0.07453344267238743,1.5781671128301835,0.22629593218382282,6.973908446344586,4.8233934364466e-8
fluconazole,36,2.441749970296195,0.31305910892057126,7.536405288370889,0.7817202293786141,9.640796035637385,2.951681819156836e-11
