drug,n,intercept,se_intercept,slope,se_slope,t_slope,p_slope
amphotericin,36,2.975990693482097,0.48433720841647165,11.041923310127505,1.2777933162910113,8.64140011483106,4.267434950853036e-10
caspofungin,36,0.2650344880649659,0.08389561264701507,1.6844085929240167,0.24847849640407993,6.778890798601755,8.543860080414032e-8
fluconazole,36,2.9561996189938093,0.4766610925607896,10.763629056874045,1.2430459147363142,8.65907600778956,4.065974793218003e-10
