population,sheet_name,concentration,OD
40_E7,Plate2_Rep2,4,1.2116999626159668
40_E9,Plate2_Rep2,4,0.9397000074386597
40_E11,Plate2_Rep2,4,1.041599988937378
fRS585,Plate2_Rep2,4,1.0220999717712402
Blank,Plate2_Rep2,4,0.05730000138282776
40_D2,Plate2_Rep1,4,0.8337000012397766
40_D4,Plate2_Rep1,4,1.1782000064849854
40_D8,Plate2_Rep1,4,0.660099983215332
40_E7,Plate2_Rep1,4,0.8967000246047974
40_E9,Plate2_Rep1,4,0.7882000207901001
40_E11,Plate2_Rep1,4,1.007200002670288
fRS585,Plate2_Rep1,4,1.0622999668121338
Blank,Plate2_Rep1,4,0.057999998331069946
40_B2,Plate1_Rep3,4,0.8324999809265137
40_B6,Plate1_Rep3,4,0.9394000172615051
40_B8,Plate1_Rep3,4,0.9941999912261963
40_C5,Plate1_Rep3,4,1.077299952507019
40_C7,Plate1_Rep3,4,1.0024000406265259
40_C9,Plate1_Rep3,4,1.1062999963760376
fRS585,Plate1_Rep3,4,0.8845999836921692
Blank,Plate1_Rep3,4,0.05770000070333481
40_B2,Plate1_Rep2,4,1.0936000347137451
40_B6,Plate1_Rep2,4,1.061400055885315
40_B8,Plate1_Rep2,4,1.1607999801635742
40_C5,Plate1_Rep2,4,1.1916999816894531
40_C7,Plate1_Rep2,4,0.8378000259399414
40_C9,Plate1_Rep2,4,1.0501999855041504
fRS585,Plate1_Rep2,4,0.9950000047683716
Blank,Plate1_Rep2,4,0.057100001722574234
40_B2,Plate1_Rep1,4,0.9383999705314636
40_B6,Plate1_Rep1,4,0.9688000082969666
40_B8,Plate1_Rep1,4,1.159000039100647
40_C5,Plate1_Rep1,4,0.8337000012397766
40_C7,Plate1_Rep1,4,0.9534000158309937
40_C9,Plate1_Rep1,4,0.8962000012397766
fRS585,Plate1_Rep1,4,0.9380000233650208
Blank,Plate1_Rep1,4,0.057100001722574234
40_F2,Plate3_Rep3,2,0.7099000215530396
40_F4,Plate3_Rep3,2,0.9890000224113464
40_F6,Plate3_Rep3,2,1.0194000005722046
40_G5,Plate3_Rep3,2,1.0829999446868896
40_G9,Plate3_Rep3,2,1.142199993133545
40_G11,Plate3_Rep3,2,1.058899998664856
fRS585,Plate3_Rep3,2,0.6617000102996826
Blank,Plate3_Rep3,2,0.0568000003695488
40_F2,Plate3_Rep2,2,0.910099983215332
40_F4,Plate3_Rep2,2,1.1934000253677368
40_F6,Plate3_Rep2,2,0.9628000259399414
40_G5,Plate3_Rep2,2,1.055899977684021
40_G9,Plate3_Rep2,2,1.0786999464035034
40_G11,Plate3_Rep2,2,1.0789999961853027
fRS585,Plate3_Rep2,2,0.972599983215332
Blank,Plate3_Rep2,2,0.05640000104904175
40_F2,Plate3_Rep1,2,0.9043999910354614
40_F4,Plate3_Rep1,2,1.1473000049591064
40_F6,Plate3_Rep1,2,1.0658999681472778
40_G5,Plate3_Rep1,2,1.1312999725341797
40_G9,Plate3_Rep1,2,1.2577999830245972
40_G11,Plate3_Rep1,2,1.1904000043869019
fRS585,Plate3_Rep1,2,0.984499990940094
Blank,Plate3_Rep1,2,0.05730000138282776
40_D2,Plate2_Rep3,2,0.7860999703407288
40_D4,Plate2_Rep3,2,0.6610999703407288
40_D8,Plate2_Rep3,2,0.9661999940872192
40_E7,Plate2_Rep3,2,1.1232000589370728
40_E9,Plate2_Rep3,2,1.0923999547958374
40_E11,Plate2_Rep3,2,1.0134999752044678
fRS585,Plate2_Rep3,2,0.7379999756813049
Blank,Plate2_Rep3,2,0.057100001722574234
40_D2,Plate2_Rep2,2,0.8712000250816345
40_D4,Plate2_Rep2,2,1.0388000011444092
40_D8,Plate2_Rep2,2,1.1502000093460083
40_E7,Plate2_Rep2,2,1.0406999588012695
40_E9,Plate2_Rep2,2,1.0326999425888062
40_E11,Plate2_Rep2,2,0.9081000089645386
fRS585,Plate2_Rep2,2,0.8324999809265137
Blank,Plate2_Rep2,2,0.0568000003695488
40_D2,Plate2_Rep1,2,0.8902999758720398
40_D4,Plate2_Rep1,2,1.0374000072479248
40_D8,Plate2_Rep1,2,1.0204999446868896
40_E7,Plate2_Rep1,2,1.0843000411987305
40_E9,Plate2_Rep1,2,0.7336000204086304
40_E11,Plate2_Rep1,2,0.8208000063896179
fRS585,Plate2_Rep1,2,1.0471999645233154
Blank,Plate2_Rep1,2,0.057100001722574234
40_B2,Plate1_Rep3,2,1.0712000131607056
40_B6,Plate1_Rep3,2,0.8119999766349792
40_B8,Plate1_Rep3,2,1.0664000511169434
40_C5,Plate1_Rep3,2,1.1467000246047974
40_C7,Plate1_Rep3,2,1.0176000595092773
40_C9,Plate1_Rep3,2,1.0231000185012817
fRS585,Plate1_Rep3,2,0.7350999712944031
Blank,Plate1_Rep3,2,0.0560000017285347
40_B2,Plate1_Rep2,2,1.138200044631958
40_B6,Plate1_Rep2,2,0.824999988079071
40_B8,Plate1_Rep2,2,1.1931999921798706
40_C5,Plate1_Rep2,2,1.0922000408172607
40_C7,Plate1_Rep2,2,0.7879999876022339
40_C9,Plate1_Rep2,2,0.968999981880188
fRS585,Plate1_Rep2,2,0.9563999772071838
Blank,Plate1_Rep2,2,0.0551999993622303
40_B2,Plate1_Rep1,2,1.0989999771118164
40_B6,Plate1_Rep1,2,0.9682999849319458
40_B8,Plate1_Rep1,2,1.049299955368042
40_C5,Plate1_Rep1,2,0.8307999968528748
40_C7,Plate1_Rep1,2,0.9108999967575073
40_C9,Plate1_Rep1,2,1.0087000131607056
fRS585,Plate1_Rep1,2,0.9602000117301941
Blank,Plate1_Rep1,2,0.05559999868273735
40_F2,Plate3_Rep3,1,0.8210999965667725
40_F4,Plate3_Rep3,1,0.9017999768257141
40_F6,Plate3_Rep3,1,1.0997999906539917
40_G5,Plate3_Rep3,1,1.1492999792099
40_G9,Plate3_Rep3,1,1.1750999689102173
40_G11,Plate3_Rep3,1,0.8349999785423279
fRS585,Plate3_Rep3,1,0.7246999740600586
Blank,Plate3_Rep3,1,0.05790000036358833
40_F2,Plate3_Rep2,1,0.9377999901771545
40_F4,Plate3_Rep2,1,1.212499976158142
40_F6,Plate3_Rep2,1,0.9077000021934509
40_G5,Plate3_Rep2,1,1.0210000276565552
40_G9,Plate3_Rep2,1,1.220900058746338
40_G11,Plate3_Rep2,1,1.1581000089645386
fRS585,Plate3_Rep2,1,0.9330999851226807
Blank,Plate3_Rep2,1,0.057500001043081284
40_F2,Plate3_Rep1,1,1.0555000305175781
40_F4,Plate3_Rep1,1,1.1751999855041504
40_F6,Plate3_Rep1,1,1.0633000135421753
40_G5,Plate3_Rep1,1,1.1950000524520874
40_G9,Plate3_Rep1,1,1.2755999565124512
40_G11,Plate3_Rep1,1,1.235200047492981
fRS585,Plate3_Rep1,1,1.0693999528884888
Blank,Plate3_Rep1,1,0.057100001722574234
40_D2,Plate2_Rep3,1,0.9021000266075134
40_D4,Plate2_Rep3,1,0.8974999785423279
40_D8,Plate2_Rep3,1,0.9763000011444092
40_E7,Plate2_Rep3,1,0.9509000182151794
40_E9,Plate2_Rep3,1,0.7882000207901001
40_E11,Plate2_Rep3,1,1.0674999952316284
fRS585,Plate2_Rep3,1,0.8424999713897705
Blank,Plate2_Rep3,1,0.05820000171661377
40_D2,Plate2_Rep2,1,0.8632000088691711
40_D4,Plate2_Rep2,1,1.0058000087738037
40_D8,Plate2_Rep2,1,0.9337000250816345
40_E7,Plate2_Rep2,1,1.0835000276565552
40_E9,Plate2_Rep2,1,1.0097999572753906
40_E11,Plate2_Rep2,1,1.0569000244140625
fRS585,Plate2_Rep2,1,0.9771999716758728
Blank,Plate2_Rep2,1,0.05590000003576279
40_D2,Plate2_Rep1,1,0.7663999795913696
40_D4,Plate2_Rep1,1,1.0181000232696533
40_D8,Plate2_Rep1,1,1.0839999914169312
40_E7,Plate2_Rep1,1,1.2021000385284424
40_E9,Plate2_Rep1,1,0.9323999881744385
40_E11,Plate2_Rep1,1,0.7224000096321106
fRS585,Plate2_Rep1,1,0.9140999913215637
Blank,Plate2_Rep1,1,0.05790000036358833
40_B2,Plate1_Rep3,1,1.0194000005722046
40_B6,Plate1_Rep3,1,0.8942999839782715
40_B8,Plate1_Rep3,1,1.0815999507904053
40_C5,Plate1_Rep3,1,1.0931999683380127
40_C7,Plate1_Rep3,1,0.9435999989509583
40_C9,Plate1_Rep3,1,1.0514999628067017
fRS585,Plate1_Rep3,1,0.917900025844574
Blank,Plate1_Rep3,1,0.057100001722574234
40_B2,Plate1_Rep2,1,1.1023000478744507
40_B6,Plate1_Rep2,1,0.9211999773979187
40_B8,Plate1_Rep2,1,1.0755000114440918
40_C5,Plate1_Rep2,1,1.1837999820709229
40_C7,Plate1_Rep2,1,0.9041000008583069
40_C9,Plate1_Rep2,1,0.9646999835968018
fRS585,Plate1_Rep2,1,1.0226000547409058
Blank,Plate1_Rep2,1,0.05689999833703041
40_B2,Plate1_Rep1,1,1.0602999925613403
40_B6,Plate1_Rep1,1,1.0963000059127808
40_B8,Plate1_Rep1,1,1.216599941253662
40_C5,Plate1_Rep1,1,1.020799994468689
40_C7,Plate1_Rep1,1,0.9865999817848206
40_C9,Plate1_Rep1,1,1.051200032234192
fRS585,Plate1_Rep1,1,0.9871000051498413
Blank,Plate1_Rep1,1,0.0568000003695488
40_F2,Plate3_Rep3,0.5,0.7782999873161316
40_F4,Plate3_Rep3,0.5,1.2273000478744507
40_F6,Plate3_Rep3,0.5,0.9767000079154968
40_G5,Plate3_Rep3,0.5,1.0271999835968018
40_G9,Plate3_Rep3,0.5,0.9939000010490417
40_G11,Plate3_Rep3,0.5,0.8921999931335449
fRS585,Plate3_Rep3,0.5,0.6534000039100647
Blank,Plate3_Rep3,0.5,0.05849999934434891
40_F2,Plate3_Rep2,0.5,1.1154999732971191
40_F4,Plate3_Rep2,0.5,1.1857999563217163
40_F6,Plate3_Rep2,0.5,0.948199987411499
40_G5,Plate3_Rep2,0.5,1.200700044631958
40_G9,Plate3_Rep2,0.5,1.218000054359436
40_G11,Plate3_Rep2,0.5,1.2034000158309937
fRS585,Plate3_Rep2,0.5,1.0540000200271606
Blank,Plate3_Rep2,0.5,0.05640000104904175
40_F2,Plate3_Rep1,0.5,0.8023999929428101
40_F4,Plate3_Rep1,0.5,1.0760999917984009
40_F6,Plate3_Rep1,0.5,1.0805000066757202
40_G5,Plate3_Rep1,0.5,1.1706000566482544
40_G9,Plate3_Rep1,0.5,1.3112000226974487
40_G11,Plate3_Rep1,0.5,1.2736999988555908
fRS585,Plate3_Rep1,0.5,0.9968000054359436
Blank,Plate3_Rep1,0.5,0.05719999969005585
40_D2,Plate2_Rep3,0.5,0.6776999831199646
40_D4,Plate2_Rep3,0.5,0.9253000020980835
40_D8,Plate2_Rep3,0.5,0.786300003528595
40_E7,Plate2_Rep3,0.5,0.7782999873161316
40_E9,Plate2_Rep3,0.5,0.8863000273704529
40_E11,Plate2_Rep3,0.5,0.9836999773979187
fRS585,Plate2_Rep3,0.5,0.8339999914169312
Blank,Plate2_Rep3,0.5,0.05779999867081642
40_D2,Plate2_Rep2,0.5,0.9501000046730042
40_D4,Plate2_Rep2,0.5,1.0302000045776367
40_D8,Plate2_Rep2,0.5,1.0835000276565552
40_E7,Plate2_Rep2,0.5,0.8647000193595886
40_E9,Plate2_Rep2,0.5,0.9713000059127808
40_E11,Plate2_Rep2,0.5,0.984499990940094
fRS585,Plate2_Rep2,0.5,0.9534000158309937
Blank,Plate2_Rep2,0.5,0.05640000104904175
40_D2,Plate2_Rep1,0.5,0.9444000124931335
40_D4,Plate2_Rep1,0.5,0.8689000010490417
40_D8,Plate2_Rep1,0.5,1.0328999757766724
40_E7,Plate2_Rep1,0.5,1.159000039100647
40_E9,Plate2_Rep1,0.5,1.006700038909912
40_E11,Plate2_Rep1,0.5,0.9524999856948853
fRS585,Plate2_Rep1,0.5,0.9979000091552734
Blank,Plate2_Rep1,0.5,0.05719999969005585
40_B2,Plate1_Rep3,0.5,1.0621000528335571
40_B6,Plate1_Rep3,0.5,0.7595999836921692
40_B8,Plate1_Rep3,0.5,0.9878000020980835
40_C5,Plate1_Rep3,0.5,1.058899998664856
40_C7,Plate1_Rep3,0.5,0.9308000206947327
40_C9,Plate1_Rep3,0.5,0.9968000054359436
fRS585,Plate1_Rep3,0.5,0.9789000153541565
Blank,Plate1_Rep3,0.5,0.05609999969601631
40_B2,Plate1_Rep2,0.5,1.132699966430664
40_B6,Plate1_Rep2,0.5,0.925000011920929
40_B8,Plate1_Rep2,0.5,0.9388999938964844
40_C5,Plate1_Rep2,0.5,1.0562000274658203
40_C7,Plate1_Rep2,0.5,0.8064000010490417
40_C9,Plate1_Rep2,0.5,1.0384999513626099
fRS585,Plate1_Rep2,0.5,1.0245000123977661
Blank,Plate1_Rep2,0.5,0.055799998342990875
40_B2,Plate1_Rep1,0.5,1.131700038909912
40_B6,Plate1_Rep1,0.5,0.9125000238418579
40_B8,Plate1_Rep1,0.5,1.1267000436782837
40_C5,Plate1_Rep1,0.5,1.0622999668121338
40_C7,Plate1_Rep1,0.5,0.8747000098228455
40_C9,Plate1_Rep1,0.5,1.0509999990463257
fRS585,Plate1_Rep1,0.5,1.0997999906539917
Blank,Plate1_Rep1,0.5,0.05609999969601631
40_F2,Plate3_Rep3,0,0.8737000226974487
40_F4,Plate3_Rep3,0,1.0535000562667847
40_F6,Plate3_Rep3,0,1.0026999711990356
40_G5,Plate3_Rep3,0,0.9930999875068665
40_G9,Plate3_Rep3,0,1.107100009918213
40_G11,Plate3_Rep3,0,1.1593999862670898
fRS585,Plate3_Rep3,0,1.023800015449524
Blank,Plate3_Rep3,0,0.05779999867081642
40_F2,Plate3_Rep2,0,0.8679999709129333
40_F4,Plate3_Rep2,0,1.0369999408721924
40_F6,Plate3_Rep2,0,0.8866999745368958
40_G5,Plate3_Rep2,0,0.848800003528595
40_G9,Plate3_Rep2,0,1.1062999963760376
40_G11,Plate3_Rep2,0,1.1167999505996704
fRS585,Plate3_Rep2,0,1.0144000053405762
Blank,Plate3_Rep2,0,0.05820000171661377
40_F2,Plate3_Rep1,0,1.0196000337600708
40_F4,Plate3_Rep1,0,1.0111000537872314
40_F6,Plate3_Rep1,0,0.9787999987602234
40_G5,Plate3_Rep1,0,1.0006999969482422
40_G9,Plate3_Rep1,0,1.1231000423431396
40_G11,Plate3_Rep1,0,1.0994000434875488
fRS585,Plate3_Rep1,0,1.0156999826431274
Blank,Plate3_Rep1,0,0.057999998331069946
40_D2,Plate2_Rep3,0,0.7846999764442444
40_D4,Plate2_Rep3,0,0.8858000040054321
40_D8,Plate2_Rep3,0,0.8956999778747559
40_E7,Plate2_Rep3,0,1.0634000301361084
40_E9,Plate2_Rep3,0,0.7991999983787537
40_E11,Plate2_Rep3,0,0.9904999732971191
fRS585,Plate2_Rep3,0,0.991100013256073
Blank,Plate2_Rep3,0,0.05959999933838844
40_D2,Plate2_Rep2,0,0.9417999982833862
40_D4,Plate2_Rep2,0,0.878000020980835
40_D8,Plate2_Rep2,0,0.9473999738693237
40_E7,Plate2_Rep2,0,0.9883000254631042
40_E9,Plate2_Rep2,0,0.7979000210762024
40_E11,Plate2_Rep2,0,0.7328000068664551
fRS585,Plate2_Rep2,0,0.8999000191688538
Blank,Plate2_Rep2,0,0.057100001722574234
40_D2,Plate2_Rep1,0,1.0821000337600708
40_D4,Plate2_Rep1,0,0.9545000195503235
40_D8,Plate2_Rep1,0,0.9894000291824341
40_E7,Plate2_Rep1,0,0.8693000078201294
40_E9,Plate2_Rep1,0,1.0577000379562378
40_E11,Plate2_Rep1,0,1.0384000539779663
fRS585,Plate2_Rep1,0,0.9531000256538391
Blank,Plate2_Rep1,0,0.05790000036358833
40_B2,Plate1_Rep3,0,1.0963000059127808
40_B6,Plate1_Rep3,0,0.9236999750137329
40_B8,Plate1_Rep3,0,1.034600019454956
40_C5,Plate1_Rep3,0,1.027999997138977
40_C7,Plate1_Rep3,0,0.9997000098228455
40_C9,Plate1_Rep3,0,0.8725000023841858
fRS585,Plate1_Rep3,0,1.0414999723434448
Blank,Plate1_Rep3,0,0.05820000171661377
40_B2,Plate1_Rep2,0,1.1193000078201294
40_B6,Plate1_Rep2,0,0.7404999732971191
40_B8,Plate1_Rep2,0,0.9344000220298767
40_C5,Plate1_Rep2,0,1.0164999961853027
40_C7,Plate1_Rep2,0,0.9431999921798706
40_C9,Plate1_Rep2,0,0.9025999903678894
fRS585,Plate1_Rep2,0,0.8507000207901001
Blank,Plate1_Rep2,0,0.0575999990105629
40_B2,Plate1_Rep1,0,1.190600037574768
40_B6,Plate1_Rep1,0,0.8946999907493591
40_B8,Plate1_Rep1,0,0.7724000215530396
40_C5,Plate1_Rep1,0,0.9789000153541565
40_C7,Plate1_Rep1,0,0.9320999979972839
40_C9,Plate1_Rep1,0,1.0199999809265137
fRS585,Plate1_Rep1,0,0.8971999883651733
Blank,Plate1_Rep1,0,0.05779999867081642
