trait,comparison,mean_x,ref,diff,ci_lo,ci_hi,p_welch,p_wilcox,p_welch_holm,p_wilcox_holm
Caspofungin IC50,40 evolved vs 35 evolved,-3.9122931000654493,-4.259789366176522,0.3474962661110723,0.19060293342945211,0.5043895987926925,1.1609605003834153e-4,7.574821996648103e-6,2.3219210007668307e-4,2.272446598994431e-5
Caspofungin IC50,35 evolved vs ancestor,-4.259789366176522,-4.111726727033756,-0.14806263914276574,-4.403545163097144,-4.116033569255899,0.04420464968385239,0.004643564739361532,0.04420464968385239,0.004643564739361532
Caspofungin IC50,40 evolved vs ancestor,-3.9122931000654493,-4.111726727033756,0.19943362696830658,-3.984169727383274,-3.8404164727476244,1.9145344223345683e-5,3.5544554613709e-4,5.743603267003705e-5,7.1089109227418e-4
