population,concentration,OD,sheet_name,set,rep,month,drug
Blank,1,0.06019999831914902,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.5,0.060600001364946365,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.25,0.06080000102519989,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.125,0.06069999933242798,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.0625,0.06120000034570694,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.03125,0.06040000170469284,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0.015625,0.060499999672174454,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
Blank,0,0.060499999672174454,Set4_Rep3_AMPB,Set4,Rep3,March,amphotericin
40_C9,16,0.06350000202655792,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,8,0.060600001364946365,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,4,0.05869999900460243,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,2,0.05959999933838844,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,1,0.05990000069141388,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.5,0.24729999899864197,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.25,1.0042999982833862,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.125,1.0189000368118286,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.0625,1.0989999771118164,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.03125,1.0283000469207764,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0.015625,1.0115000009536743,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,0,0.9965999722480774,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,16,0.06449999660253525,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,8,0.06080000102519989,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,4,0.059300001710653305,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,2,0.060100000351667404,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,1,0.060100000351667404,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.5,0.43639999628067017,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.25,0.8447999954223633,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.125,1.011199951171875,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.0625,1.04830002784729,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.03125,1.152999997138977,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0.015625,1.166599988937378,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E7,0,1.1261999607086182,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,16,0.06350000202655792,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,8,0.06030000001192093,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,4,0.05909999832510948,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,2,0.06030000001192093,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,1,0.060499999672174454,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.5,0.18240000307559967,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.25,1.0364999771118164,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.125,1.018399953842163,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.0625,1.0075000524520874,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.03125,0.9976000189781189,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0.015625,1.1074999570846558,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_E11,0,0.8859000205993652,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,16,0.06480000168085098,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,8,0.0608999989926815,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,4,0.05979999899864197,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,2,0.061000000685453415,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,1,0.06040000170469284,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.5,0.20649999380111694,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.25,0.8274000287055969,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.125,0.8679999709129333,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.0625,0.9975000023841858,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.03125,0.8004999756813049,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0.015625,0.8323000073432922,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_F6,0,0.8547000288963318,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,16,0.0649000033736229,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,8,0.061799999326467514,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,4,0.060600001364946365,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,2,0.06109999865293503,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,1,0.06109999865293503,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.5,0.819100022315979,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.25,1.1523000001907349,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.125,1.0950000286102295,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.0625,1.07669997215271,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.03125,1.1513999700546265,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0.015625,1.2338000535964966,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G9,0,1.0774999856948853,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,16,0.065700002014637,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,8,0.062199998646974564,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,4,0.06069999933242798,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,2,0.061799999326467514,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,1,0.0608999989926815,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.5,0.829200029373169,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.25,1.1761000156402588,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.125,0.9483000040054321,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.0625,1.0056999921798706,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.03125,0.9894999861717224,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0.015625,1.1644999980926514,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_G11,0,1.051900029182434,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,16,0.06520000100135803,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,8,0.06289999932050705,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,4,0.06109999865293503,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,2,0.060600001364946365,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,1,0.06030000001192093,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.5,0.10740000009536743,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.25,0.9124000072479248,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.125,0.986299991607666,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.0625,1.0470999479293823,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.03125,1.0713000297546387,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0.015625,1.0189000368118286,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
fRS585,0,0.9447000026702881,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,16,0.06759999692440033,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,8,0.062300000339746475,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,4,0.06129999831318855,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,2,0.06069999933242798,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,1,0.06069999933242798,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.5,0.060600001364946365,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.25,0.06069999933242798,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.125,0.06080000102519989,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.0625,0.060499999672174454,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.03125,0.06019999831914902,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0.015625,0.060100000351667404,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
Blank,0,0.060499999672174454,Set4_Rep2_AMPB,Set4,Rep2,March,amphotericin
40_C9,16,0.0640999972820282,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,8,0.06080000102519989,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,4,0.05950000137090683,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,2,0.05959999933838844,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,1,0.059700001031160355,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.5,0.5583000183105469,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.25,0.8985000252723694,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.125,0.9090999960899353,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.0625,1.0307999849319458,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.03125,0.954800009727478,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0.015625,0.9160000085830688,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_C9,0,0.9161999821662903,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,16,0.06419999897480011,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,8,0.06109999865293503,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,4,0.05959999933838844,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,2,0.05999999865889549,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,1,0.060499999672174454,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.5,0.42980000376701355,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.25,1.0569000244140625,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.125,1.1347999572753906,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.0625,1.063599944114685,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.03125,0.9796000123023987,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0.015625,0.8353999853134155,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E7,0,0.9210000038146973,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,16,0.06340000033378601,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,8,0.06069999933242798,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,4,0.05950000137090683,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,2,0.05959999933838844,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,1,0.06040000170469284,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.5,0.2013999968767166,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.25,0.9962999820709229,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.125,1.0994000434875488,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.0625,0.8934000134468079,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.03125,1.090499997138977,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0.015625,1.0536999702453613,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_E11,0,0.8567000031471252,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,16,0.06449999660253525,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,8,0.06109999865293503,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,4,0.06040000170469284,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,2,0.05990000069141388,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,1,0.05979999899864197,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.5,0.13519999384880066,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.25,0.6535000205039978,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.125,0.8136000037193298,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.0625,0.7825999855995178,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.03125,0.9445000290870667,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0.015625,1.0140999555587769,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_F6,0,0.9417999982833862,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,16,0.0649000033736229,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,8,0.06159999966621399,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,4,0.060600001364946365,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,2,0.06069999933242798,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,1,0.06069999933242798,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.5,0.5927000045776367,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.25,1.041599988937378,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.125,1.198699951171875,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.0625,1.1785000562667847,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.03125,1.2095999717712402,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0.015625,1.1928000450134277,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G9,0,1.0608999729156494,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,16,0.06530000269412994,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,8,0.06210000067949295,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,4,0.06080000102519989,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,2,0.061000000685453415,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,1,0.061000000685453415,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.5,0.39730000495910645,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.25,1.111899971961975,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.125,1.0127999782562256,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.0625,0.819100022315979,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.03125,1.0440000295639038,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0.015625,1.0757999420166016,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
40_G11,0,1.0986000299453735,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,16,0.06499999761581421,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,8,0.06239999830722809,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,4,0.061400000005960464,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,2,0.0608999989926815,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,1,0.05999999865889549,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.5,0.08389999717473984,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.25,0.8561999797821045,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.125,0.7774999737739563,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.0625,0.9300000071525574,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.03125,0.9122999906539917,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0.015625,0.8251000046730042,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
fRS585,0,0.9508000016212463,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,16,0.06560000032186508,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,8,0.06199999898672104,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,4,0.06120000034570694,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,2,0.06069999933242798,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,1,0.06069999933242798,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.5,0.06120000034570694,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.25,0.06030000001192093,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.125,0.060600001364946365,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.0625,0.060499999672174454,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.03125,0.060100000351667404,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0.015625,0.06040000170469284,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
Blank,0,0.06080000102519989,Set4_Rep1_AMPB,Set4,Rep1,March,amphotericin
35_F2,16,0.06379999965429306,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,8,0.0617000013589859,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,4,0.06040000170469284,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,2,0.060499999672174454,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,1,0.06129999831318855,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.5,0.06159999966621399,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.25,0.06960000097751617,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.125,0.8197000026702881,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.0625,0.8805999755859375,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.03125,1.000100016593933,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0.015625,0.9779000282287598,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F2,0,0.975600004196167,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,16,0.06469999998807907,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,8,0.06129999831318855,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,4,0.06080000102519989,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,2,0.06159999966621399,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,1,0.061799999326467514,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.5,0.061000000685453415,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.25,0.06719999760389328,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.125,0.550000011920929,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.0625,0.7724999785423279,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.03125,0.7839999794960022,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0.015625,0.8499000072479248,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F4,0,0.9164000153541565,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,16,0.06379999965429306,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,8,0.06210000067949295,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,4,0.06120000034570694,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,2,0.06129999831318855,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,1,0.061500001698732376,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.5,0.061799999326467514,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.25,0.06889999657869339,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.125,0.663100004196167,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.0625,1.023900032043457,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.03125,1.0491000413894653,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0.015625,1.1058000326156616,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_F6,0,0.9204999804496765,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,16,0.06449999660253525,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,8,0.061799999326467514,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,4,0.061000000685453415,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,2,0.06120000034570694,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,1,0.06080000102519989,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.5,0.06159999966621399,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.25,0.07900000363588333,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.125,0.7368000149726868,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.0625,0.9239000082015991,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.03125,1.032099962234497,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0.015625,1.0612000226974487,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G5,0,0.8557000160217285,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,16,0.06430000066757202,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,8,0.06270000338554382,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,4,0.0617000013589859,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,2,0.061799999326467514,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,1,0.06159999966621399,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.5,0.06129999831318855,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.25,0.06949999928474426,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.125,0.5530999898910522,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.0625,0.933899998664856,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.03125,0.7815999984741211,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0.015625,1.0573999881744385,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G9,0,0.9887999892234802,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,16,0.06400000303983688,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,8,0.0625,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,4,0.06279999762773514,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,2,0.06239999830722809,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,1,0.062199998646974564,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.5,0.0608999989926815,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.25,0.0674000009894371,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.125,0.38519999384880066,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.0625,0.6618000268936157,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.03125,0.9470999836921692,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0.015625,0.8234000205993652,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
35_G11,0,0.9086999893188477,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,16,0.0640999972820282,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,8,0.06260000169277191,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,4,0.0617000013589859,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,2,0.062300000339746475,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,1,0.0617000013589859,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.5,0.061900001019239426,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.25,0.07039999961853027,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.125,0.42160001397132874,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.0625,0.754800021648407,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.03125,0.8496999740600586,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0.015625,0.9621999859809875,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
fRS585,0,0.9043999910354614,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,16,0.0658000037074089,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,8,0.06199999898672104,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,4,0.061400000005960464,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,2,0.06109999865293503,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,1,0.061400000005960464,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,0.5,0.06159999966621399,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
Blank,0.25,0.061900001019239426,Set3_Rep3_AMPB,Set3,Rep3,March,amphotericin
