block,temp,time,t_600,well,od600,strain
Block3,41C,14:58:01,41,C10,0.266,35_B8
Block3,41C,15:13:01,41,C10,0.266,35_B8
Block3,41C,15:28:01,41,C10,0.267,35_B8
Block3,41C,15:43:01,41,C10,0.267,35_B8
Block3,41C,15:58:01,41,C10,0.269,35_B8
Block3,41C,16:13:01,41,C10,0.268,35_B8
Block3,41C,16:28:01,41,C10,0.269,35_B8
Block3,41C,16:43:01,41,C10,0.27,35_B8
Block3,41C,16:58:01,41,C10,0.271,35_B8
Block3,41C,17:13:01,41,C10,0.272,35_B8
Block3,41C,17:28:01,41,C10,0.271,35_B8
Block3,41C,17:43:01,41,C10,0.272,35_B8
Block3,41C,17:58:01,41,C10,0.272,35_B8
Block3,41C,18:13:01,41,C10,0.271,35_B8
Block3,41C,18:28:01,41,C10,0.273,35_B8
Block3,41C,18:43:01,40.9,C10,0.273,35_B8
Block3,41C,18:58:01,41,C10,0.275,35_B8
Block3,41C,19:13:01,41,C10,0.274,35_B8
Block3,41C,19:28:01,41,C10,0.274,35_B8
Block3,41C,19:43:01,41,C10,0.273,35_B8
Block3,41C,19:58:01,41,C10,0.273,35_B8
Block3,41C,20:13:01,41,C10,0.275,35_B8
Block3,41C,20:28:01,41,C10,0.274,35_B8
Block3,41C,20:43:01,41,C10,0.275,35_B8
Block3,41C,20:58:01,41.1,C10,0.274,35_B8
Block3,41C,21:13:01,41,C10,0.273,35_B8
Block3,41C,21:28:01,41,C10,0.272,35_B8
Block3,41C,21:43:01,41,C10,0.272,35_B8
Block3,41C,21:58:01,41,C10,0.272,35_B8
Block3,41C,22:13:01,40.9,C10,0.272,35_B8
Block3,41C,22:28:01,41.1,C10,0.271,35_B8
Block3,41C,22:43:01,41,C10,0.271,35_B8
Block3,41C,22:58:01,41,C10,0.27,35_B8
Block3,41C,23:13:01,40.9,C10,0.274,35_B8
Block3,41C,23:28:01,41,C10,0.274,35_B8
Block3,41C,23:43:01,41,C10,0.274,35_B8
Block3,41C,23:58:01,41,C10,0.272,35_B8
Block1,35C,00:28:01,35,C10,0.083,35_B8
Block1,35C,00:43:01,35.1,C10,0.083,35_B8
Block1,35C,00:58:01,35,C10,0.084,35_B8
Block1,35C,01:13:01,35,C10,0.086,35_B8
Block1,35C,01:28:01,35,C10,0.087,35_B8
Block1,35C,01:43:01,35,C10,0.089,35_B8
Block1,35C,01:58:01,35,C10,0.091,35_B8
Block1,35C,02:13:01,35,C10,0.095,35_B8
Block1,35C,02:28:01,35.1,C10,0.098,35_B8
Block1,35C,02:43:01,35,C10,0.103,35_B8
Block1,35C,02:58:01,34.9,C10,0.109,35_B8
Block1,35C,03:13:01,35,C10,0.116,35_B8
Block1,35C,03:28:01,35,C10,0.124,35_B8
Block1,35C,03:43:01,35,C10,0.134,35_B8
Block1,35C,03:58:01,35,C10,0.146,35_B8
Block1,35C,04:13:01,35,C10,0.161,35_B8
Block1,35C,04:28:01,35,C10,0.178,35_B8
Block1,35C,04:43:01,35,C10,0.2,35_B8
Block1,35C,04:58:01,35,C10,0.225,35_B8
Block1,35C,05:13:01,35,C10,0.256,35_B8
Block1,35C,05:28:01,35,C10,0.292,35_B8
Block1,35C,05:43:01,35,C10,0.334,35_B8
Block1,35C,05:58:01,35,C10,0.381,35_B8
Block1,35C,06:13:01,35,C10,0.438,35_B8
Block1,35C,06:28:01,35,C10,0.498,35_B8
Block1,35C,06:43:01,35,C10,0.565,35_B8
Block1,35C,06:58:01,35,C10,0.632,35_B8
Block1,35C,07:13:01,35,C10,0.705,35_B8
Block1,35C,07:28:01,35,C10,0.77,35_B8
Block1,35C,07:43:01,35.1,C10,0.828,35_B8
Block1,35C,07:58:01,35,C10,0.899,35_B8
Block1,35C,08:13:01,35,C10,0.95,35_B8
Block1,35C,08:28:01,35,C10,0.995,35_B8
Block1,35C,08:43:01,35,C10,1.035,35_B8
Block1,35C,08:58:01,35,C10,1.071,35_B8
Block1,35C,09:13:01,35,C10,1.098,35_B8
Block1,35C,09:28:01,35,C10,1.125,35_B8
Block1,35C,09:43:01,35,C10,1.188,35_B8
Block1,35C,09:58:01,35,C10,1.203,35_B8
Block1,35C,10:13:01,35,C10,1.187,35_B8
Block1,35C,10:28:01,35,C10,1.195,35_B8
Block1,35C,10:43:01,35,C10,1.228,35_B8
Block1,35C,10:58:01,35,C10,1.242,35_B8
Block1,35C,11:13:01,35,C10,1.332,35_B8
Block1,35C,11:28:01,35,C10,1.296,35_B8
Block1,35C,11:43:01,35,C10,1.313,35_B8
Block1,35C,11:58:01,35,C10,1.324,35_B8
Block1,35C,12:13:01,35,C10,1.332,35_B8
Block1,35C,12:28:01,35,C10,1.337,35_B8
Block1,35C,12:43:01,35,C10,1.339,35_B8
Block1,35C,12:58:01,34.9,C10,1.341,35_B8
Block1,35C,13:13:01,35,C10,1.344,35_B8
Block1,35C,13:28:01,35,C10,1.345,35_B8
Block1,35C,13:43:01,35,C10,1.345,35_B8
Block1,35C,13:58:01,35,C10,1.346,35_B8
Block1,35C,14:13:01,35,C10,1.348,35_B8
Block1,35C,14:28:01,35,C10,1.347,35_B8
Block1,35C,14:43:01,35,C10,1.347,35_B8
Block1,35C,14:58:01,35,C10,1.348,35_B8
Block1,35C,15:13:01,34.9,C10,1.347,35_B8
Block1,35C,15:28:01,35,C10,1.348,35_B8
Block1,35C,15:43:01,35,C10,1.347,35_B8
Block1,35C,15:58:01,35,C10,1.349,35_B8
Block1,35C,16:13:01,35,C10,1.347,35_B8
Block1,35C,16:28:01,35,C10,1.347,35_B8
Block1,35C,16:43:01,35,C10,1.347,35_B8
Block1,35C,16:58:01,35,C10,1.346,35_B8
Block1,35C,17:13:01,35,C10,1.346,35_B8
Block1,35C,17:28:01,35,C10,1.345,35_B8
Block1,35C,17:43:01,35.1,C10,1.345,35_B8
Block1,35C,17:58:01,35,C10,1.345,35_B8
Block1,35C,18:13:01,35,C10,1.346,35_B8
Block1,35C,18:28:01,35,C10,1.345,35_B8
Block1,35C,18:43:01,35,C10,1.344,35_B8
Block1,35C,18:58:01,35,C10,1.345,35_B8
Block1,35C,19:13:01,35,C10,1.344,35_B8
Block1,35C,19:28:01,35,C10,1.343,35_B8
Block1,35C,19:43:01,35,C10,1.344,35_B8
Block1,35C,19:58:01,35,C10,1.343,35_B8
Block1,35C,20:13:01,35,C10,1.343,35_B8
Block1,35C,20:28:01,35,C10,1.343,35_B8
Block1,35C,20:43:01,35,C10,1.343,35_B8
Block1,35C,20:58:01,35.1,C10,1.341,35_B8
Block1,35C,21:13:01,35,C10,1.342,35_B8
Block1,35C,21:28:01,35,C10,1.343,35_B8
Block1,35C,21:43:01,35,C10,1.342,35_B8
Block1,35C,21:58:01,35,C10,1.342,35_B8
Block1,35C,22:13:01,35,C10,1.342,35_B8
Block1,35C,22:28:01,35,C10,1.342,35_B8
Block1,35C,22:43:01,35,C10,1.342,35_B8
Block1,35C,22:58:01,35,C10,1.341,35_B8
Block1,35C,23:13:01,35,C10,1.341,35_B8
Block1,35C,23:28:01,35,C10,1.341,35_B8
Block1,35C,23:43:01,35,C10,1.341,35_B8
Block1,35C,23:58:01,35,C10,1.341,35_B8
Block2,35C,00:28:01,35,C10,0.085,35_B8
Block2,35C,00:43:01,35,C10,0.085,35_B8
Block2,35C,00:58:01,35,C10,0.085,35_B8
Block2,35C,01:13:01,35,C10,0.086,35_B8
Block2,35C,01:28:01,35,C10,0.086,35_B8
Block2,35C,01:43:01,35,C10,0.087,35_B8
Block2,35C,01:58:01,35,C10,0.088,35_B8
Block2,35C,02:13:01,35,C10,0.089,35_B8
Block2,35C,02:28:01,35,C10,0.091,35_B8
Block2,35C,02:43:01,35,C10,0.093,35_B8
Block2,35C,02:58:01,35,C10,0.095,35_B8
Block2,35C,03:13:01,35,C10,0.098,35_B8
Block2,35C,03:28:01,35,C10,0.102,35_B8
Block2,35C,03:43:01,35,C10,0.106,35_B8
Block2,35C,03:58:01,35,C10,0.111,35_B8
Block2,35C,04:13:01,35,C10,0.117,35_B8
Block2,35C,04:28:01,35,C10,0.124,35_B8
Block2,35C,04:43:01,35,C10,0.133,35_B8
Block2,35C,04:58:01,35,C10,0.143,35_B8
Block2,35C,05:13:01,35,C10,0.155,35_B8
Block2,35C,05:28:01,35.1,C10,0.17,35_B8
Block2,35C,05:43:01,35,C10,0.187,35_B8
Block2,35C,05:58:01,35,C10,0.207,35_B8
Block2,35C,06:13:01,35,C10,0.23,35_B8
Block2,35C,06:28:01,35,C10,0.258,35_B8
Block2,35C,06:43:01,35,C10,0.29,35_B8
Block2,35C,06:58:01,35,C10,0.325,35_B8
Block2,35C,07:13:01,35,C10,0.366,35_B8
Block2,35C,07:28:01,35,C10,0.41,35_B8
Block2,35C,07:43:01,35,C10,0.46,35_B8
Block2,35C,07:58:01,35,C10,0.516,35_B8
Block2,35C,08:13:01,35,C10,0.572,35_B8
Block2,35C,08:28:01,35,C10,0.63,35_B8
Block2,35C,08:43:01,35,C10,0.688,35_B8
Block2,35C,08:58:01,35,C10,0.748,35_B8
Block2,35C,09:13:01,35,C10,0.804,35_B8
Block2,35C,09:28:01,35,C10,0.858,35_B8
Block2,35C,09:43:01,35,C10,0.906,35_B8
Block2,35C,09:58:01,35,C10,0.948,35_B8
Block2,35C,10:13:01,35,C10,1.232,35_B8
Block2,35C,10:28:01,35,C10,1.052,35_B8
Block2,35C,10:43:01,35,C10,1.091,35_B8
Block2,35C,10:58:01,35,C10,1.118,35_B8
Block2,35C,11:13:01,35.1,C10,1.386,35_B8
Block2,35C,11:28:01,35,C10,1.315,35_B8
Block2,35C,11:43:01,35,C10,1.208,35_B8
Block2,35C,11:58:01,35,C10,1.245,35_B8
Block2,35C,12:13:01,35,C10,1.263,35_B8
Block2,35C,12:28:01,35,C10,1.29,35_B8
Block2,35C,12:43:01,35,C10,1.315,35_B8
Block2,35C,12:58:01,34.9,C10,1.433,35_B8
Block2,35C,13:13:01,35,C10,1.379,35_B8
Block2,35C,13:28:01,35,C10,1.354,35_B8
Block2,35C,13:43:01,35,C10,1.355,35_B8
Block2,35C,13:58:01,35,C10,1.356,35_B8
Block2,35C,14:13:01,35,C10,1.365,35_B8
Block2,35C,14:28:01,35,C10,1.389,35_B8
Block2,35C,14:43:01,35,C10,1.365,35_B8
Block2,35C,14:58:01,35,C10,1.372,35_B8
Block2,35C,15:13:01,35,C10,1.363,35_B8
Block2,35C,15:28:01,35,C10,1.364,35_B8
Block2,35C,15:43:01,35,C10,1.367,35_B8
Block2,35C,15:58:01,35,C10,1.379,35_B8
Block2,35C,16:13:01,35,C10,1.385,35_B8
Block2,35C,16:28:01,35,C10,1.388,35_B8
Block2,35C,16:43:01,35,C10,1.385,35_B8
Block2,35C,16:58:01,35,C10,1.371,35_B8
Block2,35C,17:13:01,35,C10,1.371,35_B8
Block2,35C,17:28:01,35,C10,1.37,35_B8
Block2,35C,17:43:01,35,C10,1.369,35_B8
Block2,35C,17:58:01,35,C10,1.37,35_B8
Block2,35C,18:13:01,35.1,C10,1.367,35_B8
Block2,35C,18:28:01,35,C10,1.366,35_B8
Block2,35C,18:43:01,35,C10,1.365,35_B8
Block2,35C,18:58:01,35,C10,1.363,35_B8
Block2,35C,19:13:01,35,C10,1.361,35_B8
Block2,35C,19:28:01,35,C10,1.36,35_B8
Block2,35C,19:43:01,35,C10,1.359,35_B8
Block2,35C,19:58:01,35,C10,1.359,35_B8
Block2,35C,20:13:01,35,C10,1.357,35_B8
Block2,35C,20:28:01,35,C10,1.437,35_B8
Block2,35C,20:43:01,35,C10,1.366,35_B8
Block2,35C,20:58:01,35,C10,1.364,35_B8
Block2,35C,21:13:01,35,C10,1.363,35_B8
Block2,35C,21:28:01,35.1,C10,1.363,35_B8
Block2,35C,21:43:01,35,C10,1.361,35_B8
Block2,35C,21:58:01,34.9,C10,1.36,35_B8
Block2,35C,22:13:01,35,C10,1.36,35_B8
Block2,35C,22:28:01,35,C10,1.359,35_B8
Block2,35C,22:43:01,35.1,C10,1.411,35_B8
Block2,35C,22:58:01,34.9,C10,1.369,35_B8
Block2,35C,23:13:01,35,C10,1.368,35_B8
Block2,35C,23:28:01,35,C10,1.367,35_B8
Block2,35C,23:43:01,35,C10,1.367,35_B8
Block2,35C,23:58:01,35,C10,1.367,35_B8
Block2,42C,00:28:01,42,C10,0.083,35_B8
Block2,42C,00:43:01,42,C10,0.082,35_B8
Block2,42C,00:58:01,42,C10,0.083,35_B8
Block2,42C,01:13:01,42,C10,0.083,35_B8
Block2,42C,01:28:01,42.1,C10,0.083,35_B8
Block2,42C,01:43:01,42,C10,0.084,35_B8
Block2,42C,01:58:01,42.1,C10,0.084,35_B8
Block2,42C,02:13:01,42,C10,0.085,35_B8
Block2,42C,02:28:01,42,C10,0.085,35_B8
Block2,42C,02:43:01,42,C10,0.086,35_B8
Block2,42C,02:58:01,42,C10,0.087,35_B8
Block2,42C,03:13:01,42,C10,0.087,35_B8
Block2,42C,03:28:01,41.9,C10,0.088,35_B8
Block2,42C,03:43:01,42.1,C10,0.089,35_B8
Block2,42C,03:58:01,41.9,C10,0.09,35_B8
Block2,42C,04:13:01,42,C10,0.091,35_B8
Block2,42C,04:28:01,42,C10,0.092,35_B8
Block2,42C,04:43:01,42,C10,0.093,35_B8
Block2,42C,04:58:01,42,C10,0.094,35_B8
Block2,42C,05:13:01,42,C10,0.096,35_B8
Block2,42C,05:28:01,42,C10,0.097,35_B8
Block2,42C,05:43:01,41.9,C10,0.098,35_B8
Block2,42C,05:58:01,42.1,C10,0.099,35_B8
Block2,42C,06:13:01,41.9,C10,0.1,35_B8
Block2,42C,06:28:01,41.9,C10,0.101,35_B8
Block2,42C,06:43:01,42,C10,0.102,35_B8
Block2,42C,06:58:01,41.9,C10,0.103,35_B8
Block2,42C,07:13:01,42,C10,0.105,35_B8
Block2,42C,07:28:01,42,C10,0.106,35_B8
Block2,42C,07:43:01,42,C10,0.107,35_B8
Block2,42C,07:58:01,42,C10,0.108,35_B8
Block2,42C,08:13:01,42,C10,0.109,35_B8
Block2,42C,08:28:01,41.9,C10,0.11,35_B8
Block2,42C,08:43:01,42,C10,0.111,35_B8
Block2,42C,08:58:01,42,C10,0.111,35_B8
Block2,42C,09:13:01,42,C10,0.112,35_B8
Block2,42C,09:28:01,42,C10,0.113,35_B8
Block2,42C,09:43:01,42.1,C10,0.113,35_B8
Block2,42C,09:58:01,42,C10,0.113,35_B8
Block2,42C,10:13:01,42,C10,0.113,35_B8
Block2,42C,10:28:01,41.9,C10,0.114,35_B8
Block2,42C,10:43:01,42,C10,0.114,35_B8
Block2,42C,10:58:01,42,C10,0.114,35_B8
Block2,42C,11:13:01,42.1,C10,0.115,35_B8
Block2,42C,11:28:01,42,C10,0.115,35_B8
Block2,42C,11:43:01,42,C10,0.115,35_B8
Block2,42C,11:58:01,42.1,C10,0.115,35_B8
Block2,42C,12:13:01,42,C10,0.115,35_B8
Block2,42C,12:28:01,42,C10,0.115,35_B8
Block2,42C,12:43:01,42,C10,0.115,35_B8
Block2,42C,12:58:01,42,C10,0.115,35_B8
Block2,42C,13:13:01,42.1,C10,0.115,35_B8
Block2,42C,13:28:01,42,C10,0.115,35_B8
Block2,42C,13:43:01,42,C10,0.115,35_B8
Block2,42C,13:58:01,42,C10,0.114,35_B8
Block2,42C,14:13:01,42,C10,0.115,35_B8
Block2,42C,14:28:01,42,C10,0.114,35_B8
Block2,42C,14:43:01,42,C10,0.114,35_B8
Block2,42C,14:58:01,42,C10,0.114,35_B8
Block2,42C,15:13:01,42,C10,0.114,35_B8
Block2,42C,15:28:01,42,C10,0.114,35_B8
Block2,42C,15:43:01,42,C10,0.114,35_B8
Block2,42C,15:58:01,42.1,C10,0.113,35_B8
Block2,42C,16:13:01,42,C10,0.113,35_B8
Block2,42C,16:28:01,41.9,C10,0.113,35_B8
Block2,42C,16:43:01,42,C10,0.113,35_B8
Block2,42C,16:58:01,42,C10,0.112,35_B8
Block2,42C,17:13:01,42,C10,0.112,35_B8
Block2,42C,17:28:01,42.1,C10,0.112,35_B8
Block2,42C,17:43:01,41.9,C10,0.112,35_B8
Block2,42C,17:58:01,42,C10,0.112,35_B8
Block2,42C,18:13:01,41.9,C10,0.112,35_B8
Block2,42C,18:28:01,42,C10,0.111,35_B8
Block2,42C,18:43:01,42,C10,0.111,35_B8
Block2,42C,18:58:01,42,C10,0.111,35_B8
Block2,42C,19:13:01,42,C10,0.11,35_B8
Block2,42C,19:28:01,41.9,C10,0.11,35_B8
Block2,42C,19:43:01,42,C10,0.11,35_B8
Block2,42C,19:58:01,42,C10,0.111,35_B8
Block2,42C,20:13:01,42,C10,0.111,35_B8
Block2,42C,20:28:01,42,C10,0.111,35_B8
Block2,42C,20:43:01,41.9,C10,0.111,35_B8
Block2,42C,20:58:01,42,C10,0.11,35_B8
Block2,42C,21:13:01,42,C10,0.11,35_B8
Block2,42C,21:28:01,42,C10,0.11,35_B8
Block2,42C,21:43:01,42,C10,0.11,35_B8
Block2,42C,21:58:01,42,C10,0.11,35_B8
Block2,42C,22:13:01,42,C10,0.109,35_B8
Block2,42C,22:28:01,42,C10,0.109,35_B8
Block2,42C,22:43:01,42,C10,0.109,35_B8
Block2,42C,22:58:01,42,C10,0.109,35_B8
Block2,42C,23:13:01,42,C10,0.109,35_B8
Block2,42C,23:28:01,42.1,C10,0.11,35_B8
Block2,42C,23:43:01,42,C10,0.11,35_B8
Block2,42C,23:58:01,42,C10,0.11,35_B8
Block3,35C,00:28:01,35,C10,0.075,35_B8
Block3,35C,00:43:01,35,C10,0.075,35_B8
Block3,35C,00:58:01,35,C10,0.075,35_B8
Block3,35C,01:13:01,35,C10,0.075,35_B8
Block3,35C,01:28:01,35,C10,0.076,35_B8
Block3,35C,01:43:01,35,C10,0.076,35_B8
Block3,35C,01:58:01,35,C10,0.077,35_B8
Block3,35C,02:13:01,35,C10,0.077,35_B8
Block3,35C,02:28:01,35,C10,0.078,35_B8
Block3,35C,02:43:01,35,C10,0.079,35_B8
Block3,35C,02:58:01,35,C10,0.08,35_B8
Block3,35C,03:13:01,35,C10,0.081,35_B8
Block3,35C,03:28:01,35,C10,0.083,35_B8
Block3,35C,03:43:01,35,C10,0.085,35_B8
Block3,35C,03:58:01,35,C10,0.086,35_B8
Block3,35C,04:13:01,35,C10,0.089,35_B8
Block3,35C,04:28:01,35.1,C10,0.092,35_B8
Block3,35C,04:43:01,35,C10,0.094,35_B8
Block3,35C,04:58:01,35,C10,0.097,35_B8
Block3,35C,05:13:01,35,C10,0.102,35_B8
Block3,35C,05:28:01,35.1,C10,0.106,35_B8
Block3,35C,05:43:01,35,C10,0.11,35_B8
Block3,35C,05:58:01,35,C10,0.115,35_B8
Block3,35C,06:13:01,35,C10,0.122,35_B8
Block3,35C,06:28:01,35,C10,0.129,35_B8
Block3,35C,06:43:01,35,C10,0.137,35_B8
Block3,35C,06:58:01,35,C10,0.147,35_B8
Block3,35C,07:13:01,34.9,C10,0.158,35_B8
Block3,35C,07:28:01,35,C10,0.169,35_B8
Block3,35C,07:43:01,35,C10,0.183,35_B8
Block3,35C,07:58:01,35,C10,0.199,35_B8
Block3,35C,08:13:01,35,C10,0.217,35_B8
Block3,35C,08:28:01,35,C10,0.236,35_B8
Block3,35C,08:43:01,35,C10,0.261,35_B8
Block3,35C,08:58:01,35.1,C10,0.284,35_B8
Block3,35C,09:13:01,35,C10,0.315,35_B8
Block3,35C,09:28:01,35,C10,0.346,35_B8
Block3,35C,09:43:01,35,C10,0.381,35_B8
Block3,35C,09:58:01,35,C10,0.419,35_B8
Block3,35C,10:13:01,35,C10,0.462,35_B8
Block3,35C,10:28:01,35,C10,0.503,35_B8
Block3,35C,10:43:01,35,C10,0.553,35_B8
Block3,35C,10:58:01,35,C10,0.603,35_B8
Block3,35C,11:13:01,35,C10,0.653,35_B8
Block3,35C,11:28:01,35,C10,0.704,35_B8
Block3,35C,11:43:01,35,C10,0.751,35_B8
Block3,35C,11:58:01,35,C10,0.798,35_B8
Block3,35C,12:13:01,35,C10,0.855,35_B8
Block3,35C,12:28:01,35,C10,0.9,35_B8
Block3,35C,12:43:01,35.1,C10,0.939,35_B8
Block3,35C,12:58:01,35,C10,0.972,35_B8
Block3,35C,13:13:01,35,C10,1.01,35_B8
Block3,35C,13:28:01,35,C10,1.217,35_B8
Block3,35C,13:43:01,35,C10,1.066,35_B8
Block3,35C,13:58:01,35,C10,1.102,35_B8
Block3,35C,14:13:01,35,C10,1.224,35_B8
Block3,35C,14:28:01,35,C10,1.163,35_B8
Block3,35C,14:43:01,35,C10,1.18,35_B8
Block3,35C,14:58:01,35,C10,1.197,35_B8
Block3,35C,15:13:01,35,C10,1.208,35_B8
Block3,35C,15:28:01,35,C10,1.313,35_B8
Block3,35C,15:43:01,35,C10,1.245,35_B8
Block3,35C,15:58:01,35,C10,1.367,35_B8
Block3,35C,16:13:01,35,C10,1.329,35_B8
Block3,35C,16:28:01,35,C10,1.268,35_B8
Block3,35C,16:43:01,35.1,C10,1.254,35_B8
Block3,35C,16:58:01,35,C10,1.254,35_B8
Block3,35C,17:13:01,35,C10,1.251,35_B8
Block3,35C,17:28:01,35,C10,1.249,35_B8
Block3,35C,17:43:01,35,C10,1.248,35_B8
Block3,35C,17:58:01,35,C10,1.246,35_B8
Block3,35C,18:13:01,35,C10,1.244,35_B8
Block3,35C,18:28:01,35,C10,1.241,35_B8
Block3,35C,18:43:01,35,C10,1.238,35_B8
Block3,35C,18:58:01,35,C10,1.234,35_B8
Block3,35C,19:13:01,35,C10,1.324,35_B8
Block3,35C,19:28:01,35,C10,1.238,35_B8
Block3,35C,19:43:01,35,C10,1.237,35_B8
Block3,35C,19:58:01,35,C10,1.255,35_B8
Block3,35C,20:13:01,35,C10,1.252,35_B8
Block3,35C,20:28:01,35,C10,1.253,35_B8
Block3,35C,20:43:01,35,C10,1.248,35_B8
Block3,35C,20:58:01,35,C10,1.249,35_B8
Block3,35C,21:13:01,35,C10,1.247,35_B8
Block3,35C,21:28:01,35,C10,1.248,35_B8
Block3,35C,21:43:01,35,C10,1.244,35_B8
Block3,35C,21:58:01,35,C10,1.247,35_B8
Block3,35C,22:13:01,35,C10,1.246,35_B8
Block3,35C,22:28:01,35,C10,1.244,35_B8
Block3,35C,22:43:01,35,C10,1.244,35_B8
Block3,35C,22:58:01,35,C10,1.242,35_B8
Block3,35C,23:13:01,35,C10,1.242,35_B8
Block3,35C,23:28:01,34.9,C10,1.242,35_B8
Block3,35C,23:43:01,35,C10,1.242,35_B8
Block3,35C,23:58:01,35,C10,1.241,35_B8
Block3,42C,00:28:01,42,C10,0.08,35_B8
Block3,42C,00:43:01,42,C10,0.081,35_B8
Block3,42C,00:58:01,42,C10,0.081,35_B8
Block3,42C,01:13:01,42.1,C10,0.081,35_B8
Block3,42C,01:28:01,42.1,C10,0.081,35_B8
Block3,42C,01:43:01,41.9,C10,0.081,35_B8
Block3,42C,01:58:01,41.9,C10,0.081,35_B8
Block3,42C,02:13:01,41.9,C10,0.081,35_B8
Block3,42C,02:28:01,42,C10,0.082,35_B8
Block3,42C,02:43:01,42,C10,0.082,35_B8
Block3,42C,02:58:01,42,C10,0.082,35_B8
Block3,42C,03:13:01,42,C10,0.082,35_B8
Block3,42C,03:28:01,41.9,C10,0.082,35_B8
Block3,42C,03:43:01,42,C10,0.082,35_B8
Block3,42C,03:58:01,42.1,C10,0.083,35_B8
Block3,42C,04:13:01,42,C10,0.083,35_B8
Block3,42C,04:28:01,41.9,C10,0.083,35_B8
Block3,42C,04:43:01,42,C10,0.083,35_B8
Block3,42C,04:58:01,42,C10,0.083,35_B8
Block3,42C,05:13:01,42,C10,0.083,35_B8
Block3,42C,05:28:01,42,C10,0.084,35_B8
Block3,42C,05:43:01,42,C10,0.084,35_B8
Block3,42C,05:58:01,41.9,C10,0.084,35_B8
Block3,42C,06:13:01,42,C10,0.084,35_B8
Block3,42C,06:28:01,41.9,C10,0.084,35_B8
Block3,42C,06:43:01,42,C10,0.085,35_B8
Block3,42C,06:58:01,42,C10,0.085,35_B8
Block3,42C,07:13:01,42,C10,0.085,35_B8
Block3,42C,07:28:01,42,C10,0.085,35_B8
Block3,42C,07:43:01,42,C10,0.085,35_B8
Block3,42C,07:58:01,42,C10,0.085,35_B8
Block3,42C,08:13:01,42,C10,0.085,35_B8
Block3,42C,08:28:01,42,C10,0.085,35_B8
Block3,42C,08:43:01,42,C10,0.085,35_B8
Block3,42C,08:58:01,42,C10,0.085,35_B8
Block3,42C,09:13:01,42,C10,0.086,35_B8
Block3,42C,09:28:01,42,C10,0.085,35_B8
Block3,42C,09:43:01,42,C10,0.085,35_B8
Block3,42C,09:58:01,42,C10,0.085,35_B8
Block3,42C,10:13:01,42,C10,0.086,35_B8
Block3,42C,10:28:01,42,C10,0.086,35_B8
Block3,42C,10:43:01,42,C10,0.085,35_B8
Block3,42C,10:58:01,41.9,C10,0.085,35_B8
Block3,42C,11:13:01,42,C10,0.085,35_B8
Block3,42C,11:28:01,41.9,C10,0.085,35_B8
Block3,42C,11:43:01,41.9,C10,0.085,35_B8
Block3,42C,11:58:01,42,C10,0.085,35_B8
Block3,42C,12:13:01,42,C10,0.085,35_B8
Block3,42C,12:28:01,42,C10,0.085,35_B8
Block3,42C,12:43:01,42,C10,0.085,35_B8
Block3,42C,12:58:01,42,C10,0.085,35_B8
Block3,42C,13:13:01,42.1,C10,0.085,35_B8
Block3,42C,13:28:01,41.9,C10,0.085,35_B8
Block3,42C,13:43:01,42,C10,0.085,35_B8
Block3,42C,13:58:01,42,C10,0.085,35_B8
Block3,42C,14:13:01,42,C10,0.085,35_B8
Block3,42C,14:28:01,41.9,C10,0.085,35_B8
Block3,42C,14:43:01,41.9,C10,0.085,35_B8
Block3,42C,14:58:01,42.1,C10,0.085,35_B8
Block3,42C,15:13:01,42,C10,0.085,35_B8
Block3,42C,15:28:01,42.1,C10,0.085,35_B8
Block3,42C,15:43:01,41.9,C10,0.085,35_B8
Block3,42C,15:58:01,42,C10,0.085,35_B8
Block3,42C,16:13:01,42,C10,0.085,35_B8
Block3,42C,16:28:01,42,C10,0.084,35_B8
Block3,42C,16:43:01,42,C10,0.085,35_B8
Block3,42C,16:58:01,42.1,C10,0.084,35_B8
Block3,42C,17:13:01,42,C10,0.084,35_B8
Block3,42C,17:28:01,42,C10,0.084,35_B8
Block3,42C,17:43:01,42,C10,0.084,35_B8
Block3,42C,17:58:01,42,C10,0.084,35_B8
Block3,42C,18:13:01,41.9,C10,0.084,35_B8
Block3,42C,18:28:01,42,C10,0.084,35_B8
Block3,42C,18:43:01,42,C10,0.084,35_B8
Block3,42C,18:58:01,41.9,C10,0.084,35_B8
Block3,42C,19:13:01,42,C10,0.084,35_B8
Block3,42C,19:28:01,41.9,C10,0.084,35_B8
Block3,42C,19:43:01,42,C10,0.084,35_B8
Block3,42C,19:58:01,41.9,C10,0.084,35_B8
Block3,42C,20:13:01,41.9,C10,0.084,35_B8
Block3,42C,20:28:01,42,C10,0.084,35_B8
Block3,42C,20:43:01,42,C10,0.084,35_B8
Block3,42C,20:58:01,42.1,C10,0.084,35_B8
Block3,42C,21:13:01,41.9,C10,0.084,35_B8
Block3,42C,21:28:01,42,C10,0.084,35_B8
Block3,42C,21:43:01,42,C10,0.084,35_B8
Block3,42C,21:58:01,42,C10,0.084,35_B8
Block3,42C,22:13:01,41.9,C10,0.084,35_B8
Block3,42C,22:28:01,42,C10,0.084,35_B8
Block3,42C,22:43:01,42,C10,0.084,35_B8
Block3,42C,22:58:01,42.1,C10,0.084,35_B8
Block3,42C,23:13:01,42,C10,0.084,35_B8
Block3,42C,23:28:01,42,C10,0.084,35_B8
Block3,42C,23:43:01,41.9,C10,0.084,35_B8
