trait,comparison,mean_x,ref,diff,ci_lo,ci_hi,p_welch,p_wilcox,p_welch_holm,p_wilcox_holm
topt,35 evolved vs 40 evolved,34.92186343822487,38.03661869498774,-3.1147552567628694,-3.9238801343351937,-2.3056303791905446,4.415343393038366e-9,1.1946365751117721e-6,8.830686786076731e-9,3.5839097253353163e-6
topt,35 evolved vs ancestor,34.92186343822487,34.673237270042726,0.24862616818214178,-0.31582901832752697,0.8130813546918105,0.36573583156529665,0.36042399544825493,0.36573583156529665,0.36042399544825493
topt,40 evolved vs ancestor,38.03661869498774,34.673237270042726,3.363381424945011,2.741671007484385,3.9850918424056374,2.156342774897868e-9,2.1409202584601812e-4,6.469028324693604e-9,4.2818405169203625e-4
tmax,35 evolved vs 40 evolved,50.141851369338404,46.50954235028774,3.632309019050666,2.1975759195848967,5.067042118516436,4.359659785540561e-5,2.330790719258934e-5,1.3078979356621683e-4,6.992372157776802e-5
tmax,35 evolved vs ancestor,50.141851369338404,50,0.14185136933840425,-0.15742885942874096,0.44113159810554947,0.3313327620386697,1,0.3313327620386697,1
tmax,40 evolved vs ancestor,46.50954235028774,50,-3.490457649712262,-4.902823181447054,-2.0780921179774694,7.018643210283375e-5,0.0010897172408254267,1.403728642056675e-4,0.0021794344816508534
